year,aucun_DET envoi_NOUN,aucun_DET renvoi_NOUN
1855,1.6451505047143655e-08,7.323573569806285e-08
1856,1.501384883084711e-08,7.455152828406142e-08
1857,1.2203773103180993e-08,6.541222319356166e-08
1858,1.3702292411821304e-08,2.9851424443450014e-08
1859,2.3933215409499553e-08,2.953460587207246e-08
1860,1.6020143767114803e-08,3.204028686809579e-08
1861,2.8295782161791294e-08,2.9710572058139206e-08
1862,1.626475143456929e-08,3.795108585724627e-08
1863,1.3485476124674989e-08,2.8469339163894603e-08
1864,1.7261021389991527e-08,3.2604149602377674e-08
1865,1.3649848862318237e-08,3.530133341200781e-08
1866,1.2650593905760843e-08,4.719644702833037e-08
1867,3.396967862556721e-08,7.230689291759518e-08
1868,3.309715523869272e-08,2.5193358510477992e-08
1869,2.0510779741300667e-08,4.932354202846767e-08
1870,2.2936195165357276e-08,4.4152175693312756e-08
1871,5.098165090089424e-08,2.124235431999466e-08
1872,1.2276098537711277e-07,3.144616467221084e-08
1873,4.968383748860106e-08,2.9331422624068182e-08
1874,2.4495896866483235e-08,2.330097642611051e-08
1875,5.492666055317841e-08,4.863298030954866e-08
1876,2.3579457497646672e-08,2.8416270225761764e-08
1877,5.1952455226711436e-08,2.968711676487601e-08
1878,3.140326221284795e-08,4.7708802242141246e-08
1879,1.9549840857280287e-08,5.742765907257308e-08
1880,6.610381753091588e-08,5.647704637290474e-08
1881,5.717456375009533e-08,3.6257038260600893e-08
1882,3.7270158514957075e-08,5.257754409626614e-08
1883,3.6652166635064987e-08,6.635305815905213e-08
1884,3.9610180913030035e-08,3.1688145440966764e-08
1885,6.187810352997758e-08,4.254119589930383e-08
1886,2.3232470169887165e-08,3.097662520934463e-08
1887,2.7421482862166613e-08,4.3090902901443684e-08
1888,2.4728397551854187e-08,3.4239320712003973e-08
1889,1.4409814119709097e-08,4.385595886446936e-08
1890,4.784702056781498e-08,6.030035448745252e-08
1891,2.42220359325529e-08,5.3543447675608036e-08
1892,5.265550262478769e-08,6.39388275658348e-08
1893,2.093861639629324e-08,4.310891599246247e-08
1894,3.65489274400943e-08,4.915200468857961e-08
1895,3.8519133660486204e-08,6.921406359161608e-08
1896,4.363801409112966e-08,4.776593498512227e-08
1897,3.3794939513498434e-08,6.525919227229338e-08
1898,4.0740153472995644e-08,6.903192817375725e-08
1899,2.3215829259015663e-08,9.396883093870656e-08
1900,2.699347678714048e-08,7.215564234996918e-08
1901,4.303328904331494e-08,8.438996079718208e-08
1902,1.767702184629627e-08,5.892340748658853e-08
1903,4.860198332679033e-08,1.3176537549952627e-07
1904,3.9772225512990644e-08,8.384414940110219e-08
1905,6.089695681055218e-08,9.031328218611634e-08
1906,4.3211150213551264e-08,1.5895530225407128e-07
1907,2.1085658330477486e-08,9.668545786212235e-08
1908,3.6835419159331195e-08,1.2474928290373555e-07
1909,2.475442606453271e-08,7.591357320535508e-08
1910,3.046165986120286e-08,4.16843737305328e-08
1911,3.298631989778755e-08,6.118430118107199e-08
1912,3.125652625612929e-08,7.65784955447657e-08
1913,2.6514949347244965e-08,6.681767139582462e-08
1914,2.5447626672558954e-08,4.888622795462538e-08
1915,4.123266661437697e-08,4.830112476650328e-08
1916,5.2739816736036005e-08,6.812226716057523e-08
1917,3.7285843079715164e-08,6.031533672512523e-08
1918,4.9391417178412667e-08,5.398596858441351e-08
1919,3.9593749723287885e-08,5.893022958503025e-08
1920,4.1647274962031133e-08,4.316172264040574e-08
1921,3.256281422281404e-08,8.784386906768304e-08
1922,7.304156213194801e-08,5.016996151852027e-08
1923,5.095655009057509e-08,9.660512922948783e-08
1924,4.1253197302637545e-08,8.121723560350347e-08
1925,4.5092528822010536e-08,3.6293987148994233e-08
1926,5.3501464591931835e-08,3.566764172902026e-08
1927,8.250426297706781e-08,3.0102907278006796e-08
1928,1.1083259821020874e-07,6.0558018155632e-08
1929,4.790374674712439e-08,6.572839517104967e-08
1930,3.151081084951102e-08,6.827342424742255e-08
1931,6.50105320687544e-08,7.983749572559873e-08
1932,6.02774505864545e-08,2.082311967299688e-08
1933,4.129438302413746e-08,3.785318636317925e-08
1934,2.7557634396657704e-08,3.9539212792760736e-08
1935,3.231436807027421e-08,2.752705352548901e-08
1936,3.758661337727176e-08,5.2136271300184944e-08
1937,3.903246703629293e-08,7.428759385419426e-08
1938,4.408172848968661e-08,6.871563584809337e-08
1939,2.141167065872196e-08,7.799965828780842e-08
1940,1.2678914584896006e-08,1.166460117385526e-07
1941,4.132103548215582e-08,3.5418032950929046e-08
1942,2.4273694165799498e-08,4.24789639019707e-08
1943,3.774205747930637e-08,4.935499831049128e-08
1944,5.1410978585408884e-08,4.4984606262232774e-08
1945,3.0499056169475125e-08,2.83205521256491e-08
1946,4.733175629212383e-08,1.9489545088902105e-08
1947,5.245183043456336e-08,4.2915136333476767e-08
1948,1.7395020535104777e-08,3.261566305923225e-08
1949,4.417653620691908e-08,4.810334086613466e-08
1950,1.808011473869442e-08,3.084254895924232e-08
1951,6.929911045006065e-08,6.290226961525036e-08
1952,3.690681271706353e-08,4.007025466989944e-08
1953,3.770839640537815e-08,5.925604995571376e-08
1954,5.765796196044448e-08,4.1044653009691956e-08
1955,3.472674947602172e-08,3.941955162289901e-08
1956,6.889701786860769e-08,4.7094164568051156e-08
1957,5.03597163969971e-08,4.417518728594416e-08
1958,1.1581141023953023e-07,4.7979013650945035e-08
1959,7.208195285102192e-08,3.2553140627555877e-08
1960,5.052208429390248e-08,3.7372499539500836e-08
1961,5.69749083467741e-08,5.0721560951316746e-08
1962,5.454082518951964e-08,3.614915089489301e-08
1963,4.526237162849611e-08,4.784879426011912e-08
1964,5.658090529436777e-08,5.1105333076506554e-08
1965,3.8851508676884805e-08,6.292850207589851e-08
1966,4.874385695075034e-08,4.708213396931171e-08
1967,6.310829370193005e-08,3.7470550107165934e-08
1968,5.7939265829531905e-08,2.20079384716243e-08
1969,7.857240902353624e-08,1.6350328091441213e-08
1970,4.598725045212859e-08,3.3570693558360176e-08
1971,5.138397440873632e-08,5.2925493987387995e-08
1972,4.3093233870195036e-08,3.4884999333684164e-08
1973,4.5759591671412636e-08,4.355430949232186e-08
1974,2.8690414488607985e-08,2.6440187372855917e-08
1975,3.084199295955159e-08,3.655347358133554e-08
1976,3.142439730652313e-08,4.05660425251142e-08
1977,3.8199081231482523e-08,3.761140510150085e-08
1978,2.613860150546543e-08,3.445542962055015e-08
1979,2.808947208166046e-08,3.218585375996952e-08
1980,2.615169325537181e-08,3.467941978030353e-08
1981,1.5181318868684457e-08,2.846497348940602e-08
1982,2.6071509395819703e-08,2.2347008687972902e-08
1983,3.347117516483422e-08,3.031351614168898e-08
1984,3.2474448019570445e-08,3.5373952933515085e-08
1985,1.8648230071249827e-08,3.609334786602858e-08
1986,3.2969670549221064e-08,3.7165808652872556e-08
1987,5.560843341356758e-08,3.6053819485459826e-08
1988,2.1587593490579593e-08,2.99827698224675e-08
1989,4.8844286393290304e-08,3.951447924421814e-08
1990,2.2339468497278858e-08,3.432650119705727e-08
1991,1.2895223222564312e-08,3.282420601991021e-08
1992,1.4876849085965205e-08,3.4712648755430564e-08
1993,2.3818592431723573e-08,3.71126915865716e-08
1994,1.4242302226463721e-08,3.956194971621585e-08
1995,1.0844901310314015e-08,3.904164547208211e-08
1996,2.5089033073300016e-08,3.950188265378074e-08
1997,2.3974473073451463e-08,4.027711497656128e-08
1998,1.1920323395031573e-08,3.480734456218215e-08
1999,1.690974471557638e-08,2.8792266348887097e-08
2000,1.4137700343752613e-08,5.964342530972999e-08
2001,1.1391150689377127e-08,3.41734529563098e-08
2002,1.0076809608960957e-08,4.205972636839306e-08
2003,1.2500768864498468e-08,4.708622791671502e-08
2004,1.1011977774089132e-08,5.0214619351507395e-08
2005,1.8014997937854105e-08,3.783149615799175e-08
2006,1.4412614657288714e-08,5.43561466948006e-08
2007,1.1583990433550184e-08,3.2754731371653634e-08
2008,9.79211156604265e-09,4.2148652568130274e-08
2009,1.0013204487790972e-08,3.528462322321957e-08
2010,8.030448139795254e-09,1.747803457519126e-08
2011,6.500752380844688e-09,1.4531093439629217e-08
2012,1.0212758416727752e-09,1.1574459057861475e-08
2013,7.530637780028826e-09,2.2591912340885756e-08
2014,6.063246460463745e-09,1.667392757198627e-08
2015,5.763096055932948e-09,1.6402658342684617e-08
2016,4.97121616094276e-09,1.719212239237322e-08
2017,3.7734170232894826e-09,1.7860841028394248e-08
2018,6.195519874907518e-09,1.0842160502733122e-08
2019,6.632568272380013e-09,2.015280387013263e-08
