year,un_DET épi_NOUN,un_DET epi_NOUN,un_DET répit_NOUN
1848,3.4031286766378344e-07,8.045221711050488e-10,1.1826475998510944e-07
1849,4.85168129671365e-07,3.3517659758786067e-09,1.1731181359664333e-07
1850,3.795048879595697e-07,0.0,1.3849552082945138e-07
1851,5.230494721786272e-07,6.449438760824933e-10,1.4124270508730774e-07
1852,4.948014398209466e-07,1.9531636308300904e-09,1.237003663945302e-07
1853,4.502836743469629e-07,5.971931837933653e-10,1.6721408924169623e-07
1854,3.824008896202713e-07,0.0,1.091089547600177e-07
1855,4.855847244300548e-07,2.653468555990912e-09,1.2577441310668291e-07
1856,4.1055111843490977e-07,5.177189232874468e-10,1.604928696607999e-07
1857,7.239277710624492e-07,1.464452725752352e-09,1.5181493173699323e-07
1858,5.529854165686743e-07,4.893676019968041e-10,1.5464016200894548e-07
1859,3.5492447780782754e-07,5.092173349652285e-10,1.4512694646029445e-07
1860,3.8997606832680276e-07,1.373155145145688e-09,1.9636118997468088e-07
1861,3.984989449534737e-07,1.414789119191795e-09,1.7684864150879775e-07
1862,4.0526336442248123e-07,1.8071945329101169e-09,2.1641154379636873e-07
1863,3.5661591901714473e-07,4.994620828036034e-10,1.62824634331038e-07
1864,3.893319009407037e-07,9.589455896019672e-10,1.0452506971070363e-07
1865,3.285377419004476e-07,4.706844358715045e-10,1.72741191573067e-07
1866,3.498375802379883e-07,0.0,1.688367619046005e-07
1867,3.38726238169329e-07,9.7056229719783e-10,2.1449426412800676e-07
1868,4.164313729404512e-07,4.93987406535723e-10,1.5659400209866448e-07
1869,4.27307938366539e-07,4.883519144627257e-10,1.5431921174258179e-07
1870,5.355601557788248e-07,5.734048791339319e-10,1.725948681752243e-07
1871,3.7067908453813914e-07,0.0,2.6021884980131915e-07
1872,3.162758321906267e-07,6.047339295989218e-10,1.57835551739538e-07
1873,3.370120544854416e-07,1.7958013409646867e-09,1.8436894388962344e-07
1874,4.7020174243073143e-07,2.3898436563030145e-09,2.1448847054017506e-07
1875,3.88491704583771e-07,0.0,2.0769143826981917e-07
1876,5.719529925229949e-07,1.209202959984168e-09,1.868218504341712e-07
1877,3.587193280196743e-07,0.0,1.669900342449182e-07
1878,5.096990909336796e-07,6.039088673581716e-10,1.6486712167695927e-07
1879,4.313183521453823e-07,6.10932526790009e-10,1.9122187833175985e-07
1880,6.129043157443448e-07,2.5671385017744797e-09,1.7392363216295337e-07
1881,5.682593453570917e-07,1.3945015142624584e-09,1.9871645889901757e-07
1882,3.700394231032078e-07,3.9932310791357395e-09,1.8169201920770206e-07
1883,4.240276361144879e-07,2.5277355764075082e-09,1.6367088084834336e-07
1884,3.8751961994876183e-07,1.9805090900604227e-09,2.3039922503187427e-07
1885,3.9253922157200805e-07,1.2891271383708158e-09,1.8950168234610487e-07
1886,3.80754375584047e-07,6.453463874400711e-10,2.0134807643401587e-07
1887,3.401569665939519e-07,6.528924623161458e-10,2.141487209783577e-07
1888,4.362342860275703e-07,1.268122939990235e-09,1.64855985307355e-07
1889,4.554754395869054e-07,1.2530273485467092e-09,2.2241235314579555e-07
1890,4.1096002334484183e-07,0.0,1.8221194564294052e-07
1891,4.143243170773303e-07,6.374220040683554e-10,1.8102785048768055e-07
1892,3.6357371246964476e-07,6.268512375839919e-10,1.767720438916598e-07
1893,4.464851892649335e-07,6.158416554491453e-10,1.9214259383559806e-07
1894,4.789169736341137e-07,0.0,2.136221883830558e-07
1895,4.369513983970563e-07,1.2037228991346183e-09,2.4736506110123457e-07
1896,3.538217261400689e-07,5.89702897624278e-10,2.2821502643211034e-07
1897,4.160273539000059e-07,5.826713556089658e-10,2.0043894677357343e-07
1898,3.451596519710165e-07,5.6583548957434e-10,1.61828952127685e-07
1899,4.1346287638077683e-07,3.3165470370022376e-09,1.6914389711075728e-07
1900,3.550680487407476e-07,1.038210628578895e-09,1.754575986723239e-07
1901,3.4426632389283895e-07,1.1177477832191585e-09,1.7548639524855858e-07
1902,3.957688639033563e-07,4.910283846193408e-10,1.7922535855419142e-07
1903,2.921519275389528e-07,2.7001101354784396e-09,1.976480543675052e-07
1904,3.6224974930831877e-07,1.0749250378694342e-09,1.9671127748921435e-07
1905,3.230635279294347e-07,1.5482277126999122e-09,1.9920529936712228e-07
1906,4.228519756566129e-07,0.0,2.1348365297768623e-07
1907,3.779989743435408e-07,4.114274698707732e-09,1.897709166476247e-07
1908,3.0205042911291e-07,4.911389073214423e-10,1.6846065142850364e-07
1909,3.911199328854309e-07,5.500983557560346e-10,1.7933206741815866e-07
1910,3.77297038944846e-07,5.344150677544235e-10,1.592556946317103e-07
1911,3.181583743128158e-07,1.0640748282497725e-09,2.2132756871684478e-07
1912,3.1308622450154644e-07,1.0418842455450772e-09,2.0212553653031762e-07
1913,3.5423970690118267e-07,1.060597942803554e-09,1.6015028325711e-07
1914,3.991259176494566e-07,1.3393487430235496e-09,1.533554279120608e-07
1915,2.792040549870478e-07,1.1780761921542648e-09,2.002729465599984e-07
1916,2.549091293602146e-07,0.0,2.3513168745381563e-07
1917,2.763539077577093e-07,0.0,3.0486659685635686e-07
1918,3.308076443886421e-07,1.1486376294556067e-09,2.837135060218543e-07
1919,3.425319587968545e-07,0.0,1.9428560227296998e-07
1920,3.437793107963216e-07,1.514446346106979e-09,2.2640973318388546e-07
1921,2.9457986538972136e-07,1.5145494858259667e-09,2.733761852447003e-07
1922,3.954573539743933e-07,0.0,3.6225661936839515e-07
1923,3.7155818333189927e-07,3.1847844361720945e-09,1.8684068336938253e-07
1924,3.777245911606997e-07,0.0,3.106881525383187e-07
1925,3.9043530364324397e-07,2.1996355847875293e-09,2.4965864309223207e-07
1926,3.3995723391910815e-07,3.343841648018042e-09,2.4744425974887463e-07
1927,3.4562595807585694e-07,1.1149224876660924e-09,3.2444243824869545e-07
1928,3.244995592233124e-07,2.2852082448565625e-09,2.330912334258528e-07
1929,3.286419860693002e-07,1.1140406375176326e-09,2.562293381913605e-07
1930,3.886333193037217e-07,1.0503603542488804e-09,2.2687783141073226e-07
1931,3.912037236375454e-07,1.1405356659111021e-09,2.395125022758293e-07
1932,3.342658789762254e-07,2.1919073223131136e-09,2.2576644775895716e-07
1933,2.8103122584610674e-07,1.1470662197865522e-09,2.0303072045813053e-07
1934,2.8635975901636357e-07,1.1981580172459871e-09,2.8036896893013363e-07
1935,4.679599072687779e-07,0.0,2.8484517144988786e-07
1936,3.1281764112378596e-07,0.0,2.82505839166447e-07
1937,4.041748962180236e-07,1.2591118148108649e-09,2.669317025194573e-07
1938,2.528216676012107e-07,1.2965214457594243e-09,2.5282169158202805e-07
1939,2.599988597751235e-07,3.058810094103137e-09,3.3952791245184244e-07
1940,3.803674468727536e-07,7.607348528892999e-09,2.510424996771121e-07
1941,4.073073505139746e-07,0.0,3.2466528843144715e-07
1942,3.216264587990736e-07,0.0,2.9431854908779087e-07
1943,3.6000115266610067e-07,0.0,3.600011675430892e-07
1944,3.502372827313138e-07,0.0,3.181054228917901e-07
1945,2.592419887648134e-07,4.357008087652048e-09,4.0955876734471985e-07
1946,2.742457425597422e-07,0.0,3.577723850511916e-07
1947,3.027901236407615e-07,1.1920870957027319e-09,4.744506743037391e-07
1948,4.664039998658609e-07,4.348755133776194e-09,3.8269046331862455e-07
1949,3.642110160129164e-07,3.9268033269479474e-09,3.2003448158235415e-07
1950,3.435221644920716e-07,0.0,3.6372935419137775e-07
1951,3.763474785145604e-07,3.198420528427448e-09,3.166436259860461e-07
1952,3.7117711171319456e-07,1.0544803918932644e-09,3.25834441206041e-07
1953,3.544589146642352e-07,2.1547654771580937e-09,3.652327400516242e-07
1954,3.3324347725738335e-07,3.9090144454689835e-09,3.576748177636091e-07
1955,3.6697726679690845e-07,0.0,3.707315201495476e-07
1956,3.2093800683696827e-07,6.104799332717903e-09,3.1919378340461435e-07
1957,3.0834282771508015e-07,1.7670075402875796e-09,2.844882187602593e-07
1958,3.118635643062362e-07,2.4816730892496253e-09,3.5074311810490144e-07
1959,2.782518344623952e-07,1.5501495642666896e-09,2.9685365454668045e-07
1960,2.9551959190854404e-07,2.076250060767393e-09,3.2320292220333613e-07
1961,2.946019401761646e-07,9.032606829162404e-09,3.717265215641419e-07
1962,2.733383184239102e-07,5.7077609305622445e-09,3.46270811135696e-07
1963,3.3364835339000365e-07,1.2932106496776896e-09,3.194230338010584e-07
1964,2.762121655841554e-07,6.083968329129164e-10,3.382686495356779e-07
1965,2.9439592275082305e-07,1.0944086747954884e-09,3.2613377953794043e-07
1966,2.9080143715276563e-07,3.3234448526542337e-09,3.395452825571965e-07
1967,2.677172248333193e-07,2.9582014060558492e-09,3.194857498556303e-07
1968,2.717306566424327e-07,8.982831700699023e-10,3.3685619094114827e-07
1969,2.5888019195008383e-07,3.1792303789579535e-09,3.2973162067406747e-07
1970,2.317757412662047e-07,1.3796175035718505e-09,3.605400280548565e-07
1971,2.6771050620766346e-07,3.596878239697787e-09,3.2937126981380516e-07
1972,2.53429254470916e-07,2.5650733759263744e-09,3.3038145019759213e-07
1973,2.3706776541843055e-07,3.859242758696979e-09,3.3520278197585185e-07
1974,2.3458633346962188e-07,5.625571675160757e-10,3.5047311008895576e-07
1975,2.2674576349857034e-07,1.1422960355389478e-09,3.6382127355238936e-07
1976,2.2054213300037873e-07,2.8567634369203176e-09,3.473824330413322e-07
1977,2.8737463697581234e-07,1.7630345516828072e-09,3.490808406780843e-07
1978,2.691087770401168e-07,2.3762365408686037e-09,3.493067683990603e-07
1979,2.5573123174638113e-07,8.777960247563499e-09,3.721855144078745e-07
1980,2.2626899909283793e-07,5.685150683554241e-10,3.575959768298276e-07
1981,2.1190591592556984e-07,2.5302198114474095e-09,3.8585850781203135e-07
1982,2.408510897389249e-07,0.0,3.8114063372063356e-07
1983,3.0187212018972787e-07,4.420721344544631e-09,4.376514119996955e-07
1984,2.0528490463078697e-07,7.538710988796993e-09,4.813177039153516e-07
1985,2.5746588327990594e-07,1.2031116103372597e-09,3.964252641708299e-07
1986,2.517683976854812e-07,5.994485463567401e-10,3.830476096311486e-07
1987,1.9004640083863933e-07,4.2775717967735716e-09,4.0942474299754394e-07
1988,2.212728409389797e-07,6.596209134457354e-09,3.97571524146656e-07
1989,2.0086526708595898e-07,1.6464366536794728e-09,3.913031001445688e-07
1990,2.3320225839285058e-07,3.814055737905164e-09,3.9066826573730395e-07
1991,2.502845504182005e-07,1.1722930404189924e-09,4.3433455765296003e-07
1992,2.6943626263431497e-07,1.1019888335184191e-09,4.3418359219060676e-07
1993,2.0162715230753747e-07,6.09312805766038e-09,3.993768480370363e-07
1994,2.088870862948511e-07,1.5824779819872958e-09,4.019494195262041e-07
1995,2.0008843115704167e-07,3.253470548525428e-09,3.5788175090090135e-07
1996,1.8363037312951747e-07,5.338092190498855e-10,3.5338169901422134e-07
1997,2.023445535570545e-07,4.315405033317177e-09,3.9174288790633227e-07
1998,1.6831496019165115e-07,1.43043876743576e-09,3.6476187936784754e-07
1999,1.9469057166432435e-07,9.140402323914998e-10,3.838969018232774e-07
2000,1.6832699412105967e-07,8.836062992401139e-10,3.644876080954873e-07
2001,1.78753444490809e-07,1.7524847129024579e-09,3.469919711562852e-07
2002,2.230041697970364e-07,1.314366449012283e-09,3.789756668481914e-07
2003,1.8459468908993415e-07,4.1669229178253886e-10,3.600221285537941e-07
2004,1.6473919561832417e-07,3.9643121285681815e-09,3.7176438638653053e-07
2005,1.7519585693293038e-07,1.3511248786457486e-09,3.8416983372258073e-07
2006,1.750103155728766e-07,8.235779835885637e-10,3.677275586255746e-07
2007,1.8214826003060125e-07,3.5950314392074745e-09,4.298059987917213e-07
2008,1.6263420099527082e-07,1.7029758714315335e-09,4.074369872597572e-07
2009,1.9787998795095518e-07,6.675469510497578e-09,4.4010416999640256e-07
2010,2.1162592522827595e-07,1.417137907022692e-09,5.163105996075501e-07
2011,1.9999373357393324e-07,1.1471915639660324e-09,5.192954191102217e-07
2012,2.246806838357429e-07,1.7021263287730903e-09,6.015314539808969e-07
2013,2.1392589477642332e-07,6.136075203500013e-09,6.392674336552773e-07
2014,2.7609425679031574e-07,0.0,7.117818405788512e-07
2015,2.544628472378463e-07,4.433150790905671e-10,5.893873833429097e-07
2016,2.4566093159705815e-07,2.0713399884186856e-09,5.745897091458119e-07
2017,2.0929886179743562e-07,1.33327402451755e-08,6.261356340075963e-07
2018,2.0935694600154875e-07,1.135845340005659e-08,7.12484798270907e-07
2019,2.09180999632963e-07,5.6121731151215215e-09,6.188696239917135e-07
