year,certain_ADJ est_NOUN,certain_ADJ reste_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,1.3427040812530322e-08
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,2.2743021688143017e-08
1806,0.0,2.0171682990621775e-08
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,2.259030518203531e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,0.0
1814,0.0,1.5733386149463513e-08
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,1.0898113522728181e-08
1818,1.1921177378582115e-09,3.5763532135746345e-09
1819,1.035105001712111e-09,3.1053151161586356e-09
1820,0.0,9.493184904840746e-09
1821,9.86148829262845e-10,9.861488514673056e-09
1822,0.0,6.015369535816717e-09
1823,2.9648061783404955e-09,4.941343334508019e-09
1824,0.0,8.421112696055388e-10
1825,2.641632912414593e-09,7.044354433105582e-09
1826,0.0,1.2331177856594877e-08
1827,9.217273055917019e-10,8.295545583791863e-09
1828,9.172301251858528e-10,1.1923991571904935e-08
1829,2.571952872898464e-09,0.0
1830,2.0873671680021744e-09,7.305785310052215e-09
1831,1.5591206103948707e-09,4.677361609140007e-09
1832,1.3529969367098715e-09,0.0
1833,0.0,8.108539617524002e-09
1834,7.467624518753269e-09,2.8003592777992026e-09
1835,3.025235173481633e-09,1.5882484660778573e-08
1836,3.36037508930076e-09,1.747394939854985e-08
1837,9.045258542172974e-09,1.3219993100221927e-08
1838,0.0,5.049729523420865e-09
1839,6.9914751765765e-10,9.788065469251706e-09
1840,1.2739377330817092e-09,5.095750932326837e-09
1841,0.0,3.852329122366882e-09
1842,6.708265054555795e-09,4.695785538189057e-09
1843,1.1813822142769936e-09,2.126487963494128e-08
1844,5.488561383160118e-09,2.195424508855126e-09
1845,5.580227946389016e-10,6.696273757711424e-09
1846,4.6836010625384006e-09,8.781752214304106e-09
1847,5.393223645455691e-10,7.011190739092399e-09
1848,8.045221711050488e-10,5.63165514222419e-09
1849,9.217356655710773e-09,5.02764896381791e-09
1850,1.3577992064028876e-09,4.073397619208663e-09
1851,4.514607354622058e-09,6.449438760824933e-09
1852,5.208436348880241e-09,8.463708844885787e-09
1853,0.0,6.569124799682413e-09
1854,3.63696517347023e-09,1.0391328686409906e-08
1855,3.1841622671890946e-09,6.8990182455763716e-09
1856,5.177189232874468e-10,9.836659486950339e-09
1857,4.881509085841174e-09,6.345961978126979e-09
1858,4.893676019968041e-10,4.404308473482388e-09
1859,1.0693564256314403e-08,6.110608019582742e-09
1860,5.034902272882391e-09,9.15436793036406e-09
1861,2.8295783494058924e-09,4.2443675241088386e-09
1862,4.517986262886353e-10,8.132375661773494e-09
1863,9.989241656072068e-10,8.990317823531768e-09
1864,2.397363974004918e-09,6.712618905169165e-09
1865,0.0,6.589582213223366e-09
1866,4.865612912574591e-10,1.5083399418358567e-08
1867,1.94112459439566e-09,1.455843445796745e-08
1868,4.93987406535723e-10,5.433861360870651e-09
1869,1.4650557433881772e-09,6.8369265804335555e-09
1870,0.0,2.2936195165357276e-09
1871,3.18635318130589e-09,9.559059321873065e-09
1872,1.2094678591978436e-09,1.3908880269752899e-08
1873,5.986004303348835e-09,8.979006871356887e-09
1874,1.1949218281515073e-09,3.5847653734322193e-09
1875,5.721527140956084e-10,9.7265964171811e-09
1876,6.04601479992084e-10,1.0278225381910033e-08
1877,4.9478527941460015e-09,9.27722432209066e-09
1878,1.2078177347163432e-09,7.2469061862534545e-09
1879,2.443730107160036e-09,3.0546627449723474e-09
1880,1.2835692508872398e-09,3.8507077526617195e-09
1881,5.578006112560985e-09,3.4862537301449947e-09
1882,0.0,7.986462158271479e-09
1883,1.895801682305631e-09,3.159669414998234e-09
1884,5.941527270181268e-09,8.582206056928499e-09
1885,1.9336907075562237e-09,4.511945039809007e-09
1886,1.2906927748801422e-09,5.808117542471791e-09
1887,1.9586773869484375e-09,3.264462256069578e-09
1888,6.340614699951175e-10,1.268122939990235e-09
1889,8.77119121778236e-09,3.132568426877924e-09
1890,2.6217545912032847e-09,8.520702365899524e-09
1891,4.461953917456185e-09,1.466070642663908e-08
1892,2.5074049503359674e-09,1.0656471260972467e-08
1893,0.0,1.0469308087124318e-08
1894,1.2603078580752936e-09,7.561847148451761e-09
1895,6.018614495673091e-10,3.611168697403855e-09
1896,3.5382172747233653e-09,2.948514543632541e-09
1897,5.826713556089658e-10,3.4960281336537946e-09
1898,0.0,1.0185038590293516e-08
1899,5.527578395003729e-10,5.527578395003729e-09
1900,1.5573159428683425e-09,5.710158568206225e-09
1901,3.912117296778206e-09,2.794369402536745e-09
1902,1.9641135384773634e-09,0.0
1903,1.0800440541913758e-09,3.2401321625741275e-09
1904,5.374625189347171e-10,4.299700151477737e-09
1905,2.0643036724443675e-09,6.708986699521802e-09
1906,1.0288369045596824e-09,5.658602919567102e-09
1907,5.142843373384665e-10,5.65712765521198e-09
1908,1.4734167219643268e-09,7.858222517143076e-09
1909,2.7504918342913243e-09,1.6502950117569526e-09
1910,0.0,4.275320542035388e-09
1911,1.0640748282497725e-09,4.25629931299909e-09
1912,2.604710613862693e-09,4.688478938419394e-09
1913,5.30298971401777e-10,4.772690687104841e-09
1914,4.0180461735594974e-09,3.3483718020477227e-09
1915,5.890380849749022e-09,1.6493066468115103e-08
1916,0.0,1.0987462051303964e-09
1917,9.869782324756216e-09,2.1932848870420685e-09
1918,4.594550517822427e-09,3.44591288836682e-09
1919,0.0,4.603924352863942e-09
1920,7.572231730534895e-10,3.028892692213958e-09
1921,2.2718242842501013e-09,2.2718242842501013e-09
1922,7.377935484775833e-10,1.1804696775641332e-08
1923,0.0,0.0
1924,3.867487219366694e-09,3.867487219366694e-09
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,4.458455382660986e-09,8.916910765321973e-09
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,0.0
1930,3.1510811737689437e-09,0.0
1931,0.0,1.1405356659111021e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,2.2941324395731044e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,0.0,1.196828414151696e-09
1936,4.849885826274658e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,0.0,1.2965214457594243e-09
1939,0.0,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,9.536696765621855e-09
1948,7.610321262063735e-09,1.0871887834440486e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,6.381216888229346e-09,4.2541445921528975e-09
1951,4.264560704569931e-09,4.264560704569931e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,0.0
