year,certain_ADJ est_NOUN,certain_ADJ reste_NOUN
1954,9.772536113672459e-10,7.818028890937967e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,4.360570571293465e-09
1957,2.6505113659425206e-09,1.7670075402875796e-09
1958,1.6544486891589827e-09,5.790570245522986e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,1.3841666701708277e-09,2.076250060767393e-09
1961,1.3896318540318475e-09,7.64297514166401e-09
1962,2.5367825617905737e-09,3.170978146727066e-09
1963,3.879631726988464e-09,5.1728425987107585e-09
1964,3.0419841645645818e-09,1.8251904432275978e-09
1965,4.924838981068547e-09,4.377634699181954e-09
1966,1.6617224263271169e-09,3.8773522170743036e-09
1967,2.465167847631733e-09,3.451234853457663e-09
1968,1.7965663401398047e-09,1.3474247273492779e-09
1969,4.087581828571274e-09,5.450109252791435e-09
1970,9.197450023812337e-10,3.6789800095249348e-09
1971,1.0276794970565106e-09,1.541519245584766e-09
1972,2.0520587451500205e-09,4.104117490300041e-09
1973,2.205281512956958e-09,3.3079223804577396e-09
1974,2.8127858375803783e-09,2.2502286700643026e-09
1975,1.7134440533084216e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,1.142705374768127e-09
1977,1.7630346071939584e-09,1.7630346071939584e-09
1978,4.752472970714905e-09,3.5643548113029055e-09
1979,1.1703946700691858e-09,3.5111840102075575e-09
1980,2.8425752862659692e-09,1.7055452605774235e-09
1981,0.0,0.0
1982,1.2415004579935385e-09,4.966001831974154e-09
1983,1.2630632095778083e-09,0.0
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,6.015558051686298e-10,1.2031116103372597e-09
1986,5.994485463567401e-10,1.7983456945813714e-09
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,2.9982768490199874e-09,1.798966087207532e-09
1989,1.6464366536794728e-09,3.2928733073589456e-09
1990,3.269190529398003e-09,4.358920779878872e-09
1991,2.9307325455363298e-09,3.5168792322792797e-09
1992,1.1019888335184191e-09,3.856960972825618e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,2.1099706426497278e-09,2.1099706426497278e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,1.067618438099771e-09,1.6014276571496566e-09
1997,4.79489448146353e-10,3.835915585170824e-09
1998,9.536258449571733e-10,1.43043876743576e-09
1999,2.285100608734325e-09,2.7421207526856506e-09
2000,3.5344251969604557e-09,1.3254094488601709e-09
2001,3.5049694258049158e-09,8.762423564512289e-10
2002,2.1906108038649563e-09,4.38122149670761e-10
2003,1.2500768753476166e-09,2.9168460979889232e-09
2004,4.404791253964646e-10,8.809582507929292e-10
2005,3.6029997874109654e-09,1.8014998381943315e-09
2006,4.1178899179428186e-10,8.235779835885637e-10
2007,0.0,1.1983438685803094e-09
2008,2.1287198670449925e-09,2.1287198670449925e-09
2009,3.337734755248789e-09,6.198650481792356e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,1.5295887612065684e-09,1.529588788962144e-09
2012,2.7234021704458655e-09,1.7021263287730903e-09
2013,5.578250084070646e-10,2.2313000336282585e-09
2014,1.7323561751769745e-09,2.815078836704288e-09
2015,4.433150790905671e-10,1.7732603163622684e-09
2016,6.21402013178951e-10,3.935546111222266e-09
2017,5.031222660711876e-10,1.2578056374223934e-09
2018,2.323319980845895e-09,1.8070267504555204e-09
2019,2.55098775436835e-10,1.2754939326953263e-09
