year,bon_ADJ apport_NOUN,bon_ADJ rapport_NOUN
1883,0.0,1.5292800681354635e-07
1884,6.601696966868076e-10,1.6966361648940165e-07
1885,5.156508553483263e-09,1.9981471066632395e-07
1886,0.0,1.9037718501646594e-07
1887,0.0,2.1349583478880163e-07
1888,1.268122939990235e-09,1.9719312160937363e-07
1889,3.132568426877924e-09,2.0236392089811872e-07
1890,5.243509182406569e-09,1.4616282434376515e-07
1891,1.9122659011827636e-09,1.931388728948491e-07
1892,1.2537024751679837e-09,1.7739890267876035e-07
1893,6.158416554491453e-10,1.5088120663975246e-07
1894,1.8904617871129403e-09,1.9597787148661894e-07
1895,3.0093072478365457e-09,1.8597518769425392e-07
1896,5.89702897624278e-10,1.7455205081340353e-07
1897,1.1653427112179315e-09,1.4566783557157237e-07
1898,3.960848538042683e-09,1.771065020195195e-07
1899,5.527578395003729e-10,1.7964630494304856e-07
1900,6.748368974740515e-09,2.3152096528811228e-07
1901,6.147612641171918e-09,2.3193266729393258e-07
1902,1.9641135384773634e-09,1.7235096905210412e-07
1903,3.2401321625741275e-09,2.1600881483507806e-07
1904,5.374625189347171e-09,1.9456143096618916e-07
1905,3.096455536422127e-09,2.2500909191425222e-07
1906,1.5432553013283723e-09,2.0113760967888084e-07
1907,5.142843373384665e-10,1.805138083454949e-07
1908,1.0805055739027125e-08,2.1315428200274766e-07
1909,5.500983557560346e-10,2.1948924677772652e-07
1910,1.6032452032632705e-09,2.2445433378592838e-07
1911,2.128149656499545e-09,2.559099870902415e-07
1912,5.2094213387476884e-09,1.708690155477477e-07
1913,5.833288518886093e-09,2.2643765579255515e-07
1914,2.678697486047099e-09,1.9219654190383295e-07
1915,2.3561523843085297e-09,1.4608144338623674e-07
1916,1.0987462051303964e-09,1.2086207989980835e-07
1917,0.0,1.633997286365485e-07
1918,1.1486376294556067e-09,1.9871430367857101e-07
1919,0.0,1.8231540210855712e-07
1920,5.300562211374427e-09,1.6280298620330313e-07
1921,2.2718242842501013e-09,1.6432861787984976e-07
1922,2.951174193910333e-09,1.7780824634883174e-07
1923,0.0,1.900254757991604e-07
1924,1.289162443462999e-09,1.6114530865252163e-07
1925,0.0,1.7487102743629634e-07
1926,1.1146138456652466e-09,1.4378518464752688e-07
1927,7.804457524684949e-09,1.7950252040321857e-07
1928,4.570416489713125e-09,2.1023915497409007e-07
1929,1.1140406375176326e-09,1.9050094213213242e-07
1930,8.402882833991043e-09,1.9746773993745137e-07
1931,7.983749661377715e-09,1.881883875398671e-07
1932,2.1919073223131136e-09,1.8521616595990054e-07
1933,4.588264879146209e-09,1.4797153724543932e-07
1934,8.38710612072191e-09,1.3419369437883688e-07
1935,4.787313656606784e-09,1.4002893067299738e-07
1936,3.6374143697059935e-09,1.636836413076992e-07
1937,7.554670666820584e-09,1.3472495985489275e-07
1938,1.0372171566075394e-08,1.5169300371375982e-07
1939,4.588215141154706e-09,1.2388181325206915e-07
1940,1.0143131667916805e-08,1.749690170527174e-07
1941,2.9515025978810172e-09,1.9479917057196872e-07
1942,0.0,2.457711616443703e-07
1943,5.806470415592457e-09,2.3225881307098462e-07
1944,0.0,1.1246151743193877e-07
1945,1.3071024262956144e-08,1.7645882888217557e-07
1946,6.960552134671616e-09,1.475636981496109e-07
1947,0.0,1.1682453293637707e-07
1948,1.1959077061973744e-08,1.5329361557903098e-07
1949,4.908504269707237e-09,1.9830356889904976e-07
1950,4.2541445921528975e-09,2.041989362044916e-07
1951,4.264560704569931e-09,1.8657452471870783e-07
1952,6.326882129314981e-09,2.0035127934470154e-07
1953,4.3095309543161875e-09,1.7345861635931215e-07
1954,1.9545072227344917e-09,1.5538331865627697e-07
1955,1.0324169075204281e-08,2.1493041924003364e-07
1956,7.849027205963921e-09,1.8488820607842626e-07
1957,9.718541527092839e-09,2.0143886630963337e-07
1958,4.963346011965797e-09,1.9108882637342006e-07
1959,6.200598257066758e-09,2.0772003850311194e-07
1960,1.4533750203327145e-08,2.3323208808712081e-07
1961,8.33779090214648e-09,1.737039759808212e-07
1962,3.805173953708163e-09,1.8074575791615644e-07
1963,7.759263453976928e-09,2.166127792690986e-07
1964,7.300761772910391e-09,1.8495263254258987e-07
1965,4.377634699181954e-09,1.6361409516107983e-07
1966,8.862519607077957e-09,1.6506443178965213e-07
1967,6.409436092980059e-09,1.705896042203392e-07
1968,4.491415850349512e-09,1.6034354977101373e-07
1969,3.6334062425424918e-09,2.043791056394184e-07
1970,4.1388523719376735e-09,1.8808784787993638e-07
1971,5.652237122788506e-09,1.8549614866358866e-07
1972,7.182205663536223e-09,1.5852153578688188e-07
1973,7.71848518432705e-09,1.7201196161886756e-07
1974,2.2502286256553816e-08,1.9858267608086067e-07
1975,6.8537762132336866e-09,1.6791751944467137e-07
1976,2.285410749536254e-09,1.931172144420401e-07
1977,9.402850775774851e-09,2.0862576199931482e-07
1978,1.0693064433908717e-08,2.394058267185528e-07
1979,5.266775904289034e-09,2.3290853912172338e-07
1980,1.2507331226263574e-08,2.262690022014624e-07
1981,1.138598904049104e-08,2.5618476506839016e-07
1982,9.932003663948308e-09,2.3526434222986836e-07
1983,9.472973849788957e-09,2.5829641980834595e-07
1984,1.1598016769198694e-08,2.3254023884256014e-07
1985,1.3234227935754461e-08,2.87543682198077e-07
1986,1.1389522214244607e-08,3.1590937465963975e-07
1987,1.1610551631235921e-08,3.0492976055285226e-07
1988,4.797243047249822e-09,2.7943940450469995e-07
1989,5.488121956886971e-09,2.3489162792600382e-07
1990,8.717841559757744e-09,2.566314671881287e-07
1991,1.52398094144246e-08,2.91314818490207e-07
1992,1.322386644631024e-08,2.8266013885058783e-07
1993,5.539207315052863e-09,2.930240690091068e-07
1994,8.967375286772494e-09,2.89065964942381e-07
1995,1.0302656505700725e-08,2.906433556049137e-07
1996,6.4057106285986265e-09,3.1334600469890006e-07
1997,4.315404922294874e-09,2.78103874151725e-07
1998,1.2397135762398648e-08,2.913327064035798e-07
1999,5.0272213059088244e-09,3.6835821237701794e-07
2000,8.83606254831193e-09,3.092622011813262e-07
2001,1.1391150245287918e-08,3.4129639470137363e-07
2002,6.571832411594869e-09,4.0307238791115196e-07
2003,7.91715315529018e-09,3.112691557838332e-07
2004,1.0131019939629837e-08,3.4137132320921637e-07
2005,1.9366122927522156e-08,3.783149793434859e-07
2006,1.4824403926638752e-08,4.3896707424551096e-07
2007,1.3581229835191166e-08,6.055630947798818e-07
2008,1.8732734474724566e-08,1.095013487883989e-06
2009,2.3364143286741523e-08,1.233054604199424e-06
2010,1.6060896446123962e-08,1.3302201296028215e-06
2011,2.9062186407413648e-08,2.9689318239434215e-06
2012,2.2808492872172792e-08,3.1162529694483965e-06
2013,2.2312999448104165e-08,2.124476509379747e-06
2014,2.2304085689484054e-08,2.089221510459538e-06
2015,2.6820562493146127e-08,2.1037517399236094e-06
2016,2.8377358241016282e-08,2.2219264508294145e-06
2017,3.773417134311785e-08,1.784071542942911e-06
2018,4.362678751590465e-08,1.6867303713752335e-06
2019,3.545872900856395e-08,1.9573729161947995e-06
