year,bien_ADV éveillé_VERB,bien_ADV eveillé_VERB,bien_ADV réveillé_VERB
1800,6.288328968651058e-09,0.0,0.0
1801,0.0,0.0,0.0
1802,0.0,0.0,2.2378401354217203e-08
1803,1.950339223455444e-09,0.0,1.1702034896643454e-08
1804,2.9662210465630778e-08,0.0,0.0
1805,8.528632911009026e-09,0.0,0.0
1806,2.881669125542885e-09,0.0,0.0
1807,1.7081731584767113e-08,0.0,2.8469551160981155e-09
1808,0.0,2.2660739951163578e-09,2.2660739951163578e-09
1809,1.129515236897305e-08,0.0,0.0
1810,0.0,0.0,4.680253518074551e-09
1811,2.0056614147279106e-08,0.0,0.0
1812,5.3344164641089264e-09,5.3344164641089264e-09,8.00162425207418e-09
1813,2.8757416448144113e-09,0.0,0.0
1814,0.0,0.0,0.0
1815,0.0,0.0,2.697223555614414e-09
1816,0.0,0.0,6.952811659743929e-09
1817,3.113746815941454e-09,0.0,9.341240669868967e-09
1818,1.1921177378582115e-09,0.0,2.384235475716423e-09
1819,0.0,0.0,5.175524897538253e-09
1820,3.5599443393152796e-09,0.0,2.8479554714522237e-08
1821,1.4792232327920374e-08,0.0,1.97229765852569e-09
1822,1.0025615893027862e-08,0.0,3.0076847679083585e-09
1823,1.680056804787e-08,7.906149512848515e-09,4.941343334508019e-09
1824,9.263223965660927e-09,0.0,1.6842225392110777e-09
1825,3.522177216552791e-09,0.0,9.68598712347557e-09
1826,0.0,0.0,3.5231937367541377e-09
1827,9.217273055917019e-10,0.0,1.013900075008678e-08
1828,1.8344602503717056e-09,0.0,1.8344602503717056e-09
1829,1.714635211591542e-09,0.0,2.571952872898464e-09
1830,1.0436835840010872e-09,2.0873671680021744e-09,6.262101504006523e-09
1831,2.0268567268999504e-08,0.0,1.5591206103948707e-09
1832,1.0823975493678972e-08,0.0,0.0
1833,3.4750886612755494e-09,0.0,8.108539617524002e-09
1834,2.8003592777992026e-09,0.0,6.534171426153534e-09
1835,1.5126175867408165e-09,0.0,0.0
1836,1.4785650037651976e-08,0.0,2.083432448785061e-08
1837,4.87052354003481e-09,0.0,6.957891152126194e-09
1838,5.049729523420865e-09,0.0,3.787297142565649e-09
1839,6.9914751765765e-10,0.0,9.788065469251706e-09
1840,3.1848443882154243e-09,0.0,4.458782232319436e-09
1841,3.2102742686390684e-09,0.0,0.0
1842,4.024959032733477e-09,0.0,2.0124795163667386e-09
1843,2.3627644285539873e-09,0.0,4.134837805480629e-09
1844,0.0,3.2931368743049916e-09,1.6465684371524958e-09
1845,1.1160455670733427e-08,0.0,1.1160455892778032e-09
1846,2.3418005312692003e-09,5.854501328173001e-09,1.7563503984519002e-09
1847,7.550513103637968e-09,0.0,1.6179670936367074e-09
1848,4.82713291560799e-09,0.0,8.045221711050488e-10
1849,2.513824481908955e-09,0.0,0.0
1850,4.073397619208663e-09,0.0,2.7155984128057753e-09
1851,1.2898877521649865e-09,0.0,6.449438760824933e-09
1852,5.859490670445666e-09,0.0,1.3021090872200602e-09
1853,2.388772735173461e-09,0.0,5.971931837933653e-09
1854,1.1950028522278444e-08,0.0,5.7152309551611324e-09
1855,6.8990182455763716e-09,0.0,9.021793090369101e-09
1856,6.212626857404757e-09,0.0,5.694908100650764e-09
1857,1.9526036898476207e-09,0.0,1.0739319655783675e-08
1858,5.872411223961649e-09,4.893676019968041e-10,1.9574704079872163e-09
1859,2.036869339860914e-09,0.0,2.5460866748261424e-09
1860,1.0985241161165504e-08,0.0,9.15436793036406e-09
1861,2.357981809808507e-09,0.0,9.90352361229796e-09
1862,4.517986429419807e-09,0.0,1.3102160245637151e-08
1863,7.991393324857654e-09,0.0,7.491931519609807e-09
1864,1.9178911792039344e-09,0.0,3.3563094525845827e-09
1865,1.4120533631256649e-09,0.0,1.1767110841276462e-08
1866,4.865612801552288e-09,0.0,2.432806400776144e-09
1867,3.396968040192405e-09,0.0,5.82337378318698e-09
1868,3.951899252285784e-09,0.0,1.1361710683388537e-08
1869,4.395167230164532e-09,0.0,6.8369268024781604e-09
1870,1.1468097582678638e-09,0.0,1.0894693147633916e-08
1871,0.0,0.0,0.0
1872,2.4189357183956872e-09,0.0,1.0885210954825197e-08
1873,4.190203295451056e-09,0.0,6.584604861359367e-09
1874,1.1949218281515073e-09,0.0,5.974609140757536e-10
1875,2.2886108563824337e-09,0.0,1.2015206607429718e-08
1876,0.0,0.0,1.3301232115736639e-08
1877,6.184815992682502e-10,0.0,6.184816214727107e-09
