year,bien_ADV ouvrir_VERB,bien_ADV rouvrir_VERB
1854,6.28675422831293e-08,2.5978321716024766e-09
1855,6.474463276617826e-08,0.0
1856,5.2807330064297275e-08,5.177189232874468e-10
1857,7.712784366731285e-08,6.345961978126979e-09
1858,7.53626139271546e-08,0.0
1859,6.772590666059841e-08,2.5460866748261424e-09
1860,6.31651388971477e-08,0.0
1861,6.932466334319543e-08,0.0
1862,8.8100733819374e-08,0.0
1863,6.243276118311769e-08,0.0
1864,1.1747083306090644e-07,0.0
1865,9.649031085245952e-08,0.0
1866,8.70944703024179e-08,9.731225825149181e-10
1867,7.376273458703508e-08,9.7056229719783e-10
1868,7.558007553143398e-08,2.9639244392143382e-09
1869,8.888004998652832e-08,0.0
1870,6.364793847524197e-08,5.734048791339319e-09
1871,1.1152236112366154e-07,1.0621177271019633e-09
1872,7.861540751719076e-08,1.2094678591978436e-09
1873,6.105724281724179e-08,2.9930022904522957e-09
1874,8.48394492436455e-08,5.974609140757536e-10
1875,1.1271408340007838e-07,0.0
1876,9.55270351710169e-08,1.813804439976252e-09
1877,9.895705943563371e-08,0.0
1878,7.911206267863236e-08,2.4156354694326865e-09
1879,6.59807142255886e-08,1.832797580370027e-09
1880,6.995452395130997e-08,0.0
1881,8.2972839265949e-08,0.0
1882,1.3710094037833187e-07,0.0
1883,8.215140923084618e-08,1.2638677882037541e-09
1884,7.591951600716129e-08,1.3203393933736152e-09
1885,7.090199005688191e-08,6.445635691854079e-10
1886,9.034849313138693e-08,3.872078213618124e-09
1887,4.1785117588233334e-08,1.3057849246322917e-09
1888,7.22830080235326e-08,1.268122939990235e-09
1889,9.02179664308278e-08,4.385595886446936e-09
1890,1.035593086839981e-07,0.0
1891,7.266611135037238e-08,1.2748440081367107e-09
1892,7.459529882680727e-08,1.2537024751679837e-09
1893,5.850495554682311e-08,6.158416554491453e-10
1894,6.112492911825029e-08,1.2603078580752936e-09
1895,6.018614584490933e-08,0.0
1896,5.838058569906934e-08,1.0024948871034667e-08
1897,5.5936450138460714e-08,2.9133566670225264e-09
1898,1.0637707248406514e-07,2.8291773368493978e-09
1899,9.894365149420992e-08,6.080336234504102e-09
1900,6.748368974740515e-08,9.34389543516545e-09
1901,7.2653605798223e-08,3.353243460679778e-09
1902,6.677986164049798e-08,4.910283846193408e-10
1903,7.34429974613704e-08,1.0800440541913758e-09
1904,7.900698761886815e-08,0.0
1905,9.289366431630697e-08,1.0321518084666081e-09
1906,7.047533046034005e-08,1.0288369045596824e-09
1907,7.86855025580735e-08,2.5714217422034835e-09
1908,6.826830656336824e-08,1.964555629285769e-09
1909,8.581534416407521e-08,1.6502950117569526e-09
1910,5.878565900729882e-08,2.137660271017694e-09
1911,7.235708920916295e-08,5.320374141248863e-10
1912,5.83455168623459e-08,7.814131564032323e-09
1913,8.272663620800813e-08,0.0
1914,6.964613419313537e-08,9.37544086809794e-09
1915,4.947920118070215e-08,1.1780761921542648e-09
1916,7.361599330124591e-08,0.0
1917,7.676496949216016e-08,1.4256351654751143e-08
1918,4.135095466040184e-08,1.1486376294556067e-09
1919,8.01082791213048e-08,9.207848372660976e-10
1920,7.420786829470671e-08,1.514446346106979e-09
1921,6.436835064960178e-08,5.300923255902035e-09
1922,8.410846419337759e-08,6.640141769764796e-09
1923,5.732611896291928e-08,3.1847844361720945e-09
1924,5.414482373566898e-08,0.0
1925,8.13865170812278e-08,4.399271169575059e-09
1926,7.467912865877224e-08,1.0031524944054127e-08
1927,5.9090890403012963e-08,0.0
1928,4.4561559775502246e-08,4.570416489713125e-09
1929,7.798284684668033e-08,2.2280812750352652e-09
1930,4.20144132817768e-08,4.201441416995522e-09
1931,6.50105320687544e-08,4.5621426636444085e-09
1932,5.370172928564898e-08,5.4797681947604815e-09
1933,5.6206243215228824e-08,4.588264879146209e-09
1934,5.870974462141021e-08,1.1981580172459871e-09
1935,4.188899538348778e-08,7.180970484910176e-09
1936,3.758661648589623e-08,3.6374143697059935e-09
1937,4.280980192561401e-08,0.0
1938,4.926781471681352e-08,0.0
1939,5.8117393564316444e-08,6.117620188206274e-09
1940,3.0429394115571995e-08,0.0
1941,6.788455664263893e-08,0.0
1942,9.102635090130207e-08,6.068423541449874e-09
1943,9.00002916637277e-08,0.0
1944,8.032965581605822e-08,0.0
1945,4.1391576388605245e-08,4.357008087652048e-09
1946,5.568441707737293e-08,0.0
1947,4.887557025767819e-08,2.3841741914054637e-09
1948,5.109787437618252e-08,0.0
1949,4.908504180889395e-08,0.0
1950,6.168509969484148e-08,2.1270722960764488e-09
1951,4.691016641800161e-08,2.1322803522849654e-09
1952,6.115985939914026e-08,0.0
1953,4.0940545176226806e-08,1.0773827385790469e-09
1954,3.8112890621277984e-08,9.772536113672459e-10
1955,4.129667274810345e-08,9.385607846468247e-10
1956,3.9245136917998025e-08,8.72114158667614e-10
1957,6.449577227840564e-08,8.835037701437898e-10
1958,5.873292963087806e-08,8.272243445794913e-10
1959,4.5729411368711226e-08,0.0
1960,5.6750835142338474e-08,6.920833350854139e-10
1961,5.766972321907815e-08,2.08444772553662e-09
1962,7.10299090656008e-08,3.805173953708163e-09
1963,6.595374202333915e-08,3.879631726988464e-09
1964,5.658090529436777e-08,6.083968329129164e-10
1965,5.4720434405908236e-08,2.188817349590977e-09
1966,5.317511764246774e-08,1.6617224263271169e-09
1967,5.0289422404148354e-08,1.4791006197611978e-09
1968,6.018497344939533e-08,2.245707841908029e-09
1969,5.223021304345821e-08,9.083515606356229e-10
1970,5.0126104156333895e-08,3.219107425067591e-09
1971,5.7550053611521435e-08,1.541519245584766e-09
1972,5.284051241005727e-08,4.6171320100540925e-09
1973,5.2375437320506535e-08,5.513203782392395e-10
1974,3.6566216721212186e-08,1.6876715580593782e-09
1975,4.283610266497817e-08,5.711480177694739e-10
1976,4.399415587386102e-08,4.570821499072508e-09
1977,5.7004783116099134e-08,1.1753563677885381e-09
1978,4.633661276898238e-08,1.7821774056514528e-09
1979,5.851973483572692e-08,5.851973350345929e-10
1980,5.230338473438678e-08,0.0
1981,5.629739163737213e-08,2.5302198114474095e-09
1982,6.145427278170246e-08,0.0
1983,5.494324994970157e-08,5.68378455412244e-09
1984,5.3930779841948606e-08,1.1598016991243298e-09
1985,5.8350913434424e-08,1.8046674155058895e-09
1986,5.395036950517351e-08,5.994485463567401e-10
1987,4.0942474299754394e-08,3.0554083707556856e-09
1988,4.557380961500712e-08,1.798966087207532e-09
1989,5.268597291774313e-08,1.0976244357863152e-09
1990,5.4486509526441296e-08,1.089730194969718e-09
1991,5.0408601737217396e-08,4.10302547493302e-09
1992,4.848750734254281e-08,0.0
1993,5.206855036021807e-08,5.539207426075166e-10
1994,5.591422080897246e-08,4.747434001473039e-09
1995,7.049185768437383e-08,2.1689803286761844e-09
1996,7.09966272438578e-08,2.6690460952494277e-09
1997,4.5551498573104254e-08,2.3974471297094624e-09
1998,4.577404055794432e-08,1.9072516899143466e-09
1999,4.113180906983871e-08,9.140402323914998e-10
2000,4.771473882669852e-08,4.4180314962005696e-10
2001,4.4688359679412315e-08,1.7524847129024579e-09
2002,5.958461102295587e-08,0.0
2003,5.792022861328405e-08,3.333538334260311e-09
2004,5.329797403419434e-08,1.7619165015858584e-09
2005,5.224349663990324e-08,2.702249757291497e-09
2006,5.60033015517547e-08,1.2353669198716943e-09
2007,5.831940086409304e-08,2.3966877371606188e-09
2008,6.85447787418525e-08,1.7029758714315335e-09
2009,7.486062258976744e-08,2.384096253749135e-09
2010,7.558068659818673e-08,9.447586046817946e-10
2011,9.254011956727481e-08,1.529588788962144e-09
2012,1.0519141113718433e-07,2.0425516833455504e-09
2013,1.0152415086395195e-07,1.6734750252211938e-09
2014,1.0610681755451878e-07,3.2481677347817595e-09
2015,1.1105042574399704e-07,2.881548111233201e-09
2016,1.087453540549177e-07,2.0713399884186856e-09
2017,9.559322933228032e-08,2.264050280587071e-09
2018,1.0248422910308363e-07,1.0325866828253538e-09
2019,1.0714148857005057e-07,2.806086474294034e-09
