year,son_DET établissement_NOUN,son_DET etablissement_NOUN,son_DET rétablissement_NOUN
1844,2.737694437371374e-06,6.586273471054227e-09,8.754255329534999e-07
1845,2.9937923997636062e-06,7.254296163772267e-09,6.690693048483354e-07
1846,2.684874242930846e-06,1.2294453011207906e-08,8.131902475838615e-07
1847,2.7753528684115736e-06,2.6966118227278457e-09,7.712309733065581e-07
1848,2.3017379433554197e-06,5.631655086713039e-09,7.321151826999994e-07
1849,2.7643689719525355e-06,6.703531951757213e-09,8.471588728298229e-07
1850,2.580497387327796e-06,1.0183494048021657e-08,7.135234803001822e-07
1851,2.5997687345125087e-06,5.159551008659946e-09,8.145641068324494e-07
1852,2.668021608087656e-06,1.6927418577949993e-08,8.43766667202317e-07
1853,2.5655418838255173e-06,1.0152283902442605e-08,7.494774401095583e-07
1854,2.9776353756005847e-06,1.818482531223964e-08,8.281889085637317e-07
1855,2.7765894827780357e-06,7.429711956774554e-09,6.538146735124428e-07
1856,2.8769640323389467e-06,2.692138367788033e-08,7.817555722766656e-07
1857,2.67116187302463e-06,4.3933582327682075e-09,8.05448975071954e-07
1858,2.3700073299437463e-06,2.0064072125958177e-08,6.82667806728432e-07
1859,2.5460867405513454e-06,1.9350259172767892e-08,5.922197718888356e-07
1860,2.3485530817879408e-06,5.950339110327718e-09,6.783386439224159e-07
1861,2.515966755822774e-06,6.13075279431996e-09,6.767407922936286e-07
1862,2.419833357691914e-06,2.710791757731812e-09,6.844749087520086e-07
1863,2.3364837034023367e-06,1.0988166154746182e-08,7.591823489860872e-07
1864,2.2626321971586094e-06,3.356309563606885e-09,7.072223571213954e-07
1865,2.2282201079804054e-06,5.1775286835642476e-09,6.29305100474653e-07
1866,2.2230985052829055e-06,1.265059373922739e-08,6.417743296793788e-07
1867,2.1726036578684216e-06,1.0190904120577216e-08,5.173097115118708e-07
1868,2.2046659005070524e-06,1.1855697756857353e-08,6.32303885694796e-07
1869,2.078425676899087e-06,7.813630631403612e-09,5.73325163344407e-07
1870,2.2557748593499127e-06,1.1468097582678638e-08,5.756985004268245e-07
1871,2.040328052288487e-06,8.496942038860311e-09,4.3546827654949993e-07
1872,1.9877605303975088e-06,1.2699412299532753e-08,5.902203294994024e-07
1873,2.12862324389107e-06,1.7958013742713774e-08,4.519433485228319e-07
1874,2.1120243438588204e-06,9.559374347656302e-09,5.902913571276258e-07
1875,2.141567520652643e-06,9.726596195136494e-09,5.492665984263567e-07
1876,1.943189111841548e-06,3.02300739996042e-09,5.199572790104412e-07
1877,2.283434035632581e-06,8.658742167710898e-09,4.879819872627422e-07
1878,2.2634505043583886e-06,1.3889904115771401e-08,6.159870231670084e-07
1879,2.341704316677351e-06,1.4051447783103299e-08,5.217364051901541e-07
1880,2.2340522924935158e-06,5.134277003548959e-09,6.096953732992461e-07
1881,2.2625787039487477e-06,1.4642265622200057e-08,4.915617708434183e-07
1882,2.2395370855576857e-06,1.1979693459451823e-08,5.630455586214111e-07
1883,2.3090864971209157e-06,8.215140789857855e-09,4.050696240653906e-07
1884,2.0254006969366856e-06,1.0562715146988921e-08,5.334171326865089e-07
1885,2.279821345041455e-06,7.090199316550638e-09,4.840672476191799e-07
1886,2.1619103520720273e-06,2.5813855497602844e-09,4.936899937746375e-07
1887,2.2015534426600425e-06,9.793386879231036e-09,3.675784481238509e-07
1888,2.1748307545976786e-06,1.141310623786751e-08,3.842412370502757e-07
1889,2.2134728610012644e-06,4.385595719913482e-09,4.1663158878435524e-07
1890,2.1793334852304724e-06,1.9663159434024635e-09,3.985067031919698e-07
1891,2.237351210965244e-06,8.92390827900158e-09,4.7169229056009954e-07
1892,1.9764618812700974e-06,3.1342561879199593e-09,3.842598026437827e-07
1893,2.178231969907074e-06,1.539604138622863e-08,3.4856637487479247e-07
1894,2.1261393001736906e-06,1.638400282111263e-08,4.0770959586211575e-07
1895,2.1053114380720217e-06,1.98614278357212e-08,4.309328085483344e-07
1896,2.1129054346147313e-06,6.486731818355906e-09,4.4168746970996153e-07
1897,2.249694198042107e-06,9.90541315637472e-09,3.5368151518611057e-07
1898,2.1580964748579845e-06,7.355861142421816e-09,3.383696203229647e-07
1899,2.3337435521852967e-06,9.949641111006713e-09,3.6095087985188457e-07
1900,2.1381948300813747e-06,1.5054054447460885e-08,3.659692335844511e-07
1901,2.05553826049254e-06,4.470991132876634e-09,3.90093967794769e-07
1902,2.0191088125898204e-06,6.383369222096036e-09,3.2162358465370744e-07
1903,2.17844891636787e-06,5.940242298052567e-09,3.445340448493539e-07
1904,2.351398585176412e-06,9.674325340824907e-09,3.520379454613476e-07
1905,2.335759649696456e-06,1.1353670004154992e-08,3.6641390366298765e-07
1906,2.2073696470670257e-06,8.7451136887573e-09,4.1616451795789544e-07
1907,2.380622220243822e-06,1.8514236366229397e-08,3.970275161968573e-07
1908,2.133016195671189e-06,1.1296195090437777e-08,3.5754913341179417e-07
1909,2.3219651872352642e-06,7.701376869562182e-09,2.8385076422665634e-07
1910,2.020089034715511e-06,8.01622634938326e-09,3.938638943878914e-07
1911,2.1909301395339753e-06,8.512598848042785e-09,3.5008062670982554e-07
1912,2.3452813522339966e-06,1.3544495303108306e-08,3.6205478393114277e-07
1913,1.975363748130121e-06,5.302989825040072e-09,2.9484623542685995e-07
1914,2.0029961440570787e-06,1.2723812670145662e-08,3.930988592415474e-07
1915,1.6010055468029805e-06,1.2958838002674611e-08,3.204367216014248e-07
1916,1.7942525971648138e-06,8.789969641043172e-09,3.2303139363420996e-07
1917,1.6954092458831838e-06,8.773139548168274e-09,3.278960797326036e-07
1918,2.011264541579294e-06,1.1486376294556067e-08,3.836449575800316e-07
1919,1.847094370788227e-06,4.603924186330488e-09,2.633444668997953e-07
1920,1.8400522741046643e-06,8.329454903588385e-09,2.9228815279225273e-07
1921,1.7538482595114147e-06,1.3630945261411398e-08,3.0518171811877437e-07
1922,1.4837027997316454e-06,3.6889677978990676e-09,2.5675214532228097e-07
1923,1.6518414938104797e-06,1.3800732556745743e-08,3.1529365518423447e-07
1924,1.584380694197307e-06,3.0939899087201184e-08,3.0424234065407063e-07
1925,1.6123328911987755e-06,1.3197813952814386e-08,3.134480834887654e-07
1926,1.4802072172415137e-06,1.2260752413340015e-08,4.124071271149887e-07
1927,1.3367920956852686e-06,5.574612327308159e-09,2.776157028705484e-07
1928,1.540230350371985e-06,1.0283436768787624e-08,2.879362410723729e-07
1929,1.5217795237276732e-06,2.116677255692423e-08,3.8211593711423575e-07
1930,1.4789073610188552e-06,4.201441416995522e-09,2.709929605160255e-07
1931,1.4621666970526803e-06,1.0264820993199919e-08,2.7943122660190056e-07
1932,1.4017247522701837e-06,1.0959536500543265e-08,2.8166009702346173e-07
1933,1.3650088135364058e-06,3.097078837832612e-08,3.5673759413157313e-07
1934,1.5048864980826693e-06,9.585264137967897e-09,2.971431882770048e-07
1935,1.486460874389195e-06,8.377798899061872e-09,3.0040392573482677e-07
1936,1.568938102991524e-06,1.333718646634452e-08,2.3036957585986784e-07
1937,1.4580514431372649e-06,1.0072894518486919e-08,2.83300162884359e-07
1938,1.3898710129467418e-06,1.1668692678767911e-08,2.0355386265435982e-07
1939,1.4743464795685668e-06,1.3764645423464117e-08,2.3399897663978209e-07
1940,1.6837598870722559e-06,4.817987631078324e-08,3.271159885187558e-07
1941,1.635132484523183e-06,2.066051907334554e-08,2.7153822834691255e-07
1942,1.6839874845686609e-06,2.7307905936524435e-08,2.8218170733396164e-07
1943,1.6200052570525258e-06,8.709705623388686e-09,3.570979192346613e-07
1944,1.4909184358202765e-06,9.639558484764166e-09,2.7954719783451765e-07
1945,1.311459467245868e-06,1.3071024262956144e-08,3.1152608759299483e-07
1946,1.2013913490704908e-06,9.744772988540262e-09,2.47795650665239e-07
1947,1.3160641501031023e-06,1.4305044926388177e-08,2.8014046993263264e-07
1948,1.1263276249451337e-06,1.848220954059343e-08,2.620125059138445e-07
1949,1.1957115937377694e-06,8.835307596655184e-09,2.2284609091371976e-07
1950,1.4038677598193772e-06,9.57182533234402e-09,2.956630407169314e-07
1951,1.383849980385321e-06,6.396841278899501e-09,2.505429437249518e-07
1952,1.2738122627808934e-06,8.435843135146115e-09,2.0351471086144102e-07
1953,1.3941332959177544e-06,3.2321482157371406e-09,2.639587584063463e-07
1954,1.3144061377090566e-06,1.6613312059376995e-08,1.6808761582609577e-07
1955,1.2417159176436599e-06,8.447047061821422e-09,2.496571749333043e-07
1956,1.248867500081019e-06,1.0465369904011368e-08,2.616342573702468e-07
1957,1.1891960483012554e-06,2.385460168286002e-08,2.4826454847470814e-07
1958,1.1010355542850903e-06,1.3235589180204954e-08,2.125966553911951e-07
1959,1.269572486251036e-06,6.200598479111363e-09,2.1779601766525047e-07
1960,1.0824183398483456e-06,9.689166802218097e-09,1.6194750429576743e-07
1961,1.200641946752512e-06,1.1811870648248401e-08,2.3484778299831532e-07
1962,1.1555044778788215e-06,1.902586999058542e-08,2.0040582704439203e-07
1963,1.1794081586913308e-06,8.405869333927285e-09,1.9204178469678368e-07
1964,1.3682844972606745e-06,9.125952549204897e-09,2.11113700299137e-07
1965,1.1212216435296796e-06,7.660860834590721e-09,2.446003417588827e-07
1966,1.2678942233890211e-06,1.3847686886059307e-08,2.160239116477669e-07
1967,1.267096244816912e-06,1.3804939358319501e-08,2.563774410546671e-07
1968,1.2683758789933108e-06,1.9762229602759973e-08,2.3175705621270026e-07
1969,1.3666149705215958e-06,1.952955863693262e-08,2.793181046456539e-07
1970,1.3087971630909578e-06,1.1496812390987543e-08,2.2073879923922846e-07
1971,1.3287896329927662e-06,2.2608949379332444e-08,1.9782829685510706e-07
1972,1.1152939087821778e-06,2.10336016936985e-08,2.385518316216917e-07
1973,1.209596856455164e-06,1.04750871310344e-08,2.3045192509840717e-07
1974,1.1695563983948887e-06,1.462648646644027e-08,2.3177354790959726e-07
1975,1.0903216178803632e-06,1.028066431985053e-08,2.467359339064501e-07
1976,1.1055674775661828e-06,1.828328627384579e-08,2.1082914525294427e-07
1977,1.0625221626980874e-06,1.0578207254585692e-08,1.9217076197008964e-07
1978,1.1328707589797204e-06,2.970295698290215e-08,2.3702959506266552e-07
1979,1.1528387293679998e-06,2.1652302062413753e-08,2.4051610747477525e-07
1980,1.1211116746068228e-06,2.7288722836971147e-08,2.1148760698253e-07
1981,1.0987480081325884e-06,1.7078983338691955e-08,1.8091071840586892e-07
1982,1.0807261539014235e-06,1.738100652293184e-08,1.7567231758164326e-07
1983,1.0736037516778651e-06,1.1999100157922271e-08,2.121946156563581e-07
1984,1.2264903208603073e-06,1.971662905164706e-08,1.8788787237156157e-07
1985,1.1928851648690397e-06,1.2632671797518924e-08,1.930994102394834e-07
1986,1.2684331132106763e-06,1.198897087162365e-08,2.1759982837821212e-07
1987,1.0626710285066565e-06,8.555143538035992e-09,2.0837885505997633e-07
1988,1.2700701255141666e-06,1.0194141530917022e-08,1.954876576171216e-07
1989,1.3610542559661098e-06,1.2622680678475717e-08,2.118415096674653e-07
1990,1.1796328838187264e-06,9.262706435197998e-09,2.3538172833070803e-07
1991,1.1283320837662814e-06,1.1136784050513882e-08,1.998759606713918e-07
1992,1.131742564552951e-06,1.487684930800981e-08,2.3031565987707836e-07
1993,1.0862385444454503e-06,1.9941146789381747e-08,2.0882812101774562e-07
1994,1.2369702737657917e-06,8.96737506472789e-09,2.3842667840057175e-07
1995,1.2992192175431683e-06,1.5725107438413488e-08,2.190670080892687e-07
1996,1.2021383497540228e-06,9.074756723848054e-09,2.2206463778928764e-07
1997,1.1867363767237293e-06,8.630810288678958e-09,2.3590881292889776e-07
1998,1.1772510788432555e-06,7.629006870679689e-09,2.2028757573622215e-07
1999,1.2033339658046316e-06,9.597422634399777e-09,2.2942409660942076e-07
2000,1.2467684911143806e-06,7.068850393920911e-09,2.2090157969500979e-07
2001,1.1798602912449496e-06,6.571817756650944e-09,2.208130736036651e-07
2002,1.220170211979621e-06,7.886198805096e-09,2.054792851424736e-07
2003,1.1792392058396217e-06,1.2084075962093266e-08,2.3001414906076434e-07
2004,1.2716632333820144e-06,9.250061439036728e-09,2.405016008566463e-07
2005,1.2655535925887307e-06,1.0808998696099081e-08,2.1753110068800652e-07
2006,1.2654275671764026e-06,1.4824403482549542e-08,2.1413027084804526e-07
2007,1.1196526159551468e-06,8.38840705230659e-09,2.52451090254624e-07
2008,1.2912814995047484e-06,6.811903568992861e-09,2.2096111607083913e-07
2009,1.2421141839524807e-06,5.245011758248097e-09,2.2887324568898748e-07
2010,1.253222247754593e-06,4.723793189942427e-09,2.035954747015012e-07
2011,1.3766299282735872e-06,1.1471915639660324e-09,2.164368169133013e-07
2012,1.3620415515447348e-06,1.0212758139171996e-09,2.5225512256810134e-07
2013,1.3711338802124828e-06,4.462600067256517e-09,2.510212464557071e-07
2014,1.2732818248650801e-06,1.0827226060161621e-09,2.834567656151421e-07
2015,1.3795964868279498e-06,8.86630172058922e-10,3.076606764906842e-07
2016,1.4225963838043754e-06,6.21402013178951e-10,3.131866144201467e-07
2017,1.2364229959871409e-06,2.2640502528314954e-09,2.799875442605071e-07
2018,1.2876356443314307e-06,3.0977599929649102e-09,2.7570064720094933e-07
2019,1.2351882645589285e-06,5.1019755087367e-10,3.1096539387931443e-07
