year,en_ADP humeurs_NOUN,en_ADP rumeurs_NOUN
1902,1.9641135384773634e-09,1.3257766440233354e-08
1903,4.320176216765503e-09,1.0260418292773466e-08
1904,4.837162670412454e-09,8.061937784020756e-09
1905,1.5482277682110634e-09,6.192911072844254e-09
1906,1.0288369045596824e-09,5.144184633820714e-09
1907,1.028568674676933e-09,1.2342823652033985e-08
1908,4.4202499438483756e-09,1.7189861978295085e-08
1909,3.850688656825696e-09,1.265226234892225e-08
1910,1.6032452032632705e-09,1.0153886620400954e-08
1911,2.6601871816467337e-09,2.2877609140437016e-08
1912,1.5628263128064646e-09,1.719108944087111e-08
1913,2.121195885607108e-09,1.3787773589513108e-08
1914,0.0,6.696743604095445e-09
1915,0.0,1.0602685840410686e-08
1916,0.0,1.3184954461564757e-08
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,0.0,1.378365155346728e-08
1919,1.1970202606903513e-08,1.1970202606903513e-08
1920,2.2716695191604686e-09,1.2872794385998532e-08
1921,0.0,1.8931869405491852e-08
1922,2.951174193910333e-09,2.4347187377316004e-08
1923,0.0,7.431163684401554e-09
1924,7.734974438733389e-09,1.4180787211159895e-08
1925,1.0998177923937646e-09,1.3197813508725176e-08
1926,3.343841648018042e-09,1.4489979882625903e-08
1927,2.2298449753321847e-09,1.1149224654616319e-08
1928,4.570416489713125e-09,1.2568645679778001e-08
1929,0.0,1.4482528065684619e-08
1930,2.100720708497761e-09,1.575540586884472e-08
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,0.0,1.0959536389520963e-08
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,0.0,8.38710612072191e-09
1935,5.98414207075848e-09,1.0771455727365264e-08
1936,1.2124714565686645e-08,1.2124714565686645e-08
1937,0.0,1.510934133364117e-08
1938,1.2965214457594243e-09,1.1668692678767911e-08
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,1.7709016475464523e-08
1942,1.2136847082899749e-08,2.1239483061208375e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,2.2492303131116387e-08
1945,4.357008087652048e-09,1.5249527862692958e-08
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,5.435944139264848e-09,8.697510267552389e-09
1949,0.0,1.0798709482173763e-08
1950,3.190608444114673e-09,1.1698897850465073e-08
1951,3.1984206394497505e-09,1.3859822622919182e-08
1952,3.1634410646574906e-09,1.0544804140977249e-08
1953,1.0773827385790469e-09,1.2928593307037772e-08
1954,6.840775057526116e-09,1.172704333640695e-08
1955,0.0,6.569925492527773e-09
1956,1.744228317335228e-09,1.1337483840634377e-08
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,8.272243445794913e-10,6.617794756635931e-09
1959,4.650448914844674e-09,6.200598257066758e-09
1960,4.152500121534786e-09,9.689166802218097e-09
1961,9.03260666262895e-09,1.042223907177231e-08
1962,0.0,1.2049716779927166e-08
1963,5.1728425987107585e-09,1.7458344103715717e-08
1964,6.6923653285755336e-09,9.734349326606662e-09
1965,7.1136563306595235e-09,9.302473458205895e-09
1966,4.431259803538978e-09,1.1078149952936656e-08
1967,3.944268467392931e-09,6.409436092980059e-09
1968,2.6948494546985557e-09,9.88111459321317e-09
1969,6.8126366770115965e-09,1.0446043141598693e-08
1970,4.598724956395017e-09,1.103694025061941e-08
1971,2.569198631618974e-09,2.003974941544584e-08
1972,3.0780880067027283e-09,1.1799337507056862e-08
1973,5.513203671370093e-09,1.4885650045926013e-08
1974,4.500457340128605e-09,6.1881286761433785e-09
1975,1.1422960355389478e-09,1.1422960355389478e-08
1976,4.570821499072508e-09,1.4855169538918744e-08
1977,8.22749424145286e-09,9.402850942308305e-09
1978,5.346532105932056e-09,1.485147826940647e-08
1979,3.5111840102075575e-09,5.266775904289034e-09
1980,4.548120546843393e-09,6.822181042309694e-09
1981,2.5302198114474095e-09,9.488323904349727e-09
1982,2.483000915987077e-09,1.0552754226011984e-08
1983,5.052252838311233e-09,1.326216381158929e-08
1984,5.799008384599347e-09,1.333771937339634e-08
1985,6.617113967877231e-09,1.142956040922627e-08
1986,7.1933827783254856e-09,1.7384007122700496e-08
1987,6.110816741511371e-09,1.8943532964499354e-08
1988,4.797243047249822e-09,1.0194141530917022e-08
1989,5.488122178931576e-10,1.6464365870660913e-08
1990,4.358920779878872e-09,1.5801088437683575e-08
1991,7.6199047072123e-09,1.0550637696837839e-08
1992,2.2039776670368383e-09,7.713921945651236e-09
1993,7.200969598386564e-09,7.200969598386564e-09
1994,1.5824779264761446e-09,9.494868002946077e-09
1995,4.337960657352369e-09,1.0844901865425527e-08
1996,9.60856638698715e-09,6.939520069693117e-09
1997,1.006927874414032e-08,1.3905194329311144e-08
1998,3.814503379828693e-09,1.4304387896402204e-08
1999,4.570201161957499e-10,1.1882523409667556e-08
2000,7.068850393920911e-09,1.4137700787841823e-08
2001,3.943090742808408e-09,1.3143635513301888e-08
2002,7.448076377869484e-09,9.63868718173444e-09
2003,6.667076668520622e-09,1.0000615446870142e-08
2004,6.607186797680242e-09,1.1452457648886138e-08
2005,5.404499514582994e-09,2.0266872624574717e-08
2006,7.412201963319376e-09,1.2353670086895363e-08
2007,3.994479413904628e-09,1.3581230362547103e-08
2008,4.257439734089985e-09,1.575252639440805e-08
2009,5.721831008997924e-09,1.5258216023994464e-08
2010,2.3618964561933353e-09,1.5588517143783065e-08
2011,4.971163480860241e-09,1.644307978665438e-08
2012,2.382976926895708e-09,1.3617010630184723e-08
2013,4.183687618564136e-09,1.3945625099154313e-08
2014,4.114345752981308e-09,2.165445245339015e-08
2015,5.54143841924315e-09,1.7510945582444037e-08
2016,6.628288140575478e-09,1.491364898242864e-08
2017,5.282783988036499e-09,1.282961736848165e-08
2018,1.0325866828253538e-09,1.1358453733123497e-08
2019,1.7856913725466939e-09,1.4795729086358733e-08
