year,un_DET égal_ADJ,un_DET egal_ADJ,un_DET régal_NOUN
1856,2.333359134354396e-06,7.765783571755946e-09,1.2735885945858172e-07
1857,2.2728306703356793e-06,5.369659827891837e-09,1.2789554415526538e-07
1858,2.4331357053597458e-06,5.872411001917044e-09,1.316398874351421e-07
1859,2.474286930009839e-06,3.055304009791371e-09,1.0642641967706368e-07
1860,2.5980095870181685e-06,8.238931314963338e-09,8.010072183317618e-08
1861,2.6838549729291117e-06,6.6023493339173456e-09,1.27802615823569e-07
1862,2.3701356894889614e-06,1.3553959066214816e-09,1.1430505297838067e-07
1863,2.343975666008191e-06,4.994620717013731e-09,1.1787305026489392e-07
1864,2.4040766675170744e-06,4.315255264231155e-09,1.265808151629244e-07
1865,2.5162789825117216e-06,8.943004559114343e-09,1.5626723981476687e-07
1866,2.2615367925027385e-06,2.919367858567057e-09,1.1288221912764129e-07
1867,2.2730569071427453e-06,1.94112459439566e-09,1.2229085655235394e-07
1868,2.3256927761394763e-06,3.951899252285784e-09,1.724015987747407e-07
1869,2.5155006824206794e-06,6.8369265804335555e-09,1.1964621948745702e-07
1870,2.3257302927959245e-06,1.1468097582678638e-09,1.5309910850191955e-07
1871,2.032893235082156e-06,2.1242354542039266e-09,1.3701318213321656e-07
1872,2.327016090930556e-06,3.628403577593531e-09,1.7476810398875386e-07
1873,2.0352415504021337e-06,2.3944017879529156e-09,1.2630469825580803e-07
1874,2.0020916053908877e-06,1.1949218281515073e-09,1.5952205956182297e-07
1875,2.3057755242916755e-06,5.149374260327022e-09,1.4132172054814873e-07
1876,2.168100991184474e-06,4.232210137899983e-09,1.862172522848482e-07
1877,2.120154931617435e-06,2.4739263970730008e-09,1.8430752213305368e-07
1878,1.8570198108136537e-06,1.8117265465633636e-09,1.8600392504009022e-07
1879,1.909164211610914e-06,1.221865053580018e-09,1.5456592450391327e-07
1880,2.046651161435875e-06,1.2835692508872398e-09,1.8611754026842675e-07
1881,2.0080822196177905e-06,2.091752326904839e-09,2.6983603135244394e-07
1882,2.1696555450034793e-06,1.9966155395678697e-09,3.2278617112524444e-07
1883,1.8711563143369858e-06,1.8958017378167824e-09,2.9764085951455854e-07
1884,1.9019488490812364e-06,2.6406787867472303e-09,3.5979248025341803e-07
1885,2.0439110812731087e-06,9.66845359329227e-09,2.6684931425657865e-07
1886,1.8676324771149666e-06,1.936039106809062e-09,3.4203358323381394e-07
1887,1.666834464231215e-06,1.9586774424595887e-09,3.512561383978152e-07
1888,1.8134157926397165e-06,2.53624587998047e-09,3.588787964581286e-07
1889,1.95284314941091e-06,1.2530273485467092e-09,3.552332525913471e-07
1890,1.8135987147616106e-06,1.3108772956016423e-09,3.6835651240352263e-07
1891,1.8185650105806417e-06,1.2748440081367107e-09,3.1616132334377767e-07
1892,1.8090926232616766e-06,6.268512375839919e-10,3.184404384626305e-07
1893,1.62335857112339e-06,6.158416554491453e-10,3.128475620783888e-07
1894,1.7165392591778073e-06,1.2603078580752936e-08,3.3461172876947387e-07
1895,1.82364021839021e-06,6.018614495673091e-10,3.5690384558861865e-07
1896,1.793286514839565e-06,4.1279202278587945e-09,3.785892574992289e-07
1897,1.675762860031682e-06,1.7480140668268973e-09,3.455241088801131e-07
1898,1.7365491657983512e-06,1.6975064687230201e-09,3.45725482020498e-07
1899,1.768272340996191e-06,1.1055156790007459e-09,3.2723264453693446e-07
1900,1.7888369256979786e-06,5.710158568206225e-09,3.3741845717472074e-07
1901,1.5894373746050405e-06,2.235495566438317e-09,2.760836972370839e-07
1902,1.456390236853622e-06,9.820567692386817e-10,3.157312553625502e-07
1903,1.67028815667436e-06,9.1803746826713e-09,3.7099512084637354e-07
1904,1.7333165942545747e-06,5.374625189347171e-10,3.482757238160161e-07
1905,1.6834395637488342e-06,1.5482277682110634e-09,3.349332580171449e-07
1906,1.7330758055322804e-06,1.5432553013283723e-09,3.4980455126953913e-07
1907,1.6302813037327724e-06,6.1714118260169926e-09,3.131991686000646e-07
1908,1.5588749420203385e-06,1.0313916831705683e-08,3.9684022312691525e-07
1909,1.6772498838690808e-06,4.400786846048277e-09,3.812181672557813e-07
1910,1.5701115216870676e-06,2.137660271017694e-09,4.339450487833574e-07
1911,1.6557004300921108e-06,5.320374141248863e-10,3.367796708175774e-07
1912,1.5695985666752676e-06,2.6047106693738442e-09,3.4590556685643037e-07
1913,1.655593337090977e-06,2.121195885607108e-09,4.03027215156726e-07
1914,1.5382420315290801e-06,5.357394972094198e-09,3.388552221039731e-07
1915,1.399554548697779e-06,0.0,2.3561523909698678e-07
1916,1.5931819916659151e-06,3.2962386153911893e-09,2.955627280698536e-07
1917,1.6175475821000873e-06,1.0966424435210342e-09,2.8403038365709676e-07
1918,1.899846665764926e-06,4.594550517822427e-09,2.5270026871027085e-07
1919,1.4603647287003696e-06,3.6831393490643904e-09,3.268786086252362e-07
1920,1.5212613106996287e-06,3.028892692213958e-09,3.854266057423672e-07
1921,1.5115203950699652e-06,2.2718242842501013e-09,4.0287014968498625e-07
1922,1.5700246649430483e-06,7.377935484775833e-10,3.054465311791432e-07
1923,1.5743451058369828e-06,1.2739137744688378e-08,2.9618495434036163e-07
1924,1.4361269222717965e-06,1.289162443462999e-09,3.8932705193062134e-07
1925,1.385770474371384e-06,4.399271169575059e-09,3.1234824282577733e-07
1926,1.4311641507447348e-06,6.687683296036084e-09,3.1989418225464306e-07
1927,1.4939961374693667e-06,2.2298449753321847e-09,4.3593468568303706e-07
1928,1.4065457207834697e-06,5.713020723163709e-09,3.7477413883379995e-07
1929,1.3836385051035904e-06,3.342121912552898e-09,3.1081733142812595e-07
1930,1.3402598142420175e-06,2.100720708497761e-09,3.224606199836444e-07
1931,1.2831026197090978e-06,6.843213995466613e-09,3.0110141491235254e-07
1932,1.418164060851268e-06,1.0959536611565568e-09,3.408415774064366e-07
1933,1.377626517751196e-06,5.735331320977366e-09,3.360903928495418e-07
1934,1.2700475053861737e-06,1.1981580172459871e-09,3.0193582389870244e-07
1935,1.1824664625237347e-06,5.98414207075848e-09,2.7646737166264757e-07
1936,1.3555430768974475e-06,3.6374143697059935e-09,2.485566379384352e-07
1937,1.1974153721894254e-06,0.0,2.5559970628918904e-07
1938,1.3354170960155898e-06,3.8895642262559704e-09,2.3726342379681853e-07
1939,1.2235240092195454e-06,4.588215141154706e-09,2.84469341416127e-07
1940,1.1512454420881113e-06,5.0715658339584024e-09,2.0539841383282464e-07
1941,1.1746980135285412e-06,2.9515025978810172e-09,2.125081852710764e-07
1942,1.216718942487205e-06,3.034211770724937e-09,2.2756588213823647e-07
1943,1.1641973287623841e-06,2.9032352077962287e-09,3.019364545053804e-07
1944,1.150320599663246e-06,0.0,2.7312082551134154e-07
1945,1.2417473271852941e-06,2.178504043826024e-09,2.2656442677515543e-07
1946,1.2320177802394028e-06,5.568441707737293e-09,2.672852037477469e-07
1947,1.1300985534035135e-06,2.3841741914054637e-09,2.467620421331418e-07
1948,1.1263275609962875e-06,2.174377566888097e-09,2.5005341441897144e-07
1949,1.0474748250999255e-06,9.817008317369869e-10,1.9535845829921072e-07
1950,1.1220306532777613e-06,5.317680518146517e-09,1.8186467953817953e-07
1951,1.245251723958063e-06,2.1322803522849654e-09,2.1429418062268724e-07
1952,1.1230216614421806e-06,5.272402070488624e-09,2.098415974316481e-07
1953,1.2012817478534998e-06,1.0773827385790469e-09,1.9823842034583095e-07
1954,1.1306824490020517e-06,7.818028890937967e-09,2.423588965072554e-07
1955,1.023969844027306e-06,6.569925492527773e-09,2.5810420467564654e-07
1956,9.567091865392285e-07,5.232684952005684e-09,2.3459870668318672e-07
1957,9.753881613505655e-07,8.835037701437898e-10,1.979048480649226e-07
1958,1.0753916512840078e-06,8.272243445794913e-10,1.8695270620483484e-07
1959,1.0106974741574959e-06,3.8753737996444215e-09,1.9996928912746625e-07
1960,9.841425026024808e-07,2.076250060767393e-09,1.5571875477959907e-07
1961,9.685734312370187e-07,2.08444772553662e-09,2.1261367866287628e-07
1962,9.290965863328893e-07,1.9025869768540815e-09,2.2070009020325188e-07
1963,8.884356930138892e-07,3.2330267352165265e-09,1.8363590825742904e-07
1964,9.594417633707053e-07,6.083968440151466e-09,1.9164500031365606e-07
1965,9.953646440408193e-07,9.849678406226303e-09,1.827662501341365e-07
1966,9.161629463960708e-07,2.769537488234164e-09,2.3651849723194118e-07
1967,9.850811011347105e-07,0.0,2.0756712171277059e-07
1968,1.107583102566423e-06,4.042274071025531e-09,3.0406886430967006e-07
1969,1.0972886457238928e-06,2.7250546263957176e-09,1.8984547711653477e-07
1970,1.00758063581452e-06,2.2993624781975086e-09,2.0648275977919184e-07
1971,8.678753147250973e-07,1.541519245584766e-09,2.4921227392837864e-07
1972,8.562215043639299e-07,2.565073486948677e-09,2.1751822210092087e-07
1973,7.944526601022517e-07,7.1671650836435674e-09,1.769738489088013e-07
1974,7.138850719456968e-07,2.812785782069227e-09,2.0983381787686994e-07
1975,6.808084549447813e-07,1.7134440533084216e-09,1.981883652746319e-07
1976,6.71910754590499e-07,5.142174241967723e-09,2.0225884433955343e-07
1977,6.7700528916248e-07,5.876781838942691e-10,1.9452147981269263e-07
1978,7.063363227644004e-07,5.940591130126904e-09,2.293068277481325e-07
1979,7.156963306442776e-07,1.1703946700691858e-09,2.5573123707545165e-07
1980,6.924513513695274e-07,3.97960553399912e-09,2.4389295916193987e-07
1981,6.692431497867801e-07,6.958104314946922e-09,2.7389630119500907e-07
1982,7.225532385746192e-07,4.966001831974154e-09,2.2160782719993222e-07
1983,5.911135758651653e-07,1.2630632095778083e-09,2.6587481016804304e-07
1984,6.170145070427679e-07,4.059305780401701e-09,2.6501469463369176e-07
1985,6.117822408668872e-07,4.210890747202711e-09,2.8453589706600724e-07
1986,6.030452368577244e-07,6.593933843390687e-09,2.5956121874060045e-07
1987,5.799165023745445e-07,3.6664902225425067e-09,2.7498676402615274e-07
1988,6.518254167531268e-07,2.99827696004229e-09,2.9563011239019943e-07
1989,6.432078976104094e-07,2.7440609784434855e-09,3.023955450487392e-07
1990,6.25505151674588e-07,7.628111475810329e-09,2.724325476322065e-07
1991,6.072477845009416e-07,4.68917216167597e-09,2.8603950141814494e-07
1992,5.934209639235632e-07,1.65298330578878e-09,2.754972143748091e-07
1993,6.674744668089261e-07,3.323524566667402e-09,2.642201977209879e-07
1994,6.28243753908464e-07,5.274926606624319e-10,3.0541824713736787e-07
1995,7.097988259374688e-07,2.1689803286761844e-09,3.26973772502015e-07
1996,6.186849077494117e-07,5.338092190498855e-10,2.642355667603624e-07
1997,5.710719506168971e-07,3.3564262480467733e-09,2.9632447606786627e-07
1998,6.708758064633003e-07,0.0,3.1994147065006473e-07
1999,5.950402055532322e-07,1.3710603763428253e-09,3.121447278431333e-07
2000,6.49892456294765e-07,1.7672125984802278e-09,2.668491063673173e-07
2001,5.647381726703316e-07,1.7524847129024579e-09,2.71197009737989e-07
2002,6.072373253118712e-07,3.066854992184176e-09,2.760169621751629e-07
2003,5.987868121337669e-07,2.083461403401543e-09,2.8793436612772894e-07
2004,6.01694466695335e-07,1.2773894830786503e-08,2.8763287573951857e-07
2005,5.72426586131769e-07,2.251874686720612e-09,2.954459716875135e-07
2006,5.571504857471155e-07,2.8825228870488218e-09,3.475499141813998e-07
2007,5.752050356022664e-07,1.1983438685803094e-09,4.246131624086047e-07
2008,5.781603249488398e-07,3.8316958494988285e-09,6.207347240660965e-07
2009,5.53587142348988e-07,2.860915504498962e-09,6.375073553499533e-07
2010,5.262305649011978e-07,9.447586046817946e-10,6.972318402631572e-07
2011,5.039995016886678e-07,3.82397197240536e-10,1.3437438042274152e-06
2012,4.949783374286199e-07,0.0,1.5727648019492335e-06
2013,5.232398621046741e-07,2.789125042035323e-10,1.0495477908989415e-06
2014,5.469914299283118e-07,2.1654451842767486e-10,1.1487686890632176e-06
2015,6.228576694411458e-07,0.0,1.1772231971463043e-06
2016,6.849921305729367e-07,0.0,1.2102839832550671e-06
2017,4.470241208309744e-07,2.515611330355938e-10,1.1028440098925785e-06
2018,4.706013783106755e-07,0.0,1.089637123641296e-06
2019,5.237178015704558e-07,0.0,1.0318745466975088e-06
