year,en_ADP apport_NOUN,en_ADP rapport_NOUN
1800,0.0,4.433271897141822e-06
1801,0.0,4.955240910931025e-06
1802,2.2378401354217203e-09,3.7416687064251164e-06
1803,0.0,4.9655636757961474e-06
1804,0.0,3.942602234019432e-06
1805,0.0,5.336081358109368e-06
1806,2.881669125542885e-09,5.36854940946796e-06
1807,0.0,5.346581929188687e-06
1808,0.0,4.5117531044525094e-06
1809,0.0,4.466103291633772e-06
1810,0.0,4.591328888636781e-06
1811,0.0,4.9514765123603866e-06
1812,0.0,7.617546543770004e-06
1813,0.0,7.4021590990014374e-06
1814,0.0,7.73453211877495e-06
1815,2.697223555614414e-09,9.378246431879234e-06
1816,0.0,9.738571861817036e-06
1817,1.556873407970727e-09,7.561734037153656e-06
1818,9.536941902865692e-09,8.906311450118665e-06
1819,1.035105001712111e-09,6.804780241509434e-06
1820,2.3732962262101864e-09,8.344509296875913e-06
1821,0.0,7.054908564896323e-06
1822,9.023054303725075e-09,8.48868876346387e-06
1823,1.4824030003524058e-08,7.16198337613605e-06
1824,5.894778887238772e-09,8.836273991619237e-06
1825,1.2327619813845558e-08,9.617305295250844e-06
1826,1.2331177856594877e-08,8.469757631246466e-06
1827,6.452091305675367e-09,9.264281288778875e-06
1828,3.668920500743411e-09,1.2344083188509103e-05
1829,2.571952872898464e-09,1.2287076060601976e-05
1830,8.349468672008697e-09,1.2563862583192531e-05
1831,7.795603274018958e-09,1.3796658095088787e-05
1832,1.3529969367098715e-09,1.5755649656057358e-05
1833,3.4750886612755494e-09,1.6700118067092262e-05
1834,8.401078055442213e-09,1.540477569506038e-05
1835,3.781543966852041e-09,1.4608104720537085e-05
1836,4.032449929525228e-09,1.4230516171664931e-05
1837,4.87052354003481e-09,1.679426168266218e-05
1838,2.5248647617104325e-09,1.543512917123735e-05
1839,1.1885507689157748e-08,1.711443292151671e-05
1840,7.0066574764382494e-09,1.7384791135555133e-05
1841,2.5682194149112547e-09,1.9549286662368104e-05
1842,1.609983613093391e-08,1.792381408449728e-05
1843,7.678984559333912e-09,1.816316034819465e-05
1844,0.0,1.7670423403615132e-05
1845,3.348136878855712e-09,1.9506243916111998e-05
1846,3.5127007969038004e-09,1.840245386119932e-05
1847,1.0247124926365814e-08,1.8051658116746694e-05
1848,1.367687652020777e-08,2.0878958821413107e-05
1849,7.54147322368226e-09,2.2814632757217623e-05
1850,2.0366988096043315e-09,1.983337278943509e-05
1851,8.384270167027807e-09,2.0313796994742006e-05
1852,2.6042181744401205e-09,1.9943103325203992e-05
1853,2.388772735173461e-09,2.1293521058396436e-05
1854,7.79349651480743e-09,1.8870134226744995e-05
1855,3.1841622671890946e-09,2.10812777368119e-05
1856,8.801221973442352e-09,2.0442648747120984e-05
1857,6.8341128311999455e-09,1.949772376974579e-05
1858,9.297984604472731e-09,1.8944887415273115e-05
1859,6.619825576592575e-09,1.990886994462926e-05
1860,2.288591982591015e-09,2.078590841847472e-05
1861,4.2443675241088386e-09,2.1127045329194516e-05
1862,5.421583626485926e-09,1.956784944923129e-05
1863,4.994620939058336e-09,1.920631439134013e-05
1864,2.3973640850272204e-09,2.12909890251467e-05
1865,1.882737743486018e-09,2.0499719539657235e-05
1866,1.5083399418358567e-08,2.122380283253733e-05
1867,1.5043715606566366e-08,2.1805137293995358e-05
1868,2.4699371437009177e-09,2.2849388187751174e-05
1869,2.9301114867763545e-09,2.3317339582717977e-05
1870,9.747882501187632e-09,2.0945906726410612e-05
1871,1.0621177271019633e-09,2.2754809833713807e-05
