year,en_ADP envoi_NOUN,en_ADP renvoi_NOUN
1904,2.6873125946735854e-09,1.1286712986446901e-07
1905,6.708986810544104e-09,1.3469581328084956e-07
1906,6.173021371846943e-09,2.0473854051017426e-07
1907,4.1142746431965804e-09,1.6559956017569988e-07
1908,2.9468334439286537e-09,1.0952397833108307e-07
1909,1.1001967115120692e-09,1.463261686818207e-07
1910,1.068830135508847e-09,1.5979010636879565e-07
1911,4.2562992019767876e-09,1.4258603187045082e-07
1912,1.5628263128064646e-09,1.1773291674899156e-07
1913,2.121195885607108e-09,1.7924105499833587e-07
1914,1.3393487430235496e-09,1.325955188424821e-07
1915,2.3561523843085297e-09,6.008188790929125e-08
1916,1.4283700444650549e-08,9.11959345817337e-08
1917,2.1932848870420685e-09,8.992468281121546e-08
1918,2.2972752589112133e-09,7.581008532042688e-08
1919,9.207848372660976e-10,1.0404868788782551e-07
1920,5.300562211374427e-09,9.162400038675855e-08
1921,1.3630945261411398e-08,1.2343578248419362e-07
1922,7.377935484775833e-10,1.7780824634883174e-07
1923,4.246379248229459e-09,1.2526819359592878e-07
1924,2.578324886925998e-09,1.1602461913451378e-07
1925,6.598906754362588e-09,1.055825080698014e-07
1926,4.458455493683289e-09,7.690835701623655e-08
1927,6.689535148041159e-09,6.57804292147901e-08
1928,2.2852082448565625e-09,6.170061961352502e-08
1929,6.684243825105796e-09,8.466708578680482e-08
1930,1.0503603542488804e-09,8.297846676441623e-08
1931,3.4216069977333063e-09,1.1633463969928926e-07
1932,8.767629400274757e-09,4.274219378430644e-08
1933,3.4411986593596566e-09,8.832410003378754e-08
1934,1.1981580172459871e-09,7.7880272897346e-08
1935,3.590485242455088e-09,7.89906779985472e-08
1936,1.6974600836050513e-08,6.911087524485993e-08
1937,3.777335333410292e-09,4.910535977842301e-08
1938,7.779128452511941e-09,4.926781471681352e-08
1939,4.588215141154706e-09,3.5176316970364496e-08
1940,0.0,9.889553354014424e-08
1941,0.0,6.788455664263893e-08
1942,0.0,9.709477666319799e-08
1943,0.0,6.677441199975931e-08
1944,0.0,5.1410978585408884e-08
1945,0.0,3.703456741277478e-08
1946,2.7842208538686464e-09,4.037120149291695e-08
1947,3.5762612871081956e-09,9.775114051535638e-08
1948,4.348755133776194e-09,3.8051606310318675e-08
1949,1.9634016634739737e-09,6.97007607186606e-08
1950,3.190608444114673e-09,5.104973510583477e-08
1951,5.330700769690111e-09,7.889437292352142e-08
1952,6.326882462381889e-09,4.323369751091377e-08
1953,5.386913581872932e-09,5.2791754967529414e-08
1954,0.0,5.668070812703263e-08
1955,6.569925492527773e-09,4.6928040120519654e-08
1956,0.0,1.0029312846882021e-07
1957,1.5903067307476704e-08,3.975766915687018e-08
1958,9.926692356998501e-09,4.384289198355873e-08
1959,1.1626121398933265e-08,6.355612924835441e-08
1960,1.3841666479663672e-08,2.9759583242139342e-08
1961,2.431855783413539e-08,5.350082687982649e-08
1962,1.1415521861124489e-08,3.297817485758969e-08
1963,5.819448034571906e-09,5.1728427763464424e-08
1964,6.083968384640315e-09,4.076258619534201e-08
1965,4.3776345326485e-09,4.9795595202795084e-08
1966,4.431259803538978e-09,3.7665707330880593e-08
1967,1.133977156619892e-08,6.705256461181364e-08
1968,7.635406973349745e-09,4.581244184009847e-08
1969,1.1808570538063279e-08,8.129746476015498e-08
1970,1.4256047897731605e-08,8.967514020241651e-08
1971,5.652237344833111e-09,8.992195799084612e-08
1972,5.130146973897354e-09,9.285565738537116e-08
1973,2.7566018356850464e-09,1.1577727893063994e-07
1974,5.06301445213353e-09,8.944658702603192e-08
1975,2.8557400888473694e-09,1.0280664497486214e-07
1976,1.0284348428424295e-08,4.685092136469393e-08
1977,6.464460078348111e-09,5.05403221495726e-08
1978,8.31682822610702e-09,7.188115347389612e-08
1979,2.3407893401383717e-09,2.867466974976196e-08
1980,7.390695833109362e-09,2.7288724169238776e-08
1981,3.1627747087981106e-09,2.9730083284107423e-08
1982,6.828252629986764e-09,2.731300929870173e-08
1983,3.1576580239445207e-09,2.9681984869966982e-08
1984,2.8995041922996734e-09,4.581216678234412e-08
1985,8.421781161338515e-09,4.992913071877325e-08
1986,1.1988970927134801e-09,4.3759743439952814e-08
1987,1.8332451112712533e-09,5.6830597117141224e-08
1988,4.197587610832443e-09,4.077656612366809e-08
1989,2.7440609784434855e-09,5.488122312158339e-08
1990,7.083246433836621e-09,4.90378582185258e-08
1991,6.4476117778156095e-09,2.8721180100887977e-08
1992,7.713921945651236e-09,3.4161654838271716e-08
1993,7.754890063438324e-09,3.489700617365088e-08
1994,1.160483886764041e-08,2.1099706870586488e-08
1995,7.0491861237087505e-09,4.1210625467691386e-08
1996,6.939520069693117e-09,3.149474281372022e-08
1997,8.151320618488e-09,2.972834600711849e-08
1998,8.10582001520288e-09,1.0489884516573511e-07
1999,5.0272213059088244e-09,2.8335247842514732e-08
2000,9.719669513685858e-09,3.887867805474343e-08
2001,9.20054432640427e-09,2.1467938537966802e-08
2002,6.571832134039113e-09,1.489615336636163e-08
2003,5.41700001521761e-09,2.0417921575699438e-08
2004,5.726228824443069e-09,1.3654853248112886e-08
2005,8.557123898356167e-09,2.1617998058331978e-08
2006,9.882935358973555e-09,2.182481573242967e-08
2007,7.190063211481856e-09,1.2782334662952977e-08
2008,8.940623352771127e-09,1.575252639440805e-08
2009,9.53638501499654e-09,1.5735034608610476e-08
2010,1.369900015646408e-08,1.2754241218715379e-08
2011,9.177532511728259e-09,1.185431308670104e-08
2012,1.1574459418683958e-08,1.05531832161887e-08
2013,1.0040849929282558e-08,1.2829975304384789e-08
2014,1.017759210242275e-08,1.2776126337432636e-08
2015,1.10828768384863e-08,2.017083566840938e-08
2016,8.492493819289848e-09,2.1127667837461672e-08
2017,8.804639684001359e-09,1.8615523900145092e-08
2018,8.002546736385341e-09,1.6779533318356243e-08
2019,7.652963596171958e-09,1.6581420680950032e-08
