year,on_PRON affole_VERB,on_PRON raffole_VERB
1869,0.0,7.3252790500077936e-09
1870,1.1468097582678638e-09,5.160643912205387e-09
1871,3.18635318130589e-09,6.372706140567175e-09
1872,1.8142017887967654e-09,1.8142017887967654e-09
1873,2.3944017324417644e-09,1.7958012854535355e-09
1874,5.974609140757536e-10,1.1949218281515073e-09
1875,0.0,2.2886108563824337e-09
1876,1.813804439976252e-09,7.255217537860403e-09
1877,1.8554447978047506e-09,2.040989244278535e-08
1878,0.0,7.850815053611626e-09
1879,1.832797580370027e-09,1.0996785704264767e-08
1880,6.417846254436199e-10,4.492492600149944e-09
1881,2.0917522713936876e-09,1.6036767025440213e-08
1882,2.6621540527571597e-09,3.3276925659464496e-09
1883,1.2638677882037541e-09,3.791603364611262e-09
1884,0.0,7.922036360241691e-09
1885,0.0,1.0313017106966527e-08
1886,0.0,2.000573828819796e-08
1887,1.3057849246322917e-09,8.487601843576442e-09
1888,1.268122939990235e-09,1.3315290869897467e-08
1889,0.0,7.518164202302557e-09
1890,3.2771931834929546e-09,1.3108772956016423e-09
1891,1.0198752065093686e-08,5.099376032546843e-09
1892,3.761107425503951e-09,5.014809900671935e-09
1893,1.2316833108982905e-09,1.2932674486876294e-08
1894,6.301539290376468e-10,5.041231432301174e-09
1895,6.018614495673091e-10,6.018614495673091e-09
1896,5.89702897624278e-10,7.076434882513638e-09
1897,0.0,1.0488084623005989e-08
1898,5.6583548957434e-10,8.487532565659706e-09
1899,3.3165470370022376e-09,6.080336234504102e-09
1900,2.07642125715779e-09,8.30568502863116e-09
1901,1.1177477832191585e-09,1.2295225282343836e-08
1902,1.4730852093691738e-09,5.4013122863239005e-09
1903,0.0,8.100330184390714e-09
1904,5.374625189347171e-10,1.0749250378694342e-08
1905,5.160759042333041e-10,6.1929109063108e-09
1906,1.5432553568395235e-09,9.259532252059444e-09
1907,5.142843373384665e-10,1.4399961223432456e-08
1908,1.964555629285769e-09,9.331639239107403e-09
1909,2.750491778780173e-09,1.2102163438054703e-08
1910,0.0,1.2825961293039256e-08
1911,5.320374141248863e-10,6.916486494645824e-09
1912,1.5628263683176158e-09,5.730363461520227e-09
1913,2.121195885607108e-09,1.1136278676993072e-08
1914,4.687720656093575e-09,1.004511551716547e-08
1915,0.0,3.534228465440492e-09
1916,0.0,0.0
1917,1.0966424435210342e-09,9.869782324756216e-09
1918,1.2635013924011673e-08,1.033773866510046e-08
1919,1.8415696745321952e-09,1.6574126571189396e-08
1920,9.086677632552664e-09,1.0601124422748853e-08
1921,3.0290989716519334e-09,4.5436484574779e-09
1922,3.6889677978990676e-09,1.696925089333945e-08
1923,4.246379248229459e-09,8.492758496458919e-09
1924,2.578324886925998e-09,1.2891624656674594e-08
1925,0.0,1.8696902692738604e-08
1926,0.0,1.4489980437737415e-08
1927,2.2298449753321847e-09,1.783875902550136e-08
1928,0.0,5.713020723163709e-09
1929,4.4561625500705304e-09,1.2254447234738564e-08
1930,0.0,1.260432402894196e-08
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,1.0959536611565568e-09,1.0959536611565568e-08
1933,8.02946331646126e-09,9.176529758292418e-09
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,0.0,5.0364472592434595e-09
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,0.0,1.5294050470515685e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,1.4757512989405086e-08
1942,0.0,3.034211770724937e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,1.9606535950345005e-08
1946,0.0,1.5313214696277555e-08
1947,1.1920870957027319e-09,1.0728783861324587e-08
1948,1.0871887834440486e-09,1.195907639583993e-08
1949,9.817008317369869e-10,9.817008539414473e-09
1950,1.0635361480382244e-09,4.2541445921528975e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,1.0544803918932644e-09
1953,1.0773827385790469e-09,8.619061908632375e-09
1954,9.772536113672459e-10,1.6613311171198575e-08
1955,0.0,1.407841176970237e-08
1956,0.0,1.3953826094592614e-08
1957,1.7670075402875796e-09,9.718541194025931e-09
1958,8.272243445794913e-10,5.790570467567591e-09
1959,1.5501495642666896e-09,6.975673039200103e-09
1960,0.0,8.305000021024966e-09
1961,0.0,6.253343343143314e-09
1962,1.9025869768540815e-09,4.439369538644655e-09
1963,1.2932106496776896e-09,3.879631726988464e-09
1964,6.083968329129164e-10,4.867174663303331e-09
1965,2.188817405102128e-09,7.1136565527041284e-09
1966,4.985167390003653e-09,7.754704767215514e-09
1967,5.9164028121116985e-09,1.429797302776592e-08
1968,2.245707841908029e-09,9.88111459321317e-09
1969,2.725054598640142e-09,4.541757803178115e-09
1970,1.3796175313274261e-09,1.149681222445409e-08
1971,1.541519245584766e-09,1.284599360218408e-08
1972,2.0520587451500205e-09,1.3851396474251487e-08
1973,1.102640756478479e-09,6.615844538870874e-09
1974,1.1251143350321513e-09,3.3753429495853027e-09
1975,0.0,1.028066387576132e-08
1976,5.713526873840635e-10,7.998937734399192e-09
1977,2.3507127355770763e-09,7.052138428775834e-09
1978,5.940591352171509e-10,1.2475241728537867e-08
1979,1.1703946700691858e-09,1.0533551808578068e-08
1980,0.0,9.664756106531058e-09
1981,1.2651099057237047e-09,1.2651098835192442e-08
1982,0.0,7.449002747961231e-09
1983,2.5261264191556165e-09,1.5156758292889094e-08
1984,2.3196033982486597e-09,8.698512798943625e-09
1985,6.015558051686298e-10,1.0226448576844405e-08
1986,5.994485463567401e-10,1.3787316399671568e-08
1987,2.4443267410134695e-09,2.3832185114258664e-08
1988,1.1993107618124554e-09,2.1587593046490383e-08
1989,0.0,1.0976244357863152e-08
1990,5.44865097484859e-10,1.0352437129768077e-08
1991,1.7584396161396398e-09,7.0337582425139544e-09
1992,5.509944167592096e-10,1.4876849085965205e-08
1993,1.1078414852150331e-09,8.308811416668505e-09
1994,1.0549853213248639e-09,1.2132331139724783e-08
1995,1.626735190995987e-09,9.21816623034033e-09
1996,1.067618438099771e-09,1.3879039251207814e-08
1997,0.0,6.233362936924891e-09
1998,2.86087753487152e-09,8.105819793158275e-09
1999,9.140402323914998e-10,9.597422634399777e-09
2000,1.3254094488601709e-09,1.192868515076384e-08
2001,0.0,9.200544492937723e-09
2002,4.38122149670761e-10,8.762442771370615e-09
2003,4.166923028847691e-09,1.3750845351268026e-08
2004,1.3214373761893938e-09,7.047666117365736e-09
2005,9.007499190971657e-10,1.4411998705554652e-08
2006,3.294311934354255e-09,1.2765458912156191e-08
2007,3.994479469415779e-10,2.077129357402896e-08
2008,1.7029758714315335e-09,2.171294255504108e-08
2009,1.430457752249481e-09,1.4304577300450205e-08
2010,3.3066551718974324e-09,1.8895171649546683e-08
2011,1.1471915639660324e-09,2.8679789210173112e-08
2012,2.042551627834399e-09,2.927657405393802e-08
2013,5.578250084070646e-09,2.677560129171752e-08
2014,3.681256771637109e-09,2.8367332038925497e-08
2015,3.54652054945781e-09,2.7263877822036875e-08
2016,8.285360175719347e-10,2.7341688024762334e-08
2017,3.0187335409159743e-09,2.5156113192537077e-08
2018,2.8396134332808742e-09,2.4007640320178325e-08
2019,1.53059265262101e-09,2.627517448061667e-08
