year,en_PRON apporte_VERB,en_PRON rapporte_VERB
1964,5.049693641012709e-07,3.607793246374058e-07
1965,4.853702648688341e-07,3.1628411534256884e-07
1966,4.198618626105599e-07,2.9246314170450205e-07
1967,5.019081754653598e-07,4.3682771888597927e-07
1968,4.0422742131340783e-07,3.7278752529346093e-07
1969,4.1239161419071024e-07,2.7977228000963805e-07
1970,3.977897051754553e-07,3.660585150555562e-07
1971,4.0696107816984295e-07,2.6873817660089117e-07
1972,3.8065689977884176e-07,2.6933270191875636e-07
1973,4.156955526468664e-07,3.8482161812680715e-07
1974,3.9266490148293087e-07,2.4471236770295945e-07
1975,3.923786948689667e-07,2.5530317770972033e-07
1976,4.0623174868414935e-07,1.9997344224975677e-07
1977,4.207775816666981e-07,1.8276791990956553e-07
1978,4.562374158467719e-07,2.57227611655253e-07
1979,4.312904309244914e-07,2.7504273703016224e-07
1980,3.9852906752457784e-07,2.632224891385704e-07
1981,4.130583874939475e-07,2.0558036339934915e-07
1982,3.8300288451864617e-07,2.2657383169644163e-07
1983,3.9281266595025954e-07,1.9514327220804262e-07
1984,4.331859315698239e-07,1.9484669167013635e-07
1985,3.615350294694508e-07,1.828729665476203e-07
1986,4.034288849652512e-07,2.205970588420314e-07
1987,3.941476904856245e-07,2.0532344535695302e-07
1988,3.9697187048659544e-07,1.900907591334544e-07
1989,3.583743648505333e-07,2.0470696426855284e-07
1990,3.8630935250694165e-07,2.446444398174208e-07
1991,3.669277077733568e-07,2.104266059177462e-07
1992,3.8900205368008756e-07,2.2370373642388586e-07
1993,4.0325429040422023e-07,2.2156829970754188e-07
1994,3.5078261362286867e-07,2.2207440508736909e-07
1995,3.725223791661847e-07,2.1147558015854884e-07
1996,3.8434262705777655e-07,2.4768746698100585e-07
1997,3.308477118935116e-07,2.2536003996265208e-07
1998,3.714372667218413e-07,2.1361219637583417e-07
1999,3.473352876426361e-07,2.0565904890190723e-07
2000,3.3223597029063967e-07,2.1339091915706376e-07
2001,3.193903523879271e-07,2.1686997797587537e-07
2002,3.207054248832719e-07,2.3658596148834476e-07
2003,3.2918691772465536e-07,2.104296044080911e-07
2004,3.206687892998161e-07,2.0570375625084125e-07
2005,3.170639786276297e-07,2.211341012525736e-07
2006,3.339608838359709e-07,2.2566037216620316e-07
2007,3.423268992719386e-07,2.1250630766189715e-07
2008,3.1079309792403365e-07,2.2692152867875848e-07
2009,2.622505803628883e-07,2.0741637740684382e-07
2010,2.67366687012327e-07,1.4690996863464534e-07
2011,2.0152332069756085e-07,1.533412756771213e-07
2012,2.2434025481743447e-07,1.7021262976868456e-07
2013,2.420960640847625e-07,1.4029298256446054e-07
2014,2.5942034653780865e-07,1.7929886553247343e-07
2015,2.5911765533237485e-07,1.567118772527465e-07
2016,2.346828296140302e-07,1.7813523811582854e-07
2017,2.1030510310993122e-07,1.3232116202743782e-07
2018,2.2252243070397526e-07,1.2752445854857797e-07
2019,2.3367047674582864e-07,1.6377340728013223e-07
