year,en_PRON apporte_VERB,en_PRON rapporte_VERB
1800,6.634186888732074e-07,8.394919177590054e-07
1801,4.071822274909209e-07,1.000096631287306e-06
1802,8.391900792048546e-07,1.7947477317648008e-06
1803,7.801356787240366e-07,1.4373999874806032e-06
1804,7.118930511751387e-07,1.208735056934529e-06
1805,4.207458914606832e-07,1.4185959571477724e-06
1806,4.5818538296771294e-07,1.267934408133442e-06
1807,4.839823759539286e-07,2.6049640382552752e-06
1808,4.804076638720289e-07,3.056933792322525e-06
1809,5.534624847314262e-07,2.4103856048895977e-06
1810,4.3058332721557235e-07,1.7855167016023188e-06
1811,4.813587111129891e-07,1.3262435913929949e-06
1812,5.04102331433387e-07,2.4324938294739695e-06
1813,5.348879312805366e-07,3.4336355838604504e-06
1814,2.926409763404081e-07,1.1988839787591132e-06
1815,2.697223635550472e-07,2.640581897139782e-06
1816,5.307313131197589e-07,1.847130306487088e-06
1817,6.289768634815118e-07,1.5054965842864476e-06
1818,4.708865048996813e-07,1.6498909189976985e-06
1819,4.989205990568735e-07,1.7555380509293173e-06
1820,4.16513501022564e-07,1.5034831903903978e-06
1821,6.084538313189114e-07,1.554170580675418e-06
1822,4.832346576222335e-07,1.500834741818835e-06
1823,5.237824325377005e-07,1.0080340189233539e-06
1824,4.4379262931215635e-07,1.1772715424740454e-06
1825,4.622857545655279e-07,1.3525160511562717e-06
1826,4.738695622563682e-07,1.654139509810193e-06
1827,4.101686386093206e-07,2.5024896785907913e-06
1828,3.5221637517679483e-07,2.3526952190877637e-06
1829,4.860990543420485e-07,1.2876910204795422e-06
1830,4.320850166550372e-07,1.407929175911704e-06
1831,4.3499466073626536e-07,9.152037705462135e-07
1832,2.9765931230940623e-07,1.2082263083357248e-06
1833,2.664234557414602e-07,9.000479508358694e-07
1834,3.5751253335547517e-07,1.0557354244156159e-06
1835,3.168933915276284e-07,9.82445158115297e-07
1836,3.8644313349323056e-07,1.0491090733921737e-06
1837,4.007745246781269e-07,1.0214183703283197e-06
1838,2.853097100796731e-07,1.0383506605649018e-06
1839,2.474982352396182e-07,9.249721415471868e-07
1840,3.2931291116256034e-07,1.0631010809447616e-06
1841,4.603533341196453e-07,1.1582669685594738e-06
1842,2.8308878086136247e-07,8.338373618244077e-07
1843,4.063954861521779e-07,1.0591091950118425e-06
1844,3.869435829528811e-07,9.292133995586482e-07
1845,3.8280364833553904e-07,8.47078581500682e-07
1846,3.348774839651014e-07,9.695054359326605e-07
1847,2.6696457666730566e-07,9.141514283328434e-07
1848,2.8962799092369096e-07,8.584251531829068e-07
1849,1.8267124346493802e-07,6.971673087718955e-07
1850,2.4983506818898604e-07,7.359271876339335e-07
1851,2.741011542184424e-07,8.068248007475631e-07
1852,3.1380830023408635e-07,8.554856663067767e-07
1853,2.6754253212857293e-07,7.894893769844202e-07
1854,3.3875733151944587e-07,8.494911298839725e-07
1855,3.024954082775366e-07,9.409199606125185e-07
1856,3.3341098060191143e-07,7.926276452963066e-07
1857,2.460280654759117e-07,7.483353670068027e-07
1858,2.378326513508e-07,7.345407766479184e-07
1859,2.362768469765797e-07,7.358190714512602e-07
1860,2.5540686010572244e-07,8.005494578355865e-07
1861,2.739975002441497e-07,7.215424489004363e-07
1862,1.8343024521527695e-07,8.096231454146618e-07
1863,2.5672352421679534e-07,8.326032912009396e-07
1864,2.761763369107939e-07,7.575670224468922e-07
1865,2.9276571922309813e-07,8.269925615422835e-07
1866,2.3014348471406265e-07,8.451569897260924e-07
1867,2.309938338385109e-07,7.885818718023074e-07
1868,2.924405464455049e-07,7.686443836973922e-07
1869,2.768955482679303e-07,6.729489427925728e-07
1870,2.4771091489128594e-07,6.307453759291093e-07
1871,2.5809461590142746e-07,5.554875883717614e-07
1872,2.382651729249119e-07,6.567410650859529e-07
1873,2.376443717366783e-07,7.003625341894804e-07
1874,2.6049295343000267e-07,6.834952728240751e-07
1875,2.7577760874919477e-07,6.905883083163644e-07
1876,3.1076515938366356e-07,7.436598252752447e-07
1877,2.7398735369388305e-07,7.180571515164047e-07
1878,3.2550687478760665e-07,7.639447403562372e-07
1879,2.828617482464324e-07,7.575563358841464e-07
1880,2.085800048234887e-07,7.24574817922985e-07
1881,2.10569723435583e-07,6.693607019769843e-07
1882,2.575634141521732e-07,8.718554340703122e-07
1883,2.8689800046777236e-07,6.53419647278497e-07
1884,2.343602432119951e-07,6.086764869905892e-07
1885,2.0303752990002977e-07,7.077308055158937e-07
1886,2.4910369234021346e-07,6.19532556811464e-07
1887,2.3569417351154698e-07,6.319999101833673e-07
1888,2.2889618378485466e-07,7.019060603852267e-07
1889,2.3055703479712975e-07,7.430452342305216e-07
1890,2.1891651158512104e-07,5.971045879960002e-07
1891,2.396706690888095e-07,6.02363797952421e-07
1892,2.5011365778482286e-07,5.610318680737691e-07
1893,2.284772477878505e-07,5.905921511839551e-07
1894,2.331569532998401e-07,5.765908213106741e-07
1895,2.606060149901168e-07,5.753795448981691e-07
1896,2.5180312945849437e-07,5.466545758281427e-07
1897,2.1850175357940316e-07,5.931594273533847e-07
1898,2.2859754267301469e-07,5.618746286017995e-07
1899,2.3381656433230091e-07,6.091391355766973e-07
1900,2.5228519007214345e-07,5.154715836397372e-07
1901,2.7049495088249387e-07,6.276154067563766e-07
1902,2.052498615512377e-07,4.895553047390422e-07
1903,2.975521340431442e-07,6.242654535526526e-07
1904,2.794805027406255e-07,6.460299459831731e-07
1905,2.6474694436728896e-07,6.853488230262883e-07
1906,3.0659339245175943e-07,6.353067760755948e-07
1907,2.72570702009034e-07,5.965698051113577e-07
1908,2.8240486926733865e-07,5.510578375833575e-07
1909,2.706483996917086e-07,6.01807585098868e-07
1910,2.97669203064288e-07,6.076299428059428e-07
1911,2.9953707780805416e-07,5.059675913798856e-07
1912,3.558034791240061e-07,5.683478434548306e-07
1913,3.224217834940646e-07,6.082529466766573e-07
1914,3.5961514299742703e-07,5.243550162958854e-07
1915,3.145463551845751e-07,4.3353205114726734e-07
1916,3.450062990850711e-07,4.504859418830165e-07
1917,3.4544237337286177e-07,3.849214920137456e-07
1918,3.422940153541276e-07,5.398596840677783e-07
1919,3.646308073257387e-07,4.576300511871523e-07
1920,3.657387992461736e-07,4.687211401233071e-07
1921,3.210844852219452e-07,5.853733568983444e-07
1922,4.1095100300481135e-07,5.452294544738834e-07
1923,3.8005094893378555e-07,4.851488029089523e-07
1924,3.6096548683417495e-07,4.176886250206735e-07
1925,3.948345863591385e-07,4.564243738514051e-07
1926,3.9011484886941616e-07,5.94089158312272e-07
1927,3.6123489621786575e-07,4.515435989560501e-07
1928,3.610629164541024e-07,4.4561559775502246e-07
1929,4.043967578581942e-07,4.5341454324443475e-07
1930,4.064894483235548e-07,4.852664687859942e-07
1931,4.1401443695576745e-07,4.801655109076819e-07
1932,3.967352313338779e-07,3.802959156473662e-07
1933,4.4735583060173667e-07,4.4391461528903164e-07
1934,4.564982134525053e-07,4.0138294821190357e-07
1935,4.4881065264235076e-07,4.21283601781397e-07
1936,4.158777073826059e-07,3.4555435490801756e-07
1937,4.3943001060142706e-07,3.0218683377825073e-07
1938,4.784164389093348e-07,2.8653124672928243e-07
1939,4.374098523385328e-07,3.1658683496971207e-07
1940,4.0065370399133826e-07,2.5357829258609854e-07
1941,3.6008330539516464e-07,3.2466527954966296e-07
1942,4.763712411204324e-07,2.912843228841666e-07
1943,4.6742087533857557e-07,4.0354970565203985e-07
1944,4.980438461643644e-07,3.438109104081377e-07
1945,3.812382090018218e-07,2.7884851760973106e-07
1946,4.41298993791861e-07,3.424591739076277e-07
1947,4.088858815975982e-07,3.6120238178227737e-07
1948,4.685783778768382e-07,3.5333636105860933e-07
1949,4.4569216584022797e-07,3.6322930441201606e-07
1950,4.998619829166273e-07,3.499033880416391e-07
1951,4.4351432393341383e-07,3.0811452234047465e-07
1952,4.080839062226005e-07,2.762738517958496e-07
1953,4.4926861164640286e-07,2.671909271612094e-07
1954,4.661499701796856e-07,3.2640269864714355e-07
1955,4.664647121899179e-07,3.3694331591505033e-07
1956,4.6134837816680374e-07,3.139610953439842e-07
1957,4.956456223226269e-07,2.668181480203202e-07
1958,4.739995631553029e-07,3.1351802931567363e-07
1959,4.0846441606845474e-07,2.627503477015125e-07
1960,4.3670459604072676e-07,3.169741660258296e-07
1961,4.877607580056065e-07,3.453235137840238e-07
1962,4.496447161272954e-07,3.170978288835613e-07
1963,4.4615768501898856e-07,2.9355882702475355e-07
