year,certain_ADJ éveil_NOUN,certain_ADJ réveil_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.55858996212055e-08
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,1.1583628500844156e-09
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,6.720750067579218e-10
1837,1.3915781860163179e-09,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,8.379414939696517e-10,9.217356655710773e-09
1850,0.0,6.788996032014438e-10
1851,6.449438760824933e-10,0.0
1852,0.0,3.906327261660181e-09
1853,0.0,2.9859659189668264e-09
1854,1.0391328908454511e-09,1.0391328908454511e-09
1855,0.0,1.0613874223963649e-09
1856,5.177189232874468e-10,2.0708756931497874e-09
1857,1.9526036343364694e-09,0.0
1858,3.9149408159744326e-09,6.8511463169329545e-09
1859,0.0,5.092173349652285e-10
1860,4.577183909670879e-10,5.034902272882391e-09
1861,0.0,8.017138064531082e-09
1862,0.0,1.2650361647104091e-08
1863,0.0,5.9935452156878455e-09
1864,0.0,7.671564716815737e-09
1865,0.0,1.1767110841276462e-08
1866,1.9462451650298362e-09,6.811858188626729e-09
1867,0.0,4.367530337390235e-09
1868,0.0,8.397785578040384e-09
1869,0.0,2.9301114867763545e-09
1870,0.0,3.4404292748035914e-09
1871,0.0,1.5931766128574054e-08
1872,0.0,9.675742873582749e-09
1873,0.0,8.380406590902112e-09
1874,0.0,1.3144139998644278e-08
1875,2.2886108563824337e-09,1.4875970677508121e-08
1876,0.0,9.673623679873344e-09
1877,6.184815992682502e-10,0.0
1878,0.0,2.4156354694326865e-09
1879,6.10932526790009e-10,4.887460214320072e-09
1880,0.0,1.0268554007097919e-08
1881,2.7890030285249168e-09,8.367009307619355e-09
1882,0.0,1.3976308999019693e-08
1883,0.0,0.0
1884,0.0,9.902545450302114e-09
1885,0.0,1.160214413431504e-08
1886,0.0,1.936039106809062e-09
1887,0.0,1.5016526688782506e-08
1888,0.0,1.1413106904001324e-08
1889,0.0,1.2530273707511697e-08
1890,0.0,1.5730527991308918e-08
1891,0.0,5.099376032546843e-09
1892,0.0,5.641661360300532e-09
1893,0.0,9.853466487186324e-09
1894,0.0,4.411077725308132e-09
1895,0.0,1.745398137131815e-08
1896,0.0,5.307326134129653e-09
1897,0.0,1.4566784223291052e-08
1898,0.0,2.6028432742464247e-08
1899,0.0,1.9346524382513053e-08
1900,0.0,1.0901211489056095e-08
1901,5.588738916095792e-10,1.1736351446245408e-08
1902,0.0,5.892340837476695e-09
1903,0.0,2.1060859722865644e-08
1904,0.0,1.1824175416563776e-08
1905,0.0,7.2250627702885595e-09
1906,0.0,3.600929110447737e-09
1907,2.5714217422034835e-09,1.542852956504248e-08
1908,0.0,6.875944702500192e-09
1909,0.0,1.1001967337165297e-08
1910,0.0,1.2291546447329438e-08
1911,1.5961122423746588e-09,5.3203743632934675e-09
1912,0.0,1.1460726589973547e-08
1913,0.0,9.015082902408267e-09
1914,6.696743715117748e-10,2.4108278040557707e-08
1915,0.0,2.3561524287174507e-08
1916,0.0,3.29623865980011e-08
1917,0.0,5.483212106582869e-09
1918,0.0,1.9526840588923733e-08
1919,0.0,1.4732557396257562e-08
1920,7.572231730534895e-10,4.543339038320937e-09
1921,0.0,1.1359120755116692e-08
1922,0.0,2.6560567079059183e-08
1923,0.0,3.6094224498128824e-08
1924,0.0,1.4180787211159895e-08
1925,4.399271169575059e-09,4.399271169575059e-09
1926,1.1146138456652466e-09,1.2260752413340015e-08
1927,1.1149224876660924e-09,7.804457524684949e-09
1928,0.0,7.998228745975666e-09
1929,0.0,8.912325100141061e-09
1930,0.0,1.470504518152893e-08
1931,0.0,1.2545892325022123e-08
1932,0.0,5.4797681947604815e-09
1933,0.0,5.735331320977366e-09
1934,2.3963160344919743e-09,1.677421224144382e-08
1935,0.0,9.574627313213568e-09
1936,0.0,8.487299751891442e-09
1937,0.0,1.888667711114067e-08
1938,0.0,7.779128452511941e-09
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,2.322588166236983e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,6.535512131478072e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,0.0,1.1920870957027319e-09
1948,0.0,1.6307831529616124e-08
1949,0.0,1.47255123650325e-08
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,5.330700769690111e-09,1.3859822622919182e-08
1952,1.0544803918932644e-09,1.5817205323287453e-08
1953,4.3095309543161875e-09,1.939288907237824e-08
1954,0.0,1.07497895029951e-08
1955,0.0,7.508486277174597e-09
1956,8.72114158667614e-10,7.849027205963921e-09
1957,3.534015080575159e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,1.2408365002158916e-08
1959,2.325224457422337e-09,8.525822714489095e-09
1960,5.536666680683311e-09,1.3841666479663672e-08
1961,6.25334317660986e-09,9.72742331128984e-09
1962,6.341956404476434e-10,1.0147130247162295e-08
1963,1.939815863494232e-09,1.3578711488548834e-08
1964,1.8251904432275978e-09,1.3993127545575135e-08
1965,1.6416130677043839e-09,5.47204326295514e-09
1966,1.1078149508847446e-09,1.6617224929404983e-08
1967,2.465167847631733e-09,9.860671390526932e-09
1968,9.88111459321317e-09,6.287982134978165e-09
1969,9.083515606356229e-10,6.358460868938209e-09
1970,2.2993624781975086e-09,5.058597540852361e-09
1971,4.1107179882260425e-09,1.3873672877195986e-08
1972,4.104117490300041e-09,1.128632298730281e-08
1973,1.6539611902288698e-09,1.0475087464101307e-08
1974,5.625571564138454e-09,1.4626486688484874e-08
1975,1.1422960355389478e-09,1.313640396460869e-08
1976,5.713526873840635e-10,2.2282755196556536e-08
1977,1.1753563677885381e-09,1.5279633558407113e-08
1978,5.940591352171509e-10,1.3663360221016774e-08
1979,0.0,7.022368020415115e-09
1980,2.8425752862659692e-09,2.2740602290127754e-08
1981,1.8976649140967083e-09,1.0753434587229549e-08
1982,2.483000915987077e-09,1.5518756057986138e-08
1983,2.5261264191556165e-09,1.2630632539867293e-08
1984,5.799008495621649e-10,1.6237223121606803e-08
1985,3.0077789148208467e-09,1.3835783185811579e-08
1986,5.994485352545098e-09,5.395036861699509e-09
1987,6.110816852533674e-10,1.4054879038383206e-08
1988,2.99827696004229e-09,1.3192418713003917e-08
1989,2.7440609784434855e-09,2.57941739079115e-08
1990,3.814055737905164e-09,1.6345952147389653e-08
1991,1.7584396161396398e-09,1.3481369798284959e-08
1992,2.7549720282848966e-09,1.5427843891302473e-08
1993,2.2156829704300662e-09,1.0524494165053966e-08
1994,4.2199412852994556e-09,1.3714808844156323e-08
1995,5.422450821690461e-10,1.4640617607142303e-08
1996,3.2028553142993132e-09,9.074756945892659e-09
1997,1.438468344439059e-09,9.58978851883785e-09
1998,9.536258449571733e-10,1.2397135762398648e-08
1999,0.0,8.226361813967742e-09
2000,4.4180314962005696e-10,5.743440834038438e-09
2001,8.762423564512289e-10,1.0514908055370142e-08
2002,4.38122149670761e-10,6.133709984368352e-09
2003,2.083461403401543e-09,7.083769126836614e-09
2004,2.2023955992267474e-09,1.0131019578807354e-08
2005,1.8014998381943315e-09,9.007498746882447e-09
2006,1.6471559671771274e-09,4.117890028965121e-09
2007,7.988958938831558e-10,7.589511241690161e-09
2008,5.108927503272298e-09,6.811903485726134e-09
2009,1.907277002999308e-09,6.675469510497578e-09
2010,1.8895172093635892e-09,4.723792912386671e-09
2011,1.529588788962144e-09,7.64794394481072e-10
2012,1.3617010852229328e-09,3.4042526575461807e-09
2013,2.2313000336282585e-09,4.183687618564136e-09
2014,1.2992671383216248e-09,6.279790909502481e-09
2015,1.10828768384863e-09,4.654808538617772e-09
2016,6.214020409345267e-10,2.6927420293532123e-09
2017,1.2578056374223934e-09,1.7609279590047322e-09
2018,1.8070267504555204e-09,3.3559066636712487e-09
2019,3.5713827450933877e-09,2.2958890344426663e-09
