year,rien_PRON envoyer_VERB,rien_PRON renvoyer_VERB
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,1.549713246618012e-08,0.0
1948,1.3046265401328583e-08,8.697510267552389e-09
1949,2.9451024730065e-08,6.8719057111366055e-09
1950,2.9779013033248702e-08,2.1270722960764488e-09
1951,6.396841278899501e-09,0.0
1952,2.5307528517259925e-08,1.0544803918932644e-09
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,1.4658803948464083e-08,3.9090144454689835e-09
1955,1.783265446420046e-08,0.0
1956,6.976913269340912e-09,0.0
1957,1.236905244894615e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,2.325224279786653e-08,0.0
1960,1.3841666479663672e-08,1.3841666701708277e-09
1961,1.111705483225478e-08,0.0
1962,1.8391673961559718e-08,1.2683912808952869e-09
1963,1.4225316924409981e-08,1.2932106496776896e-09
1964,3.102823953327061e-08,3.041984220075733e-09
1965,2.188817305182056e-08,2.73602163147757e-09
1966,1.9386762417639147e-08,1.1078149508847446e-09
1967,2.3172576746333107e-08,2.465167847631733e-09
1968,2.1558795637588446e-08,2.6948494546985557e-09
1969,1.9075383050903838e-08,4.5417578031781147e-10
1970,1.4256047897731605e-08,0.0
1971,2.569198720436816e-08,2.0553589941130213e-09
1972,2.0007572487656944e-08,2.565073486948677e-09
1973,2.591205827684462e-08,2.7566018356850464e-09
1974,2.193973003272731e-08,5.625571675160757e-10
1975,2.8557401776652114e-08,1.1422960355389478e-09
1976,1.3712464053128315e-08,1.7140580066410394e-09
1977,1.469195431980097e-08,5.876781838942691e-10
1978,1.0099005187669263e-08,2.3762365408686037e-09
1979,1.521513048885481e-08,1.1703946700691858e-09
1980,2.1035058139773355e-08,0.0
1981,1.5181319312773667e-08,1.2651099057237047e-09
1982,1.8622506203769262e-08,6.207502289967692e-10
1983,3.789189761960188e-08,4.4207211225000265e-09
1984,8.69851302098823e-09,1.1598016991243298e-09
1985,1.6242006850575308e-08,1.2031116103372597e-09
1986,1.4386765556650971e-08,0.0
1987,1.0388388815840699e-08,3.0554083707556856e-09
1988,7.195864348830128e-09,0.0
1989,8.232182935330457e-09,1.0976244357863152e-09
1990,9.262707045820662e-09,0.0
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,8.815910668147353e-09,2.2039776670368383e-09
1993,1.4401939196773128e-08,3.323524566667402e-09
1994,1.2132331583813993e-08,2.637463358823311e-09
1995,1.0302656505700725e-08,5.422450821690461e-10
1996,9.60856638698715e-09,1.6014276571496566e-09
1997,1.2466725429760572e-08,1.917957792585412e-09
1998,1.7642078020685403e-08,9.536258449571733e-10
1999,1.690974471557638e-08,1.8280804647829996e-09
2000,9.719669513685858e-09,0.0
2001,8.324302136486494e-09,5.695575122643959e-09
2002,1.5772396722013582e-08,4.38122149670761e-10
2003,1.0000615446870142e-08,1.2500769308587678e-09
2004,9.690540814233373e-09,1.3214374039449694e-09
2005,1.3961623857028371e-08,1.8014998381943315e-09
2006,8.235780057930242e-09,4.1178899179428186e-10
2007,1.078509459517818e-08,1.997239706952314e-09
2008,1.4049550856043425e-08,1.2772318758180745e-09
2009,1.0013204487790972e-08,2.860915504498962e-09
2010,4.723792912386671e-09,2.3618964561933353e-09
2011,1.3766299211681599e-08,2.2943831279320648e-09
2012,6.808505315092361e-09,2.0425516833455504e-09
2013,1.2272150407000026e-08,3.904775169871755e-09
2014,1.1909948582911056e-08,1.5158115873603606e-09
2015,1.4186082530898148e-08,2.881548111233201e-09
2016,1.822779260862717e-08,3.935546111222266e-09
2017,1.1320251402935355e-08,5.0312225496895735e-09
2018,1.626323964387666e-08,2.323319980845895e-09
2019,1.5561024468979667e-08,2.5509878653906526e-09
