year,aucun_DET aide_NOUN,aucun_DET raid_NOUN
1800,6.60274537267469e-08,0.0
1801,2.8574191901498125e-08,0.0
1802,1.0294064622939914e-07,0.0
1803,4.8758479920252285e-08,0.0
1804,2.4718509905596875e-08,0.0
1805,6.822906328807221e-08,0.0
1806,2.305335300434308e-08,0.0
1807,4.270432762965015e-08,0.0
1808,2.945896149242344e-08,0.0
1809,9.036122072814123e-09,0.0
1810,3.978215445954447e-08,0.0
1811,2.2563691359778204e-08,0.0
1812,3.200649700829672e-08,0.0
1813,4.026038169513413e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,4.8550024445148665e-08,0.0
1816,2.0858434979231788e-08,0.0
1817,4.3592454090912724e-08,0.0
1818,3.337929754820834e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,5.22125169766241e-08,0.0
1821,8.08642042215979e-08,0.0
1822,3.107940926838637e-08,0.0
1823,1.3835761869529506e-08,0.0
1824,5.052667617633233e-08,0.0
1825,7.484626252107773e-08,0.0
1826,1.153845943235865e-07,0.0
1827,4.608636672287503e-08,0.0
1828,5.228211819030548e-08,0.0
1829,4.029392641768936e-08,0.0
1830,3.965997663613052e-08,0.0
1831,8.575163690238696e-08,0.0
1832,5.411987658021644e-08,0.0
1833,4.40177885252524e-08,0.0
1834,2.8937046536725575e-08,0.0
1835,6.731148260996633e-08,0.0
1836,5.8470526198561856e-08,0.0
1837,6.749154302099214e-08,0.0
1838,5.617824072601252e-08,0.0
1839,8.599514700335931e-08,0.0
1840,3.4396318682183846e-08,0.0
1841,7.31942506604355e-08,0.0
1842,7.781587285649039e-08,0.0
1843,2.3036953678001737e-08,0.0
1844,8.287727837341663e-08,0.0
1845,5.5802278353667134e-08,0.0
1846,3.39561074813588e-08,0.0
1847,2.8584086209093584e-08,0.0
1848,3.700801887163152e-08,0.0
1849,9.04976822369008e-08,0.0
1850,5.2275268558332755e-08,0.0
1851,6.320450296470881e-08,0.0
1852,6.185018008864063e-08,0.0
1853,6.330247970254277e-08,0.0
1854,8.884585867008354e-08,0.0
1855,5.306937111981824e-08,0.0
1856,4.918329921110853e-08,0.0
1857,6.882928005325084e-08,0.0
1858,4.7468656561022726e-08,0.0
1859,4.7357211485632433e-08,0.0
1860,4.7602711106264906e-08,0.0
1861,5.564837124438782e-08,0.0
1862,4.337266990006583e-08,0.0
1863,5.244351797273339e-08,0.0
1864,5.4659897941178315e-08,0.0
1865,5.836486849375433e-08,0.0
1866,5.692767146570077e-08,0.0
1867,6.357183224281471e-08,0.0
1868,6.91582400236257e-08,0.0
1869,5.567211758261692e-08,0.0
1870,8.486391855910824e-08,0.0
1871,4.142259157902117e-08,0.0
1872,3.1446163006876304e-08,0.0
1873,8.200826329129995e-08,0.0
1874,6.930546447847519e-08,0.0
1875,5.9503882710032485e-08,5.721527140956084e-10
1876,5.985554651921632e-08,0.0
1877,4.762308236649915e-08,0.0
1878,6.34104324603868e-08,0.0
1879,1.1180065229154934e-07,0.0
1880,8.279021779245e-08,0.0
1881,5.020205406935929e-08,0.0
1882,6.92160078141768e-08,6.655385131892899e-10
1883,3.728409936343269e-08,6.319338941018771e-10
1884,5.809493419661749e-08,0.0
1885,7.090199560799704e-08,0.0
1886,5.0982364996343676e-08,0.0
1887,3.003305337756501e-08,0.0
1888,4.5018364147608736e-08,0.0
1889,4.573549983177827e-08,0.0
1890,5.177965434199905e-08,0.0
1891,6.182993672609882e-08,0.0
1892,5.077494980021413e-08,0.0
1893,4.126139074855928e-08,0.0
1894,3.591877373310126e-08,0.0
1895,3.731540920703935e-08,0.0
1896,4.7176233475276774e-08,0.0
1897,3.96216535136773e-08,1.7480140668268973e-09
1898,5.884689024959755e-08,0.0
1899,5.859233098703953e-08,0.0
1900,2.491705552998269e-08,0.0
1901,3.688567684623223e-08,0.0
1902,5.3522094145552757e-08,0.0
1903,3.834156458992766e-08,0.0
1904,4.460939084793836e-08,0.0
1905,3.199670733922133e-08,0.0
1906,5.24706820215215e-08,0.0
1907,5.297128841119658e-08,0.0
1908,4.322022562064376e-08,0.0
1909,3.6306492035009796e-08,0.0
1910,3.90122991689168e-08,5.344150677544235e-10
1911,3.8306692706768786e-08,0.0
1912,3.646594909367806e-08,1.0418842455450772e-09
1913,2.5454351515463713e-08,0.0
1914,3.415339328016742e-08,0.0
1915,3.7698438148936475e-08,1.1780762143587253e-08
1916,3.186363883855847e-08,8.789969641043172e-09
1917,3.5092556860405466e-08,1.0966424435210342e-09
1918,4.5945505178224266e-08,6.89182577673364e-09
1919,1.657412673772285e-08,1.8415696745321952e-09
1920,1.741613298023026e-08,0.0
1921,2.120369302360814e-08,7.572747429129834e-10
1922,1.8444838267850372e-08,7.377935484775833e-10
1923,1.9108707061121777e-08,0.0
1924,2.836157442231979e-08,0.0
1925,3.959344141435395e-08,0.0
1926,2.0063049888108253e-08,0.0
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,2.6279894704828166e-08,0.0
1929,1.5596569369336066e-08,0.0
1930,2.205756699513728e-08,4.201441416995522e-09
1931,1.2545892325022123e-08,0.0
1932,1.8631212128639163e-08,6.575721966939341e-09
1933,5.735331320977366e-09,0.0
1934,8.38710612072191e-09,5.990790086229936e-09
1935,2.8723881939640705e-08,0.0
1936,1.6974600836050513e-08,3.6374143697059935e-09
1937,1.888667711114067e-08,1.2591118148108649e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,1.988226561167039e-08,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,6.068423541449874e-09,0.0
1943,2.322588166236983e-08,0.0
