year,aucun_DET aide_NOUN,aucun_DET raid_NOUN
1944,1.6065930807940276e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,9.744772988540262e-09,0.0
1947,4.7683483828109274e-09,3.5762612871081956e-09
1948,1.522064252412747e-08,1.0871887834440486e-09
1949,7.853606542873592e-09,1.9634016634739737e-09
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,1.1727541826545007e-08,3.1984206394497505e-09
1952,8.435843135146115e-09,0.0
1953,8.619062019654677e-09,2.1547654771580937e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,2.616342476002842e-09,8.72114158667614e-10
1957,1.1485548956358116e-08,0.0
1958,8.272243334772611e-09,8.272243445794913e-10
1959,4.650448914844674e-09,3.100299128533379e-09
1960,7.61291657491725e-09,0.0
1961,1.320150300188061e-08,0.0
1962,1.0147129914095387e-08,3.1709782577493684e-09
1963,3.879631726988464e-09,6.466053248388448e-10
1964,3.041984220075733e-09,3.6503808864551957e-09
1965,7.113656441681826e-09,5.472043373977442e-09
1966,7.754704434148607e-09,4.431259803538978e-09
1967,1.3311906243984595e-08,1.479100675272349e-09
1968,1.257596426995633e-08,5.389698881641536e-09
1969,1.2716921737876419e-08,1.8167031212712459e-09
1970,1.195668508646719e-08,4.598724956395017e-09
1971,8.735275613958038e-09,5.138397485282553e-10
1972,1.1799337507056862e-08,4.6171320100540925e-09
1973,8.269805507055139e-09,2.205281512956958e-09
1974,2.812785782069227e-09,3.937900228123681e-09
1975,1.028066431985053e-08,0.0
1976,3.9994687561772935e-09,5.713526873840635e-10
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,3.5643548113029055e-09,2.3762365408686037e-09
1979,5.266775904289034e-09,1.7555920051037788e-09
1980,8.527726080842513e-09,3.411090521154847e-09
1981,5.69299452024552e-09,0.0
1982,2.483000915987077e-09,1.8622506869903077e-09
1983,0.0,3.78918940668882e-09
1984,4.639206629963866e-09,0.0
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,3.597932174415064e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,3.841685636274406e-09
1990,1.634595292454577e-09,2.179460389939436e-09
1991,4.68917216167597e-09,2.344586080837985e-09
1992,3.3059665005552574e-09,0.0
1993,1.661762283333701e-09,3.323524566667402e-09
1994,4.2199412852994556e-09,0.0
1995,2.7112254663563817e-09,3.253470381991974e-09
1996,6.939520069693117e-09,5.338092190498855e-10
1997,2.3974471297094624e-09,3.3564260260021683e-09
1998,9.536258449571733e-10,3.3376904573501065e-09
1999,3.656160929565999e-09,3.1991408688814005e-09
2000,2.6508188977203417e-09,5.743440834038438e-09
2001,9.20054432640427e-09,1.7524847129024579e-09
2002,4.3812213301741565e-09,2.1906108038649563e-09
2003,3.750230681554001e-09,0.0
2004,1.3214373761893938e-09,8.809582507929292e-10
2005,8.106749049829887e-09,1.3511248786457486e-09
2006,4.529678854225949e-09,2.0589450144825605e-09
2007,6.391166984531793e-09,7.988958938831558e-10
2008,2.5544638071473003e-09,2.9802077194940324e-09
2009,7.629107789952627e-09,4.76819250749827e-09
2010,3.7790344187271785e-09,2.3618965672156378e-09
2011,2.676780297417025e-09,2.2943831279320648e-09
2012,3.4042526853017563e-09,4.425528637996834e-09
2013,5.299337468844811e-09,3.6258624991347688e-09
2014,4.763979349897696e-09,5.197068442264197e-09
2015,6.871383906315032e-09,4.433150790905671e-09
2016,1.0356700386182638e-08,2.071340099440988e-09
2017,4.2765391228272165e-09,3.5218558347427376e-09
2018,4.130346842323718e-09,1.8070267504555204e-09
2019,5.101975730781305e-09,4.3366790158927415e-09
