year,en_PRON ira_VERB,en_PRON rira_VERB
1800,2.829748035892976e-08,4.087413785214267e-08
1801,1.4763331535050384e-07,4.7623650800687756e-08
1802,7.608656460433849e-08,8.280008501060365e-08
1803,6.826187259889593e-08,2.3404069793286908e-08
1804,1.4831105232815389e-08,8.404293083685843e-08
1805,3.1271653710973624e-08,8.812921237222326e-08
1806,5.4751711608957976e-08,1.2391177506287931e-07
1807,4.555128185756985e-08,9.11025637151397e-08
1808,6.571614363792833e-08,9.744118045773575e-08
1809,1.3554183553310395e-08,4.0662548883574345e-08
1810,3.510190182964834e-08,6.31834211617388e-08
1811,4.011322829455821e-08,7.771937760026049e-08
1812,4.800974684471271e-08,5.601137331723294e-08
1813,6.901779880941206e-08,4.601186631703058e-08
1814,9.440030979135372e-09,9.754699448194515e-08
1815,4.5852800667489646e-08,2.6972236000233352e-08
1816,3.244645441213834e-08,4.1716869958463576e-08
1817,4.981994772279563e-08,1.0275364559220179e-07
1818,4.053200441944682e-08,2.741870730460505e-08
1819,6.624672233002116e-08,6.107119787657211e-08
1820,4.6279275522920216e-08,7.357218123615894e-08
1821,6.409967356901802e-08,1.5581152013055544e-07
1822,5.012807946513931e-08,6.015369535816717e-08
1823,6.127265805844218e-08,8.20263039713609e-08
1824,5.810567671460376e-08,5.221090049190025e-08
1825,5.195211372210906e-08,4.490776106536032e-08
1826,8.807984386294265e-08,4.227832306469281e-08
1827,7.92685455053288e-08,5.438191053031005e-08
1828,4.769596628761974e-08,4.953042775923677e-08
1829,7.287199377259412e-08,9.773420828196322e-08
1830,4.696576150209353e-08,7.410153557430021e-08
1831,5.14509785887185e-08,5.9246584527272717e-08
1832,6.494385473843067e-08,8.523880978827947e-08
1833,5.21263281427764e-08,1.204697355206008e-07
1834,4.573920264761e-08,5.1339920759119195e-08
1835,3.327758690829796e-08,4.61348363955949e-08
1836,4.166864897570122e-08,3.5619976301859424e-08
1837,4.940102726891382e-08,6.053365098068753e-08
1838,7.511472688292997e-08,2.019891809368346e-08
1839,3.705481788074394e-08,4.055055669027752e-08
1840,4.267691267045848e-08,2.93005673057678e-08
1841,3.467096121312352e-08,3.9165346521485844e-08
1842,6.976596012009395e-08,2.6162233268678392e-08
1843,4.784597962270709e-08,5.7887728388550386e-08
1844,3.402907822191992e-08,5.817874892954933e-08
1845,4.575786860527842e-08,4.073566373108406e-08
1846,5.034871208842162e-08,4.0981507964943376e-08
1847,6.68759696509369e-08,1.294373674909366e-08
1848,4.424871846708811e-08,2.172209789819135e-08
1849,5.781796375003978e-08,2.6814127807028854e-08
1850,6.11009625117731e-08,2.308258650884909e-08
1851,2.579775504329973e-08,2.3862924081186065e-08
1852,3.841221740685796e-08,3.320378283433456e-08
1853,4.120633079196523e-08,2.7470886010405593e-08
1854,6.702406807335137e-08,3.585008556683533e-08
1855,3.874064091746732e-08,4.4578271740647324e-08
1856,4.504154560436291e-08,3.4169449492083004e-08
1857,4.6862489000432106e-08,2.636014961865385e-08
1858,7.38945047373818e-08,4.159624467092726e-08
1859,6.212451353349024e-08,4.124660435422811e-08
1860,4.8060432078500526e-08,3.020941363729435e-08
1861,6.979626476777412e-08,3.159695793897299e-08
1862,6.505900529418795e-08,3.3884898442693157e-08
1863,4.794835845034484e-08,3.346395871517416e-08
1864,5.274200631788517e-08,2.3973639073915365e-08
1865,3.4830648587558244e-08,3.2006543193574544e-08
1866,5.157549765044678e-08,2.238181906477621e-08
1867,5.28956434209249e-08,2.91168689159349e-08
1868,4.9398739321304674e-08,2.2723421366777075e-08
1869,5.274200631788517e-08,3.076617005604021e-08
1870,5.734048613703635e-08,4.7019199200803996e-08
1871,4.6733180880664804e-08,3.3987767267262825e-08
1872,5.200711683528425e-08,2.7213026498884574e-08
1873,4.2500630570430076e-08,3.412022664406322e-08
1874,4.182226476245887e-08,3.0470506118263074e-08
1875,7.209124230911357e-08,4.4627910256167524e-08
1876,5.9250943706956605e-08,5.3204928462946555e-08
1877,6.865145829593189e-08,4.824156363270049e-08
1878,8.998242151392333e-08,4.287753085918666e-08
1879,5.437299321897626e-08,5.864952257184086e-08
1880,5.519347934246355e-08,4.3641353641987735e-08
1881,5.647731171620762e-08,3.2073533162702006e-08
1882,8.119570082953942e-08,2.9283693692150337e-08
1883,4.9922778799782463e-08,1.64302811356265e-08
1884,6.733731083841121e-08,2.6406787867472303e-08
1885,5.607703146282006e-08,1.4824961702686323e-08
1886,5.162771188338411e-08,3.484870347847391e-08
1887,6.528924956228366e-08,2.154545164501087e-08
1888,5.57974075832135e-08,2.9166827175686194e-08
1889,6.703696442400542e-08,2.4434033463194282e-08
1890,5.309053108248918e-08,1.6385966361553983e-08
1891,5.354345000707639e-08,1.466070642663908e-08
1892,6.33119758841616e-08,2.1312942521944933e-08
1893,5.234653960295432e-08,1.3548516086814288e-08
1894,6.679631781025819e-08,1.071261657159539e-08
1895,7.52326840824935e-08,1.444467478961542e-08
1896,5.661147717272996e-08,1.2973464080801023e-08
1897,6.584186573732609e-08,1.1070755867592652e-08
1898,6.224190607362345e-08,2.2067583316243145e-08
1899,6.080336412139786e-08,1.3818945987509323e-08
1900,6.229263915802363e-08,1.86877908703309e-08
1901,6.818261510943557e-08,1.620734302321125e-08
1902,6.039648853262136e-08,1.5712908307818907e-08
1903,8.586350475070503e-08,2.7001101354784396e-09
1904,8.223176539701171e-08,1.827372564378038e-08
1905,8.515252308827215e-08,1.3417973399043603e-08
1906,6.327346796508593e-08,8.745113966313056e-09
1907,4.937129460813594e-08,1.0285686968813934e-08
1908,8.39847562605911e-08,2.2101250607420297e-08
1909,7.536347590431092e-08,1.5402754627302784e-08
1910,6.680188302521373e-08,2.2445432179551972e-08
1911,5.001151603956089e-08,2.0217422402879492e-08
1912,6.095022753171975e-08,1.8753915753677575e-08
1913,6.628736987090988e-08,1.4318072061314524e-08
1914,6.227971438566016e-08,8.705766774141921e-09
1915,1.2251992442813275e-07,1.6493066468115103e-08
1916,8.899844061716067e-08,1.9777431248257926e-08
1917,7.566833204464274e-08,1.0966424213165737e-08
1918,9.074237539152818e-08,6.89182577673364e-09
1919,8.194984779663628e-08,7.366278698128781e-09
1920,7.7993985936331e-08,1.590168707821249e-08
1921,8.02711213054863e-08,1.741731914250977e-08
1922,9.59131600808405e-08,1.2542490601674672e-08
1923,8.386599281706708e-08,6.369568872344189e-09
1924,1.0055467170033694e-07,3.351822286390416e-08
1925,1.1218141215962874e-07,1.5397448649423495e-08
1926,7.913758537370086e-08,2.6750733184144337e-08
1927,8.696395070728613e-08,1.5608915049369898e-08
1928,6.855624690160766e-08,1.4853853258500749e-08
1929,8.578112642432245e-08,2.5622934884950155e-08
1930,1.3549648780752932e-07,3.2561171536826805e-08
1931,9.466446204697831e-08,2.3951248095954725e-08
1932,1.2493872081353885e-07,2.1919072779041926e-08
1933,9.291236580111217e-08,2.408838994938378e-08
1934,9.465448158607614e-08,1.3179738189705859e-08
1935,9.813993262497434e-08,1.6755597798123745e-08
1936,1.1033490476819452e-07,1.4549657478823974e-08
1937,9.821071955684602e-08,8.813782592653752e-09
1938,1.2316954212110431e-07,9.075650453382877e-09
1939,1.4682288451695058e-07,1.5294050470515685e-08
1940,1.4453962648985907e-07,2.2822046474857416e-08
1941,1.151085982087352e-07,0.0
1942,1.0012898843392293e-07,3.034211815133858e-08
1943,2.032264641016468e-07,2.6129116648121453e-08
1944,1.4138019288623127e-07,3.2131861615880553e-09
1945,8.278315277721049e-08,1.9606536838523425e-08
