year,en_PRON ira_VERB,en_PRON rira_VERB
1946,1.3781893137831958e-07,1.5313215584455975e-08
1947,1.2516914682514368e-07,2.0265479960812627e-08
1948,1.3154984257468527e-07,1.9569398546082084e-08
1949,1.3449300850787438e-07,1.0798709482173763e-08
1950,1.4995859642930043e-07,1.0635361036293034e-08
1951,1.4712734675015327e-07,7.462981344019681e-09
1952,1.6555341808555113e-07,2.003512733494972e-08
1953,1.7022647313957862e-07,1.0773827163745864e-08
1954,1.5440607459282774e-07,8.795282724349818e-09
1955,2.3370163670932698e-07,1.220129064449793e-08
1956,1.500036395096771e-07,2.441919733087161e-08
1957,1.5196264380179514e-07,2.03205861026845e-08
1958,1.5220927718218036e-07,1.3235589513271862e-08
1959,2.8987796341084504e-07,1.1626121398933265e-08
1960,2.0139624923309896e-07,1.314958364417862e-08
1961,1.889899334805989e-07,1.80652133252579e-08
1962,2.0611357953725928e-07,1.77574772664002e-08
1963,2.036806767691246e-07,1.2932106940866106e-08
1964,2.0685491808336565e-07,2.1293889318485526e-08
1965,1.9206871826327188e-07,1.5321720781003023e-08
1966,2.1934736693651757e-07,1.9940669560014612e-08
1967,2.1742780464961697e-07,1.3804939413830652e-08
1968,2.1648624048964393e-07,1.9313088017725022e-08
1969,1.9892899194573488e-07,2.0892086283197386e-08
1970,2.474114046968623e-07,2.1614008360870685e-08
1971,2.2865868976040815e-07,2.3122789016838396e-08
1972,2.082839585249019e-07,2.0007572487656944e-08
1973,1.9020552510795596e-07,9.923766697284009e-09
1974,2.1995985743927804e-07,1.1813700240281833e-08
1975,2.1360936441894296e-07,1.1422960355389478e-08
1976,2.5482330467951897e-07,5.713526984862938e-09
1977,2.327205583796399e-07,5.876781727920388e-09
1978,2.8990084421920415e-07,1.7227714366185864e-08
1979,2.867466890599246e-07,1.580032815695631e-08
1980,2.6094841354407095e-07,9.664756106531058e-09
1981,2.6820329779297936e-07,1.3283654176632353e-08
1982,3.0168460751767157e-07,6.828252629986764e-09
1983,2.45034254664489e-07,1.8314416649900522e-08
1984,2.5399656333746634e-07,1.1598016769198694e-08
1985,2.7972343552562506e-07,6.617113967877231e-09
1986,2.9073253093869766e-07,1.6185110141009318e-08
1987,2.9515246646738547e-07,9.166225112267057e-09
1988,3.2741183897400106e-07,1.3192418713003917e-08
1989,2.9526097655718786e-07,1.4269117443177493e-08
1990,2.8823363207308716e-07,4.90378582185258e-09
1991,3.2413903827688273e-07,8.20605094986604e-09
1992,3.2233173907769697e-07,6.060938417817852e-09
1993,2.708672450779659e-07,1.2740176913439427e-08
1994,2.774611398415061e-07,1.5824779708850656e-08
1995,3.334807354704594e-07,1.3556126887692699e-08
1996,2.941288776980855e-07,1.3345230698291743e-08
1997,3.207784522452073e-07,9.58978851883785e-09
1998,3.471197995708053e-07,1.1920323395031573e-08
1999,3.158008983206173e-07,1.4624643718263997e-08
2000,3.1588926141523643e-07,8.394259509714175e-09
2001,2.768925961849078e-07,1.445799924226776e-08
2002,2.98361175765649e-07,1.2267419968736704e-08
2003,2.966849095287216e-07,1.3334153337041244e-08
2004,3.206688110601874e-07,9.690540814233373e-09
2005,3.049038377334057e-07,1.170974872621855e-08
2006,2.7878113817436656e-07,1.070651389767363e-08
2007,2.548477837649443e-07,1.4779574009082808e-08
2008,2.6481274506551244e-07,1.3623806971452268e-08
2009,2.6654196738640223e-07,1.2397300963584712e-08
2010,2.390239330907207e-07,1.4171378737160012e-08
2011,2.573533053329413e-07,1.2236710311697152e-08
2012,1.9336155498983487e-07,2.0425515501187874e-08
2013,2.3707562668562332e-07,1.6455837581474952e-08
2014,2.4317948987828686e-07,2.03551842048455e-08
2015,2.4448825541867336e-07,2.8593822420930337e-08
2016,2.1210522405112897e-07,3.04486995617026e-08
2017,2.731953898660322e-07,2.2388940479345365e-08
2018,2.0264513134193862e-07,1.9102854409425163e-08
2019,2.3162968298962028e-07,2.219359274135968e-08
