year,un_DET aide_NOUN,un_DET raide_ADJ
1800,9.684026451850514e-07,0.0
1801,2.1216337415808084e-06,0.0
1802,1.0092659010751959e-06,0.0
1803,9.010567225686827e-07,0.0
1804,8.354856078085504e-07,0.0
1805,1.267923479986166e-06,0.0
1806,9.999392105441984e-07,0.0
1807,1.3352219525586406e-06,0.0
1808,1.092247643441624e-06,0.0
1809,1.7597848227524082e-06,0.0
1810,1.3853549916120755e-06,0.0
1811,9.075617768417032e-07,0.0
1812,3.459369054326089e-06,0.0
1813,2.6284279783794773e-06,0.0
1814,2.0484867775394378e-06,0.0
1815,2.751168068471088e-06,0.0
1816,1.9537400532954052e-06,0.0
1817,1.5444184384705295e-06,1.556873407970727e-09
1818,2.0564031046887976e-06,0.0
1819,1.1893356131054134e-06,0.0
1820,2.0042486568172535e-06,0.0
1821,1.878613559824771e-06,0.0
1822,1.8236595735743322e-06,0.0
1823,1.9706077267755973e-06,0.0
1824,2.218121011310359e-06,0.0
1825,1.7258668663089338e-06,0.0
1826,2.3006454625829065e-06,0.0
1827,1.5632495546924474e-06,4.608636583469661e-09
1828,3.052541813985954e-06,4.586150570418113e-09
1829,2.1998770591835637e-06,8.57317605795771e-10
1830,2.017440323243136e-06,0.0
1831,2.3963684299133092e-06,0.0
1832,3.180895873811096e-06,4.058990921151917e-09
1833,1.944891209859634e-06,3.4750886612755494e-09
1834,2.363503213587137e-06,4.667265685043276e-09
1835,1.7228713886652258e-06,2.2689263801112247e-09
1836,1.6929569284229729e-06,2.688300027031687e-09
1837,2.4352619334422343e-06,0.0
1838,2.031253728773663e-06,0.0
1839,3.1335791561559745e-06,4.194885327990505e-09
1840,2.6109354109848937e-06,0.0
1841,2.5303381505636935e-06,1.2841097074556274e-09
1842,1.6877994539754582e-06,1.341653010911159e-09
1843,1.7927475255419267e-06,0.0
1844,2.1377946097800304e-06,4.390849017710252e-09
1845,2.0769607971260484e-06,5.580227946389016e-10
1846,2.1123041165083123e-06,5.269050973311096e-09
1847,1.8838530166931378e-06,0.0
1848,1.6822558848161862e-06,0.0
1849,2.3831055671053036e-06,0.0
1850,2.2444421858835994e-06,6.788996032014438e-10
1851,2.189584535017275e-06,3.8696632564949596e-09
1852,1.447294224021789e-06,6.510545436100301e-10
1853,2.3326364839704183e-06,5.971931837933653e-10
1854,1.6657300108136042e-06,0.0
1855,2.651876457093749e-06,1.0613874223963649e-09
1856,1.7426418423838186e-06,2.0708756931497874e-09
1857,1.7573432984363535e-06,4.881509085841174e-10
1858,2.101833871392955e-06,9.787352039936081e-10
1859,1.6559748132749519e-06,5.092173349652285e-10
1860,1.8084453472511086e-06,4.577183909670879e-10
1861,1.963727299880702e-06,1.4147891747029462e-09
1862,1.7620146195440611e-06,0.0
1863,1.8430150277026769e-06,9.989241656072068e-10
1864,1.6747984261655802e-06,4.794727948009836e-10
1865,1.7401203109557173e-06,0.0
1866,1.7355641688254764e-06,1.4596839292835284e-09
1867,1.8193190669535397e-06,0.0
1868,1.7413055957149481e-06,1.975949626142892e-09
1869,2.0818442152403804e-06,0.0
1870,2.1898333386616287e-06,1.1468097582678638e-09
1871,2.2219503676979002e-06,0.0
1872,2.0899604322721643e-06,0.0
1873,2.5063399959890376e-06,4.788803742439285e-09
1874,2.105452281853104e-06,7.766991494406739e-09
1875,2.362990755955252e-06,1.1443054281912168e-09
1876,1.6602356396333562e-06,7.859819461941697e-09
1877,1.923477725540579e-06,2.4739263970730008e-09
1878,1.7573747754795477e-06,1.2078177347163432e-09
1879,1.5676528875019358e-06,2.443730107160036e-09
1880,1.7199827908598309e-06,6.417846254436199e-09
1881,1.5220984437291918e-06,1.3945015142624584e-09
1882,1.3397290103966952e-06,0.0
1883,1.7681510087186325e-06,5.687405213450347e-09
1884,1.7375666629959596e-06,1.3203393933736152e-09
1885,1.7963986067570659e-06,5.801072122668671e-09
1886,1.6946796392858232e-06,6.453463874400711e-09
1887,1.5760823544042069e-06,0.0
1888,1.5648637514686925e-06,2.53624587998047e-09
1889,1.7980942459416838e-06,2.5060546970934183e-09
1890,1.5592885063142603e-06,2.6217545912032847e-09
1891,1.6375371529875338e-06,3.824531802365527e-09
1892,1.7620788099748097e-06,5.014809900671935e-09
1893,1.6424496749323225e-06,5.542574843531156e-09
1894,1.995067393067984e-06,6.301539290376468e-10
1895,2.2371189629666333e-06,1.8055843487019274e-09
1896,1.7537763739028378e-06,5.307326134129653e-09
1897,1.933886196070489e-06,1.7480140668268973e-09
1898,1.7750259075910435e-06,3.960848538042683e-09
1899,1.601339477019792e-06,3.8693048765026106e-09
1900,1.728101594267173e-06,9.34389543516545e-09
1901,1.7336267745804435e-06,1.676621730339889e-09
1902,1.7519892594464181e-06,4.419255628107521e-09
1903,1.7377909102833655e-06,4.3201759947208984e-09
1904,1.6392606454473935e-06,5.374625189347171e-09
1905,1.5900299104032456e-06,5.676835002077496e-09
1906,1.5756637594677159e-06,9.773950537805831e-09
1907,1.5747386754583204e-06,1.5428529565042481e-09
1908,1.8005152071509656e-06,4.911389073214423e-09
1909,1.8538314208171869e-06,5.5009836685826485e-09
1910,1.7486060670535153e-06,5.878565634276356e-09
1911,1.8041388472056497e-06,2.128149656499545e-09
1912,1.6539912053303851e-06,9.376957876838787e-09
1913,1.5946090030638516e-06,5.30298971401777e-10
1914,1.7270902219479467e-06,8.036092680185902e-09
1915,1.6940735605430746e-06,5.890381071793627e-09
1916,1.4844061126950692e-06,7.69122365795738e-09
1917,1.7688842604002275e-06,1.7546279096336548e-08
1918,1.5793767573768491e-06,1.1486376294556067e-09
1919,1.1169120455178927e-06,3.6831393490643904e-09
1920,1.1244764053230938e-06,7.572231730534895e-10
1921,1.5455977120382158e-06,7.572747762196741e-09
1922,1.310321323444441e-06,1.4755870969551665e-09
1923,9.745440507913372e-07,4.246379248229459e-09
1924,1.231150172031903e-06,5.156649773851996e-09
1925,1.1405110171835986e-06,7.698724324711748e-09
1926,1.1792614174055416e-06,8.916910987366578e-09
1927,1.1283015695084941e-06,6.689535148041159e-09
1928,1.176882285847114e-06,5.713020723163709e-09
1929,1.2042779573562257e-06,4.4561625500705304e-09
1930,1.140691324508225e-06,1.0503603542488804e-09
1931,1.2249352892013121e-06,2.2810713318222042e-09
1932,1.1913016777498342e-06,3.287861094491973e-09
1933,1.1906547214834973e-06,1.1470662197865522e-09
1934,1.1969598006089655e-06,0.0
1935,1.0615867722663097e-06,2.393656828303392e-09
1936,1.0948616875339212e-06,1.2124714565686645e-09
1937,9.569249854735062e-07,1.1332006444320086e-08
1938,1.0696301799839603e-06,0.0
1939,8.901137533712244e-07,4.588215141154706e-09
1940,9.635975288802001e-07,1.2678914362851401e-08
1941,1.000559393560252e-06,5.9030051957620344e-09
1942,1.0134267469652514e-06,9.102635090130207e-09
1943,8.970996603352432e-07,1.1612940831184915e-08
1944,9.575294512842447e-07,1.2852744646352221e-08
1945,9.498277862007853e-07,6.535512131478072e-09
1946,8.129925035404995e-07,2.7842208538686464e-09
1947,9.500934154971219e-07,5.960435700558264e-09
1948,9.186744946987346e-07,6.523132922708896e-09
1949,7.784887614548097e-07,2.945102384188658e-09
1950,8.912432676311255e-07,4.2541445921528975e-09
1951,8.955577399660797e-07,1.0661401761424827e-09
1952,7.328638886860972e-07,1.0544803918932644e-09
1953,8.328168306093175e-07,1.0773827607835074e-08
1954,8.492333662957208e-07,9.772536335717064e-09
1955,7.968380870693181e-07,1.8771215692936494e-09
1956,7.055403798972293e-07,3.488456634670456e-09
1957,8.737852041917904e-07,2.6505113659425206e-09
1958,7.990986929939936e-07,4.1361216673863055e-09
1959,7.704243358830354e-07,2.325224457422337e-09
1960,7.391450083105155e-07,7.612916519406099e-09
1961,8.101553916617377e-07,2.08444772553662e-09
1962,8.124046217972136e-07,5.707760597495337e-09
1963,8.864959184506915e-07,6.4660533594107505e-09
1964,7.982166536635305e-07,6.083968440151466e-09
1965,6.801750203067058e-07,1.0944086747954884e-09
1966,7.804556325652356e-07,6.6468897053084675e-09
1967,7.918119067085172e-07,2.9582014060558492e-09
1968,7.446767398278098e-07,6.737123636746389e-09
1969,8.461294953576726e-07,4.087581939593576e-09
1970,7.606291347883598e-07,5.978342709767048e-09
1971,5.821804478500781e-07,2.569198631618974e-09
1972,5.653422050500012e-07,2.5650734314375256e-09
1973,5.513203760187935e-07,1.6539611902288698e-09
1974,5.861845728816206e-07,1.1251143350321513e-09
1975,5.51157832262561e-07,4.569184142155791e-09
1976,6.016344080705949e-07,3.9994687561772935e-09
1977,5.012894987999061e-07,5.289103655048422e-09
1978,4.829700870345732e-07,5.940591352171509e-10
1979,6.009976409870887e-07,4.096381456264453e-09
1980,4.985877168905972e-07,4.548120546843393e-09
1981,5.553832735927244e-07,2.5302198114474095e-09
1982,4.94117177396447e-07,3.7245013739806154e-09
1983,5.014361086352892e-07,6.315316269933646e-09
1984,5.485862075715886e-07,1.739702604197646e-09
1985,4.806430773385273e-07,3.007779025843149e-09
1986,4.981417518479248e-07,3.5966913891627428e-09
1987,4.851988641974003e-07,3.666490056009053e-09
1988,5.01311909317792e-07,5.996553809062277e-10
1989,6.393662062009753e-07,5.488122178931576e-10
1990,4.522380372407042e-07,2.179460389939436e-09
1991,4.6481418181087975e-07,5.861465202094962e-10
1992,4.5897835576624857e-07,1.65298330578878e-09
1993,4.82464955098294e-07,4.4313659408601325e-09
1994,4.541711824401773e-07,2.6374633033121597e-09
1995,4.625350555897967e-07,5.4224509327127635e-09
1996,4.889692561960146e-07,1.067618438099771e-09
1997,5.264794111781157e-07,4.794894259418925e-09
1998,4.343765702685687e-07,1.9072516899143466e-09
1999,5.050072395818006e-07,9.140402323914998e-10
2000,4.7449658069353973e-07,4.418031385178267e-09
2001,4.227869396800088e-07,4.381211837767296e-09
2002,5.112885475000439e-07,5.6955877791864395e-09
2003,4.821129877541352e-07,3.333538334260311e-09
2004,4.995033364707524e-07,2.642874724623212e-09
2005,5.026184481948803e-07,1.3511248786457486e-09
2006,4.95382142418066e-07,3.706100981659688e-09
2007,4.7614195963774364e-07,3.595031605740928e-09
2008,5.304769814529209e-07,4.257439678578834e-10
2009,5.101966102927236e-07,4.76819250749827e-09
2010,4.204175780841979e-07,2.3618964561933353e-09
2011,4.577294561158851e-07,2.6767803529281764e-09
2012,5.889357197474965e-07,4.0851031724020714e-09
2013,6.353627099997539e-07,5.29933741333366e-09
2014,6.028599628393749e-07,5.84670206693616e-09
2015,6.252959181551887e-07,7.536356344539641e-09
2016,7.07569746793979e-07,3.935546250000144e-09
2017,4.218680231815597e-07,4.2765392616050946e-09
2018,5.039022923369885e-07,4.904786632398128e-09
2019,5.489725580787308e-07,6.1223706659951915e-09
