year,un_DET adieu_NOUN,un_DET radieux_ADJ
1855,4.6276490550667404e-07,3.8209947206269135e-08
1856,3.882891959072765e-07,4.348839099943547e-08
1857,4.4665807685806413e-07,5.027954541603208e-08
1858,4.5804806519944563e-07,3.9149408159744326e-08
1859,5.346781755122265e-07,5.4995473508512305e-08
1860,7.167869902069413e-07,6.041882638641027e-08
1861,5.843079002865181e-07,3.395494019287071e-08
1862,5.972778047702576e-07,3.298130135664934e-08
1863,4.7099274491646526e-07,3.995696662428827e-08
1864,5.082411700385592e-07,6.281093600790655e-08
1865,4.6597760228195284e-07,4.848049517391928e-08
1866,4.5688106276031704e-07,4.622332139270213e-08
1867,3.984158247760661e-07,5.774845845962773e-08
1868,4.1050353427607433e-07,5.779652623161269e-08
1869,4.6198090286608817e-07,7.081102415540386e-08
1870,4.604441041777818e-07,4.529898545158062e-08
1871,5.108786200747062e-07,4.6733179104307965e-08
1872,4.704830023349871e-07,4.354084381930079e-08
1873,4.148301151474243e-07,3.471882425998274e-08
1874,5.53846284390147e-07,5.6161326922321564e-08
1875,4.7259814106581644e-07,4.863297919932563e-08
1876,3.5066886283630083e-07,2.478866134580926e-08
1877,4.533470219225677e-07,3.958282079885578e-08
1878,3.3154598078066755e-07,4.046189294726332e-08
1879,4.3803862759261847e-07,5.6205792464680826e-08
1880,3.76085779407731e-07,3.7223509607997585e-08
1881,4.190476918797259e-07,3.6257039259801616e-08
1882,4.3393112014733504e-07,7.52058491038099e-08
1883,4.233957087151907e-07,5.434631411560531e-08
1884,4.720213242492832e-07,5.809493242026065e-08
1885,4.4732711046435725e-07,5.0275959617707144e-08
1886,4.1495772951094523e-07,6.259859919310884e-08
1887,4.18504070731629e-07,3.917354896021408e-08
1888,4.368683597100187e-07,5.706553207751597e-08
1889,4.4670424403925324e-07,7.016953151861571e-08
1890,4.0047302540813234e-07,7.013193847882349e-08
1891,4.5448187502294957e-07,5.991766993673764e-08
1892,4.344079194140704e-07,6.644623118390314e-08
1893,3.9290697095850646e-07,6.83584251426339e-08
1894,4.152714392358092e-07,8.002954987595956e-08
1895,4.784798472989849e-07,7.222337572443394e-08
1896,5.077342111192706e-07,7.66613794667137e-08
1897,4.1427933727966604e-07,7.691261938447269e-08
1898,4.702092883945852e-07,8.94020106834148e-08
1899,3.990911476847714e-07,7.130575951919127e-08
1900,4.0074931151323767e-07,7.578937821772769e-08
1901,4.3871600929890064e-07,8.103671378378863e-08
1902,3.2015049955536057e-07,7.365425602756659e-08
1903,3.607347123235627e-07,6.31825780583739e-08
1904,3.686992773310749e-07,7.416983027752622e-08
1905,4.0511957166700086e-07,7.173454807940516e-08
1906,3.883859389652855e-07,7.767718912532473e-08
1907,4.829129895966844e-07,5.091414756464019e-08
1908,4.3171110863937656e-07,8.447589205928807e-08
1909,4.252260428216914e-07,6.326131352096809e-08
1910,4.286008912224304e-07,6.41298072423524e-08
1911,4.3520661430207497e-07,7.022894044084182e-08
1912,4.297772462358296e-07,8.074603030649996e-08
1913,4.088605070062812e-07,6.204498093076438e-08
1914,4.7613846954064343e-07,9.576343806827481e-08
1915,4.3942240512961916e-07,1.2841030461174796e-07
1916,4.713621084562192e-07,1.0657838345196069e-07
1917,4.660730370531496e-07,1.0747095924301675e-07
1918,3.905368037848689e-07,1.1716103820447188e-07
1919,4.7420418347599025e-07,1.2522673564774323e-07
1920,4.4221833084279183e-07,8.026565900820515e-08
1921,4.725394400217908e-07,7.1183828609378e-08
1922,4.862059448385025e-07,7.894390863238954e-08
1923,4.129603898839207e-07,6.90036623396395e-08
1924,4.628093162040159e-07,6.574728583785827e-08
1925,5.125150650542309e-07,6.598906754362588e-08
1926,4.915447036069054e-07,8.136681339809826e-08
1927,5.842193715466237e-07,7.581472649675902e-08
1928,5.073162361313166e-07,8.341010149237604e-08
1929,4.712391818983974e-07,5.570203187588163e-08
1930,3.8233115962071906e-07,5.4618739087075596e-08
1931,3.8321998641066557e-07,6.386999995555698e-08
1932,3.649525606164161e-07,4.931791530715657e-08
1933,4.1409091489086336e-07,7.111810695903387e-08
1934,3.6184373186642915e-07,4.7926320689839486e-08
1935,3.6742631603914333e-07,4.906996498021954e-08
1936,4.3285230111322903e-07,5.092380028770549e-08
1937,4.092113321529922e-07,6.043736699989921e-08
1938,3.993286097347948e-07,7.001216095758878e-08
1939,3.41057317498894e-07,4.282334131744392e-08
1940,2.687929960831781e-07,6.085878911932241e-08
1941,3.4237429513694906e-07,8.559357667081713e-08
1942,4.096185797219931e-07,4.247896523423833e-08
1943,4.93549991986697e-07,4.3548528783077245e-08
1944,3.984350733787778e-07,5.7837352684941834e-08
1945,5.054129372794591e-07,4.7927089408261736e-08
1946,4.5939644977011085e-07,5.707652839248567e-08
1947,4.875636165913022e-07,5.006765979587158e-08
1948,3.9464952017453925e-07,4.1313175103141475e-08
1949,3.8777182087557094e-07,3.9268032825390264e-08
1950,3.775553343299265e-07,4.3604980959344175e-08
1951,3.8807503166538027e-07,5.010858850074129e-08
1952,3.8277637659511754e-07,3.58523338794825e-08
1953,3.835482546010738e-07,4.7404840164411155e-08
1954,4.1337826717224857e-07,4.4953666789027125e-08
1955,3.5289885857991976e-07,4.035811329572425e-08
1956,3.5058989800162976e-07,4.098936634555628e-08
1957,4.002272122605177e-07,4.152467669715776e-08
1958,3.780415345211452e-07,3.557064653936237e-08
1959,3.1313022397227996e-07,2.557746836551189e-08
1960,4.3186000109329825e-07,3.944875004435744e-08
1961,4.1411027940085887e-07,3.752005850454765e-08
1962,3.805173856008537e-07,4.756467353317362e-08
1963,4.086545652981499e-07,3.103705559226455e-08
1964,3.510449768651114e-07,3.650381130704261e-08
1965,3.835902386839507e-07,3.556828298556525e-08
1966,3.5394687980527806e-07,3.3788354447672475e-08
1967,3.9196167023192174e-07,3.0568081177406725e-08
1968,4.1545595852454653e-07,6.108325467657494e-08
1969,3.2655238113576956e-07,2.588801925607065e-08
1970,3.5180246982235985e-07,2.9431839410065663e-08
1971,4.203209247322093e-07,3.5454942093338104e-08
1972,3.519280873387487e-07,2.513771873990933e-08
1973,3.0432885589348757e-07,2.591205788826656e-08
1974,2.767781204227049e-07,2.418995892483622e-08
1975,3.101333683197538e-07,1.484984890609553e-08
1976,2.833909289456926e-07,1.542652228181396e-08
1977,2.621044794537397e-07,2.056873604772136e-08
1978,3.160394599355243e-07,2.5544542037181373e-08
1979,3.4351084554629097e-07,2.340789395649523e-08
1980,3.132518027193498e-07,2.95627833879486e-08
1981,3.535982306956953e-07,2.4037087653638878e-08
1982,3.147203742059901e-07,2.420925848678479e-08
1983,3.479739119072178e-07,2.7155859783078995e-08
1984,4.0477079998879617e-07,2.319603464862041e-08
1985,3.458945936340996e-07,1.9851341237497877e-08
1986,3.824481691339088e-07,3.3569117374732116e-08
1987,3.611492607191735e-07,2.3832186002437084e-08
1988,3.250132154519747e-07,1.8589316752581908e-08
1989,3.715458807285188e-07,2.3598924814294264e-08
1990,3.8848880645758754e-07,1.8525413314485206e-08
1991,3.915458899328428e-07,1.8756689534882298e-08
1992,3.620033379725385e-07,2.810071531023084e-08
1993,3.727886461746266e-07,2.5480354381990367e-08
1994,3.987844623409842e-07,3.9034457000042266e-08
1995,3.801137999914772e-07,2.2232049090575856e-08
1996,3.362998164391229e-07,1.494665791135219e-08
1997,3.4283494976250495e-07,1.9659067485022774e-08
1998,3.952779072946555e-07,1.9549330043666657e-08
1999,3.4367912338240103e-07,2.193696491126218e-08
2000,4.179457717690127e-07,2.4299172562969318e-08
2001,3.886134738451119e-07,2.7601634533525043e-08
2002,4.302359410957024e-07,2.5411083903748022e-08
2003,3.837735902401107e-07,2.20846910758965e-08
2004,3.717643797251924e-07,2.5988267760013173e-08
2005,3.675059616625731e-07,2.4320248148690382e-08
2006,4.072593000614688e-07,2.923701919455013e-08
2007,4.0384187816044914e-07,3.9944793472912465e-08
2008,3.950903977312237e-07,4.342588488803756e-08
2009,4.677596887603386e-07,3.6715082529781284e-08
2010,4.813545211312942e-07,4.959982780050609e-08
2011,4.588766269186806e-07,4.397567887615139e-08
2012,5.382123338115719e-07,6.059569734873094e-08
2013,6.060768431570551e-07,5.606141284530963e-08
2014,6.955410012388086e-07,5.478576181605632e-08
2015,6.696274330586505e-07,7.004378277386536e-08
2016,7.266261023985976e-07,7.788238320927121e-08
2017,5.531829156968371e-07,5.634969468815143e-08
2018,6.949308355430617e-07,7.641141230863013e-08
2019,6.691240801437459e-07,5.918291745565796e-08
