year,aucun_DET an_NOUN,aucun_DET rang_NOUN
1800,3.144164484325529e-09,5.345079756580162e-08
1801,1.4287095950749062e-08,1.4287095950749062e-07
1802,0.0,9.175144555229053e-08
1803,1.950339223455444e-09,1.6772917543761423e-07
1804,0.0,1.656140113936999e-07
1805,0.0,7.960057502032214e-08
1806,2.881669125542885e-09,1.8442682403474464e-07
1807,0.0,1.992868590150465e-07
1808,9.064295980465431e-09,1.8581806671136292e-07
1809,0.0,1.5361408145508904e-07
1810,9.360507036149102e-09,1.4976811257838563e-07
1811,0.0,1.8803076340390135e-07
1812,0.0,1.7870294755084615e-07
1813,0.0,2.0992914073758584e-07
1814,3.1466771410748606e-09,1.888006266881348e-07
1815,5.394447111228828e-09,2.778140242298832e-07
1816,0.0,2.271251826613252e-07
1817,3.113746815941454e-09,1.7592670076282957e-07
1818,2.384235475716423e-09,1.72857068436727e-07
1819,2.070210003424222e-09,2.2254756970596645e-07
1820,0.0,2.195298947071933e-07
1821,1.97229765852569e-09,1.5383921869727146e-07
1822,3.0076847679083585e-09,2.025174410391628e-07
1823,8.894418535021487e-09,1.591112521737159e-07
1824,0.0,1.4063258113594657e-07
1825,7.044354211060977e-09,1.6730341201309784e-07
1826,6.1655889282974385e-09,2.043452331790263e-07
1827,0.0,1.4010255711127684e-07
1828,9.172301251858528e-10,1.1465376320574094e-07
1829,1.714635211591542e-09,3.8407827673836437e-07
1830,1.0436835840010872e-09,2.504840594941271e-07
1831,3.1182412207897414e-09,1.091384405071949e-07
1832,5.411987746839486e-09,1.1500473817704915e-07
1833,1.1583628500844156e-09,1.7838787214063956e-07
1834,0.0,1.3348379468425264e-07
1835,9.832014313815307e-09,1.1117739262545001e-07
1836,1.3441500135158435e-09,2.345541707526877e-07
1837,0.0,1.3985361135837593e-07
1838,1.8936485712828244e-09,2.2092567064646573e-07
1839,6.9914751765765e-10,9.019002789045771e-08
1840,7.0066574764382494e-09,2.5160269956359116e-07
1841,0.0,1.30979190160474e-07
1842,6.708265054555795e-10,1.5697340094433798e-07
1843,1.7720733769266417e-09,1.6834696042744568e-07
1844,2.1954245643662773e-09,1.5148428955669146e-07
1845,1.674068439427856e-09,1.5903649286386212e-07
1846,4.0981511517657054e-09,1.510461287157483e-07
1847,2.1572894581822766e-09,1.359092394181971e-07
1848,1.6090443422100975e-09,1.6573156269572564e-07
1849,8.379414939696517e-10,8.798385908725948e-08
1850,8.82569484161877e-09,1.0590834165213892e-07
1851,6.449438760824933e-10,1.2834382800974709e-07
1852,3.906327261660181e-09,1.3802356590986165e-07
1853,5.971931837933653e-10,1.6482532139150408e-07
1854,5.7152309551611324e-09,1.6885909526198617e-07
1855,5.306937111981824e-10,1.6239227562664382e-07
1856,2.0708756931497874e-09,3.1270223654900065e-07
1857,1.9526036343364694e-09,1.5864904412410397e-07
1858,4.893676019968041e-10,1.933002006238027e-07
1859,1.018434669930457e-09,9.471442297126487e-08
1860,9.154367819341758e-10,1.6340545982984622e-07
1861,9.431927461278633e-10,1.0469439470917052e-07
1862,3.162590411776023e-09,1.2153383016633157e-07
1863,9.989241656072068e-10,1.193714354030817e-07
1864,1.9178911792039344e-09,1.3712921997921512e-07
1865,3.294791106611683e-09,8.613525070977346e-08
1866,1.9462451650298362e-09,1.1531502508432823e-07
1867,4.85281148598915e-10,7.618914033002966e-08
1868,4.93987406535723e-10,5.8290513749170714e-08
1869,1.4650557433881772e-09,1.0060049504545532e-07
1870,2.2936195165357276e-09,7.568944715430348e-08
1871,4.248470908407853e-09,8.70936540664502e-08
1872,3.0236697590169115e-09,6.228759541482276e-08
1873,4.190203295451056e-09,1.2630469148344758e-07
1874,5.974609140757536e-10,7.886484354457934e-08
1875,1.1443054281912168e-09,7.094693665887775e-08
1876,1.209202959984168e-09,7.19475763411026e-08
1877,3.0924081073635534e-09,6.122967732835605e-08
1878,1.8117265465633636e-09,5.435179856183581e-08
1879,6.10932526790009e-10,1.0996785704264767e-07
1880,1.9253538763308597e-09,7.059630857675359e-08
1881,6.972507571312292e-10,1.0807386502387217e-07
1882,3.9932310791357395e-09,7.587139094766826e-08
1883,0.0,6.508918914960304e-08
1884,6.601696966868076e-10,7.988053596363898e-08
1885,6.445635691854079e-10,8.37932674357944e-08
1886,1.2906927748801422e-09,6.453464201916503e-08
1887,1.3057849246322917e-09,7.181817412993396e-08
1888,1.268122939990235e-09,8.623236325000505e-08
1889,6.265136742733546e-10,7.956723635516028e-08
1890,0.0,3.998175657216052e-08
1891,6.374220040683554e-10,7.139126267929896e-08
1892,3.1342561879199593e-09,8.337121171209105e-08
1893,0.0,6.466337554300594e-08
1894,4.411077725308132e-09,4.2850468284783005e-08
1895,6.018614495673091e-10,6.861220214204877e-08
1896,0.0,5.955999382578625e-08
1897,1.1653427112179315e-09,3.4960280004270317e-08
1898,0.0,5.884689191493209e-08
1899,5.527578395003729e-10,6.633094074004475e-08
1900,5.191053142894475e-10,6.125442775228862e-08
1901,5.588738916095792e-10,3.297355988252093e-08
1902,4.910283846193408e-10,2.0623192042990013e-08
1903,3.7801539676252105e-09,4.428180488957878e-08
1904,0.0,3.708491291831706e-08
1905,0.0,3.715746643706552e-08
1906,1.5432553013283723e-09,4.8869753133118365e-08
1907,1.5428529565042481e-09,3.599990411329301e-08
1908,9.822778146428846e-10,4.911388984396581e-08
1909,1.1001967115120692e-09,4.400786934866119e-08
1910,5.344150677544235e-10,3.63402248293454e-08
1911,2.128149656499545e-09,3.617854338333615e-08
1912,4.688478938419394e-09,5.678269232589628e-08
1913,5.30298971401777e-10,6.257528184505645e-08
1914,2.0090231700464756e-09,5.6922322855257335e-08
1915,2.3561523843085297e-09,3.887651445211304e-08
1916,0.0,4.394984642885902e-08
1917,1.0966424435210342e-09,2.0836206093832743e-08
1918,1.1486376294556067e-09,2.756730310693456e-08
1919,0.0,3.7752178938532666e-08
1920,7.572231730534895e-10,4.2404496358727783e-08
1921,7.572747429129834e-10,3.7106462902336546e-08
1922,1.4755870969551665e-09,3.393850328547998e-08
1923,0.0,5.8387714219065856e-08
1924,2.578324886925998e-09,3.0939897754933554e-08
1925,1.0998177923937646e-09,3.629398648286042e-08
1926,0.0,3.009457394398396e-08
1927,2.2298449753321847e-09,4.9056588125040435e-08
1928,0.0,3.884854038460617e-08
1929,1.1140406375176326e-09,2.6736975522467787e-08
1930,2.100720708497761e-09,3.151081173768944e-08
1931,4.5621426636444085e-09,2.052964109822142e-08
1932,1.0959536611565568e-09,2.0823119339929974e-08
1933,0.0,3.326492148403304e-08
1934,0.0,4.193553060360955e-08
1935,1.196828414151696e-09,4.787313745424626e-08
1936,0.0,2.424942868728408e-08
1937,0.0,3.1477795925383134e-08
1938,0.0,1.5558256905023882e-08
1939,0.0,1.988226472349197e-08
1940,0.0,3.550096039361961e-08
1941,0.0,2.066051907334554e-08
1942,3.034211770724937e-09,2.4273694165799498e-08
1943,0.0,4.645176332473966e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,1.742803235060819e-08
1946,0.0,2.645009899993056e-08
1947,1.1920870957027319e-09,4.053096125389288e-08
1948,0.0,5.6533817627268945e-08
1949,9.817008317369869e-10,1.9634017078828947e-08
1950,1.0635361480382244e-09,2.8715476219076663e-08
1951,0.0,1.7058242818279723e-08
1952,0.0,2.003512733494972e-08
1953,0.0,1.723812381726475e-08
1954,0.0,3.5181128898997827e-08
1955,9.385607846468247e-10,2.9095383435873146e-08
1956,8.72114158667614e-10,2.616342520411763e-08
1957,8.835037701437898e-10,2.1204090927540165e-08
1958,8.272243445794913e-10,1.7371711180658167e-08
1959,7.750747821333448e-10,1.6276570535822543e-08
1960,6.920833350854139e-10,1.7302083821224556e-08
1961,0.0,2.9877084972707024e-08
1962,0.0,2.980719460143888e-08
1963,2.5864212993553792e-09,2.0044765847160306e-08
1964,6.083968329129164e-10,2.068549243006146e-08
1965,1.0944086747954884e-09,3.885150923199632e-08
1966,1.1078149508847446e-09,2.215629846258338e-08
1967,9.860671168482327e-10,2.6623811488768467e-08
1968,0.0,3.458390279709178e-08
1969,9.083515606356229e-10,3.179230390060184e-08
1970,9.197450023812337e-10,2.4833115480626944e-08
1971,2.0553589941130213e-09,2.1067428801480048e-08
1972,0.0,2.5650733426196837e-08
1973,2.2052815684681093e-09,2.0398853772807257e-08
1974,0.0,2.812785832029263e-08
1975,0.0,4.96898762136766e-08
1976,2.285410749536254e-09,1.7711933253394818e-08
1977,5.876781838942691e-10,2.6445518497286713e-08
1978,5.940591352171509e-10,2.316830638449119e-08
1979,0.0,1.9311512389208474e-08
1980,1.1370301367108482e-09,3.2973872521324665e-08
1981,6.325549528618524e-10,1.4548763582755697e-08
1982,1.2415004579935385e-09,9.311253101884631e-09
1983,0.0,3.4102705881444706e-08
1984,0.0,1.681712546997005e-08
1985,0.0,1.6242006739553005e-08
1986,0.0,1.4986213270340443e-08
1987,1.8332451112712533e-09,1.2832715334809564e-08
1988,1.798966087207532e-09,2.2187249371086182e-08
1989,0.0,2.0854864168917686e-08
1990,5.44865097484859e-10,1.3076762395147767e-08
1991,0.0,1.1136783939491579e-08
1992,0.0,1.2672871252394913e-08
1993,1.6617622278225497e-09,1.3294097656046944e-08
1994,2.1099706426497278e-09,1.5297286770632468e-08
1995,0.0,1.4640617385097698e-08
1996,1.067618438099771e-09,1.7081895009596337e-08
1997,9.58978851883785e-09,1.102825741838842e-08
1998,4.768129224785866e-10,1.3827574862901315e-08
1999,9.140402323914998e-10,1.690974471557638e-08
2000,0.0,1.2370487856294687e-08
2001,8.762423564512289e-10,1.577236172223273e-08
2002,0.0,2.5411084514370685e-08
2003,0.0,1.6250998602362898e-08
2004,8.809582507929292e-10,1.3214373956182968e-08
2005,1.3511248786457486e-09,1.306087415997581e-08
2006,4.1178899179428186e-10,1.3589036562677848e-08
2007,0.0,1.7975157362570826e-08
2008,0.0,1.3623807054718995e-08
2009,0.0,1.6211854969583328e-08
2010,0.0,1.464375803950091e-08
2011,0.0,9.177532456217108e-09
2012,0.0,2.110636604379934e-08
2013,0.0,2.398647502843687e-08
2014,4.330890368553497e-10,1.6673927044630332e-08
2015,8.86630172058922e-10,2.8372165061796295e-08
2016,2.0713400439298368e-10,3.9355459474643695e-08
2017,0.0,1.0565567365450335e-08
2018,0.0,1.9619146585103664e-08
2019,0.0,2.602007498353487e-08
