year,en_PRON amènent_VERB,en_PRON ramènent_VERB
1858,5.1872966366772744e-08,1.3702292633865909e-08
1859,5.092173438470127e-08,2.2914779407301467e-08
1860,6.270742147762576e-08,2.654766717569146e-08
1861,6.083593007133459e-08,1.744906619194353e-08
1862,5.511943257374696e-08,1.445755604123633e-08
1863,4.295374012031061e-08,1.748117206545885e-08
1864,6.233146621070773e-08,9.589456340108882e-09
1865,5.036323358353911e-08,1.1296426905005319e-08
1866,4.670988573707291e-08,1.702964524952222e-08
1867,8.395363693125546e-08,1.8925964795357686e-08
1868,6.965222354438083e-08,2.4699369660652337e-08
1869,9.229851372083431e-08,1.953407746668745e-08
1870,7.798306000950106e-08,1.9495765002375265e-08
1871,9.028000391708701e-08,1.5931766128574054e-08
1872,8.466275147611668e-08,1.814201766592305e-08
1873,1.1193828441946607e-07,1.1972009161809183e-08
1874,7.408515045881359e-08,1.1949218503559678e-08
1875,7.552415581812966e-08,2.0597497041308088e-08
1876,9.55270351710169e-08,2.3579458385825092e-08
1877,5.133397351642088e-08,1.793596560162314e-08
1878,5.737134145533673e-08,4.166971123709118e-08
1879,5.1929266220440695e-08,7.94212251520321e-09
1880,6.674559926977963e-08,1.8611753915820373e-08
1881,8.855084843162331e-08,1.4642266066289267e-08
1882,4.45910792734594e-08,2.5290463057103807e-08
1883,6.003372021723408e-08,2.0221884611260066e-08
1884,4.423137056619453e-08,2.5746619058963915e-08
1885,6.123353557541122e-08,2.707166935067562e-08
1886,5.808117364836107e-08,1.355227396970804e-08
1887,8.944626728180083e-08,2.6115698492645834e-09
1888,6.467426771905593e-08,5.706553452000662e-09
1889,5.5133202891965993e-08,2.944614330147033e-08
1890,6.226667181863377e-08,2.4251230357208442e-08
1891,5.736798058819659e-08,1.1473596295275001e-08
1892,5.014809900671935e-08,1.4417578242387208e-08
1893,8.560198949680853e-08,1.7859408174558666e-08
1894,4.978215883966186e-08,4.537108111435373e-08
1895,6.138986918813316e-08,1.9259566386153892e-08
1896,3.774098544795379e-08,2.0639602027472392e-08
1897,6.700720689423179e-08,4.3700350005337896e-08
1898,4.583267454449924e-08,2.8291774256672397e-08
1899,5.30647525920358e-08,3.537650172802387e-08
1900,7.734669082992696e-08,2.0245106924221545e-08
1901,6.147612907625444e-08,2.179608138419553e-08
1902,4.7629754362787935e-08,1.915010727771005e-08
1903,4.860198288270112e-08,1.7820726228023887e-08
1904,5.159640181773284e-08,2.579820090886642e-08
1905,5.8316576456718394e-08,2.3223416079076742e-08
1906,3.395161840558103e-08,3.600929332492342e-08
1907,4.422845378826423e-08,1.7485668024619372e-08
1908,6.630375537497457e-08,1.817213934884876e-08
1909,4.565816524859656e-08,9.901770070541716e-09
1910,4.3287620599130605e-08,2.404867771588215e-08
1911,2.6601870928288918e-08,1.4897047151407605e-08
1912,3.1777467768279166e-08,2.2921453179947093e-08
1913,3.6590627416899224e-08,3.7651226136858895e-08
1914,4.68772043404897e-08,1.4732836284281348e-08
1915,3.652036184575991e-08,1.5314990164938536e-08
1916,2.4172416956957932e-08,1.7579939282086343e-08
1917,3.070598708632133e-08,2.52227767560953e-08
1918,5.168869421368072e-08,2.756730310693456e-08
1919,2.4861190439651182e-08,6.4454939163738345e-09
1920,3.7861159540852896e-08,1.4387239843927091e-08
1921,4.013556065274315e-08,6.815472630705699e-09
1922,4.426761179843197e-08,2.2133805899215986e-08
1923,2.0170300985000722e-08,1.2739137744688378e-08
1924,4.383152329978657e-08,1.2891624656674594e-08
1925,2.74954441437103e-08,2.0896537833436923e-08
1926,3.009457216762712e-08,1.114613823460786e-08
1927,3.6792442870137165e-08,2.2298449309232637e-08
1928,3.313552099371009e-08,2.742249805010033e-08
1929,2.5622934884950155e-08,2.6736975300423182e-08
1930,1.8906487042613662e-08,2.520864939015155e-08
1931,1.9389105432310316e-08,1.4826963656844327e-08
1932,2.301502632917618e-08,2.7398842306070037e-08
1933,1.8353059516584835e-08,1.3764794637438627e-08
1934,2.516131836216573e-08,1.677421224144382e-08
1935,2.992070946561398e-08,1.6755597798123745e-08
1936,1.091224355320719e-08,1.33371855781661e-08
1937,2.0145789036973838e-08,1.7627565185307503e-08
1938,2.5930429359277696e-08,2.074434313215079e-08
1939,2.5999884911698246e-08,3.058810094103137e-08
1940,2.5357829613881222e-08,1.0143131667916805e-08
1941,2.066051862925633e-08,4.132103725851266e-08
1942,3.3376331032286544e-08,1.517105907566929e-08
1943,2.322588166236983e-08,2.322588166236983e-08
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,4.357008087652048e-09,1.742803235060819e-08
1946,3.3410650246423756e-08,2.3665876369705074e-08
1947,2.8610090296865565e-08,2.0265479960812627e-08
1948,3.4790041070209554e-08,2.717971980814582e-08
1949,2.5524220959027843e-08,2.1597418964347526e-08
1950,1.2762433776458693e-08,9.571825110299415e-09
1951,2.2388944032059044e-08,1.0661401539380222e-08
1952,7.381362632230548e-09,2.319856839960721e-08
1953,1.6160740301529586e-08,3.44762476345295e-08
1954,3.0294863506696856e-08,2.443134050622575e-08
1955,2.2525458831523792e-08,1.783265446420046e-08
1956,1.5698054411927842e-08,2.52913103793162e-08
1957,1.501956425897788e-08,2.2087593976038988e-08
1958,7.445019267748876e-09,1.6544486669545222e-08
1959,2.1702094343822864e-08,1.705164542897819e-08
1960,1.868625076895114e-08,1.1073333361366622e-08
1961,1.80652133252579e-08,2.848745239703021e-08
1962,2.3465238641051656e-08,1.9025868880362395e-08
1963,1.939815952312074e-08,1.939815952312074e-08
1964,2.4335873760605864e-08,1.2167936880302932e-08
1965,1.5321720781003023e-08,1.3680108601477059e-08
1966,1.1078149952936656e-08,1.9940669560014612e-08
1967,1.429797347185513e-08,2.1200442290592036e-08
1968,2.0660513300185812e-08,1.5719955115400808e-08
1969,1.1354394757745467e-08,1.9529558414888015e-08
1970,1.0117195081704722e-08,1.977451802304131e-08
1971,1.7470551227916076e-08,2.1581270104320538e-08
1972,8.721249500354133e-09,1.5903454553267693e-08
1973,2.205281468548037e-08,9.923766697284009e-09
1974,2.3627400480563665e-08,1.5751600912494723e-08
1975,9.709516746170266e-09,1.0851811893530794e-08
1976,1.199840671262109e-08,2.7996280849151844e-08
1977,7.639816779203557e-09,1.469195431980097e-08
1978,1.128712323605896e-08,1.6039596317796168e-08
1979,2.0481905949054635e-08,1.1703946256602649e-08
1980,1.7055452161685025e-08,1.2507331170752423e-08
1981,1.707898356073656e-08,1.2018544381930951e-08
1982,1.1173503899897241e-08,2.110550845202397e-08
1983,1.5788289786655696e-08,1.0736036948344463e-08
1984,1.739702604197646e-08,1.5657322549600394e-08
1985,7.820225356169885e-09,1.804667348892508e-08
1986,1.1988970705090196e-08,1.8582904104391673e-08
1987,1.3443797186596385e-08,1.8332450224534114e-08
1988,1.199310784016916e-08,1.139345240375178e-08
1989,1.3720305780395847e-08,1.92084268491044e-08
1990,1.5801088437683575e-08,2.5063794595325817e-08
1991,1.2309077312977479e-08,1.52398094144246e-08
1992,1.8182815253453555e-08,1.5427843891302473e-08
1993,8.862731881720265e-09,2.4926434250005514e-08
1994,1.2132331583813993e-08,1.4242301560329906e-08
1995,1.626735190995987e-08,1.2471637056421514e-08
1996,1.1209993822092201e-08,1.6014276127407356e-08
1997,9.110299181713799e-09,1.8220598363427598e-08
1998,1.3350762273489636e-08,1.2397135762398648e-08
1999,1.5995704316651427e-08,1.416762351880152e-08
2000,1.988114206596947e-08,1.5463109903635086e-08
2001,1.3581756164171566e-08,1.7086726700199506e-08
2002,1.9715496790695397e-08,2.2782352004924178e-08
2003,1.2084076850271686e-08,1.3334153337041244e-08
2004,1.5857247959161214e-08,1.7178685141061578e-08
2005,8.106749049829887e-09,1.5763124139311913e-08
2006,9.882935358973555e-09,1.7706927479821388e-08
2007,1.5977917655618512e-08,1.917350189728495e-08
2008,1.575252639440805e-08,1.0217855006544596e-08
2009,1.2397300963584712e-08,1.5258216023994464e-08
2010,7.558068837454357e-09,1.369900015646408e-08
2011,9.55992973672437e-09,1.7207874236646603e-08
2012,1.5319137958158535e-08,1.9063815415165664e-08
2013,1.1435412616833673e-08,1.0877587719448911e-08
2014,1.4725027419615344e-08,2.013864097705209e-08
2015,1.906254887273917e-08,2.017083566840938e-08
2016,1.9677729667932908e-08,1.4499380363020009e-08
2017,1.1823373391450787e-08,1.1320251402935355e-08
2018,1.1874746519424662e-08,1.5746946857575495e-08
2019,1.7346716063570966e-08,1.6836519733942623e-08
