year,aucun_DET aliment_NOUN,aucun_DET ralliement_NOUN
1971,4.3676380179213936e-08,1.541519245584766e-09
1972,4.2580218462262565e-08,5.130146973897354e-09
1973,2.4809417409343837e-08,1.6539611902288698e-09
1974,4.500457362333066e-08,2.2502286700643026e-09
1975,3.541117665761817e-08,5.711480177694739e-10
1976,3.370980994343853e-08,2.856763492431469e-09
1977,3.349765664850679e-08,2.938390863960194e-09
1978,3.267325376921093e-08,5.940591130126904e-09
1979,2.7504274080492053e-08,4.096381456264453e-09
1980,3.0131298567326326e-08,1.7055452605774235e-09
1981,3.352541139145515e-08,3.1627747087981106e-09
1982,3.289976047149423e-08,6.2075020679230875e-09
1983,3.8523427114967035e-08,2.5261264191556165e-09
1984,1.9716629218180515e-08,6.378909400694965e-09
1985,3.549179372619449e-08,4.210890747202711e-09
1986,3.7165810429229396e-08,1.7983456945813714e-09
1987,2.5665431113708337e-08,6.110816852533674e-10
1988,3.2381389958313633e-08,5.99655392008458e-09
1989,3.073348409099452e-08,3.2928733073589456e-09
1990,3.8685422643069955e-08,2.724325431913144e-09
1991,3.1065765349058694e-08,2.344586080837985e-09
1992,3.4161655337872077e-08,3.30596661157756e-09
1993,3.877445076128083e-08,3.877445031719162e-09
1994,2.9539588330962374e-08,0.0
1995,3.524592928627612e-08,2.7112254663563817e-09
1996,4.4306165403185105e-08,4.804283193493575e-09
1997,2.8289877107567918e-08,3.3564262480467733e-09
1998,3.194646647219912e-08,9.536258449571733e-10
1999,3.244842938787684e-08,1.8280804647829996e-09
2000,3.6227857158621646e-08,2.2090156370779823e-09
2001,3.72403000659105e-08,4.8193329327261836e-09
2002,4.819343768502904e-08,2.1906108038649563e-09
2003,3.833569106603818e-08,1.6667691671301554e-09
2004,3.788120483960711e-08,3.523833003171717e-09
2005,4.77397463782836e-08,2.702249757291497e-09
2006,4.447320978151481e-08,4.117890028965121e-09
2007,6.590891254987241e-08,2.7961355453243186e-09
2008,5.960415538908137e-08,1.7029758714315335e-09
2009,6.34169605717716e-08,6.198650481792356e-09
2010,5.19617229244318e-08,1.4171379625338432e-09
2011,6.921389239522568e-08,2.6767803529281764e-09
2012,7.795738987681489e-08,2.0425516833455504e-09
2013,6.944921349116839e-08,2.7891249310130206e-09
2014,6.604607705185117e-08,2.815078836704288e-09
2015,7.026543880073177e-08,1.10828768384863e-09
2016,8.844621746106895e-08,1.4499380585064614e-09
2017,7.47136574830165e-08,2.0124890642847504e-09
2018,7.150662995059065e-08,1.290733298020541e-09
2019,8.316219712867223e-08,1.7856913725466939e-09
