year,ton_DET homme_NOUN,ton_DET rhum_NOUN
1884,4.2250859699777266e-08,6.601696966868076e-10
1885,3.480643329112354e-08,0.0
1886,6.388929052469905e-08,0.0
1887,5.4190072651394416e-08,0.0
1888,4.6920547447371064e-08,0.0
1889,3.007265669818793e-08,3.759081934617825e-09
1890,2.4906668727453507e-08,1.3108772956016423e-09
1891,4.2707275382802834e-08,0.0
1892,5.2655503512966106e-08,0.0
1893,3.8182182970913914e-08,0.0
1894,4.032984990409716e-08,0.0
1895,4.273216380745737e-08,0.0
1896,3.18439561386441e-08,0.0
1897,2.563753909168298e-08,0.0
1898,2.8857609746246737e-08,0.0
1899,6.467266722154363e-08,0.0
1900,4.568126632520375e-08,0.0
1901,3.129693859627025e-08,0.0
1902,2.1605249145295602e-08,4.910283846193408e-10
1903,3.996162933894709e-08,0.0
1904,3.869730225147805e-08,0.0
1905,3.096455358786443e-08,0.0
1906,3.2922780945909835e-08,0.0
1907,3.8057042628381055e-08,0.0
1908,2.8486055736465232e-08,0.0
1909,3.52062942132747e-08,0.0
1910,4.542528175832672e-08,0.0
1911,3.351835786702395e-08,0.0
1912,2.7609932118366487e-08,0.0
1913,4.13633196583163e-08,0.0
1914,6.897646009917935e-08,0.0
1915,5.419150550523e-08,0.0
1916,4.394984687294823e-08,0.0
1917,1.754627876326964e-08,2.1932848870420685e-09
1918,3.6756403254400993e-08,0.0
1919,3.406903803515604e-08,1.8415696745321952e-09
1920,3.7861157320406846e-08,0.0
1921,4.4679210553510984e-08,0.0
1922,5.238334360724295e-08,0.0
1923,5.2018146678989297e-08,0.0
1924,9.66871827046134e-08,0.0
1925,6.928851914445033e-08,0.0
1926,6.464760193836128e-08,0.0
1927,1.0034302100336845e-07,0.0
1928,6.512843575556815e-08,0.0
1929,5.458799190449781e-08,0.0
1930,3.886333255209706e-08,0.0
1931,6.72916034005766e-08,0.0
1932,9.425201341617395e-08,0.0
1933,5.161797900221643e-08,0.0
1934,6.350237669039416e-08,0.0
1935,5.146362358487977e-08,0.0
1936,5.092380295224075e-08,0.0
1937,7.554671177523176e-08,0.0
1938,4.9267813606590494e-08,0.0
1939,6.270560870547115e-08,0.0
1940,3.55009599495304e-08,0.0
1941,5.9030050625352715e-08,0.0
1942,5.158160010232393e-08,0.0
1943,7.258088219330716e-08,0.0
1944,7.390327994016843e-08,0.0
1945,5.664110513947662e-08,1.3071024262956144e-08
1946,8.770295778504078e-08,2.7842208538686464e-09
1947,7.390939815721254e-08,0.0
1948,6.631851690030999e-08,0.0
1949,9.129817613029445e-08,9.817008317369869e-10
1950,6.168509703030622e-08,3.190608444114673e-09
1951,9.382033816507374e-08,1.0661401761424827e-09
1952,6.326882395768507e-08,0.0
1953,7.97263197682696e-08,0.0
1954,6.058972434885845e-08,0.0
1955,8.353191205401345e-08,9.385607846468247e-10
1956,8.633930193013839e-08,2.616342476002842e-09
1957,4.947621246031986e-08,0.0
1958,5.7905704231586697e-08,2.4816730892496253e-09
1959,5.8130610214313094e-08,7.750747821333448e-10
1960,8.58183351604147e-08,2.076250060767393e-09
1961,5.141638004246829e-08,0.0
1962,7.420088943277392e-08,6.341956404476434e-10
1963,6.530713791974563e-08,1.939815863494232e-09
1964,6.692365189797655e-08,0.0
1965,7.004215385464363e-08,0.0
1966,9.41642710472479e-08,0.0
1967,5.965706018074002e-08,9.860671168482327e-10
1968,7.455750233864578e-08,0.0
1969,5.677197154052571e-08,1.3625273131978588e-09
1970,6.714138800489877e-08,2.2993624781975086e-09
1971,9.043579585199524e-08,5.138397485282553e-10
1972,5.0788455663308696e-08,5.130146862875051e-10
1973,5.458071883346349e-08,5.513203782392395e-10
1974,6.919453077181004e-08,5.625571675160757e-10
1975,5.997054097761634e-08,2.2845920710778955e-09
1976,6.284879372486785e-08,0.0
1977,4.348818549715361e-08,5.876781838942691e-10
1978,6.356432824539127e-08,0.0
1979,6.963848320218347e-08,1.1703946700691858e-09
1980,6.651626183185044e-08,1.7055452605774235e-09
1981,7.527403900198237e-08,6.325549528618524e-10
1982,8.069753176798145e-08,0.0
1983,5.873243891230118e-08,1.89459470334441e-09
1984,7.016800207537699e-08,0.0
1985,7.218669573205716e-08,6.015558051686298e-10
1986,5.574871542179949e-08,0.0
1987,7.332979912177962e-08,1.2221633705067347e-09
1988,5.516829632012943e-08,5.996553809062277e-10
1989,8.506589133094877e-08,1.0976244357863152e-09
1990,6.974273558668642e-08,1.6345953479657283e-09
1991,7.268216917211134e-08,0.0
1992,7.934319384839128e-08,5.509944167592096e-10
1993,5.982343909138876e-08,2.2156829704300662e-09
1994,7.384897221518472e-08,0.0
1995,6.77806347715304e-08,1.0844901643380922e-09
1996,6.352329573466875e-08,0.0
1997,7.38413723500031e-08,1.917957792585412e-09
1998,7.295237747229066e-08,9.536258449571733e-10
1999,6.124069598656412e-08,3.656160929565999e-09
2000,7.068850571556595e-08,0.0
2001,7.097563003988228e-08,0.0
2002,9.594875205465314e-08,1.3143663935011318e-09
2003,9.417245988574408e-08,8.333845835650777e-10
2004,7.311953345578992e-08,4.845270407116686e-09
2005,9.457874328155924e-08,4.5037495954858286e-10
2006,7.865169954213158e-08,1.2353669198716943e-09
2007,1.198343856367856e-07,1.1983438685803094e-09
2008,1.4304996928671265e-07,1.2772318758180745e-09
2009,1.2444982555592787e-07,2.860915504498962e-09
2010,1.7289082060445438e-07,2.3618964561933353e-09
2011,2.076416726892738e-07,3.059177577924288e-09
2012,2.835742518580986e-07,1.3617010852229328e-09
2013,3.2130721572265486e-07,7.2517249982695375e-09
2014,3.6076316312083634e-07,3.681256854903836e-09
2015,3.495539283582261e-07,2.881548111233201e-09
2016,3.575133045163881e-07,4.349814286541687e-09
2017,4.1910084047636076e-07,2.5156112748447867e-09
2018,4.7498988675620524e-07,3.3559066636712487e-09
2019,4.0254587307941847e-07,2.5509878653906526e-09
