year,en_PRON appellent_VERB,en_PRON rappellent_VERB
1800,1.5091990235305275e-07,4.087413785214267e-08
1801,1.142967676059925e-07,9.048493865293494e-08
1802,1.969299319171114e-07,4.699464284385613e-08
1803,1.794312112224361e-07,7.021220937986072e-08
1804,1.038177401824214e-07,7.415552971679062e-08
1805,1.6204403152642044e-07,3.4114531644036106e-08
1806,1.988351669979238e-07,8.06867319624871e-08
1807,1.224190668835945e-07,5.4092147649953404e-08
1808,1.3143228727585665e-07,3.6257183921861724e-08
1809,1.3780086760561971e-07,3.840352036377226e-08
1810,1.6848912309797015e-07,4.914266327205041e-08
1811,6.769107585569145e-08,3.008491944456182e-08
1812,2.427159415674396e-07,5.867858021701977e-08
1813,1.6391727797326894e-07,5.7514832008109806e-08
1814,2.2026739543434815e-07,1.258670891957081e-07
1815,1.3755840200246894e-07,6.47333635583891e-08
1816,9.502176112619054e-08,6.257530316133852e-08
1817,1.4945985071790346e-07,6.227493543065066e-08
1818,2.1577331210664852e-07,1.4066989706407185e-07
1819,1.8838910875729198e-07,5.589566853814176e-08
1820,3.9871378021416604e-07,6.763894333516873e-08
1821,2.0709124726181471e-07,1.2918549430196435e-07
1822,1.4136118409169285e-07,6.115625694746996e-08
1823,1.4922856905741355e-07,5.929612001409623e-08
1824,1.9115925908863574e-07,5.726356633317664e-08
1825,1.9460028966022946e-07,3.3460683113162304e-08
1826,2.1315321419024258e-07,4.227832306469281e-08
1827,2.5255329205720045e-07,6.544264152807955e-08
1828,3.191960900039703e-07,4.3109814384934e-08
1829,2.8291481157793896e-07,6.344150449422159e-08
1830,3.037119142845768e-07,5.635891398014792e-08
1831,2.385454536124598e-07,2.9623292263636358e-08
1832,2.746583902535349e-07,2.841293600397421e-08
1833,2.0271349399081373e-07,6.834341093053808e-08
1834,1.941582468134584e-07,4.2005389389032644e-08
1835,2.0042182313773083e-07,6.42862474364847e-08
1836,2.688300071440608e-07,6.38471249203576e-08
1837,2.1082409773498512e-07,2.6439986200443855e-08
1838,1.7674052799065976e-07,8.142689011947368e-08
1839,1.8107920141119394e-07,4.055055669027752e-08
1840,1.974603520693563e-07,4.0129037870428874e-08
1841,2.112360419914694e-07,4.943822418113086e-08
1842,2.468641469022259e-07,4.762868144325694e-08
1843,3.390566973848763e-07,7.029224491361674e-08
1844,2.7333035745868983e-07,5.817874892954933e-08
1845,2.711990703119227e-07,3.348136701220028e-08
1846,2.59939866964487e-07,4.390875929516369e-08
1847,2.550994793182326e-07,2.1572894581822766e-08
1848,3.210043360013515e-07,4.424871846708811e-08
1849,2.1283713635966706e-07,3.77073661184113e-08
1850,2.0231207997767342e-07,1.5614691761811628e-08
1851,2.695865362056793e-07,4.127640806927957e-08
1852,2.0573322956352058e-07,1.0937716155012822e-07
1853,1.6482532316786092e-07,6.151089593231518e-08
1854,2.0782657372819813e-07,4.46827144173767e-08
1855,1.990101452520321e-07,4.617035287424187e-08
1856,2.6662524987841607e-07,4.0899795550330964e-08
1857,1.8159214221213915e-07,4.246912865824015e-08
1858,2.0504502629137278e-07,3.425573069648635e-08
1859,2.7446813533060777e-07,3.3099126994784456e-08
1860,2.5952633109227463e-07,1.7393299245327398e-08
1861,2.546620407883893e-07,7.215424346895816e-08
1862,2.362906883490723e-07,6.00892207103243e-08
1863,2.392423255059839e-07,8.09128550827154e-08
1864,2.857657932509028e-07,4.698833322436258e-08
1865,2.1510278713776643e-07,4.047886292823932e-08
1866,2.1165416796975478e-07,2.77339928800302e-08
1867,1.7518649997327884e-07,3.202855580752839e-08
1868,2.1982440046031115e-07,2.8157282727647726e-08
1869,3.057083119983872e-07,2.6859355628516823e-08
1870,2.9587693006760674e-07,3.7271316699616364e-08
1871,2.453491845244571e-07,3.186353225714811e-08
1872,2.527787898998213e-07,4.112190765681589e-08
1873,1.8915774546712782e-07,3.23244258026989e-08
1874,1.887976424086446e-07,4.958925714504403e-08
1875,2.0368636910461646e-07,2.5174719198162165e-08
1876,1.9226327196975035e-07,1.4510435519810017e-08
1877,1.465801346967055e-07,2.1646856751544874e-08
1878,2.2586191050777416e-07,1.7513357875031943e-08
1879,1.85112554618172e-07,2.7491964260661916e-08
1880,1.6493865473421465e-07,6.096954052736692e-08
1881,1.9104670911929134e-07,3.2770785196589713e-08
1882,1.2844893149122072e-07,1.7969540522244642e-08
1883,1.6430281846169237e-07,3.349249766415596e-08
1884,1.7758564752057282e-07,3.234831424947515e-08
1885,1.6243001255134004e-07,4.3185760745245716e-08
1886,1.9166787978974753e-07,1.677900662855336e-08
1887,1.6061154894941865e-07,1.8933882017790893e-08
1888,1.356891488057954e-07,2.028996703984376e-08
1889,1.6289355642129522e-07,2.8193115397812107e-08
1890,1.9138808227125992e-07,3.0150179242127706e-08
1891,1.5680581100241398e-07,2.4859458491732767e-08
1892,2.2127848353648005e-07,3.2596265242545996e-08
1893,1.7243566219349304e-07,3.4487133149241345e-08
1894,2.180332643320071e-07,2.079507943619774e-08
1895,1.9921614580198366e-07,1.8657704714541978e-08
1896,1.4329781095057115e-07,2.5946928161602045e-08
1897,1.5615592019457836e-07,2.0393496669157685e-08
1898,1.7767234794519027e-07,3.677930848766664e-08
1899,1.851738744562681e-07,1.9899282222013426e-08
1900,1.6144174708188075e-07,2.28406342728249e-08
1901,1.6486779941260465e-07,1.900171220370339e-08
1902,1.3945205523668847e-07,2.0623192042990013e-08
1903,1.7874728541755758e-07,1.7280704867062013e-08
1904,1.3974025137031276e-07,2.042357571951925e-08
1905,1.6978897576791496e-07,1.8062657147766004e-08
1906,1.723301750189421e-07,1.9033482345776065e-08
1907,2.2731367721462448e-07,3.034277540336916e-08
1908,1.831948139852102e-07,3.388858615949175e-08
1909,1.9198432710254565e-07,1.6502950117569526e-08
1910,2.2498873875065328e-07,3.2599320576309765e-08
1911,1.6759177867697872e-07,2.3409645777405785e-08
1912,1.9222764535697934e-07,2.81308754068732e-08
1913,1.6333208918695163e-07,3.7651226136858895e-08
1914,1.875088173619588e-07,2.276892807628883e-08
1915,1.3901299666940758e-07,3.652036184575991e-08
1916,1.3954077360267547e-07,3.955486249651585e-08
1917,1.7984936562243092e-07,1.973956464951243e-08
1918,1.4702561657031765e-07,2.6418664589300533e-08
1919,1.583749877909213e-07,1.3811772170413406e-08
1920,1.6583187800733867e-07,1.741613253614105e-08
1921,1.332803520881498e-07,2.120369302360814e-08
1922,1.5936340957978246e-07,1.9182632371439468e-08
1923,1.825943058975099e-07,3.927900849021171e-08
1924,1.6372362665606488e-07,7.734974438733389e-09
1925,1.7707066035654861e-07,2.3096173862313663e-08
1926,1.3821211553022295e-07,2.7865345586519652e-08
1927,1.583189970233434e-07,2.3413372574054847e-08
1928,1.451107181082989e-07,1.5996457491951332e-08
1929,1.7713246336370503e-07,1.7824650200282122e-08
1930,2.079713539160366e-07,2.8359728787563654e-08
1931,1.6765874022439675e-07,1.8248570654577634e-08
1932,1.632971020626428e-07,1.9727165678773417e-08
1933,1.2158902507053426e-07,1.4911860191091364e-08
1934,1.605531707582486e-07,1.9170528275935794e-08
1935,1.6516231937657722e-07,2.752705441366743e-08
1936,1.5155893606788595e-07,4.00115567344983e-08
1937,1.2591118547788938e-07,2.5182236740306507e-08
1938,8.427389275311725e-08,2.2040865133021725e-08
1939,1.2847002039961808e-07,6.117620188206274e-09
1940,1.749690170527174e-07,2.7893612752905028e-08
1941,1.9775067983118788e-07,3.836953510472085e-08
1942,2.0632640485018783e-07,1.2136847082899749e-08
1943,2.4677498799974273e-07,1.7419411690866582e-08
1944,2.666944567408791e-07,1.927911696952833e-08
1945,1.9606535772709321e-07,4.357008087652048e-09
1946,2.1299290153820039e-07,1.6705325123211878e-08
1947,2.0265480316083995e-07,1.549713246618012e-08
1948,2.0439149750473007e-07,2.391815279167986e-08
1949,2.2088268281095225e-07,2.3560819073509265e-08
1950,1.7654700457114814e-07,1.808011518278363e-08
1951,1.8764066567200643e-07,1.7058242818279723e-08
1952,2.0140575429650198e-07,1.4762725264461096e-08
1953,2.04702715222993e-07,7.54167928107563e-09
1954,1.7492840242994134e-07,2.247683283940205e-08
1955,2.0836048975070298e-07,1.220129064449793e-08
1956,1.7093437065796024e-07,1.744228228517386e-08
1957,1.9348732394064427e-07,1.3252556385623393e-08
1958,1.795076798316586e-07,2.1507833736222892e-08
1959,1.9066840195591794e-07,1.7826719656000023e-08
1960,1.8409416213671648e-07,2.2838749558218296e-08
1961,2.1122404803008976e-07,1.389631876236308e-08
1962,1.8328253759136715e-07,1.7123282347597524e-08
1963,1.500124398035041e-07,1.3578711488548834e-08
1964,2.0807171097203536e-07,2.798625509115027e-08
1965,2.1340969169614254e-07,1.9699356812452606e-08
1966,1.6617224218862248e-07,1.7725039214155913e-08
1967,1.9179005050773412e-07,1.7256175155466735e-08
1968,1.7561436038704414e-07,1.7067380397861598e-08
1969,2.275420598607525e-07,2.952142530432411e-08
1970,2.3453497988157324e-07,2.575285940054073e-08
1971,2.0039750836531312e-07,2.3122789016838396e-08
1972,2.3752579636493465e-07,1.898154344814884e-08
1973,2.26592675289794e-07,2.0398854161385316e-08
1974,2.34023787015758e-07,2.0814615808717463e-08
1975,2.250323234420648e-07,2.227477224892027e-08
1976,2.4625299488434393e-07,2.6853577139718254e-08
1977,2.5270162495871773e-07,1.9393379346865913e-08
1978,2.7267313384982117e-07,2.198018833610149e-08
1979,2.62168413200925e-07,1.8726314721106974e-08
1980,2.7743536179514194e-07,1.762396628635088e-08
1981,3.219704751700192e-07,3.0362638625547334e-08
1982,3.1223737551044906e-07,2.0484757001781873e-08
1983,2.974513790832134e-07,1.8314416649900522e-08
1984,3.3054348591576854e-07,2.0296528902008504e-08
1985,3.3566814749974583e-07,1.3234227935754461e-08
1986,3.129121353140363e-07,2.8174081734277934e-08
1987,4.234796051605372e-07,2.261002229886344e-08
1988,3.6578978779289173e-07,2.338656024392094e-08
1989,4.1051154653359845e-07,2.250130037850795e-08
1990,4.021104302864842e-07,2.669838927715773e-08
1991,4.173363095105742e-07,2.2859714121636898e-08
1992,4.220617313421826e-07,2.314176583695371e-08
1993,4.182101633887214e-07,2.4372512896775334e-08
1994,3.966744941408251e-07,1.8989736005892155e-08
1995,4.419297283675405e-07,2.1689803730851054e-08
1996,4.6281257937152986e-07,1.868332333287981e-08
1997,5.096972586215998e-07,1.7261619689179497e-08
1998,4.844419549954182e-07,3.433052953027982e-08
1999,5.159757279216137e-07,2.7421206638678086e-08
2000,5.394416575654759e-07,2.3415566374751506e-08
2001,5.664906552738103e-07,2.5849150375734098e-08
2002,5.060310854787531e-07,3.066855214228781e-08
2003,5.537840479519218e-07,2.708499913239848e-08
2004,5.704204681933334e-07,2.5988267537968568e-08
2005,5.598161010311742e-07,2.657212228029948e-08
2006,5.896818606743182e-07,2.7589862838794943e-08
2007,5.440480776996992e-07,2.3167981311189578e-08
2008,6.02001989591372e-07,2.554463840453991e-08
2009,5.578785362558847e-07,2.9085974517784052e-08
2010,4.4167464352540264e-07,2.3146585093059002e-08
2011,3.6786610735362046e-07,1.9502257586623273e-08
2012,3.4553164596218267e-07,1.3957436095779485e-08
2013,3.3999432957898534e-07,1.5340187786705428e-08
2014,3.5491646599439264e-07,1.645738301192523e-08
2015,3.249499513913179e-07,1.9505863591007255e-08
2016,2.9454454875121883e-07,1.4292246497404903e-08
2017,3.0816238449915545e-07,1.3081178806828575e-08
2018,2.857683512047515e-07,1.5488799576246493e-08
2019,2.8698613618871605e-07,1.2754938438774843e-08
