year,un_DET égal_NOUN,un_DET egal_NOUN,un_DET régal_NOUN
1800,3.144164484325529e-09,0.0,1.666407158928962e-07
1801,4.7623651688866175e-09,0.0,1.30965043254605e-07
1802,0.0,0.0,1.8126505096915935e-07
1803,0.0,0.0,1.5992781987606008e-07
1804,0.0,0.0,1.7797326989921203e-07
1805,0.0,0.0,9.665784084234019e-08
1806,0.0,5.76333825108577e-09,9.509508203109363e-08
1807,2.8469551160981155e-09,0.0,6.832692145408714e-08
1808,0.0,0.0,1.4502873257882243e-07
1809,2.259030518203531e-09,2.259030518203531e-09,1.1069249694628525e-07
1810,0.0,2.3401267590372754e-09,7.722418304823009e-08
1811,2.5070767684098882e-09,0.0,3.5851198276759533e-07
1812,0.0,2.6672082320544632e-09,9.068507722531649e-08
1813,0.0,2.8757416448144113e-09,1.6104152678053651e-07
1814,0.0,0.0,6.608021774212602e-08
1815,0.0,0.0,1.2676951022250194e-07
1816,0.0,0.0,1.5296185651436645e-07
1817,0.0,1.556873407970727e-09,1.4011859983398267e-07
1818,1.1921177378582115e-09,2.384235475716423e-09,7.629553433474712e-08
1819,0.0,0.0,1.418093842353585e-07
1820,0.0,1.1866481131050932e-09,7.713212379911738e-08
1821,0.0,9.86148829262845e-10,9.2697987952306e-08
1822,0.0,1.0025615893027862e-09,1.1729970594842598e-07
1823,0.0,0.0,8.597937939391898e-08
1824,0.0,8.421112696055388e-10,8.252690264498597e-08
1825,8.805443041381977e-10,8.805443041381977e-10,1.3208164073574835e-07
1826,0.0,5.284790383086602e-09,1.4357014321841888e-07
1827,0.0,6.452091305675367e-09,6.359918347520477e-08
1828,0.0,0.0,8.255071293206129e-08
1829,0.0,1.714635211591542e-09,1.6031839322749875e-07
1830,0.0,1.0436835840010872e-09,1.3463518233614025e-07
1831,0.0,0.0,7.795603096383275e-08
1832,0.0,1.3529969367098715e-09,1.0688675899928057e-07
1833,0.0,3.4750886612755494e-09,1.459537246617515e-07
1834,9.334530925997342e-10,1.8669061851994684e-09,1.0361329461083812e-07
1835,0.0,2.2689263801112247e-09,2.752964007868286e-07
1836,0.0,0.0,6.989580292326991e-08
1837,0.0,0.0,7.514522060159123e-08
1838,0.0,0.0,9.846972659488529e-08
1839,0.0,0.0,9.508406151326199e-08
1840,0.0,0.0,1.1975014757581448e-07
1841,0.0,0.0,1.3868384485249408e-07
1842,0.0,6.708265054555795e-10,9.056157779241403e-08
1843,5.906911071384968e-10,1.1813822142769936e-09,9.155712465958032e-08
1844,0.0,1.097712254427563e-09,8.287727837341663e-08
1845,5.580227946389016e-10,0.0,8.928364536586741e-08
1846,0.0,1.1709002656346001e-09,1.0538102435120322e-07
1847,0.0,7.011190739092399e-09,9.06061563554772e-08
1848,0.0,0.0,7.964769821455775e-08
1849,0.0,0.0,1.0390474614041523e-07
1850,0.0,1.3577992064028876e-09,1.2423862916222106e-07
1851,0.0,1.9348316282474798e-09,8.513259075471069e-08
1852,0.0,6.510545436100301e-10,8.138182039374442e-08
1853,0.0,0.0,1.2242460023514923e-07
1854,0.0,3.6369652289813814e-09,8.365019965594911e-08
1855,0.0,5.306937111981824e-10,9.446348059327647e-08
1856,0.0,1.5531567143511893e-09,1.2735885945858172e-07
1857,0.0,0.0,1.2789554415526538e-07
1858,0.0,9.787352039936081e-10,1.316398874351421e-07
1859,0.0,5.092173349652285e-10,1.0642641967706368e-07
1860,0.0,0.0,8.010072183317618e-08
1861,0.0,4.715963730639317e-10,1.27802615823569e-07
1862,9.035972525772706e-10,0.0,1.1430505297838067e-07
1863,0.0,0.0,1.1787305026489392e-07
1864,4.794727948009836e-10,0.0,1.265808151629244e-07
1865,0.0,0.0,1.5626723981476687e-07
1866,4.865612912574591e-10,0.0,1.1288221912764129e-07
1867,0.0,0.0,1.2229085655235394e-07
1868,0.0,0.0,1.724015987747407e-07
1869,4.883519144627257e-10,0.0,1.1964621948745702e-07
1870,0.0,5.734048791339319e-10,1.5309910850191955e-07
1871,0.0,0.0,1.3701318213321656e-07
1872,0.0,0.0,1.7476810398875386e-07
1873,0.0,0.0,1.2630469825580803e-07
1874,5.974609140757536e-10,0.0,1.5952205956182297e-07
1875,5.721527140956084e-10,5.721527140956084e-10,1.4132172054814873e-07
1876,0.0,0.0,1.862172522848482e-07
1877,0.0,0.0,1.8430752213305368e-07
1878,0.0,0.0,1.8600392504009022e-07
1879,6.10932526790009e-10,0.0,1.5456592450391327e-07
1880,0.0,0.0,1.8611754026842675e-07
1881,0.0,6.972507571312292e-10,2.6983603135244394e-07
1882,6.655385131892899e-10,4.6587693702804245e-09,3.2278617112524444e-07
1883,0.0,6.319338941018771e-10,2.9764085951455854e-07
1884,1.3203393933736152e-09,0.0,3.5979248025341803e-07
1885,1.2891271383708158e-09,0.0,2.6684931425657865e-07
1886,6.453463874400711e-10,0.0,3.4203358323381394e-07
1887,0.0,0.0,3.512561383978152e-07
1888,0.0,0.0,3.588787964581286e-07
1889,0.0,0.0,3.552332525913471e-07
1890,0.0,0.0,3.6835651240352263e-07
1891,0.0,0.0,3.1616132334377767e-07
1892,0.0,0.0,3.184404384626305e-07
1893,0.0,0.0,3.128475620783888e-07
1894,0.0,0.0,3.3461172876947387e-07
1895,0.0,0.0,3.5690384558861865e-07
1896,5.89702897624278e-10,1.7691086373616827e-09,3.785892574992289e-07
1897,5.826713556089658e-10,0.0,3.455241088801131e-07
1898,5.6583548957434e-10,1.13167097914868e-09,3.45725482020498e-07
1899,0.0,0.0,3.2723264453693446e-07
1900,5.191053142894475e-10,5.191053142894475e-10,3.3741845717472074e-07
1901,0.0,5.588738916095792e-10,2.760836972370839e-07
1902,9.820567692386817e-10,0.0,3.157312553625502e-07
1903,0.0,0.0,3.7099512084637354e-07
1904,0.0,0.0,3.482757238160161e-07
1905,1.0321518084666081e-09,5.160759042333041e-10,3.349332580171449e-07
1906,0.0,0.0,3.4980455126953913e-07
1907,0.0,5.142843373384665e-10,3.131991686000646e-07
1908,4.911389073214423e-10,0.0,3.9684022312691525e-07
1909,0.0,0.0,3.812181672557813e-07
1910,5.344150677544235e-10,5.344150677544235e-10,4.339450487833574e-07
1911,5.320374141248863e-10,0.0,3.367796708175774e-07
1912,0.0,0.0,3.4590556685643037e-07
1913,0.0,5.30298971401777e-10,4.03027215156726e-07
1914,0.0,0.0,3.388552221039731e-07
1915,0.0,1.1780761921542648e-09,2.3561523909698678e-07
1916,1.0987462051303964e-09,0.0,2.955627280698536e-07
1917,1.0966424435210342e-09,0.0,2.8403038365709676e-07
1918,0.0,0.0,2.5270026871027085e-07
1919,0.0,0.0,3.268786086252362e-07
1920,0.0,0.0,3.854266057423672e-07
1921,0.0,0.0,4.0287014968498625e-07
1922,0.0,7.377935484775833e-10,3.054465311791432e-07
1923,0.0,0.0,2.9618495434036163e-07
1924,0.0,0.0,3.8932705193062134e-07
1925,0.0,0.0,3.1234824282577733e-07
1926,0.0,0.0,3.1989418225464306e-07
1927,1.1149224876660924e-09,0.0,4.3593468568303706e-07
1928,0.0,0.0,3.7477413883379995e-07
1929,0.0,0.0,3.1081733142812595e-07
1930,0.0,0.0,3.224606199836444e-07
1931,0.0,0.0,3.0110141491235254e-07
1932,0.0,0.0,3.408415774064366e-07
1933,0.0,0.0,3.360903928495418e-07
1934,0.0,0.0,3.0193582389870244e-07
1935,0.0,0.0,2.7646737166264757e-07
1936,1.2124714565686645e-09,0.0,2.485566379384352e-07
1937,0.0,0.0,2.5559970628918904e-07
1938,0.0,0.0,2.3726342379681853e-07
1939,0.0,0.0,2.84469341416127e-07
1940,0.0,0.0,2.0539841383282464e-07
1941,0.0,0.0,2.125081852710764e-07
1942,0.0,0.0,2.2756588213823647e-07
1943,0.0,0.0,3.019364545053804e-07
1944,0.0,3.2131861615880553e-09,2.7312082551134154e-07
1945,0.0,0.0,2.2656442677515543e-07
1946,0.0,0.0,2.672852037477469e-07
1947,0.0,0.0,2.467620421331418e-07
1948,0.0,0.0,2.5005341441897144e-07
1949,0.0,5.890204768377316e-09,1.9535845829921072e-07
1950,0.0,0.0,1.8186467953817953e-07
1951,0.0,0.0,2.1429418062268724e-07
1952,0.0,0.0,2.098415974316481e-07
1953,1.0773827385790469e-09,0.0,1.9823842034583095e-07
1954,0.0,0.0,2.423588965072554e-07
1955,0.0,0.0,2.5810420467564654e-07
1956,0.0,0.0,2.3459870668318672e-07
1957,8.835037701437898e-10,0.0,1.979048480649226e-07
1958,0.0,0.0,1.8695270620483484e-07
1959,0.0,0.0,1.9996928912746625e-07
1960,0.0,6.920833350854139e-10,1.5571875477959907e-07
1961,0.0,6.948159270159238e-10,2.1261367866287628e-07
1962,0.0,0.0,2.2070009020325188e-07
1963,0.0,0.0,1.8363590825742904e-07
1964,6.083968329129164e-10,0.0,1.9164500031365606e-07
1965,5.472043373977442e-10,0.0,1.827662501341365e-07
1966,0.0,3.8773522170743036e-09,2.3651849723194118e-07
1967,0.0,4.930335584241163e-10,2.0756712171277059e-07
1968,0.0,0.0,3.0406886430967006e-07
1969,0.0,0.0,1.8984547711653477e-07
1970,0.0,0.0,2.0648275977919184e-07
