year,un_DET achat_NOUN,un_DET rachat_NOUN
1800,1.3205490390078012e-07,5.345079756580162e-08
1801,1.1905913055443307e-07,4.524246932646747e-08
1802,2.103569727296417e-07,2.9091921760482364e-08
1803,2.5159375982575227e-07,2.3404069793286908e-08
1804,2.2246658204494452e-07,4.943701892301533e-09
1805,1.9615856672317022e-07,5.685755510853596e-08
1806,1.9307183762862223e-07,1.0085842205853623e-07
1807,2.306033621835013e-07,8.540865303885425e-08
1808,2.7646103717415826e-07,5.4385775882792586e-08
1809,1.400598961254218e-07,7.90660692473466e-08
1810,9.360506680877734e-08,4.914266327205041e-08
1811,1.9805906958936248e-07,7.270522672797597e-08
1812,1.3069320914382843e-07,5.3344166417446104e-08
1813,1.121539221493606e-07,4.601186631703058e-08
1814,4.24801413601017e-07,1.0069366851439554e-07
1815,1.537417375629957e-07,6.74305908887618e-08
1816,1.5064425440414198e-07,6.952811659743929e-09
1817,1.3233424578373842e-07,8.56280379935015e-08
1818,1.7166495425158246e-07,4.887682791832049e-08
1819,2.3703905061012165e-07,2.5877625375869684e-08
1820,1.5426424759823476e-07,2.3732962262101864e-08
1821,1.4003313708599308e-07,8.283650110296747e-08
1822,1.6943290859217086e-07,3.208197085768916e-08
1823,3.2019904172564395e-07,2.7671523739059012e-08
1824,1.3136936161117774e-07,2.947389532437228e-08
1825,9.950150570148253e-08,8.893497494000258e-08
1826,2.1667640837108593e-07,6.958307352533666e-08
1827,2.6269229280728723e-07,1.2996355280847638e-07
1828,2.916791667084695e-07,5.77854990524429e-08
1829,1.8603791485105603e-07,1.0202079181453882e-07
1830,1.1480519379603038e-07,5.9489963177838945e-08
1831,1.8241710675326317e-07,1.153749238369528e-07
1832,2.746583827040183e-07,9.741577855493233e-08
1833,3.2781668846126877e-07,7.066013663070692e-08
1834,2.4083090011117747e-07,6.067445212920575e-08
1835,1.7395102958062125e-07,5.974839467626225e-08
1836,1.9691798164300778e-07,7.997692819117219e-08
1837,2.06649355405375e-07,6.122944284925325e-08
1838,1.8936485801646086e-07,7.322107919982557e-08
1839,1.8107920141119394e-07,1.0627042190680669e-07
1840,3.165735309451634e-07,9.936714062686036e-08
1841,4.025684043895694e-07,7.255219536261848e-08
1842,1.9118555272257254e-07,5.500777389144673e-08
1843,2.811689538972928e-07,6.438533095565191e-08
1844,3.979206955051495e-07,7.738871682372306e-08
1845,4.123788450716148e-07,1.4173778861703568e-07
1846,3.8698252780022813e-07,9.191567329480677e-08
1847,3.327618998127946e-07,9.276344847819473e-08
1848,3.572078424163294e-07,1.2067832549922386e-07
1849,4.1478103440795167e-07,1.2401534155159766e-07
1850,3.19761719325129e-07,1.0047713772110001e-07
1851,3.727775652606624e-07,1.0061124555704737e-07
1852,4.4662342535417565e-07,1.0937716643510953e-07
1853,3.2845626196653654e-07,7.285756953301359e-08
1854,3.1433769254185506e-07,5.559360927165358e-08
1855,2.244834327314038e-07,4.4578271740647324e-08
1856,2.795682227940688e-07,7.092749143566834e-08
1857,2.933787017767031e-07,7.273448687783457e-08
1858,2.8579067001821556e-07,7.046893368833906e-08
1859,3.783484725516928e-07,1.31887290422128e-07
1860,2.4259074749011234e-07,1.199222197101335e-07
1861,4.593348714720946e-07,1.5185403867690184e-07
1862,3.465295468352281e-07,1.4231657285979082e-07
1863,3.1765789465509897e-07,1.3485475902630384e-07
1864,2.5699742955964666e-07,1.2849871211528807e-07
1865,3.1771199182628607e-07,9.319551708131257e-08
1866,3.4691820438581544e-07,9.974506731680322e-08
1867,4.013275134440164e-07,9.802678846426716e-08
1868,2.8750066238814043e-07,7.064020157709905e-08
1869,2.52477953655017e-07,7.276443625414686e-08
1870,2.775279503985928e-07,6.536815533308982e-08
1871,3.5262308184513813e-07,7.859671313781291e-08
1872,3.767492378070614e-07,8.163907760927458e-08
1873,3.597588580372957e-07,1.1133968430554475e-07
1874,4.1762518421251116e-07,6.751308490038355e-08
1875,3.1411183964991096e-07,1.24157139680392e-07
1876,2.974639343733543e-07,1.0278224826798521e-07
1877,3.370724641627021e-07,1.0947124517990403e-07
1878,3.0497396519280073e-07,1.2198958643239166e-07
1879,2.541479249273948e-07,1.1424438006724102e-07
1880,2.6634061356389793e-07,1.1102874108992467e-07
1881,2.76808547639007e-07,1.2968864337992159e-07
1882,3.2278617179137825e-07,1.4508739809571125e-07
1883,4.094931673748192e-07,1.5608767078845176e-07
1884,3.928009819631484e-07,1.3071359639127422e-07
1885,3.570882278758347e-07,9.92627864904172e-08
1886,4.356088050272433e-07,1.6908075339827633e-07
1887,4.12628046397856e-07,1.2927270320872708e-07
1888,3.4492944678277127e-07,1.1920355302841301e-07
1889,4.3730653320750434e-07,8.144677793309185e-08
1890,3.62457573288566e-07,8.913965388046563e-08
1891,4.621309557251152e-07,1.5170643885564772e-07
1892,4.181097628119801e-07,1.197285888210331e-07
1893,4.2246736642326255e-07,1.2316833425396467e-07
1894,4.751360496157986e-07,8.255016581415475e-08
1895,4.2972908431693213e-07,1.0472389155857798e-07
1896,4.4699480761245525e-07,1.1145384992694574e-07
1897,4.527356569639096e-07,1.3517975860910525e-07
1898,5.126469577731996e-07,1.1260126342449439e-07
1899,7.230072540664878e-07,9.286331348334897e-08
1900,4.6875210557573155e-07,1.313336437380741e-07
1901,4.705718170683326e-07,1.4698383665745496e-07
1902,4.6058462643827625e-07,1.5369188943736845e-07
1903,4.320176101302309e-07,2.100685643213751e-07
1904,4.998401692546395e-07,1.907991959981814e-07
1905,4.882078297185899e-07,1.5637099370913177e-07
1906,4.917840144003094e-07,1.4609484710881304e-07
1907,4.3919881420606544e-07,1.8822806957530247e-07
1908,4.719844763911851e-07,2.072606211100947e-07
1909,4.356778848801923e-07,1.3147350913511602e-07
1910,5.306741659438785e-07,1.4322323238502577e-07
1911,5.283131567779265e-07,1.4524621028133566e-07
1912,4.88643716600734e-07,1.3752871863559335e-07
1913,5.265868696646692e-07,1.3787772662476883e-07
1914,4.741294445942401e-07,1.6607924457900936e-07
1915,4.3353204315366156e-07,1.343006905685229e-07
1916,4.2081979279018356e-07,1.5492321381316287e-07
1917,6.415358115852143e-07,1.162441023438987e-07
1918,6.145211344232848e-07,1.320933336046437e-07
1919,4.834120392871455e-07,1.2890987322045078e-07
1920,5.330851364782063e-07,1.7643299932146306e-07
1921,5.035877190806559e-07,1.5296950239829243e-07
1922,4.633343522186806e-07,1.3354063249648718e-07
1923,5.127502955559748e-07,1.4119211577678925e-07
1924,4.15110313900513e-07,1.2762708889724195e-07
1925,6.016003322173447e-07,1.3857704739272947e-07
1926,5.506192568560664e-07,1.2818058703345514e-07
1927,4.537734437093377e-07,1.3044593161204432e-07
1928,5.267405285280802e-07,2.216652013053988e-07
1929,4.066248369127834e-07,1.303427541454738e-07
1930,3.508203545443678e-07,1.1659000165309408e-07
1931,4.5393319059172654e-07,1.927505337562252e-07
1932,4.06598804403302e-07,1.7864044654647415e-07
1933,3.808259823046001e-07,1.1814782396868395e-07
1934,4.5050740915542065e-07,1.7852555167507944e-07
1935,5.385728041318316e-07,1.4481624077689048e-07
1936,4.765012837637528e-07,2.000577836724915e-07
1937,4.1676601458817686e-07,1.4605696374569987e-07
1938,5.951033408280182e-07,1.1020432100217192e-07
1939,4.863507996333283e-07,1.330582453107354e-07
1940,5.375859863931964e-07,1.9525528216490784e-07
1941,5.725915324106268e-07,1.3576911328527785e-07
1942,5.491923076306193e-07,1.9722376976005762e-07
1943,5.516147045803166e-07,1.219358836124229e-07
1944,5.590944063271763e-07,2.1207029021752533e-07
1945,4.5966434036870396e-07,1.3071024795863195e-07
1946,4.7053333318558543e-07,1.1832938895395273e-07
1947,3.933887366969202e-07,1.3470584381281014e-07
1948,3.1745913631198164e-07,8.697510622823756e-08
1949,4.761248924012307e-07,1.1878579897484087e-07
1950,4.7221003729447375e-07,1.6591163509716012e-07
1951,4.2538993394458657e-07,1.2793682757639147e-07
1952,5.124774613562977e-07,1.202107634545868e-07
1953,3.9647683891530505e-07,2.650361646816535e-07
1954,4.475821402394331e-07,1.33883749642294e-07
1955,4.842973773122594e-07,1.7644942351680015e-07
1956,4.805348883252236e-07,1.3953825828139088e-07
1957,4.51470421936051e-07,1.3694308692580037e-07
1958,5.070885409352854e-07,1.47245937942575e-07
1959,4.960478383608802e-07,1.3253779285182787e-07
1960,4.906870887388948e-07,1.9931999922784271e-07
1961,4.974881990804647e-07,1.1603425731365746e-07
1962,5.200404284977367e-07,1.2620493949899725e-07
1963,5.431484857432167e-07,1.344939108971488e-07
1964,4.4595488812859685e-07,1.6305034822305942e-07
1965,4.5034917484088055e-07,1.466507649761084e-07
1966,5.406136853736143e-07,1.1964401247510636e-07
1967,4.79228623895267e-07,1.4396579972597578e-07
1968,4.208456685361739e-07,1.401321674254774e-07
1969,5.472817967699939e-07,1.544197691938365e-07
1970,5.058597247753482e-07,1.577362610527544e-07
1971,4.6605265602295276e-07,1.4387512781155465e-07
1972,4.3041933084353445e-07,1.513393383945072e-07
1973,5.281649011479317e-07,1.8469233031837007e-07
1974,5.799964233332844e-07,1.3726395309276995e-07
1975,4.711971026694073e-07,1.239391140828161e-07
1976,5.010762818002945e-07,1.3198247106327443e-07
1977,5.083416292350762e-07,1.6337453123682621e-07
1978,5.691086784054278e-07,1.4792072677849433e-07
1979,5.278479822123927e-07,1.6795163448879435e-07
1980,4.6845641143988814e-07,1.1711410341508355e-07
1981,6.186387651041514e-07,1.802781621762506e-07
1982,5.667449460844409e-07,1.6325730334276756e-07
1983,5.431171850034389e-07,1.1493875495816042e-07
1984,6.91821732345943e-07,1.3975610313465836e-07
1985,5.371893401218131e-07,1.4016250737824976e-07
1986,6.450066614149819e-07,1.6904449262611365e-07
1987,5.554732513957106e-07,1.796580200164044e-07
1988,5.876622974909651e-07,1.6850316331140647e-07
1989,5.647277738773937e-07,2.0141407919282983e-07
1990,6.396716134560165e-07,1.416649186847252e-07
1991,5.246011447468391e-07,2.0339284922954448e-07
1992,5.239956823999137e-07,2.2039776226279173e-07
1993,5.157001883304702e-07,1.556517283951564e-07
1994,5.164153105141622e-07,1.7618255254703286e-07
1995,5.069991733108736e-07,1.7351843073498685e-07
1996,4.932397192902727e-07,1.4252705637929353e-07
1997,5.16410142203938e-07,1.7501364402150443e-07
1998,5.335536350514758e-07,1.5830189359355984e-07
1999,5.950402162113733e-07,1.7549572994823848e-07
2000,5.800875264583283e-07,1.758376555471841e-07
2001,5.458989900120059e-07,2.2168931135269077e-07
2002,5.134791347671808e-07,1.7086764092510975e-07
2003,5.229488451163888e-07,1.6876037634006025e-07
2004,5.624918175684002e-07,1.8279883651217688e-07
2005,5.845867168119412e-07,1.5853197909976302e-07
2006,6.172717075259015e-07,1.7006885388859416e-07
2007,5.8638959110624e-07,1.913355660576599e-07
2008,6.637348413107702e-07,1.9456498723258164e-07
2009,7.047388397296572e-07,2.2076731553966056e-07
2010,8.011553145337302e-07,1.7383558192918258e-07
2011,9.735832406931877e-07,1.781970921932441e-07
2012,8.919142047147943e-07,1.5795732055678968e-07
2013,8.375742481803172e-07,1.835244294312588e-07
2014,8.68343519755399e-07,1.8925990463714015e-07
2015,7.596203879245422e-07,1.567118865786199e-07
2016,8.022299944343558e-07,1.5203635506111368e-07
2017,8.515344198656294e-07,2.1156290630486296e-07
2018,7.052566832754792e-07,1.2881518562934957e-07
2019,7.405517195024913e-07,1.5331437008825333e-07
