year,ton_DET enseignement_NOUN,ton_DET renseignement_NOUN
1998,2.6701523880845457e-08,2.3840645013706308e-09
1999,1.8737825513426287e-08,1.3710603763428253e-09
2000,3.092622014033708e-08,8.836062992401139e-10
2001,4.030714734204466e-08,4.3812117822561447e-10
2002,2.4534840381562617e-08,0.0
2003,2.500153828410845e-08,1.2500769308587678e-09
2004,2.422635267396167e-08,4.404791253964646e-10
2005,1.9816498109115344e-08,2.251874686720612e-09
2006,1.457733087573132e-07,4.1178899179428186e-10
2007,2.7961356341421606e-08,1.5977917877663117e-09
2008,2.4267406029121474e-08,1.7029758714315335e-09
2009,4.2913733677707455e-08,2.384096253749135e-09
2010,3.30665506087513e-08,0.0
2011,4.97116343645132e-08,2.2943831279320648e-09
2012,1.6782965761574786e-07,4.085103366691101e-09
2013,5.383011453252706e-08,3.904775169871755e-09
2014,4.6557071087249824e-08,7.57905826986871e-09
2015,3.324863065423678e-08,5.098123256885856e-09
2016,4.5776615525960906e-08,5.178350193091319e-09
2017,4.729349178944631e-08,3.2702947017071438e-09
2018,3.6914974133051004e-08,3.872199894061623e-09
2019,3.6479125276045465e-08,3.06118530524202e-09
