year,aucun_DET achat_NOUN,aucun_DET rachat_NOUN
1941,7.969057236323351e-08,5.9030051957620344e-09
1942,3.034211704111556e-08,0.0
1943,2.9032351855917682e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,3.485606381303796e-08,6.535512131478072e-09
1946,3.7586979750869887e-08,6.960552134671616e-09
1947,3.457052510924541e-08,7.152522574216391e-09
1948,4.022598387720677e-08,9.784699273041042e-09
1949,4.0249732435881924e-08,7.853606542873592e-09
1950,5.8494486587790107e-08,3.190608444114673e-09
1951,3.0918065441198905e-08,9.595261474260042e-09
1952,4.2179217452087414e-08,4.2179215675730575e-09
1953,3.232148149123759e-08,6.464296653518886e-09
1954,6.254423023932532e-08,0.0
1955,3.2849628794906494e-08,6.569925492527773e-09
1956,4.971050771018781e-08,6.104799332717903e-09
1957,4.3291683571311523e-08,9.718541527092839e-09
1958,3.226174927206671e-08,2.4816730892496253e-09
1959,2.325224368604495e-08,4.650448581777766e-09
1960,3.806458326316431e-08,4.844583290086746e-09
1961,3.126671754838384e-08,4.8637115446226176e-09
1962,2.980719426837197e-08,1.395230386780355e-08
1963,2.5864213437643002e-08,7.759263898066138e-09
1964,2.5552667315409394e-08,6.692365217553231e-09
1965,2.7360216314775698e-08,6.566451826728326e-09
1966,2.049457592523396e-08,3.8773522170743036e-09
1967,3.5498415762447166e-08,1.0846738118797106e-08
1968,3.997360242813386e-08,2.245707841908029e-09
1969,6.1313731425372e-08,1.3625273131978588e-08
1970,2.6212732873176492e-08,7.817832520240486e-09
1971,4.1107179438171215e-08,6.166076871316761e-09
1972,4.0528158828934124e-08,1.0773308023459549e-08
1973,4.35543112686787e-08,1.1026407842340546e-08
1974,3.881644627945491e-08,7.875800511758513e-09
1975,2.8557400444384484e-08,1.0851812337620004e-08
1976,2.9710340410105118e-08,9.712995518995626e-09
1977,3.819908234170555e-08,9.402850942308305e-09
1978,3.504948820065579e-08,3.5643548113029055e-09
1979,4.037861689454303e-08,1.521513093294402e-08
1980,4.150160060056862e-08,6.253665585376211e-09
1981,5.756250054389511e-08,6.958104370458074e-09
1982,3.476201126950684e-08,3.7245013739806154e-09
1983,3.599730291625747e-08,2.5261264191556165e-09
1984,4.1172961484647885e-08,5.219107812592938e-09
1985,3.549179372619449e-08,1.5640450379272863e-08
1986,3.11713252987289e-08,1.5585661872208334e-08
1987,3.4831657114153813e-08,1.0999470501094066e-08
1988,2.6984491974246794e-08,1.1393452292729478e-08
1989,3.6221606158903796e-08,2.30501122633342e-08
1990,2.6153524235184022e-08,7.083246211792016e-09
1991,4.8650159456542497e-08,1.4653663171770859e-08
1992,2.5345744170124362e-08,5.509944056569793e-09
1993,4.2097976660215863e-08,3.877445142741465e-09
1994,1.793475012945578e-08,3.6924485691258724e-09
1995,1.4640617607142303e-08,4.3379608238858225e-09
1996,2.1886178203089912e-08,3.736664311304594e-09
1997,3.06873251254558e-08,9.58978896292706e-10
1998,2.9085588826305298e-08,2.86087753487152e-09
1999,3.153438843384038e-08,5.027221139375371e-09
2000,2.1648354886494303e-08,4.859834756842929e-09
2001,2.6725392121562663e-08,3.943090742808408e-09
2002,2.4534839937473407e-08,4.381221607729913e-09
2003,2.541822974322372e-08,3.7502307925763034e-09
2004,2.070251969854553e-08,9.690540592188768e-09
2005,2.8373621674404603e-08,8.106749160852189e-09
2006,2.4295550460351478e-08,5.353256948836815e-09
2007,2.5964116190380082e-08,3.1955835755326234e-09
2008,2.4693150635357597e-08,5.960415494499216e-09
2009,2.4317781788241177e-08,7.152288761247405e-09
2010,1.6060896612657416e-08,7.085689646135762e-09
2011,2.0267050704347866e-08,6.500752380844688e-09
2012,1.7361688198214154e-08,3.063827413996023e-09
2013,1.980278718782813e-08,4.183687618564136e-09
2014,2.1004817440939405e-08,5.846701789380404e-09
2015,2.8815479224952867e-08,3.546520632724537e-09
2016,1.988486419968183e-08,5.178350331869197e-09
2017,2.3143623906207722e-08,5.785906087574233e-09
2018,1.9102853521246743e-08,2.065173421161859e-09
2019,1.6581420680950032e-08,2.5509878653906526e-09
