year,bien_ADV accompagner_VERB,bien_ADV raccompagner_VERB
1907,2.1599941391059474e-08,0.0
1908,1.3260750719723546e-08,0.0
1909,1.1552065082298668e-08,0.0
1910,1.7101281946096947e-08,0.0
1911,5.852411444351446e-09,0.0
1912,1.5628263128064646e-08,0.0
1913,1.4318072061314524e-08,5.30298971401777e-10
1914,1.0714789944188396e-08,0.0
1915,1.1780762143587253e-08,0.0
1916,5.493730803607377e-09,0.0
1917,1.6449636319748606e-08,2.1932848870420685e-09
1918,1.1486376294556067e-08,0.0
1919,1.1970202606903513e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.060184651180407e-08,0.0
1922,1.696925089333945e-08,0.0
1923,2.229349149729387e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.0998178368026856e-08,0.0
1926,7.802296586589819e-09,0.0
1927,1.7838759802657478e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,7.798284684668033e-09,0.0
1930,1.575540586884472e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,3.287861005674131e-08,0.0
1933,3.4411986149507356e-08,1.1470662197865522e-09
1934,1.7972370258689807e-08,0.0
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,1.576212937948185e-08,0.0
1937,8.813782592653752e-09,0.0
1938,1.2965214679638848e-08,0.0
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,1.3112957830685446e-08,1.1920870957027319e-09
1948,1.3046265401328583e-08,0.0
1949,1.1780409536754632e-08,0.0
1950,2.3397795700930146e-08,2.1270722960764488e-09
1951,1.2793682557799002e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,6.464296653518886e-09,0.0
1954,1.3681550115052232e-08,0.0
1955,2.627970197011109e-08,0.0
1956,6.976913269340912e-09,0.0
1957,1.8553580005686854e-08,0.0
1958,2.3989505493204888e-08,0.0
1959,1.7826719656000023e-08,0.0
1960,2.2838749558218296e-08,0.0
1961,9.72742331128984e-09,0.0
1962,2.1562652108286784e-08,6.341956404476434e-10
1963,1.1638896069143811e-08,1.2932106496776896e-09
1964,2.1293889318485526e-08,6.083968329129164e-10
1965,1.91521518644322e-08,0.0
1966,1.8832853498906843e-08,0.0
1967,1.2818872185960117e-08,9.860671168482327e-10
1968,1.1677681044375277e-08,0.0
1969,1.725867981861029e-08,0.0
1970,1.8854771965948203e-08,1.3796175313274261e-09
1971,1.5415192788914567e-08,0.0
1972,1.2825367434743384e-08,0.0
1973,1.3783009400469837e-08,0.0
1974,1.6876715136504572e-08,5.625571675160757e-10
1975,1.6563292959403952e-08,0.0
1976,1.085570122683066e-08,1.7140580066410394e-09
1977,1.7042666666799988e-08,1.1753563677885381e-09
1978,1.2475242172627077e-08,0.0
1979,2.2237498953359136e-08,5.851973350345929e-10
1980,1.4212877097463661e-08,5.685150683554241e-10
1981,1.2651098835192442e-08,0.0
1982,2.0484757001781873e-08,0.0
1983,1.5788289786655696e-08,1.2630632095778083e-09
1984,2.145633182237816e-08,0.0
1985,1.7445119127046382e-08,1.2031116103372597e-09
1986,2.2179596825822046e-08,1.1988970927134801e-09
1987,1.2832715334809564e-08,0.0
1988,1.5591039570495013e-08,5.996553809062277e-10
1989,2.6342986458871565e-08,1.6464366536794728e-09
1990,1.5801088437683575e-08,0.0
1991,2.5790447111262438e-08,0.0
1992,1.597883780846132e-08,0.0
1993,1.606370148010683e-08,5.539207426075166e-10
1994,1.2659823411809157e-08,1.5824779264761446e-09
1995,1.8436333071303324e-08,0.0
1996,2.2953797085278893e-08,0.0
1997,1.1507746755512471e-08,4.79489448146353e-10
1998,2.1933395211171103e-08,0.0
1999,2.3308026536605908e-08,0.0
2000,1.7230322058026104e-08,8.836062992401139e-10
2001,2.365854356867203e-08,4.3812117822561447e-10
2002,1.4019908789464353e-08,0.0
2003,2.4168153534009917e-08,0.0
2004,2.422635247967264e-08,8.809582507929292e-10
2005,2.432024759357887e-08,0.0
2006,2.5942706816106664e-08,0.0
2007,2.995859596510719e-08,2.7961355453243186e-09
2008,2.5544638571073364e-08,8.514879357157668e-10
2009,2.574823909640145e-08,9.53638501499654e-10
2010,4.298651712364432e-08,4.2514138876015295e-09
2011,3.365095310736699e-08,3.059177577924288e-09
2012,3.540422779946262e-08,3.063827413996023e-09
2013,5.522467699803357e-08,5.857162754807632e-09
2014,4.157654709402436e-08,5.846701789380404e-09
2015,3.613017868220325e-08,3.768178213903184e-09
2016,3.749125482288562e-08,5.59261792432153e-09
2017,4.100446618360287e-08,8.301517695485927e-09
2018,4.672454867460374e-08,5.6792268665617485e-09
2019,4.7448373285963186e-08,6.887666881283394e-09
