year,prochain_ADJ apport_NOUN,prochain_ADJ rapport_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,9.524730626431221e-08
1802,0.0,2.2378401354217203e-07
1803,0.0,5.851017448321727e-09
1804,0.0,4.943701892301533e-09
1805,0.0,8.528632911009026e-09
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,1.5862517965814504e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,9.360507036149102e-09
1811,0.0,1.7549536934780008e-08
1812,0.0,0.0
1813,0.0,2.0130190847567064e-08
1814,0.0,1.2586708564299443e-08
1815,0.0,0.0
1816,0.0,6.952811659743929e-09
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,2.070209959015301e-08
1820,0.0,1.779972080839798e-08
1821,0.0,9.86148829262845e-10
1822,0.0,9.023054303725075e-09
1823,0.0,6.917880934764753e-09
1824,0.0,2.0210670470532932e-08
1825,0.0,8.805443041381977e-10
1826,0.0,1.0569581432307018e-08
1827,0.0,9.217273055917019e-10
1828,0.0,1.559291185060374e-08
1829,0.0,2.400489212961432e-08
1830,0.0,4.174734336004349e-09
1831,0.0,4.677361609140007e-09
1832,0.0,8.117981842303834e-09
1833,0.0,8.108539617524002e-09
1834,0.0,1.213489042584115e-08
1835,0.0,1.663879345414898e-08
1836,0.0,1.2769425516978572e-08
1837,0.0,2.2961040624380757e-08
1838,0.0,1.5149188570262595e-08
1839,0.0,1.2584655095793096e-08
1840,0.0,2.7389662093924017e-08
1841,0.0,1.6693426196923156e-08
1842,0.0,6.708265054555795e-10
1843,0.0,4.0757686170511676e-08
1844,0.0,1.811225169845443e-08
1845,0.0,2.1204865419122143e-08
1846,0.0,1.7563504872697422e-08
1847,0.0,4.2067142658197554e-08
1848,0.0,4.827133182061516e-08
1849,0.0,2.8490010350878947e-08
1850,0.0,2.851378333446064e-08
1851,0.0,2.063820425668439e-08
1852,0.0,5.143330938928159e-08
1853,0.0,4.29979092331223e-08
1854,0.0,4.1565316521996465e-08
1855,0.0,2.7596072982305486e-08
1856,0.0,5.746680020735084e-08
1857,0.0,2.538384707984065e-08
1858,0.0,1.1255455234504552e-08
1859,0.0,2.189634562554943e-08
1860,0.0,2.4259074749011234e-08
1861,0.0,2.2165028923382124e-08
1862,0.0,2.7107917910385027e-08
1863,0.0,5.1444594806326904e-08
1864,0.0,3.2604149602377674e-08
1865,0.0,3.388927893865912e-08
1866,3.8924903300596725e-09,1.9949013108089275e-08
1867,0.0,2.426405742994575e-08
1868,0.0,4.001297870814824e-08
1869,0.0,3.85797997992654e-08
1870,0.0,1.6628740606705605e-08
1871,0.0,9.771483266973746e-08
1872,0.0,4.1726641586414814e-08
1873,0.0,4.3697831131339626e-08
1874,0.0,3.3457810744152994e-08
1875,0.0,2.689117728493784e-08
1876,0.0,2.7811668079635865e-08
1877,0.0,5.133397351642088e-08
1878,0.0,7.186515693646811e-08
1879,0.0,3.1157558311178946e-08
1880,0.0,4.3641353197898525e-08
1881,0.0,6.205531777325746e-08
1882,0.0,5.72363105799667e-08
1883,0.0,5.1818579649420826e-08
1884,0.0,5.3473744543452995e-08
1885,0.0,4.898683259035863e-08
1886,0.0,4.904632699975764e-08
1887,0.0,5.6801642500659e-08
1888,0.0,6.65764527951751e-08
1889,0.0,6.265136898164769e-08
1890,0.0,4.653614471550327e-08
1891,0.0,7.33035274702587e-08
1892,0.0,5.8924017665162864e-08
1893,0.0,7.205347518635108e-08
1894,0.0,3.969969641914872e-08
1895,0.0,6.981592903798628e-08
1896,0.0,5.3073261563341134e-08
1897,0.0,5.5936451026639133e-08
1898,0.0,5.375436984422777e-08
1899,0.0,4.090407834667076e-08
1900,5.191053142894475e-10,5.6063374165304936e-08
1901,0.0,3.912117207960364e-08
1902,4.910283846193408e-10,3.437198614619774e-08
1903,0.0,5.0222047631720557e-08
1904,0.0,4.407192477628996e-08
1905,0.0,3.973784501454247e-08
1906,0.0,4.1667894690178287e-08
1907,0.0,3.394276637536109e-08
1908,0.0,4.322022562064376e-08
1909,0.0,4.675836029477409e-08
1910,0.0,4.382203488972891e-08
1911,0.0,3.032613093978398e-08
1912,0.0,4.5842907581139514e-08
1913,0.0,4.030272138244584e-08
1914,0.0,3.28140435934543e-08
1915,0.0,5.77257344147597e-08
1916,0.0,5.054232432577521e-08
1917,0.0,5.702540661900457e-08
1918,0.0,5.168869421368072e-08
1919,0.0,3.775217966017763e-08
1920,0.0,4.1647273629763504e-08
1921,0.0,4.0135563095233806e-08
1922,0.0,5.5334514748039965e-08
1923,0.0,5.201814490263246e-08
1924,0.0,4.512068574324957e-08
1925,0.0,7.918688105235105e-08
1926,0.0,7.24498989690403e-08
1927,0.0,7.024011905443217e-08
1928,0.0,7.312666649994526e-08
1929,0.0,1.0026365870885456e-07
1930,0.0,8.297846787463925e-08
1931,0.0,6.044838940510999e-08
1932,0.0,7.452484851455665e-08
1933,0.0,5.2765047220404426e-08
1934,0.0,4.4331846638101524e-08
1935,0.0,4.4282651323612754e-08
1936,0.0,3.758661604180702e-08
1937,1.2591118148108649e-09,9.065605321989523e-08
1938,0.0,7.779128807783309e-08
1939,0.0,4.129393715857077e-08
1940,0.0,7.607348706528683e-08
1941,0.0,7.378756183840096e-08
1942,0.0,7.282108072104165e-08
1943,0.0,3.193558839598154e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,3.703456741277478e-08
1946,0.0,6.264496832386612e-08
1947,1.1920870957027319e-09,3.5762614203349585e-08
1948,0.0,6.088257231695593e-08
1949,0.0,4.6139939646749895e-08
1950,0.0,5.9558026066497405e-08
1951,0.0,4.371174555650725e-08
1952,0.0,6.959570642006696e-08
1953,2.1547654771580937e-09,1.1851210102165055e-07
1954,0.0,1.3486100014503677e-07
1955,0.0,6.194501178669043e-08
1956,8.72114158667614e-10,8.546718754942617e-08
1957,0.0,4.770920503105458e-08
1958,0.0,1.0423026641781519e-07
1959,7.750747821333448e-10,9.688434676746738e-08
1960,6.920833350854139e-10,6.851625289350238e-08
1961,0.0,7.017641134865471e-08
1962,0.0,8.942158591374039e-08
1963,0.0,7.565282000854268e-08
1964,0.0,6.205647706813977e-08
1965,0.0,7.223097253650224e-08
1966,0.0,6.979234257187272e-08
1967,0.0,6.064312807474437e-08
1968,0.0,4.446501833399452e-08
1969,0.0,1.0536877764755204e-07
1970,0.0,1.3842162482902154e-07
1971,0.0,8.272819673749154e-08
1972,0.0,7.38741177119806e-08
1973,1.102640756478479e-09,5.6234678358357826e-08
1974,0.0,6.86319732157159e-08
1975,1.1422960355389478e-09,6.739546742906555e-08
1976,1.142705374768127e-09,5.7135268904939807e-08
1977,1.7630346071939584e-09,7.816119595993598e-08
1978,1.1881182704343018e-09,3.8613842234802576e-08
1979,0.0,6.261611817937052e-08
1980,0.0,3.4110904545414655e-08
1981,0.0,5.6929944980410596e-08
1982,6.207502289967692e-10,3.5382761609525915e-08
1983,0.0,5.746937625783488e-08
1984,5.799008495621649e-10,5.335087749358536e-08
1985,0.0,3.609334919829621e-08
1986,1.7983456945813714e-09,8.332334755500881e-08
1987,0.0,7.332980445085013e-08
1988,0.0,1.0314072773631722e-07
1989,0.0,9.439569803593173e-08
1990,0.0,5.33967781657374e-08
1991,5.861465202094962e-10,1.9811752444143238e-07
1992,0.0,4.24265707010818e-08
1993,0.0,3.140730602257946e-07
1994,0.0,5.380425276424461e-07
1995,0.0,3.7143789499705093e-07
1996,0.0,3.875454832602543e-07
1997,9.58978896292706e-10,1.788495658239242e-07
1998,1.43043876743576e-09,7.385831910511342e-07
1999,0.0,2.509040302189902e-07
2000,4.4180314962005696e-10,2.5712944684563865e-07
2001,2.190605918883648e-09,2.492909372264762e-07
2002,0.0,2.4140531174055013e-07
2003,0.0,5.279491279708282e-07
2004,0.0,4.501696624359397e-07
2005,1.3511248786457486e-09,3.1120911003768015e-07
2006,4.1178899179428186e-10,2.1989531795441053e-07
2007,0.0,4.88524864339368e-07
2008,0.0,6.552199522946722e-07
2009,0.0,2.689260607535715e-07
2010,0.0,7.75646821271625e-07
2011,0.0,2.1337763811413168e-07
2012,0.0,2.3046790856295907e-07
2013,5.578250084070646e-10,4.970220699451744e-07
2014,0.0,2.7934242877170057e-08
2015,0.0,2.5933931446786573e-08
2016,0.0,1.7192122059306314e-08
2017,0.0,2.138269708518159e-08
2018,0.0,2.2975052971219156e-08
2019,2.55098775436835e-10,1.9132408879407592e-08
