year,en_ADP oie_NOUN,en_ADP rois_NOUN
1850,6.788996032014438e-09,6.449546319231558e-08
1851,1.0964046337491595e-08,5.675506131730401e-08
1852,5.208436348880241e-09,4.4271707411169814e-08
1853,1.791579506971175e-08,5.971931660297969e-08
1854,7.79349651480743e-09,6.546537412166487e-08
1855,1.0083180512765466e-08,5.466145225341279e-08
1856,1.3978411317339123e-08,7.351608660721709e-08
1857,1.4156376515472857e-08,5.272029662828359e-08
1858,1.5659763041853125e-08,7.536261337204309e-08
1859,2.036869339860914e-09,5.6523122626828126e-08
1860,4.57718396518203e-09,5.996111096528978e-08
1861,7.073945706981277e-09,5.800635555219813e-08
1862,1.490935469528054e-08,5.060144675494982e-08
1863,3.9956967790022446e-08,5.7438139855481296e-08
1864,1.4384183844029508e-09,7.192091677765688e-08
1865,1.3179164426446732e-08,7.107335009415294e-08
1866,1.702964580463373e-08,5.6927671354678466e-08
1867,1.4073153309368536e-08,5.483677156803424e-08
1868,1.2349685274415378e-08,4.791677876703204e-08
1869,2.24641887314192e-08,6.983432709883886e-08
1870,9.17447806614291e-09,5.160644001023229e-08
1871,2.2304472935275044e-08,3.292564842993784e-08
1872,7.256807155187062e-09,6.047339429215981e-08
1873,2.5141218329416404e-08,6.105724686955583e-08
1874,1.1949218503559678e-08,4.8394334928314464e-08
1875,9.7265964171811e-09,7.323554740423788e-08
1876,2.1161051577678336e-08,4.171750145331998e-08
1877,2.2265337129567797e-08,5.133397351642088e-08
1878,2.1740719446938783e-08,7.367688259485305e-08
1879,1.5273313280772527e-08,4.337620829186761e-08
1880,1.6044615858135103e-08,5.39099096474871e-08
1881,2.1614772693911988e-08,5.5780059682319916e-08
1882,3.327692410515226e-08,3.7935696584057155e-08
1883,8.847074184359371e-09,5.3714381165193004e-08
1884,1.4523733327109767e-08,5.0172898724554216e-08
1885,1.546952527187173e-08,3.545099502844096e-08
1886,2.0005737511041843e-08,5.9371867366930786e-08
1887,2.0239665943222462e-08,2.4809914012102752e-08
1888,3.1703073499755874e-09,3.1069011585671547e-08
1889,1.3783300722991498e-08,5.0121094274935274e-08
1890,7.865263995654459e-09,2.818386191094646e-08
1891,1.0836173736095134e-08,4.716922707981297e-08
1892,7.522214628963297e-09,5.077494980021413e-08
1893,1.2932674486876294e-08,2.7712874051122327e-08
1894,8.192001077489408e-09,3.717908314548879e-08
1895,9.629783193076946e-09,1.805584326497467e-08
1896,2.94851448812139e-09,3.3023361378781146e-08
1897,8.740070001067579e-09,4.1369667802548804e-08
1898,3.960848538042683e-09,2.9989280614373115e-08
1899,7.738609753005221e-09,4.4220627160029835e-08
1900,8.30568502863116e-09,3.997110831210904e-08
1901,1.620734302321125e-08,3.3532434051686266e-08
1902,7.365425880312415e-09,1.6203936692438248e-08
1903,9.1803746826713e-09,2.700110113273979e-08
1904,4.837162670412454e-09,3.2247751136083025e-08
1905,1.4450125374043665e-08,4.5414679350486153e-08
1906,1.0288368990085672e-08,3.395161757291376e-08
1907,1.2342823652033985e-08,2.8285639330771772e-08
1908,1.7680999775393502e-08,2.259238995883095e-08
1909,5.500983557560346e-10,1.9803540751706095e-08
1910,1.4963622119168463e-08,4.328761948890758e-08
1911,5.3203743632934675e-09,3.1390208543591314e-08
1912,9.376957876838787e-09,3.125652747737462e-08
1913,1.0075680734189518e-08,3.5530031028407905e-08
1914,6.696743604095445e-09,2.879599725336135e-08
1915,1.6493066468115103e-08,3.887651423006844e-08
1916,1.0987462051303964e-09,3.955486249651585e-08
1917,1.315970976634162e-08,5.9218692727291966e-08
1918,4.594550517822427e-09,2.067547733020092e-08
1919,8.287063479883727e-09,4.4197673076951105e-08
1920,1.0601124866838063e-08,4.543339082729858e-08
1921,5.300923255902035e-09,2.347551686376903e-08
1922,3.6889677978990676e-09,4.426761268661039e-08
1923,7.431163684401554e-09,4.564857780664511e-08
1924,9.024137215263295e-09,3.3518224196171786e-08
1925,1.2097995494286806e-08,3.959344208048776e-08
1926,2.229227691330493e-09,4.6813780962828844e-08
1927,1.0034302277972529e-08,4.682674281664134e-08
1928,2.2852082337543322e-08,3.085031252680892e-08
1929,6.684243603061191e-09,2.116677211283502e-08
1930,1.3654684494213143e-08,3.7812972863982e-08
1931,1.1405356659111021e-08,3.421607086551148e-08
1932,5.4797681947604815e-09,1.753525902259412e-08
1933,1.1470662641954732e-08,2.2941325283909464e-08
1934,1.3179738189705859e-08,1.7972370258689807e-08
1935,2.393656828303392e-09,2.5133397585364037e-08
1936,2.424942913137329e-09,1.091224310911798e-08
1937,5.0364472592434595e-09,3.903246659220372e-08
1938,9.075650453382877e-09,4.2785208265172514e-08
1939,1.3764645423464117e-08,3.8235127064467633e-08
1940,1.2678914806940611e-08,3.550096194793184e-08
1941,2.9515025978810172e-09,2.6563523380929155e-08
1942,0.0,2.730790527039062e-08
1943,5.806470415592457e-09,6.677441000135786e-08
1944,3.2131861615880553e-09,4.819779242382083e-08
1945,8.714016175304096e-09,3.0499055725385915e-08
1946,2.7842208538686464e-09,4.454753366189834e-08
1947,2.3841741914054637e-09,2.145756705651536e-08
1948,3.2615663503321457e-09,3.913879798034259e-08
1949,9.817008539414473e-09,2.2579119240973e-08
1950,8.508289184305795e-09,3.19060831088791e-08
1951,5.330700769690111e-09,2.8785784422780125e-08
1952,3.1634410646574906e-09,4.323369517944542e-08
1953,3.232148326759443e-09,2.6934568464476172e-08
1954,4.886268278880834e-09,1.759056478256582e-08
1955,3.754243138587299e-09,2.4402580844906652e-08
1956,9.593255967388359e-09,2.9651880950609666e-08
1957,1.5903067307476704e-08,2.9155623693100097e-08
1958,9.099467679352102e-09,6.12146012213266e-08
1959,3.100299128533379e-09,6.665642970915542e-08
1960,8.997083078554624e-09,2.076250027460702e-08
1961,8.33779090214648e-09,2.5708188633455364e-08
1962,8.24454354786397e-09,2.7904608401740916e-08
1963,1.0345685197421517e-08,4.7202187936079554e-08
1964,4.867174663303331e-09,3.467861992012544e-08
1965,2.73602163147757e-09,2.7360216536820303e-08
1966,3.323444985880997e-08,2.4371928808442078e-08
1967,1.7256174267288316e-08,3.599144932087128e-08
1968,1.4372530721118437e-08,3.727875116932289e-08
1969,9.083515217778171e-09,3.224647993071983e-08
1970,1.3796175091229657e-08,2.5752860510763753e-08
1971,1.6956711590410123e-08,4.00794998300924e-08
1972,1.1799337673590315e-08,2.6163749278218518e-08
1973,1.047508757512361e-08,2.039885477200798e-08
1974,1.4626486743996026e-08,2.3064844478781765e-08
1975,1.4849848462006321e-08,2.1703624675240007e-08
1976,9.141642998145016e-09,2.3425460626835815e-08
1977,1.1753563455840776e-08,2.8208552049768798e-08
1978,2.1386129422928946e-08,2.673266008557107e-08
1979,1.2289143924704149e-08,3.2185853537924913e-08
1980,8.527726080842513e-09,2.2740601901549695e-08
1981,9.48832401537203e-09,2.4669642384456125e-08
1982,1.1173504455008754e-08,2.9175259985692037e-08
1983,8.209910973278056e-09,3.347117383256659e-08
1984,8.69851302098823e-09,3.3054349146688367e-08
1985,4.812446441349039e-09,1.924978509926234e-08
1986,1.1988970816112499e-08,2.637573681685268e-08
1987,9.777306964053878e-09,2.8720839040374813e-08
1988,5.99655392008458e-09,2.1587593934668803e-08
1989,6.585746614717891e-09,1.3720304892217428e-08
1990,1.0897301727652575e-08,2.233946855279001e-08
1991,4.68917216167597e-09,2.4032007939212008e-08
1992,8.264916362410446e-09,1.8182816252654277e-08
1993,4.4313659408601325e-09,2.2156830370434477e-08
1994,9.494867947434926e-09,1.4242302004419116e-08
1995,7.591431483433553e-09,3.416144078727257e-08
1996,8.007138063703678e-09,2.6690460508405067e-08
1997,1.054876808126437e-08,2.4453961522397094e-08
1998,7.629006759657386e-09,2.9562401415716977e-08
1999,6.8553016596695215e-09,2.3308025731694215e-08
2000,1.060327570190367e-08,1.590491338632205e-08
2001,5.695575122643959e-09,2.4096664441586313e-08
2002,1.3581786362237835e-08,2.6287329646379476e-08
2003,1.1250691767106247e-08,2.875176807748403e-08
2004,9.690541008522402e-09,1.9381082211333833e-08
2005,8.557123898356167e-09,2.6572123279500204e-08
2006,1.1530091548195287e-08,2.3471972088184856e-08
2007,1.0385647009059085e-08,2.915969998795731e-08
2008,1.1920831433087642e-08,2.6396126173722223e-08
2009,8.105927484791664e-09,2.2410504563197264e-08
2010,4.251413721068076e-09,1.9367552006599453e-08
2011,7.647943611743813e-09,2.217903705137303e-08
2012,1.1234033758800166e-08,2.4170194290462632e-08
2013,9.483025031897796e-09,2.593886261337275e-08
2014,9.094869662940042e-09,2.6201885994225904e-08
2015,1.2634479421014255e-08,2.992376835209143e-08
2016,1.0356700386182638e-08,3.417711091913134e-08
2017,1.1068689659277098e-08,1.9873328982455973e-08
2018,1.290733386838383e-08,2.323320025254816e-08
2019,8.163161147045628e-09,2.4999680048320982e-08
