year,un_DET appel_NOUN,un_DET rappel_NOUN
1890,3.764184157262207e-06,6.141460158204382e-07
1891,4.0750389871391235e-06,5.456332186071222e-07
1892,3.8425981614409466e-06,4.6261622088650256e-07
1893,3.906283623678064e-06,6.657248281527472e-07
1894,3.850870577082333e-06,6.005367083616875e-07
1895,4.010203028315118e-06,5.819999984169044e-07
1896,3.8484011071204804e-06,7.029258668467264e-07
1897,4.061219499362778e-06,6.689067326703935e-07
1898,4.104004759142299e-06,6.591983670034551e-07
1899,3.973775960730563e-06,6.926055604594694e-07
1900,4.1751638946152525e-06,6.275983253090089e-07
1901,4.116106282481269e-06,7.06975484376926e-07
1902,3.886980621814473e-06,7.650222393351669e-07
1903,4.0258642428625535e-06,8.019326998010001e-07
1904,4.0030207344443625e-06,7.191248414528673e-07
1905,3.969139839909985e-06,6.430305887761278e-07
1906,4.147241526197831e-06,6.893207427083325e-07
1907,4.480445070953465e-06,7.595979951702247e-07
1908,4.2694706934298665e-06,9.036955930241675e-07
1909,4.10813453299852e-06,8.559530542129323e-07
1910,4.088809660629522e-06,7.706265208184959e-07
1911,4.074874453863231e-06,8.443433472393735e-07
1912,4.4780186527759724e-06,9.580125635011427e-07
1913,4.570646808588208e-06,8.336299970324035e-07
1914,4.8993376822181745e-06,8.1365437409886e-07
1915,5.648875230690464e-06,7.857768471453142e-07
1916,6.260655993628461e-06,8.130722104482402e-07
1917,6.471287207432397e-06,8.433180340716717e-07
1918,6.249737509733677e-06,8.017490600309429e-07
1919,6.172941624527084e-06,1.0773182381740298e-06
1920,5.949502337898593e-06,1.032095184427817e-06
1921,5.638667914809048e-06,9.48865226391149e-07
1922,5.20365790634969e-06,1.0373377854477894e-06
1923,5.0765461878654605e-06,8.503374253621132e-07
1924,5.177276591439295e-06,1.2453309281568181e-06
1925,5.1504464977369935e-06,1.329679761852276e-06
1926,4.953343932356802e-06,1.2561698170543423e-06
1927,4.566722282106639e-06,1.200771478693241e-06
1928,5.059451240185808e-06,1.3836935615074708e-06
1929,4.961937065672828e-06,1.4716477299003827e-06
1930,4.76233390145353e-06,1.422187935418151e-06
1931,4.847276642294673e-06,1.1622058302407368e-06
1932,5.280304961274851e-06,1.4937848895613115e-06
1933,5.243239769470165e-06,1.4154797263188357e-06
1934,5.0358581376031e-06,1.4246098771764082e-06
1935,4.843564781253917e-06,1.430209913166891e-06
1936,5.298500269645956e-06,1.9666286341646355e-06
1937,5.592974815726848e-06,1.9214045998694473e-06
1938,5.641164761982509e-06,1.8073508769589353e-06
1939,4.895625579592888e-06,1.8077567744967382e-06
1940,4.995492346893116e-06,1.4555393477166945e-06
1941,5.032311818808921e-06,1.6912110112343726e-06
1942,5.249186500577707e-06,1.5504821959666515e-06
1943,5.815179889623323e-06,1.6025858187163067e-06
1944,5.841572317422106e-06,1.3559645282157362e-06
1945,6.711970939932144e-06,1.5510948259134238e-06
1946,6.703011564468397e-06,1.7986066609410045e-06
1947,6.55528685911122e-06,2.1016496418724273e-06
1948,6.410065282125288e-06,2.4102975331175003e-06
1949,6.446829473816251e-06,2.349209978547151e-06
1950,5.789890963114885e-06,2.5386607376276515e-06
1951,5.804066887549197e-06,2.8103455633754493e-06
1952,5.927234241198676e-06,2.268187294873769e-06
1953,6.496617942275407e-06,2.1041285336309556e-06
1954,5.570345763317164e-06,2.259410308624865e-06
1955,5.887591925102242e-06,2.433688010228252e-06
1956,6.040262718443046e-06,2.4113956129667713e-06
1957,6.532626798616548e-06,2.222012021491082e-06
1958,6.156203426144202e-06,2.2384690510079963e-06
1959,6.040932731821158e-06,2.5011662998508655e-06
1960,6.920141117916501e-06,2.0769420174815423e-06
1961,7.073921040046116e-06,2.062213773967869e-06
1962,7.502534401737648e-06,2.054159587316917e-06
1963,7.08873406551902e-06,2.10276049017466e-06
1964,6.747729145217818e-06,2.076458343935883e-06
1965,7.173848786123926e-06,1.9376506017465545e-06
1966,6.764872097164698e-06,2.0007138132882574e-06
1967,6.635738628801846e-06,1.9923486647144273e-06
1968,6.97157554441219e-06,2.0269758920221648e-06
1969,7.054712256149287e-06,1.9066299756786975e-06
1970,7.567662038354683e-06,2.0786238081882402e-06
1971,6.729759036261385e-06,2.0707742507397597e-06
1972,6.995981323143496e-06,2.2136583481824346e-06
1973,7.234426163904573e-06,2.4820444508577566e-06
1974,7.809418491433462e-06,2.607452472602745e-06
1975,7.173047976039015e-06,2.4776400948667288e-06
1976,7.872668675190653e-06,2.6739306093759296e-06
1977,8.24806357968555e-06,2.3724567768113047e-06
1978,8.039402302983945e-06,2.5093058440006644e-06
1979,8.002573537169155e-06,2.3665379842441325e-06
1980,8.023453034411432e-06,2.737968557653403e-06
1981,8.367436464595812e-06,2.598535729703144e-06
1982,8.642705864758682e-06,2.7592348601501726e-06
1983,8.416421366064242e-06,2.877258026501295e-06
1984,8.150506005222269e-06,2.6373891444109177e-06
1985,8.62871652884678e-06,2.8140780301555424e-06
1986,8.40666638168841e-06,3.031411239362569e-06
1987,8.385873599081606e-06,2.667371589382128e-06
1988,8.950456560796738e-06,2.483772490791125e-06
1989,8.559824181020304e-06,2.4707526478096042e-06
1990,8.538036240679503e-06,2.593013078922013e-06
1991,8.71306761496271e-06,2.6874818672695255e-06
1992,8.604879951690236e-06,2.5329213286795493e-06
1993,8.885442383643749e-06,2.319820154639274e-06
1994,8.680946621097974e-06,2.4064214301233733e-06
1995,8.878178334725817e-06,2.5171017483671676e-06
1996,8.650378333641129e-06,2.588974638229047e-06
1997,9.03597864976291e-06,2.4075164901660173e-06
1998,8.68943897103236e-06,2.4732285339723603e-06
1999,8.348386586476408e-06,2.37421940596505e-06
2000,8.703963914058477e-06,2.3892714153816996e-06
2001,8.819817651328776e-06,2.3343096984262957e-06
2002,9.172963103765142e-06,2.3978424508186436e-06
2003,8.632197761926363e-06,2.4618181413416096e-06
2004,9.1346564943251e-06,2.555219325017788e-06
2005,9.252953276472908e-06,2.496878707347605e-06
2006,8.934586190889604e-06,2.4678515160303505e-06
2007,9.111807344197587e-06,2.39628829490357e-06
2008,9.285901228395232e-06,2.351809754941314e-06
2009,9.432915504703487e-06,2.32830849711263e-06
2010,9.715897760997905e-06,2.1077564440474816e-06
2011,1.0474241264546436e-05,2.16780978234965e-06
2012,1.0129013844561996e-05,1.870296458150733e-06
2013,9.68886274677061e-06,1.8098632637020273e-06
2014,1.0326574624741625e-05,1.7696018375090716e-06
2015,9.535263757243229e-06,1.7923229194138912e-06
2016,9.694285949990444e-06,1.6817210024555607e-06
2017,1.0778136982025899e-05,1.9719877002444264e-06
2018,1.0333868999623519e-05,1.939455913202437e-06
2019,1.0152165714316652e-05,1.7668141083504452e-06
