year,un_DET éveil_NOUN,un_DET eveil_NOUN,un_DET réveil_NOUN
1800,1.5720821977538435e-08,0.0,1.5091989880033907e-07
1801,4.7623651688866175e-09,0.0,1.7858869227893592e-07
1802,4.0281122437590966e-08,0.0,7.832440473976021e-08
1803,3.900678446910888e-09,0.0,1.1311967540450496e-07
1804,1.2359254952798437e-08,0.0,1.656140113936999e-07
1805,2.842877755426798e-08,0.0,1.3077237781544682e-07
1806,2.881669125542885e-09,0.0,2.2188852710769424e-07
1807,1.7081731584767113e-08,0.0,1.138782081966383e-07
1808,1.8128591960930862e-08,0.0,1.9941450579707976e-07
1809,4.0662548883574345e-08,0.0,1.0843346842648316e-07
1810,0.0,0.0,9.126494671107821e-08
1811,1.7549536934780008e-08,2.5070767684098882e-09,7.019814773912003e-08
1812,2.6672082320544632e-09,0.0,1.4936366099504994e-07
1813,5.751483289628823e-09,0.0,1.9555042740648787e-07
1814,2.8320094713762956e-08,0.0,2.2656075238103313e-07
1815,6.47333635583891e-08,0.0,1.537417375629957e-07
1816,9.270415546325239e-09,0.0,9.038655512938476e-08
1817,2.490997452753163e-08,0.0,1.6969920668685745e-07
1818,2.6226590676969863e-08,0.0,1.800097724213856e-07
1819,2.5877625375869684e-08,0.0,1.2317750075485634e-07
1820,0.0,0.0,2.527560374332438e-07
1821,8.875339574387908e-09,0.0,2.2484193262783947e-07
1822,2.8071724500478012e-08,0.0,1.3634837614517892e-07
1823,2.4706716672540097e-08,0.0,9.388552779654447e-08
1824,3.2842340402794434e-08,0.0,1.3726414138659493e-07
1825,3.522177216552791e-09,0.0,1.5585634383086244e-07
1826,1.2331177856594877e-08,0.0,1.4268934078742745e-07
1827,1.566936447261469e-08,0.0,1.4655464575241695e-07
1828,2.109629271274116e-08,0.0,9.080578156073216e-08
1829,1.8860987438529264e-08,0.0,1.6203302566353273e-07
1830,1.0436835395921662e-08,0.0,1.732514807173402e-07
1831,6.236482441579483e-09,0.0,2.7596434470922304e-07
1832,6.764984572527055e-09,0.0,2.489514425718653e-07
1833,1.9692167896323554e-08,0.0,3.0001598272377805e-07
1834,1.3068343518440884e-08,0.0,1.6615464581981598e-07
1835,1.9664028627630614e-08,0.0,1.4974913398191347e-07
1836,1.2769425516978572e-08,0.0,1.8549269920065115e-07
1837,1.87863058442872e-08,0.0,2.045619965640455e-07
1838,2.5248647617104325e-09,0.0,2.1776958836206006e-07
1839,2.4470162784950844e-08,0.0,2.216297598778283e-07
1840,2.293087852933695e-08,6.369688665408546e-10,2.076518499372071e-07
1841,1.6693427085101575e-08,0.0,2.593901502478957e-07
1842,9.391571076378114e-09,0.0,2.0795621091806993e-07
1843,1.063243981747064e-08,0.0,2.0201636452554794e-07
1844,1.3721403568922597e-08,0.0,3.957252658892685e-07
1845,3.348136701220028e-08,0.0,2.2934737220481338e-07
1846,2.3418005312692003e-09,0.0,2.458890495660171e-07
1847,1.1325769655456952e-08,0.0,2.0278520285188506e-07
1848,6.43617736884039e-09,0.0,1.536637359578208e-07
1849,5.02764896381791e-09,0.0,2.564100869406616e-07
1850,5.431196825611551e-09,0.0,2.8378004035545246e-07
1851,2.3862924081186065e-08,0.0,2.0702698932950625e-07
1852,1.9531636308300904e-09,0.0,2.7930239676621227e-07
1853,4.777545470346922e-09,0.0,3.7981486222804506e-07
1854,4.676098175337984e-09,0.0,3.29924697339834e-07
1855,1.9104973603134567e-08,0.0,3.274380091511375e-07
1856,6.212626857404757e-09,0.0,3.1995030358444865e-07
1857,4.881508974818871e-09,0.0,3.348715185147455e-07
1858,2.9851424443450014e-08,0.0,3.4940847903897065e-07
1859,2.036869339860914e-08,0.0,3.702009889750002e-07
1860,5.950338888283113e-09,0.0,3.812794151514254e-07
1861,1.5562680033553988e-08,0.0,3.871806217858875e-07
1862,1.671654992208005e-08,0.0,3.975827969071588e-07
1863,9.989241434027463e-09,0.0,3.4962345374367487e-07
1864,1.1507347075223606e-08,0.0,3.7590667689713086e-07
1865,1.9298061815220535e-08,0.0,3.633683851589353e-07
1866,1.6543083347642096e-08,0.0,3.566494202189574e-07
1867,8.249779526181555e-09,0.0,3.6687255189349344e-07
1868,2.9639244392143382e-09,0.0,3.8481618958030595e-07
1869,1.6115613732381462e-08,0.0,4.0679714885527574e-07
1870,2.8670243956696595e-09,0.0,4.254664265346264e-07
1871,2.1242354542039266e-09,0.0,3.3244284125544254e-07
1872,9.071008832961525e-09,0.0,3.3804627497246997e-07
