year,en_ADP emplacement_NOUN,en_ADP remplacement_NOUN
1845,5.580227946389016e-10,6.671162587679191e-06
1846,0.0,6.067019761246684e-06
1847,5.393223645455691e-10,6.1962748105770515e-06
1848,8.045221711050488e-10,8.247961446272711e-06
1849,1.6758829879393033e-09,7.471924263313667e-06
1850,0.0,6.4705922966368234e-06
1851,5.8044946626978344e-09,6.3701105119662316e-06
1852,6.510545436100301e-10,7.098447746045622e-06
1853,5.971931837933653e-10,7.0313523394816e-06
1854,1.558699391779328e-09,6.6218743590695794e-06
1855,5.306937111981824e-10,7.376111810231123e-06
1856,1.0354378465748937e-09,6.735005413815998e-06
1857,4.881508974818871e-09,6.030128204770335e-06
1858,3.9149408159744326e-09,5.92477368144273e-06
1859,5.092173349652285e-10,5.438441078808864e-06
1860,4.577183909670879e-10,5.73704237893935e-06
1861,1.4147891747029462e-09,6.084064743561157e-06
1862,4.517986262886353e-10,6.037384995494222e-06
1863,9.989241656072068e-10,6.15587014252128e-06
1864,4.794727948009836e-10,6.636862359243878e-06
1865,0.0,7.042380715915897e-06
1866,3.8924903300596725e-09,7.008915524409076e-06
1867,4.367530337390235e-09,7.383067465838167e-06
1868,4.93987406535723e-10,7.879099392482658e-06
1869,1.4650557433881772e-09,6.4335479308397225e-06
1870,3.4404292748035914e-09,7.573531799920374e-06
1871,2.1242354542039266e-09,1.4258930235655498e-05
1872,1.8142017887967654e-09,8.901683330009291e-06
1873,1.7958012854535355e-09,9.304046983515946e-06
1874,5.974609140757536e-10,9.702765346730757e-06
1875,0.0,9.44910181033265e-06
1876,2.418405919968336e-09,1.2995908775792486e-05
1877,3.0924081073635534e-09,8.810888548538287e-06
1878,6.039088673581716e-10,9.29355398682219e-06
1879,3.0546627449723474e-09,1.3398361197403119e-05
1880,1.2835692508872398e-09,1.3064167731613452e-05
1881,1.3945015142624584e-09,1.1948089401414563e-05
1882,5.989846618703609e-09,1.417996379871056e-05
1883,3.791603475633565e-09,1.319541154032322e-05
1884,1.9805090900604227e-09,1.4698017999137392e-05
1885,1.9336907075562237e-09,1.3514564216166036e-05
1886,6.453463874400711e-10,1.4240858718039817e-05
1887,6.528924623161458e-10,1.3459378557456603e-05
1888,5.706553452000662e-09,1.1408667617729407e-05
1889,1.2530273485467092e-09,8.862035919321443e-06
1890,6.554386478008212e-10,1.0237951542535484e-05
1891,1.1473596295275001e-08,7.76507449984365e-06
1892,1.8805537127519756e-09,9.592077617526229e-06
1893,3.695050043717174e-09,1.041388225786477e-05
1894,0.0,9.739659397212108e-06
1895,2.4074457982692365e-09,1.0352619028708432e-05
1896,1.179405795248556e-09,1.0080381642296743e-05
1897,4.661370844871726e-09,8.763959449709091e-06
1898,5.6583548957434e-10,8.496585365946885e-06
1899,2.2110313580014918e-09,9.68708090454129e-06
1900,4.15284251431558e-09,8.378878931125655e-06
1901,5.029864968975062e-09,1.0873450548842811e-05
1902,1.4730852093691738e-09,9.514165881796544e-06
1903,2.7001101354784396e-09,8.31579964710727e-06
1904,5.912087708281888e-09,8.596175632646919e-06
1905,1.5482277682110634e-09,7.91144334755245e-06
1906,2.0576738091193647e-09,9.708104755645763e-06
1907,2.5714216866923323e-09,8.309292354624631e-06
1908,3.929111258571538e-09,7.842506377642167e-06
1909,6.0510818578052294e-09,7.676072314666271e-06
1910,2.137660271017694e-09,7.045728352750302e-06
1911,2.128149656499545e-09,9.857589333250871e-06
1912,4.688478938419394e-09,6.55866121235249e-06
1913,4.772690687104841e-09,9.73894040612322e-06
1914,5.3573948055607445e-09,1.156058890217082e-05
1915,7.068456930880984e-09,1.4644664716456646e-05
1916,6.592477230782379e-09,9.087729779366782e-06
1917,1.2063066989753679e-08,1.1235101894158106e-05
1918,2.2972752589112133e-09,1.5875320443115015e-05
1919,1.3811772170413406e-08,1.9751756084929184e-05
1920,6.057785384427916e-09,1.185962973693222e-05
1921,8.330022505109724e-09,1.1415159605121517e-05
1922,8.115729144275718e-09,8.038260631337835e-06
1923,4.246379248229459e-09,9.239059394872129e-06
1924,7.734974438733389e-09,8.208096886619387e-06
1925,9.898360353588487e-09,7.758114648481751e-06
1926,1.1146138456652466e-09,7.751024661217798e-06
1927,3.3447675740205796e-09,8.015178011078206e-06
1928,2.2852082448565625e-09,9.74412827758897e-06
1929,1.1140405931087116e-08,9.942812589258665e-06
1930,5.2518016602221e-09,8.304148977344994e-06
1931,1.1405356659111021e-09,1.0402826184474634e-05
1932,8.767629289252454e-09,1.125215631248011e-05
1933,4.588264879146209e-09,1.1850341081753868e-05
1934,1.9170528275935794e-08,1.5125546809713342e-05
1935,9.574627313213568e-09,1.358280604790707e-05
1936,2.424942913137329e-09,1.6378064557898142e-05
1937,2.5182236296217297e-09,1.8822462294565412e-05
1938,5.186085783037697e-09,1.9464675673930287e-05
1939,1.070583532936098e-08,1.5789578071689903e-05
1940,2.5357829169792012e-09,1.8546716773926164e-05
1941,1.7709016475464523e-08,3.213005687285886e-05
1942,2.4273694165799498e-08,1.5216571938481138e-05
1943,2.9032352077962287e-09,1.297165524505317e-05
1944,0.0,1.024685030870387e-05
1945,6.535512131478072e-09,1.1787885377145813e-05
1946,1.1136883415474585e-08,1.0754053334949276e-05
1947,0.0,8.751111693072744e-06
1948,7.610321262063735e-09,9.251976202051537e-06
1949,8.835307596655184e-09,9.291798434674092e-06
1950,6.381216888229346e-09,9.102805961447302e-06
1951,9.595261696304647e-09,9.634708703742945e-06
1952,4.2179215675730575e-09,1.0903327591904599e-05
1953,2.1547654771580937e-09,9.20946803262268e-06
1954,5.863521668203475e-09,9.341566880038954e-06
1955,3.754243138587299e-09,1.0174937692397634e-05
1956,4.36057079333807e-09,9.696165101047427e-06
1957,6.184526224473075e-09,9.123943556232916e-06
1958,2.481673033738474e-09,8.276379901417386e-06
1959,4.650448914844674e-09,8.178589290253058e-06
1960,6.920833239831836e-09,8.514008925430971e-06
1961,3.474079635079619e-09,9.467562016141073e-06
1962,4.43936931660005e-09,8.565445867247945e-06
1963,1.939815863494232e-09,9.367370928714536e-06
1964,9.125952660227199e-09,8.84669823619788e-06
1965,6.5664522708175355e-09,7.648822347050555e-06
1966,2.769537488234164e-09,5.559569210333848e-06
1967,7.395503209828291e-09,5.902104561528176e-06
1968,6.737123692257541e-09,7.85368962397115e-06
1969,8.629339826038418e-09,9.831996898412854e-06
1970,7.357959935783143e-09,1.0116735040810454e-05
1971,5.138397263237948e-09,1.0285016251998513e-05
1972,5.643161493651405e-09,1.0345966934721673e-05
1973,4.961883459664307e-09,1.0289292660559113e-05
1974,7.875800511758513e-09,1.2403823014039972e-05
1975,4.569184142155791e-09,1.3757813192682988e-05
1976,3.4281161798155324e-09,1.36330467412904e-05
1977,2.3507127910882275e-09,7.578110199801813e-06
1978,9.50494638551902e-09,6.8394029426599445e-06
1979,5.266776126333639e-09,6.304330931072855e-06
1980,2.8425752862659692e-09,7.1530564511590455e-06
1981,3.162774764309262e-09,5.388735829114921e-06
1982,5.586752171993226e-09,3.504135122511798e-06
1983,4.4207211225000265e-09,4.050012080369925e-06
1984,5.799008495621649e-10,5.225486717108652e-06
1985,9.023336966507145e-09,4.670479214041734e-06
1986,1.1988970705090196e-08,5.908764126871802e-06
1987,1.4054878871849752e-08,4.341124082429815e-06
1988,7.795519785247507e-09,3.077431497189309e-06
1989,9.329808037250586e-09,5.563309443346043e-06
1990,1.2531897408685211e-08,3.168935375441606e-06
1991,1.4653663171770859e-08,3.7067905118703948e-06
1992,6.611932834577061e-09,3.697172495265022e-06
1993,1.1078414630105726e-08,3.53346045045555e-06
1994,5.802419433820205e-09,3.2293100176161715e-06
1995,8.675921037148981e-09,3.528388720752673e-06
1996,1.8149513669740713e-08,3.1190471858622004e-06
1997,1.3905194329311144e-08,3.1291481015216505e-06
1998,1.621164003040576e-08,2.9323994823471367e-06
1999,5.484241505371301e-09,2.9985088865203124e-06
2000,4.859834756842929e-09,2.794846718501276e-06
2001,1.0076787404500465e-08,2.7487723244234985e-06
2002,5.6955880012310445e-09,2.6256661485035693e-06
2003,4.166922806803086e-09,2.90601212071806e-06
2004,4.404791253964646e-10,2.6190889457211597e-06
2005,4.053374524914943e-09,2.376178322549549e-06
2006,2.0589450144825605e-09,2.175481188970707e-06
2007,1.5977917877663117e-09,2.3383683291910984e-06
2008,5.960415716543821e-09,2.21514585163618e-06
2009,1.5735034608610476e-08,2.126613814823486e-06
2010,8.030448306328708e-09,2.042095804455357e-06
2011,9.55992973672437e-09,1.7177282529701188e-06
2012,1.702126331548648e-08,1.4842541595783132e-06
2013,8.088462843947042e-09,1.3836849781512228e-06
2014,2.013864008887367e-08,1.3293667464608916e-06
2015,1.2412822061880213e-08,1.282953828507516e-06
2016,1.1185236126198816e-08,1.3513422985056422e-06
2017,1.3332739912108593e-08,1.2615790616621325e-06
2018,9.035133474721846e-09,1.252527663808678e-06
2019,2.755066724757782e-08,1.1369752073164818e-06
