year,en_ADP aigle_NOUN,en_ADP règle_NOUN
1908,1.4734167663732478e-08,6.0886488881806144e-06
1909,2.4204327431220918e-08,6.233164640434552e-06
1910,8.550640862026171e-09,5.8229865658177005e-06
1911,1.4897048039586025e-08,6.220581326488173e-06
1912,3.3861237369592345e-08,6.26172436568595e-06
1913,1.6439267724877027e-08,5.921848696743837e-06
1914,2.8126323936561448e-08,6.070598033147689e-06
1915,2.709575319670421e-08,5.872709607501747e-06
1916,1.3184954239520152e-08,5.89257587080283e-06
1917,5.592876473059505e-08,6.008503760313033e-06
1918,2.067547733020092e-08,5.698391362329858e-06
1919,1.4732557007679503e-08,5.2770177489946946e-06
1920,2.877448102012181e-08,5.941173185419757e-06
1921,1.2116395498029675e-08,6.218740281838109e-06
1922,1.1804696775641332e-08,6.076467798266094e-06
1923,1.1677542488541803e-08,5.590358114204719e-06
1924,1.9337436318878076e-08,5.669736651725543e-06
1925,1.0998178368026856e-08,6.450431214943819e-06
1926,1.894843482119768e-08,6.434665579035936e-06
1927,1.4493992228636898e-08,6.200084044394316e-06
1928,2.9707706294956893e-08,6.843055984973034e-06
1929,1.3368487650211591e-08,6.537190643030044e-06
1930,1.7856125467119455e-08,6.442910148507508e-06
1931,1.2545892325022123e-08,6.372172720148228e-06
1932,1.3151443933878681e-08,5.992674459776026e-06
1933,9.176529758292418e-09,6.749337785549869e-06
1934,1.3179738189705859e-08,6.676136308669811e-06
1935,1.0771455727365264e-08,6.668727792202844e-06
1936,4.607391712596609e-08,6.512184199891635e-06
1937,8.813782814698357e-09,6.279190529312473e-06
1938,1.6854778350783306e-08,7.17754255674663e-06
1939,3.364691281149135e-08,6.844087806712196e-06
1940,1.7750480196809804e-08,6.702074188069673e-06
1941,5.9030051957620344e-09,6.0653376294794725e-06
1942,6.068423541449874e-09,6.198894539011235e-06
1943,4.935499831049128e-08,7.020022621873068e-06
1944,1.927911696952833e-08,6.487422865575354e-06
1945,1.3071024262956144e-08,5.949494379819953e-06
1946,2.9234318077442367e-08,6.613916752939986e-06
1947,1.0728784083369192e-08,6.868805940030143e-06
1948,2.174377611297018e-08,7.181969294833834e-06
1949,1.1780409536754632e-08,7.876185691202409e-06
1950,2.4461330738745346e-08,6.8832059696433134e-06
1951,2.2388944032059044e-08,6.944837309674767e-06
1952,3.1634410646574906e-08,7.505791359108116e-06
1953,2.0470272810158008e-08,6.876934207866725e-06
1954,2.052232517257835e-08,7.148609938667505e-06
1955,1.6894095011821264e-08,6.84586245824903e-06
1956,2.180285396669035e-08,6.783303660995443e-06
1957,2.3854601849393475e-08,6.995583021307539e-06
1958,1.0753916868111446e-08,7.344925052166218e-06
1959,1.3176271518311466e-08,7.658513823116664e-06
1960,1.3149583255600561e-08,7.381760951830074e-06
1961,2.1539294070560544e-08,7.3323924425494624e-06
1962,2.3465239085140865e-08,7.634447342752537e-06
1963,1.8751554975438012e-08,7.485750074920361e-06
1964,2.9811445478866716e-08,7.1663065455140895e-06
1965,1.4227312883363652e-08,6.7508597112464486e-06
1966,2.603365056863538e-08,7.83114364821813e-06
1967,2.070740967585749e-08,7.06960815932689e-06
1968,2.1558795526566144e-08,6.72679334456916e-06
1969,2.452549219267297e-08,6.974777534196619e-06
1970,2.851209549015188e-08,7.341864602494752e-06
1971,2.1067428801480048e-08,7.016995823505567e-06
1972,3.0267865713806685e-08,7.035483463369019e-06
1973,5.733731989199242e-08,6.677592296000512e-06
1974,3.712877305606099e-08,7.432505526594468e-06
1975,3.369773304839896e-08,6.9645788016714505e-06
1976,4.6279566734419575e-08,6.7596738517750055e-06
1977,1.8218023090099678e-08,6.559076268786157e-06
1978,6.118809203758957e-08,6.560789074683271e-06
1979,2.399308984823989e-08,6.678856948383327e-06
1980,2.387763187172709e-08,6.6106930489695515e-06
1981,4.933928732242521e-08,6.932802421033557e-06
1982,3.289976169273956e-08,7.007028671068838e-06
1983,4.547027421253347e-08,6.984739570725651e-06
1984,1.9716628330002095e-08,6.748306077497546e-06
1985,2.5265343039926336e-08,6.882400157337543e-06
1986,3.536746279175773e-08,6.921233079992817e-06
1987,3.0554083707556856e-08,6.724342938468908e-06
1988,3.298104522819756e-08,7.064539886414423e-06
1989,3.3477543626148076e-08,6.602759867746499e-06
1990,3.214704108467359e-08,6.596681600967713e-06
1991,4.630557681739589e-08,6.704929774059565e-06
1992,3.305966345124034e-08,6.614136964344652e-06
1993,2.4372512896775334e-08,6.798823164899659e-06
1994,3.5869501036067675e-08,6.714981509503559e-06
1995,3.470368470370744e-08,6.7178743847762235e-06
1996,4.217092985925319e-08,6.526885499624768e-06
1997,4.6510476359173936e-08,6.669218805654964e-06
1998,3.242327872854389e-08,6.646295219070453e-06
1999,3.656160948994902e-08,6.817826033511665e-06
2000,2.4740976156678585e-08,6.815696906414814e-06
2001,3.3297209073301914e-08,7.112897264960338e-06
2002,3.242103979728128e-08,6.729118240400567e-06
2003,5.125315089005156e-08,6.739997957083688e-06
2004,2.8190664469462945e-08,6.445530857490667e-06
2005,4.278562060200386e-08,6.6430307015252765e-06
2006,4.6532155462131186e-08,6.311901870503789e-06
2007,4.194203451213241e-08,6.491828230537067e-06
2008,3.448526281202291e-08,6.713556672366394e-06
2009,5.101965938614228e-08,6.652105412285891e-06
2010,4.2986517012622016e-08,6.4664004639780615e-06
2011,3.5945338122678194e-08,7.065553063512198e-06
2012,4.902123906802558e-08,6.523909746647405e-06
2013,5.410902464975109e-08,6.470491257459798e-06
2014,4.28758160364584e-08,6.042241693648975e-06
2015,4.0784987970221565e-08,6.001156066304247e-06
2016,3.6869853226040306e-08,5.678578531842504e-06
2017,5.081535012219085e-08,5.4835293212818215e-06
2018,5.3178213166305e-08,5.451799552247394e-06
2019,4.3621890544187636e-08,5.321105277289462e-06
