year,mon_DET apport_NOUN,mon_DET rapport_NOUN
1850,6.788996032014438e-10,9.620007439536948e-07
1851,6.449438760824933e-10,8.46166367196588e-07
1852,0.0,7.005346640553967e-07
1853,1.1943863675867306e-09,6.909525129827898e-07
1854,1.558699391779328e-09,1.0058806125812225e-06
1855,2.1227748447927297e-09,6.936166698778834e-07
1856,3.6240324075009767e-09,6.844244300197033e-07
1857,1.4644527812635033e-09,1.1837659634750253e-06
1858,5.872411001917044e-09,5.847942681214136e-07
1859,7.638259802433822e-09,6.645286347861656e-07
1860,1.2358396972445007e-08,8.96212611678493e-07
1861,3.3011746669586728e-09,7.757760371873701e-07
1862,4.517986262886353e-10,1.0395886285152756e-06
1863,2.9967726078439227e-09,8.920392673417155e-07
1864,2.8768367688059016e-09,8.515437031064721e-07
1865,2.353422234868674e-09,8.006342007149669e-07
1866,2.919367858567057e-09,6.636696028294864e-07
1867,1.2132028714972876e-08,8.230368369055441e-07
1868,1.4819621974027086e-08,9.252384032265581e-07
1869,3.4184632902167778e-09,9.171249057970954e-07
1870,4.587239033071455e-09,1.114125695700352e-06
1871,2.1242354542039266e-09,2.1040552482531893e-06
1872,1.2699412965666568e-08,1.1943494797606036e-06
1873,1.077480804578812e-08,1.1289604699982192e-06
1874,7.169530746864439e-09,1.3389099109417657e-06
1875,1.2587359599081083e-08,1.3989134188818753e-06
1876,4.836811839936672e-09,1.1027931492435528e-06
1877,7.421779302241305e-09,1.0724471195544538e-06
1878,5.435179861734696e-09,9.66858067386056e-07
1879,9.774920095573236e-09,1.0960129408488228e-06
1880,2.5671385017744797e-09,1.1115709241948935e-06
1881,7.669758161910067e-09,1.4851440823804296e-06
1882,6.655385131892899e-09,1.0934798204687013e-06
1883,5.0554711528150165e-09,1.2802980293713517e-06
1884,1.0562715146988921e-08,1.0839986117616718e-06
1885,6.445635691854079e-10,1.2433630836028442e-06
1886,8.38950281467632e-09,1.2280941881215313e-06
1887,5.876032105334161e-09,1.3619336947101601e-06
1888,5.07249175996094e-09,1.3917649042127778e-06
1889,1.3156786771162388e-08,1.4046437151193913e-06
1890,1.1797895993481688e-08,1.873243689942683e-06
1891,6.374220040683554e-10,1.4679828979069498e-06
1892,6.268512375839919e-10,1.5853067445448232e-06
1893,1.2316833108982905e-09,1.3745585754065814e-06
1894,2.520615716150587e-09,1.3491595201031714e-06
1895,6.018614495673091e-09,1.5552099874582836e-06
1896,1.7691086373616827e-09,1.405851687508175e-06
1897,1.7480140668268973e-09,1.711305802842844e-06
1898,9.619203211741478e-09,1.8350045092319078e-06
1899,1.2160672469008205e-08,1.596364608502654e-06
1900,1.5573159428683425e-09,1.501771656364781e-06
1901,3.912117352289357e-09,1.8576968123795723e-06
1902,9.329539363278627e-09,1.6488732654806881e-06
1903,5.400220493001484e-09,1.7588517984279406e-06
1904,8.599400302955473e-09,1.61937459353112e-06
1905,1.186974607492175e-08,1.939929280325714e-06
1906,1.388929771195535e-08,1.4856405101681958e-06
1907,6.171411992550446e-09,1.6950811172478097e-06
1908,3.929111258571538e-09,1.7032697812169317e-06
1909,1.2102163715610459e-08,1.5958353678513504e-06
1910,1.4429206940391737e-08,1.7015775597428728e-06
1911,2.6601871816467337e-09,1.5620617936917824e-06
1912,2.604710613862693e-09,1.669098537604441e-06
1913,1.1136278788015375e-08,1.5193065614482748e-06
1914,1.3393487430235496e-09,1.3467152086832357e-06
1915,9.424609537234119e-09,1.4030887474092424e-06
1916,8.789969641043172e-09,9.63600417236421e-07
1917,1.0966424213165737e-08,1.1569577935688358e-06
1918,2.412139110674616e-08,1.1210703796393773e-06
1919,6.4454939163738345e-09,1.1703174926935844e-06
1920,4.543339038320937e-09,1.0419390648053195e-06
1921,1.0601846733848674e-08,1.1692322381406939e-06
1922,1.4018077365562931e-08,1.2594136151733437e-06
1923,1.2739138188777588e-08,1.3015152937612129e-06
1924,1.0313299547703991e-08,1.0932097698201915e-06
1925,3.849362251173716e-08,1.2526924528799555e-06
1926,1.114613823460786e-08,1.2818059040853313e-06
1927,1.5608915049369898e-08,1.2643220621555429e-06
1928,2.0566874425753667e-08,1.194021290729097e-06
1929,1.7824650422326727e-08,1.4694196472930798e-06
1930,9.453243521306831e-09,1.079770441947403e-06
1931,5.7026783295555106e-09,1.921802546434037e-06
1932,1.205549005067752e-08,1.5069362788722174e-06
1933,1.3764795081527836e-08,1.2915965772464233e-06
1934,1.0783422155213884e-08,1.464149132601733e-06
1935,1.4361940969820353e-08,1.3440383419549562e-06
1936,1.8187071848529968e-08,1.2949194641009854e-06
1937,6.295559185076627e-09,1.3976141168825507e-06
1938,1.1668692678767911e-08,1.1422353551893139e-06
1939,9.176430282309411e-09,1.065995348881188e-06
1940,1.01431314458722e-08,5.249070555990443e-07
1941,2.9515025978810172e-09,7.290211669896962e-07
1942,6.068423541449874e-09,4.5816597338266263e-07
1943,1.4516176261025748e-08,5.864535133071058e-07
1944,4.177142010064472e-08,5.301757131093154e-07
1945,1.3071024707045353e-08,8.975436611713405e-07
1946,1.9489545977080525e-08,9.076560143483903e-07
1947,7.152522574216391e-09,1.1753979265449743e-06
1948,1.9569398546082084e-08,1.2502671209446703e-06
1949,1.570721286370258e-08,8.030312645956883e-07
1950,1.1698897850465073e-08,1.5719064734298627e-06
1951,1.4925962910083967e-08,1.437156939232409e-06
1952,1.4762725597528004e-08,8.836545841717225e-07
1953,8.619062019654677e-09,1.0946208872653074e-06
1954,2.443134139440417e-08,1.1785678211140294e-06
1955,2.3464019172081407e-08,1.2191905049974139e-06
1956,2.0058624983221307e-08,1.2445069543787213e-06
1957,1.4136060155767183e-08,1.1167487379282193e-06
1958,1.9853384269907792e-08,1.0315487202205986e-06
1959,3.100299039715537e-08,1.4889186275013344e-06
1960,1.5225833038812198e-08,1.2672045510697671e-06
1961,1.667558269247138e-08,1.0498668174818704e-06
1962,1.6489086540616427e-08,9.734902963742798e-07
1963,1.7458343659626507e-08,1.0985824090425922e-06
1964,1.2776333546682395e-08,1.5258592718225827e-06
1965,1.6416130010910024e-08,1.111372057494009e-06
1966,1.8832854387085263e-08,1.0540858834673372e-06
1967,1.035370456037299e-08,1.107353374329989e-06
1968,8.533690143419648e-09,8.946900171835637e-07
1969,2.1346262479848832e-08,1.192211405154353e-06
1970,1.5175792844601688e-08,1.1869309446410625e-06
1971,1.4901352374252497e-08,1.1042415888340429e-06
1972,1.3851396807318395e-08,1.035776628910412e-06
1973,1.9296212849795324e-08,8.280832322071774e-07
1974,2.5315072260667648e-08,1.0924860340821851e-06
1975,2.6843957279254482e-08,9.486768561828285e-07
1976,1.8283285552200823e-08,1.045575464431181e-06
1977,2.1156413954059872e-08,8.821049277685233e-07
1978,2.198018833610149e-08,6.213858476655787e-07
1979,2.165230106321303e-08,9.544568619901383e-07
1980,2.4446147550705177e-08,6.242295182978808e-07
1981,3.0362636849190494e-08,6.021923137922158e-07
1982,2.296775791776895e-08,5.76056221390786e-07
1983,1.705135321827811e-08,7.085784741178713e-07
1984,1.797692661398287e-08,5.659832247317809e-07
1985,2.165600965220449e-08,7.543509745744359e-07
1986,2.6975185640765176e-08,5.287136350951016e-07
1987,2.261002318704186e-08,4.564780233806687e-07
1988,1.439172936379407e-08,5.462860412919213e-07
1989,2.798942366766255e-08,7.804109785070068e-07
1990,1.7980548161489196e-08,5.012758970135422e-07
1991,4.161640188016236e-08,5.316348885564537e-07
1992,3.0855687782604946e-08,5.228937065560046e-07
1993,2.9357798858598017e-08,6.032196688821045e-07
1994,1.8462243067673967e-08,6.984003046994758e-07
1995,1.6809597269684673e-08,5.454985574360194e-07
1996,2.5089033073300016e-08,4.895030496498975e-07
1997,1.8220599584672925e-08,6.022387337711876e-07
1998,2.574789781384368e-08,6.098437133061907e-07
1999,2.056590564514238e-08,5.968682570411943e-07
2000,2.2531961185734417e-08,5.376744400820144e-07
2001,2.4972907741727113e-08,6.641917029703848e-07
2002,1.7963007747923143e-08,6.225715858398928e-07
2003,2.708499913239848e-08,6.687911096037169e-07
2004,2.0702518588322505e-08,5.497179613733749e-07
2005,2.432024714948966e-08,5.845866914988562e-07
2006,2.635449458665562e-08,6.19742418273006e-07
2007,2.5165221018141892e-08,6.327255230864637e-07
2008,2.682187050240259e-08,6.837448325303086e-07
2009,3.0039613463372916e-08,7.061692963716837e-07
2010,2.7870378893624093e-08,7.326603048696256e-07
2011,2.1796639604332313e-08,8.037989025488912e-07
2012,3.165955009265531e-08,8.657014516355588e-07
2013,2.6217774840020525e-08,9.276630008603348e-07
2014,3.2481677791906804e-08,9.527959017319176e-07
2015,3.236200019074431e-08,8.870734842236772e-07
2016,2.651315345048033e-08,8.908833706300356e-07
2017,4.9054422746053206e-08,1.0208350840201774e-06
2018,3.381721302986307e-08,9.577241368852185e-07
2019,2.9591457284539047e-08,9.260085289675146e-07
