year,en_PRON enverra_VERB,en_PRON renverra_VERB
1887,7.899998877292091e-08,7.1818169189441505e-09
1888,7.481925479169149e-08,0.0
1889,8.019375030698939e-08,3.132568426877924e-09
1890,9.110597432027134e-08,0.0
1891,6.119250883784844e-08,3.824531802365527e-09
1892,7.898325549149376e-08,4.387958441043338e-09
1893,5.973664229941278e-08,6.15841644346915e-09
1894,6.931693263823036e-08,6.301539290376468e-09
1895,7.884384700673763e-08,4.814891596538473e-09
1896,6.368791360955584e-08,1.1794058174530164e-08
1897,6.875522018390257e-08,6.409385022720926e-09
1898,6.676858532728147e-08,2.26334195829736e-09
1899,8.070264811976813e-08,2.7637891975018647e-09
1900,8.772880022434038e-08,3.114631885736685e-09
1901,9.668518430316908e-08,3.353243460679778e-09
1902,8.298379583493443e-08,4.910283846193408e-10
1903,9.28837877722799e-08,1.0800440541913758e-09
1904,1.768251678413435e-07,1.0749250378694342e-09
1905,2.053982086636097e-07,4.1286072338664326e-09
1906,8.693671560422445e-08,1.5432553013283723e-09
1907,8.897119130324427e-08,7.71426478252124e-09
1908,8.742272683548435e-08,0.0
1909,1.6282911019516177e-07,1.6502950117569526e-09
1910,1.694095743687285e-07,2.137660271017694e-09
1911,1.6067529884367104e-07,1.1172785363555704e-08
1912,1.7503654703432403e-07,0.0
1913,1.543170071727218e-07,6.893886794756554e-09
1914,6.227971738326232e-08,2.678697486047099e-09
1915,8.246533411693235e-08,7.068456930880984e-09
1916,7.581348882013117e-08,7.69122365795738e-09
1917,1.337903796638784e-07,2.1932848870420685e-09
1918,7.121553124989077e-08,1.1486376294556067e-09
1919,3.9593746947730324e-08,2.762354567309444e-09
1920,5.073395215049459e-08,2.2716695191604686e-09
1921,7.64847456480311e-08,6.815472630705699e-09
1922,3.541408943874558e-08,1.4755870969551665e-09
1923,4.458698299458774e-08,4.246379248229459e-09
1924,5.1566498626698376e-08,0.0
1925,6.158979459769398e-08,0.0
1926,7.244990030130793e-08,2.229227691330493e-09
1927,9.25385634786835e-08,3.3447675740205796e-09
1928,1.805314582270512e-07,0.0
1929,1.1808830890913669e-07,2.2280812750352652e-09
1930,8.928063266466779e-08,0.0
1931,5.2464642408267537e-08,2.2810713318222042e-09
1932,4.4934100884574946e-08,2.1919073223131136e-09
1933,5.735331143341682e-08,0.0
1934,5.032263672433146e-08,0.0
1935,2.8723881939640705e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,0.0
1937,7.680581859403901e-08,0.0
1938,5.8343463393839556e-08,0.0
1939,5.199976982339649e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,6.068423630267716e-08,3.034211770724937e-09
1943,8.709705667797607e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.9606536838523425e-08,8.714016175304096e-09
1946,3.3410650246423756e-08,0.0
1947,6.318061451793255e-08,1.1920870957027319e-09
1948,8.371353743541476e-08,0.0
1949,6.97007607186606e-08,0.0
1950,4.679559140186029e-08,0.0
1951,1.0341559431026326e-07,1.0661401761424827e-09
1952,1.0861148069807314e-07,2.1089607837865287e-09
1953,3.770839640537815e-08,1.0773827385790469e-09
1954,5.2771696346098906e-08,1.9545072227344917e-09
1955,4.6928040120519654e-08,0.0
1956,1.063979269133597e-07,0.0
1957,3.975766915687018e-08,8.835037701437898e-10
1958,6.369627669755573e-08,3.3088973783179654e-09
1959,8.913360005635695e-08,0.0
1960,5.259833457671448e-08,3.460416619915918e-09
1961,7.434530147065743e-08,1.3896318540318475e-09
1962,2.7904608401740916e-08,2.5367825617905737e-09
1963,3.685650185047962e-08,0.0
1964,6.144807684904663e-08,5.475571551727398e-09
1965,5.855086371298057e-08,1.0944086747954884e-09
1966,3.5450078428311826e-08,3.3234448526542337e-09
1967,4.240088458118407e-08,1.4791006197611978e-09
1968,3.5931325470528463e-08,2.245707841908029e-09
1969,1.094563657488834e-07,5.450109252791435e-09
1970,1.1818723066880921e-07,4.5987250119061684e-10
1971,2.8775026805760717e-08,1.0276794970565106e-09
1972,4.360624927812751e-08,1.0260293725750103e-09
1973,3.0322620858669325e-08,2.205281512956958e-09
1974,5.0630145409513716e-08,5.625571564138454e-09
1975,5.3687912782152125e-08,5.711480177694739e-10
1976,2.971033907783749e-08,5.142174241967723e-09
1977,3.584836960612847e-08,0.0
1978,2.3762364520507617e-08,1.7821774056514528e-09
1979,2.925986741786346e-08,1.7555920051037788e-09
1980,2.5583178242527538e-08,2.2740602734216964e-09
1981,4.933928465788995e-08,1.8976649140967083e-09
1982,3.041676066573018e-08,6.207502289967692e-10
1983,1.6419821946556112e-08,0.0
1984,3.189454744756404e-08,5.799008495621649e-10
1985,3.66949031160857e-08,2.4062232206745193e-09
1986,3.7165808208783346e-08,4.196139880008332e-09
1987,2.749867533680117e-08,6.110816852533674e-10
1988,2.5785181989590455e-08,1.1993107618124554e-09
1989,3.2928731741321826e-08,0.0
1990,2.7788120249283565e-08,0.0
1991,2.8135033858234237e-08,4.68917216167597e-09
1992,2.644773289262048e-08,5.509944167592096e-10
1993,2.6588196533339215e-08,2.2156829704300662e-09
1994,1.9517228722065738e-08,5.274926606624319e-10
1995,2.3858783393393423e-08,3.253470381991974e-09
1996,2.081855932090093e-08,4.804283193493575e-09
1997,1.2466725429760572e-08,4.79489448146353e-10
1998,1.954932926651054e-08,1.9072516899143466e-09
1999,1.4624643718263997e-08,9.140402323914998e-10
2000,2.6949992459890382e-08,1.7672125984802278e-09
2001,1.7086726700199506e-08,8.762423564512289e-10
2002,2.7601695151702188e-08,1.3143663935011318e-09
2003,4.2502612984662846e-08,2.9168460979889232e-09
2004,1.0571499231559756e-08,1.3214374039449694e-09
2005,2.1167622321627277e-08,1.8014998381943315e-09
2006,2.0177660431386357e-08,2.4707338397433887e-09
2007,2.2768533725070483e-08,2.3966877371606188e-09
2008,2.8524846484856425e-08,2.554463751636149e-09
2009,4.100645512039591e-08,1.907277002999308e-09
2010,1.747803501928047e-08,4.2514138876015295e-09
2011,8.412738061736036e-09,1.911985902935953e-09
2012,2.2127641940983267e-08,3.744677901096338e-09
2013,2.091843853690989e-08,1.3945624655065103e-09
2014,2.03551842048455e-08,1.2992671383216248e-09
2015,2.105746688130239e-08,1.994917786518613e-09
2016,2.423467826417891e-08,2.0713400439298368e-10
2017,1.8363962794865074e-08,2.264050280587071e-09
2018,1.7037679711506826e-08,2.5814667070633845e-10
2019,1.8622211328533922e-08,1.2754939326953263e-09
