year,en_PRON envoient_VERB,en_PRON renvoient_VERB
1800,1.0690159513160324e-07,3.772997558826319e-08
1801,1.2382149350287364e-07,1.1905912700171939e-08
1802,6.265952379180817e-08,2.2378401354217203e-08
1803,1.7162984988772223e-07,0.0
1804,9.39303390623536e-08,2.2246657849223084e-08
1805,4.264316544322355e-08,0.0
1806,6.627838899930794e-08,1.4408345627714425e-08
1807,1.1103124819555887e-07,0.0
1808,6.118399653587403e-08,9.064295980465431e-09
1809,1.965356517530381e-07,2.259030518203531e-09
1810,1.2168659679900884e-07,9.360507036149102e-09
1811,6.518399686683551e-08,7.521229861140455e-09
1812,2.9339290108509886e-08,0.0
1813,6.326631307729258e-08,8.627225156487839e-09
1814,1.0069366851439554e-07,6.293354282149721e-09
1815,4.315557688983063e-08,2.1577788444915313e-08
1816,9.038654980031424e-08,2.3176038865813098e-09
1817,5.4490570278176165e-08,1.556873407970727e-09
1818,2.5034472272977837e-08,3.5763532135746345e-09
1819,5.796588098405664e-08,1.0351049795076506e-08
1820,4.9839222526770754e-08,7.119888678630559e-09
1821,8.776724769177235e-08,1.0847637454958203e-08
1822,5.3135764233047666e-08,1.5038423839541792e-08
1823,3.656594316225892e-08,2.9648061783404955e-09
1824,7.747424035642325e-08,1.9368560089105813e-08
1825,4.842993561737785e-08,1.2327619813845558e-08
1826,5.9013494535520294e-08,6.1655889282974385e-09
1827,4.147772969531616e-08,1.8434546333878643e-08
1828,7.979902250099258e-08,5.503380862137419e-09
1829,4.200856196234781e-08,1.7146351893870815e-08
1830,5.4271545479878114e-08,8.349468672008697e-09
1831,4.5214498811674275e-08,9.354723218280014e-09
1832,3.6530916958099624e-08,2.705993873419743e-09
1833,8.108539617524002e-08,6.950177322551099e-09
1834,5.3206825612051034e-08,1.8669061851994684e-09
1835,4.9916380362446944e-08,6.806779140333674e-09
1836,1.68018754465038e-08,8.064899859050456e-09
1837,3.478945487245255e-08,2.0873671680021744e-09
1838,2.840472923537618e-08,1.7674054220151447e-08
1839,4.544459031308179e-08,4.194885327990505e-09
1840,3.503328827036967e-08,1.6561189752906103e-08
1841,4.687000298986277e-08,1.0272877659645019e-08
1842,5.970355942963579e-08,1.0062397137744483e-08
1843,4.8436671562512856e-08,1.2404512972352677e-08
1844,2.9089374464774664e-08,1.1525978393933656e-08
1845,4.296775557577348e-08,1.1718478631905782e-08
1846,5.913046408068112e-08,4.0981511517657054e-09
1847,3.289866512545814e-08,2.1572894581822766e-09
1848,6.999342616609283e-08,8.045221711050488e-10
1849,2.262441967104678e-08,9.217356655710773e-09
1850,4.3449574604892405e-08,8.146795238417326e-09
1851,7.739326690625603e-08,1.7413483988093503e-08
1852,3.6459056218518526e-08,9.765818376195057e-09
1853,4.837264810930719e-08,5.3747388761848924e-09
1854,3.4810952342922974e-08,1.0910895298366086e-08
1855,5.837630823180007e-08,1.6451505047143655e-08
1856,4.193523395201737e-08,2.5885946719483854e-09
1857,3.5635014938861787e-08,7.322263684272912e-09
1858,3.670256987220455e-08,5.872411001917044e-09
1859,3.819129901216911e-08,4.073738679721828e-09
1860,3.8448344952257685e-08,4.57718396518203e-09
1861,4.291527133659656e-08,5.187560159214399e-09
1862,4.201727321628823e-08,9.035972525772706e-10
1863,4.145535115185339e-08,1.0988165932701577e-08
1864,3.7398876884253696e-08,4.315255264231155e-09
1865,2.4004906507002488e-08,2.3534221238463715e-09
1866,4.038458811805867e-08,6.3252967308358166e-09
1867,3.299911810472622e-08,5.82337378318698e-09
1868,4.0506968446152314e-08,1.679557115608077e-08
1869,3.564969119906891e-08,1.12320943657096e-08
1870,2.752343419842873e-08,9.747882501187632e-09
1871,2.442870794538976e-08,5.3105884134652115e-09
1872,1.69325495846806e-08,1.0280476914203973e-08
1873,3.7711828326791874e-08,1.4366410283628284e-08
1874,4.122480135038131e-08,5.377148060148329e-09
1875,4.405575992905142e-08,2.2886108563824337e-09
1876,3.9903696347209916e-08,8.464420275799966e-09
1877,2.8450154232473324e-08,8.040260901509555e-09
1878,1.9325083755461492e-08,1.3889904337816006e-08
1879,7.94212251520321e-09,1.9549840857280287e-08
1880,4.941741593711413e-08,5.134277003548959e-09
1881,2.370652651961791e-08,1.9523021421719022e-08
1882,3.128031167420886e-08,8.652000893505374e-09
1883,5.0554710639971745e-08,1.0110942305630033e-08
1884,3.8289840631478e-08,3.300848483434038e-09
1885,4.254119545521462e-08,1.2891271383708158e-09
1886,3.291266637006629e-08,3.872078213618124e-09
1887,4.700825684267329e-08,3.9173548849191775e-09
1888,3.1703073943845084e-08,6.974675947901687e-09
1889,3.759081934617825e-08,1.1903759755682586e-08
1890,2.7528423984790606e-08,1.9663159989136147e-09
1891,4.206985337873448e-08,7.649063604731055e-09
1892,1.3790726782758611e-08,7.522214851007902e-09
1893,3.633465794905533e-08,4.926733243593162e-09
1894,2.079507943619774e-08,1.0082462864602348e-08
1895,2.888934957923084e-08,3.611168697403855e-09
1896,1.7101383420481397e-08,1.179405795248556e-09
1897,2.0393496669157685e-08,4.078699600285063e-09
1898,2.8857609635224435e-08,2.26334195829736e-09
1899,4.477338677588705e-08,8.291367592505594e-09
1900,2.803168719367477e-08,3.114631885736685e-09
1901,3.688567673520993e-08,3.353243460679778e-09
1902,2.2096276808269977e-08,4.910283735171106e-09
1903,4.3201762167655033e-08,2.1600881083827517e-09
1904,2.1498500757388683e-08,1.0749250378694342e-09
1905,4.438252787508645e-08,1.0321517862621477e-08
1906,3.189394348623864e-08,4.629765903985117e-09
1907,3.754275823553144e-08,6.1714118260169926e-09
1908,2.553922229253658e-08,5.893666887857307e-09
1909,2.8055016088046614e-08,4.950885035270858e-09
1910,2.7255168788542505e-08,4.809735720812114e-09
1911,2.128149745317387e-08,7.448523575703803e-09
1912,2.917275843117295e-08,4.688478938419394e-09
1913,2.9166443482608884e-08,2.121195885607108e-09
1914,2.9465672568562695e-08,8.036092680185902e-09
1915,3.180805663305364e-08,1.0602685840410686e-08
1916,3.84561182897869e-08,4.394984820521586e-09
1917,2.4126133979507358e-08,1.315970976634162e-08
1918,4.020231614276781e-08,1.1486376294556067e-09
1919,2.4861190439651182e-08,4.603924352863942e-09
1920,2.1202248845497706e-08,1.514446346106979e-09
1921,2.499006690470651e-08,0.0
1922,2.951174238319254e-08,5.164555005876537e-09
1923,1.6985516992917837e-08,4.246379248229459e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,1.7597084678300234e-08,0.0
1926,2.0063049888108253e-08,7.802296586589819e-09
1927,2.3413372574054847e-08,5.574612327308159e-09
1928,1.7139061725401916e-08,0.0
1929,3.0079096546842266e-08,0.0
1930,2.941009036305786e-08,3.1510811737689437e-09
1931,1.9389105432310316e-08,3.4216069977333063e-09
1932,2.9590749406338546e-08,4.383814644626227e-09
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,1.1981580172459871e-08,1.1981580172459871e-09
1935,1.795242710045386e-08,7.180970484910176e-09
1936,1.091224355320719e-08,1.2124714565686645e-09
1937,2.0145789036973838e-08,3.777335333410292e-09
1938,1.0372171566075394e-08,0.0
1939,1.5294050470515685e-08,9.176430282309411e-09
1940,1.5214697057785997e-08,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,1.089252066321933e-08,0.0
1946,1.9489545977080525e-08,1.3921104269343232e-09
1947,1.6689218895749036e-08,8.344609447874518e-09
1948,1.522064252412747e-08,1.0871888278529696e-08
1949,1.9634017078828947e-08,9.817008317369869e-10
1950,1.701657836861159e-08,2.1270722960764488e-09
1951,2.6653504292539765e-08,4.264560704569931e-09
1952,1.8980646387944944e-08,3.1634410646574906e-09
1953,1.2928593307037772e-08,2.1547654771580937e-09
1954,1.8567819282111486e-08,0.0
1955,1.6894095011821264e-08,3.754243138587299e-09
1956,1.657016923672927e-08,3.488456634670456e-09
1957,1.767007518083119e-08,2.6505113659425206e-09
1958,1.8198935691771112e-08,4.1361216673863055e-09
1959,6.975672928177801e-09,3.100299128533379e-09
1960,1.9378333604436193e-08,3.460416619915918e-09
1961,1.250668635321972e-08,6.94815938118154e-09
1962,1.0781326054143392e-08,6.976152100435229e-09
1963,1.939815952312074e-08,3.2330267352165265e-09
1964,2.1902286206909594e-08,2.4335873316516654e-09
1965,1.2585699593614663e-08,1.6416130677043839e-09
1966,1.0524241922382771e-08,2.215629901769489e-09
1967,1.232583901611406e-08,2.9582012395223956e-09
1968,1.122853987567396e-08,4.491415683816058e-09
1969,1.9983733778872192e-08,6.358460868938209e-09
1970,1.4715920038099739e-08,5.978342709767048e-09
1971,1.5415192677892264e-08,3.083038491169532e-09
1972,1.2312352026810913e-08,7.182205497002769e-09
1973,1.598829157956061e-08,3.859242703185828e-09
1974,9.00091468025721e-09,6.1881286761433785e-09
1975,1.7134439644905797e-08,2.8557400888473694e-09
1976,1.8283285996290033e-08,9.141642998145016e-09
1977,8.815172591880582e-09,2.938390863960194e-09
1978,1.485147826940647e-08,3.5643548113029055e-09
1979,1.8726314721106974e-08,5.851973128301324e-09
1980,9.664756106531058e-09,3.411090521154847e-09
1981,9.488323904349727e-09,8.223214109648325e-09
1982,1.8001756529884005e-08,8.690503427999374e-09
1983,1.2630632539867293e-08,5.68378455412244e-09
1984,1.739702604197646e-08,4.639206796497319e-09
