year,en_PRON envoient_VERB,en_PRON renvoient_VERB
1985,9.02333674446254e-09,6.617113967877231e-09
1986,6.593933843390687e-09,2.3977941854269602e-09
1987,1.3443797186596385e-08,4.277571630240118e-09
1988,6.596209356501959e-09,5.396898483667201e-09
1989,9.878619700032232e-09,5.488121956886971e-09
1990,8.717841559757744e-09,3.2691906959314565e-09
1991,4.68917216167597e-09,5.2753188484189195e-09
1992,4.958949695321735e-09,8.264915862810085e-09
1993,9.416652346772025e-09,1.1078414630105726e-08
1994,2.0572214154412904e-08,4.747434001473039e-09
1995,1.4098372247417501e-08,5.4224509327127635e-09
1996,1.3879040139386234e-08,4.804283193493575e-09
1997,1.6302641014931396e-08,5.274384040632185e-09
1998,2.8131962537258914e-08,7.629006759657386e-09
1999,7.312321859131998e-09,6.8553016596695215e-09
2000,1.1045078629479121e-08,9.277866475088103e-09
2001,1.4019877703219663e-08,5.257454027685071e-09
2002,1.0514931148009055e-08,2.1906108038649563e-09
2003,9.58392298855415e-09,2.9168460979889232e-09
2004,1.5416770082765652e-08,1.2773894830786503e-08
2005,1.5312748402607212e-08,5.854874363109275e-09
2006,1.8118715416903797e-08,5.353256948836815e-09
2007,6.7906151812735516e-09,9.18730247434496e-09
2008,1.4049550856043425e-08,7.2376473703172906e-09
2009,1.4781396551200032e-08,5.721831008997924e-09
2010,1.842279218067233e-08,6.613310343794865e-09
2011,1.0324724186716594e-08,4.206369030868018e-09
2012,1.3957436095779485e-08,5.446804340891731e-09
2013,1.3945625099154313e-08,6.136075203500013e-09
2014,1.3425760059249114e-08,6.9294245896855955e-09
2015,1.8175917659846164e-08,3.546520632724537e-09
2016,1.3877977877996273e-08,4.142679976837371e-09
2017,1.0062445099379147e-08,2.264050280587071e-09
2018,1.3165480261534412e-08,2.581466596041082e-09
2019,1.3775333762566788e-08,3.3162841361900064e-09
