year,ton_DET éveil_NOUN,ton_DET réveil_NOUN
1800,0.0,3.458580977167003e-08
1801,0.0,5.9529565277216534e-08
1802,0.0,4.0281122437590966e-08
1803,0.0,1.5602713787643552e-08
1804,0.0,7.168367766041683e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,6.627838811112952e-08
1807,0.0,5.4092147649953404e-08
1808,0.0,4.305540457494317e-08
1809,0.0,1.581321384946932e-08
1810,0.0,4.914266327205041e-08
1811,0.0,1.278609147448151e-07
1812,0.0,4.267533171287141e-08
1813,0.0,1.4378708224072057e-08
1814,0.0,2.8320094269673746e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,3.244645441213834e-08
1817,0.0,2.0239355080775567e-08
1818,0.0,4.17241208250374e-08
1819,0.0,6.107119787657211e-08
1820,0.0,3.559944161679596e-08
1821,0.0,9.664258726616026e-08
1822,0.0,3.909990198280866e-08
1823,0.0,4.842516754255399e-08
1824,0.0,3.368445167239997e-08
1825,0.0,4.402721387464226e-08
1826,0.0,6.429828403042848e-08
1827,0.0,3.871254727894069e-08
1828,0.0,3.1185824256318995e-08
1829,0.0,3.6007340942223465e-08
1830,0.0,3.339787468803479e-08
1831,0.0,5.14509785887185e-08
1832,0.0,5.682587200794842e-08
1833,0.0,7.876867158529421e-08
1834,0.0,3.64046690570774e-08
1835,0.0,3.6302822081779595e-08
1836,0.0,5.443807538085821e-08
1837,0.0,1.6698937344017395e-08
1838,0.0,4.9234863297442644e-08
1839,0.0,3.355908262392404e-08
1840,0.0,3.7581162348754305e-08
1841,0.0,5.200644181968528e-08
1842,0.0,3.7566283861423244e-08
1843,0.0,2.8353174030826267e-08
1844,0.0,2.25031016043431e-08
1845,0.0,2.622707206967334e-08
1846,0.0,3.3956109035671034e-08
1847,0.0,3.4516631330916425e-08
1848,0.0,2.654923164646661e-08
1849,0.0,2.8490010350878947e-08
1850,0.0,4.616517301769818e-08
1851,0.0,2.9022474201667592e-08
1852,0.0,3.7761164861649377e-08
1853,0.0,3.2845626662947325e-08
1854,0.0,2.909572138776184e-08
1855,0.0,4.8823821430232783e-08
1856,0.0,1.7602443946884705e-08
1857,0.0,2.4895696171256532e-08
1858,0.0,2.936205589776364e-08
1859,0.0,3.7172863898149444e-08
1860,0.0,3.158256944857385e-08
1861,0.0,4.1500481273715195e-08
1862,0.0,3.388489847044873e-08
1863,0.0,5.244351886091181e-08
1864,0.0,2.7329949858767577e-08
1865,0.0,2.5887644694577716e-08
1866,0.0,2.8220554781910323e-08
1867,0.0,4.658699026549584e-08
1868,0.0,1.5807597009143137e-08
1869,0.0,4.785848872757015e-08
1870,0.0,4.7019199644893206e-08
1871,0.0,4.0360472297606975e-08
1872,0.0,2.237515595027162e-08
1873,0.0,3.052862140862089e-08
1874,0.0,2.5690820137924675e-08
1875,0.0,3.661777370211894e-08
1876,0.0,1.1487427897804992e-08
1877,0.0,3.958282235316801e-08
1878,0.0,3.2611080058586595e-08
1879,0.0,1.8327975581655664e-08
1880,0.0,2.8238524407697696e-08
1881,0.0,2.5101027034679646e-08
1882,0.0,2.0631693686823382e-08
1883,0.0,3.159669414998234e-08
1884,0.0,2.9047466654219534e-08
1885,0.0,2.513797880965285e-08
1886,0.0,2.258712406000285e-08
1887,0.0,2.7421483750345033e-08
1888,0.0,2.282621380800265e-08
1889,0.0,4.0723387328966965e-08
1890,0.0,4.522526708683472e-08
1891,0.0,2.1672348138324082e-08
1892,0.0,2.820830502514582e-08
1893,0.0,1.6011883374744684e-08
1894,0.0,3.465846476480294e-08
1895,0.0,1.4444674567570814e-08
1896,0.0,2.6536631059226323e-08
1897,0.0,1.6897470089816125e-08
1898,5.6583548957434e-10,1.3580051749784161e-08
1899,0.0,1.6029977345510815e-08
1900,5.191053142894475e-10,2.076421212748869e-08
1901,0.0,2.4031576728589243e-08
1902,2.455141867585553e-09,1.915010727771005e-08
1903,0.0,2.6461078661554893e-08
1904,0.0,1.7198800605910947e-08
1905,0.0,1.9610885193532823e-08
1906,0.0,1.800464666246171e-08
1907,1.028568674676933e-09,2.1599941391059474e-08
1908,9.822778146428846e-10,2.4065807124884486e-08
1909,0.0,3.300590023513905e-08
1910,0.0,3.2599320576309765e-08
1911,0.0,2.553779587799454e-08
1912,0.0,3.1777467768279166e-08
1913,0.0,2.1211958411981868e-08
1914,0.0,3.4153391226254826e-08
1915,1.1780761921542648e-09,1.7671142660269368e-08
1916,0.0,1.0987461607214755e-08
1917,0.0,1.2063066656686772e-08
1918,0.0,4.2499591401679027e-08
1919,9.207848372660976e-10,1.8415697411455767e-08
1920,0.0,1.2115570768855832e-08
1921,0.0,1.2873671018098776e-08
1922,0.0,1.9182632371439468e-08
1923,0.0,4.564857603028827e-08
1924,0.0,3.2229060309418855e-08
1925,0.0,4.179307566687385e-08
1926,0.0,3.566764306128789e-08
1927,0.0,2.7873062080630007e-08
1928,2.2852082448565625e-09,2.170947854818195e-08
1929,1.1140406375176326e-09,2.1166771446701205e-08
1930,0.0,1.6805765667982087e-08
1931,1.1405356659111021e-09,1.8248570654577634e-08
1932,0.0,1.4247397928102146e-08
1933,1.1470662197865522e-09,2.064719240024715e-08
1934,0.0,1.3179738189705859e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,9.699771652549316e-09
1937,0.0,1.76275650742852e-08
1938,0.0,2.333738657878115e-08
1939,3.058810094103137e-09,3.211750598808294e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,3.246652813260198e-08
1942,6.068423541449874e-09,2.730790615856904e-08
1943,0.0,3.1935586841669306e-08
1944,0.0,4.177142187700156e-08
1945,2.178504043826024e-09,3.267755976921194e-08
1946,1.3921104269343232e-09,2.645009722357372e-08
1947,1.1920870957027319e-09,3.9338875268413176e-08
1948,3.2615663503321457e-09,2.0656587329526133e-08
1949,0.0,3.141442705967279e-08
1950,1.0635361480382244e-09,2.2334258886758107e-08
1951,0.0,3.091806477506509e-08
1952,0.0,2.8470969581917416e-08
1953,1.0773827385790469e-09,2.8011951869189033e-08
1954,9.772536113672459e-10,2.834035517373934e-08
1955,1.8771215692936494e-09,1.407841132561316e-08
1956,8.72114158667614e-10,2.529131082340541e-08
1957,0.0,1.501956381488867e-08
1958,0.0,3.6397871383542224e-08
1959,3.100299128533379e-09,2.7127618040800883e-08
1960,6.920833350854139e-10,2.2146666722733244e-08
1961,0.0,2.709782087606527e-08
1962,0.0,3.9320131151043825e-08
1963,0.0,2.9743845497698373e-08
1964,0.0,4.197938169303583e-08
1965,0.0,2.188817305182056e-08
1966,5.539074754423723e-10,2.271020627109266e-08
1967,1.9721342336964653e-09,4.141481912967038e-08
1968,2.245707841908029e-09,3.368561773964274e-08
1969,9.083515606356229e-10,2.634219598007803e-08
