year,ton_DET éveil_NOUN,ton_DET réveil_NOUN
1970,4.5987250119061684e-10,2.9431840076199478e-08
1971,1.0276794970565106e-09,3.3913423180820246e-08
1972,0.0,2.1546616935097518e-08
1973,0.0,3.087394140344202e-08
1974,2.812785782069227e-09,2.925297254430248e-08
1975,5.711480177694739e-10,2.341706872854843e-08
1976,1.142705374768127e-09,2.456816594609279e-08
1977,1.1753563677885381e-09,2.2331770210826107e-08
1978,1.1881182704343018e-09,1.544553740462362e-08
1979,0.0,3.0430262420999554e-08
1980,0.0,2.1603573374662233e-08
1981,6.325549528618524e-10,2.783241864756647e-08
1982,0.0,3.041676122084169e-08
1983,2.5261264191556165e-09,2.273513821648976e-08
1984,3.015484395518797e-08,2.3775934387959552e-08
1985,0.0,2.285912081845254e-08
1986,0.0,2.098069995515317e-08
1987,6.110816852533674e-10,1.9554614649752722e-08
1988,1.798966087207532e-09,2.15875938236465e-08
1989,2.7440609784434855e-09,2.798942233539492e-08
1990,3.2691906959314565e-09,2.833298462512346e-08
1991,3.5168792322792797e-09,2.9307326343541718e-08
1992,2.2039776670368383e-09,2.3692759754112558e-08
1993,5.539207426075166e-10,2.7142116665324068e-08
1994,1.0549853213248639e-09,2.3737170395943252e-08
1995,5.422450821690461e-10,2.657000813810484e-08
1996,0.0,2.1352368761995422e-08
1997,1.965906726297817e-08,1.9659066485822052e-08
1998,1.43043876743576e-09,2.14565816225587e-08
1999,1.3710603763428253e-09,1.5995704316651427e-08
2000,4.4180314962005696e-10,2.2973763336153752e-08
2001,1.7524847129024579e-09,3.154472394406582e-08
2002,2.6287327870022636e-09,2.584920721915296e-08
2003,8.333845835650777e-10,2.6251615103944914e-08
2004,4.404791253964646e-10,2.4226351952316705e-08
2005,0.0,4.0083372288002295e-08
2006,0.0,3.459027508867507e-08
2007,1.1983438685803094e-09,4.4338721499892486e-08
2008,8.514879357157668e-10,4.342588350025878e-08
2009,9.53638501499654e-10,5.8171948147389685e-08
2010,4.2514138876015295e-09,8.927968697669542e-08
2011,4.206369030868018e-09,9.254012300896619e-08
2012,3.063827413996023e-09,1.2085096967595632e-07
2013,1.3945624655065103e-09,1.3722494607293356e-07
2014,4.114345752981308e-09,1.4205320475468852e-07
2015,6.64972610309178e-09,1.6225331522790043e-07
2016,2.4856081637381067e-09,1.6902134292173798e-07
2017,4.2765391228272165e-09,2.002426591207751e-07
2018,4.3884935685412074e-09,2.2562019497129882e-07
2019,5.867272001580659e-09,2.073952987124983e-07
