year,aucun_DET est_NOUN,aucun_DET reste_NOUN
1800,0.0,6.288328791015374e-08
1801,2.3811825844433088e-09,2.09544069207368e-07
1802,0.0,1.6783801015662903e-07
1803,7.801356893821776e-09,1.618781624301846e-07
1804,2.4718509461507665e-09,2.2246658204494452e-07
1805,1.421438877713399e-08,1.3077237781544682e-07
1806,0.0,1.930718269704812e-07
1807,0.0,1.3095993622869173e-07
1808,2.2660739951163578e-09,1.314322854994998e-07
1809,4.518061036407062e-09,1.2650571079575457e-07
1810,0.0,2.691145777333759e-07
1811,0.0,1.9304491516436428e-07
1812,0.0,1.7603574065105931e-07
1813,0.0,2.3005932803243923e-07
1814,0.0,1.5733385794192145e-07
1815,1.0788894222457657e-08,1.2137506644194218e-07
1816,2.3176038865813098e-09,2.50301225079852e-07
1817,3.113746815941454e-09,1.899385608794546e-07
1818,2.384235475716423e-09,1.3828565670337412e-07
1819,3.1053151161586356e-09,1.0868602551283857e-07
1820,1.1866481131050932e-09,2.0291682201190042e-07
1821,9.86148829262845e-10,1.9525747063653398e-07
1822,2.0051231786055723e-09,1.7244059336007922e-07
1823,1.9765373782121287e-09,1.4132242009967655e-07
1824,6.736890156844311e-09,1.2042190622452154e-07
1825,2.641632912414593e-09,1.1799293986314296e-07
1826,2.642395191543301e-09,1.8232527665418274e-07
1827,0.0,1.3641564738930967e-07
1828,9.172301251858528e-10,1.3666728193584277e-07
1829,0.0,2.1690135687535417e-07
1830,0.0,1.690767392759085e-07
1831,0.0,8.886987501455224e-08
1832,0.0,1.3935868126147e-07
1833,0.0,1.4247863688865436e-07
1834,9.334530925997342e-10,1.2881652367013885e-07
1835,0.0,1.4218605315363675e-07
1836,1.344150035720304e-08,1.8146025881904393e-07
1837,2.7831563720326358e-09,9.462731476173047e-08
1838,0.0,1.805278251332254e-07
1839,1.3982950353153e-09,9.29866175169991e-08
1840,1.0828470564661075e-08,1.1783924369623833e-07
1841,3.852329122366882e-09,8.603535039952703e-08
1842,1.341653010911159e-09,9.32448860346824e-08
1843,1.1813822142769936e-09,1.34086884706619e-07
1844,5.488561272137815e-10,7.02535873919885e-08
1845,2.2320911785556063e-09,1.0714037818049249e-07
1846,1.7563504428608212e-08,1.0947917816750419e-07
1847,1.0786447290911383e-09,1.0085328483455669e-07
1848,0.0,7.803864776612102e-08
1849,0.0,6.116972883773997e-08
1850,1.2899092460827433e-08,6.313766665044795e-08
1851,3.8696632564949596e-09,1.1351012418892026e-07
1852,6.510545436100301e-10,1.354193415181726e-07
1853,4.180352064508952e-09,1.1048073744746034e-07
1854,1.0391328686409906e-08,1.200198509465622e-07
1855,4.776243400783642e-09,7.960405312701369e-08
1856,0.0,1.1027412827324667e-07
1857,4.881509085841174e-10,1.1373916475321266e-07
1858,9.787352039936081e-10,9.249047794313014e-08
1859,1.782260738991681e-08,7.94379024782188e-08
1860,1.8308735638683515e-09,8.05584381424751e-08
1861,4.2443675241088386e-09,7.922818873185022e-08
1862,9.035972858839614e-09,1.0029929609078891e-07
1863,1.9978483312144135e-09,9.589671945420264e-08
1864,7.1920918109924514e-09,1.3329343595547272e-07
1865,7.530950973944073e-09,8.943003937389449e-08
1866,4.865612801552288e-09,1.1190909410263572e-07
1867,1.94112459439566e-09,1.0433544339605305e-07
1868,4.939874287401835e-09,7.7062035863662e-08
1869,1.953407657850903e-09,8.448488020285083e-08
1870,4.587239033071455e-09,8.887775315713498e-08
1871,4.248470908407853e-09,6.797553453452565e-08
1872,0.0,8.224381531363179e-08
1873,1.1972008939764578e-09,1.1972008939764578e-07
1874,2.3898436563030145e-09,9.08140611599606e-08
1875,2.2886108563824337e-09,7.209123964457831e-08
1876,1.209202959984168e-09,9.189942451470756e-08
1877,1.4225077116236662e-08,8.411349872172735e-08
1878,1.0870359723469392e-08,1.1595050608548263e-07
1879,6.10932526790009e-10,1.0569132846693918e-07
1880,2.5671385017744797e-09,1.007601850844253e-07
1881,6.972507571312292e-10,1.157436235743603e-07
1882,7.320923423037584e-09,6.588831036324905e-08
1883,7.58320695126713e-09,9.542201695467156e-08
1884,9.242375753615306e-09,8.318138089435934e-08
1885,6.445635580831777e-09,8.637152060231301e-08
1886,1.936039106809062e-09,4.323820634866138e-08
1887,3.9173548849191775e-09,9.466940853464223e-08
1888,5.706553452000662e-09,7.038082427968106e-08
1889,1.8795409673089125e-09,6.89165040590467e-08
1890,6.554386478008212e-10,6.554386244861377e-08
1891,2.5496880162734215e-09,1.0581205134307936e-07
1892,6.268512375839919e-10,6.205827141059217e-08
1893,2.463366621796581e-09,6.28158503546139e-08
1894,3.780923574225881e-09,5.419323656496999e-08
1895,1.2037228991346183e-09,5.1760084662788586e-08
1896,3.5382172747233653e-09,6.486732218036195e-08
1897,0.0,6.118049145076299e-08
1898,0.0,7.129526879978698e-08
1899,1.1055156790007459e-09,5.582854178953767e-08
1900,1.038210628578895e-09,5.242963729834571e-08
1901,2.235495566438317e-09,7.488909803399224e-08
1902,2.455141867585553e-09,6.727089002511732e-08
1903,2.7001101354784396e-09,7.668312473896322e-08
1904,0.0,7.201997931360893e-08
1905,5.160759042333041e-10,6.708986699521802e-08
1906,0.0,9.979718162966833e-08
1907,1.5428529565042481e-09,8.074264234991801e-08
1908,3.437972351250096e-09,7.465311480103765e-08
1909,4.400786846048277e-09,8.03143578309573e-08
1910,0.0,7.3749277351709e-08
1911,3.7242617878519013e-09,1.1225989116070423e-07
1912,3.125652625612929e-09,5.83455168623459e-08
1913,5.30298971401777e-10,7.901454512904138e-08
1914,0.0,7.09854823810474e-08
1915,0.0,9.895840058504746e-08
1916,0.0,4.2851102222130066e-08
1917,0.0,5.2638836955942736e-08
1918,3.44591288836682e-09,4.2499593178035866e-08
1919,0.0,4.7880812870104705e-08
1920,0.0,7.950843539106245e-08
1921,2.2718242842501013e-09,7.345564778660219e-08
1922,2.2133805899215986e-09,4.35298210810231e-08
1923,7.431163684401554e-09,7.749641861565237e-08
1924,0.0,7.219309905437399e-08
1925,0.0,4.9491800435674804e-08
1926,0.0,1.2037829577593584e-07
1927,0.0,5.574612504943843e-08
1928,4.570416489713125e-09,9.255093136317782e-08
1929,1.1140406375176326e-09,5.458798923996255e-08
1930,0.0,6.407198238633782e-08
1931,0.0,7.869696094786605e-08
1932,0.0,1.1507513708597372e-07
1933,0.0,5.7353309435015376e-08
1934,0.0,8.027658893183798e-08
1935,2.393656828303392e-09,6.343190683821831e-08
1936,0.0,9.821018842615103e-08
1937,0.0,8.436049458993011e-08
1938,0.0,6.223303006258618e-08
1939,3.058810094103137e-09,1.2541121563458546e-07
1940,7.607348528892999e-09,9.889553087560898e-08
1941,5.9030051957620344e-09,8.559357711490634e-08
1942,0.0,1.1530005039617208e-07
1943,2.9032352077962287e-09,8.709705756615449e-08
1944,0.0,1.0924832949399388e-07
1945,0.0,8.278315677401338e-08
1946,1.3921104269343232e-09,6.682130226920435e-08
1947,0.0,7.867774876046951e-08
1948,4.348755133776194e-09,6.523132833891054e-08
1949,9.817008317369869e-10,6.577395650353424e-08
1950,0.0,1.010359333974975e-07
1951,4.264560704569931e-09,1.012833141800229e-07
1952,2.1089607837865287e-09,1.2864660625666602e-07
1953,5.386913581872932e-09,9.911921239336152e-08
1954,0.0,4.69081733456278e-08
1955,0.0,1.013645665182139e-07
1956,1.744228317335228e-09,7.151336411936882e-08
1957,0.0,8.393285977348341e-08
1958,0.0,9.595802730189007e-08
1959,0.0,4.960478605653407e-08
1960,6.920833350854139e-10,5.3982499803595374e-08
1961,6.948159270159238e-10,7.712456451258731e-08
1962,0.0,6.088278059479535e-08
1963,0.0,7.112658373387148e-08
1964,6.083968329129164e-10,4.684655485753808e-08
1965,1.6416130677043839e-09,7.223097231445763e-08
1966,6.6468897053084675e-09,6.591499035479842e-08
1967,6.409436092980059e-09,6.310829503419768e-08
1968,8.982831700699023e-10,6.737123836586534e-08
1969,1.3625273131978588e-09,8.175164101231758e-08
1970,4.5987250119061684e-10,5.288533921898875e-08
1971,3.5968783507200897e-09,8.786659932980001e-08
1972,5.130146862875051e-10,7.284808578589264e-08
1973,1.102640756478479e-09,7.222296893871771e-08
1974,1.1251143350321513e-09,6.638174543383002e-08
1975,0.0,5.026102423144607e-08
1976,0.0,7.713261407360505e-08
1977,5.876781838942691e-10,7.757351871973128e-08
1978,5.940591352171509e-10,6.831680332552992e-08
1979,5.851973350345929e-10,7.139407642853257e-08
1980,0.0,8.072913715295726e-08
1981,1.2651099057237047e-09,7.021359849090913e-08
1982,6.2075020679230875e-09,6.828252541168922e-08
1983,3.157658134966823e-09,6.504775651450245e-08
1984,0.0,6.030968879855436e-08
1985,1.2031116103372597e-09,7.038202820552897e-08
1986,1.1988970927134801e-09,7.433161819392353e-08
1987,0.0,7.332980356267171e-08
1988,2.398621523624911e-09,6.236416094651531e-08
1989,2.1952488715726304e-09,7.957777281575318e-08
1990,1.6345953479657283e-09,6.70184068241042e-08
1991,2.344586080837985e-09,6.213153280754113e-08
1992,5.509944167592096e-10,5.7854412816027434e-08
1993,4.985286850001103e-09,5.816167902850111e-08
1994,5.274926606624319e-10,6.066165436635629e-08
1995,1.0844901643380922e-09,6.669614460719231e-08
1996,1.067618438099771e-09,5.2847111131626434e-08
1997,4.315404922294874e-09,4.267455966378009e-08
1998,4.768129224785866e-10,6.246249384389557e-08
1999,4.570201161957499e-10,6.76389779741271e-08
2000,2.2090156370779823e-09,6.185244139089718e-08
2001,8.762423564512289e-10,5.5203269955228507e-08
2002,8.76244299341522e-10,5.345090237085515e-08
2003,4.1669229178253886e-10,6.542068931025824e-08
2004,1.7619165015858584e-09,5.5059891757025525e-08
2005,2.702249757291497e-09,4.954124399603188e-08
2006,2.8825228870488218e-09,5.188541196687879e-08
2007,0.0,5.312657691547429e-08
2008,1.2772318758180745e-09,5.6623946420586435e-08
2009,0.0,3.86223599768698e-08
2010,3.7790344187271785e-09,4.29865163464882e-08
2011,3.82397197240536e-10,2.982698155129526e-08
2012,2.0425516833455504e-09,3.404252857386325e-08
2013,2.789125042035323e-10,2.3707563356900607e-08
2014,8.661780737106994e-10,3.00996885194138e-08
2015,4.433150790905671e-10,3.5465204772933134e-08
2016,1.0356699942093428e-09,3.831979200619173e-08
2017,4.2765391228272165e-09,6.188403922635644e-08
2018,7.744400121190154e-10,3.433350759252107e-08
2019,2.806086474294034e-09,3.3673038579706827e-08
