year,bien_ADV à_ADP,bien_ADV ras_ADJ,bien_ADV a_ADP
1800,1.1947824781088912e-05,9.432493897065797e-09,1.2576657937302116e-08
1801,1.3167939680869267e-05,2.3811825844433088e-09,1.1905912700171939e-08
1802,1.3541170886810505e-05,2.2378401354217203e-09,2.6854081625060644e-08
1803,1.183855950515067e-05,0.0,1.755305234496518e-08
1804,1.2468016368671897e-05,1.730295728918918e-08,2.7190360185613827e-08
1805,1.306870884132394e-05,5.685755422035754e-09,1.421438877713399e-08
1806,1.3742680234685167e-05,8.645007376628655e-09,3.1698359492793315e-08
1807,1.0257579436512287e-05,2.8469551160981155e-09,1.9928686256776018e-08
1808,1.096099994946087e-05,0.0,3.172503681980743e-08
1809,1.1098617008542533e-05,2.259030518203531e-09,2.710836710662079e-08
1810,1.2039951785780545e-05,0.0,2.3401266702194334e-08
1811,1.1527538954503314e-05,2.5070767684098882e-09,2.5070768572277302e-08
1812,1.266923915821394e-05,2.6672082320544632e-09,2.1337665856435706e-08
1813,1.2017724358770465e-05,0.0,2.0130191291656274e-08
1814,1.1365797632834074e-05,0.0,1.5733385705374303e-08
1815,1.076731633897765e-05,0.0,2.966945977789237e-08
1816,1.1778062946277146e-05,0.0,1.622322720606917e-08
1817,1.216385172142509e-05,0.0,2.335310189671702e-08
1818,1.3329068849543546e-05,1.1921177378582115e-09,1.7881766511962383e-08
1819,1.1919233838142418e-05,4.140420006848444e-09,2.173720581311045e-08
1820,1.4938713199796894e-05,3.5599443393152796e-09,2.254631414899677e-08
1821,1.4601906094924288e-05,9.86148829262845e-10,3.35290586406245e-08
1822,1.4992306432759506e-05,6.015369535816717e-09,3.0076847679083585e-08
1823,1.5880488659192338e-05,2.2730180404550993e-08,2.8659792761231984e-08
1824,1.543168869488909e-05,3.3684450784221553e-09,2.6947561515555662e-08
1825,1.540248045905912e-05,3.522177216552791e-09,2.113306396545056e-08
1826,1.357750787711609e-05,1.0569580766173203e-08,8.80798456392995e-09
1827,1.293920758893563e-05,6.452091305675367e-09,1.935627425009301e-08
1828,1.3641046298973336e-05,0.0,1.7427371545863934e-08
1829,1.3727369257310329e-05,1.5431716349212365e-08,1.8860986994440054e-08
1830,1.4054243179906223e-05,1.2524203008013046e-08,1.8786305178153384e-08
1831,1.3544080980310014e-05,0.0,2.8064170987107673e-08
1832,1.4616425598745764e-05,1.3529969367098715e-09,3.111892965534935e-08
1833,1.4331265054678965e-05,4.6334514003376626e-09,1.5058717495186613e-08
1834,1.3782434944431543e-05,0.0,2.240287422239362e-08
1835,1.5565591105826115e-05,0.0,1.739510224751939e-08
1836,1.6104933560967538e-05,2.688300027031687e-09,1.612980005116782e-08
1837,1.6659278568198488e-05,0.0,3.6181031504156635e-08
1838,1.617428296185608e-05,3.1560809521380406e-09,2.4617431204632112e-08
1839,1.559658351268922e-05,3.4957374772659477e-09,3.076249033284739e-08
1840,1.4556649583497006e-05,2.5478754661634184e-09,1.528725324106972e-08
1841,1.5241098004992182e-05,1.2841097074556274e-09,1.219904177673925e-08
1842,1.4714579442909326e-05,8.049918065466954e-09,2.750388583550034e-08
1843,1.3880059995585725e-05,1.7720733769266417e-09,2.0674189582514657e-08
1844,1.3810318035822888e-05,3.841992946007622e-09,1.4270258974491412e-08
1845,1.396228868522087e-05,2.7901139176833567e-09,1.2834524221183585e-08
1846,1.3859360911361307e-05,2.9272506640865004e-09,1.9905304071698993e-08
1847,1.2365583339501995e-05,5.393223645455691e-10,1.0247124926365814e-08
1848,1.3716298127519622e-05,6.43617736884039e-09,2.735375392859396e-08
1849,1.3052614640685078e-05,4.1897072478036534e-09,2.262441967104678e-08
1850,1.4138762963966656e-05,2.7155984128057753e-09,1.0862393651223101e-08
1851,1.2996908967721765e-05,1.9348316282474798e-09,1.612359690206233e-08
1852,1.3994417759732869e-05,1.1067927019325907e-08,2.2135854038651814e-08
1853,1.4707674015568273e-05,5.3747388761848924e-09,2.269334142823709e-08
1854,1.5137048485769355e-05,2.5978321716024766e-09,9.871762074453727e-09
1855,1.4128128157153697e-05,1.0613874223963649e-09,1.6982198758341838e-08
1856,1.4606404430850262e-05,2.5885946719483854e-09,1.9673318418789165e-08
1857,1.538993458893856e-05,5.369659827891837e-09,3.8075771424672666e-08
1858,1.5956320186916173e-05,5.3830437884982985e-09,2.1042807274440634e-08
1859,1.573532436793812e-05,0.0,1.985947650773312e-08
1860,1.4878594146949808e-05,3.204028820036342e-09,1.0069804767809387e-08
1861,1.6082850301302187e-05,3.772770984511453e-09,1.55626805886655e-08
1862,1.62159554335517e-05,4.517986429419807e-09,1.8071945939723832e-08
1863,1.540790633924871e-05,1.9978483312144135e-09,2.1976332309492363e-08
1864,1.6462218841439835e-05,9.589455896019672e-10,1.8219966202437377e-08
1865,1.6471602059198176e-05,3.765475486972036e-09,1.6473955088969205e-08
1866,1.6188380172366124e-05,3.8924903300596725e-09,1.7516205930157014e-08
1867,1.6199655206605712e-05,3.88224918879132e-09,1.6984840200962026e-08
1868,1.6368766974750315e-05,6.915823469455518e-09,2.272342025655405e-08
1869,1.6998065220263925e-05,3.906815315701806e-09,1.7580668809635824e-08
1870,1.678298679053114e-05,5.734048791339319e-10,1.8922361455508963e-08
1871,1.647663269466193e-05,0.0,4.5671061599250606e-08
1872,1.6116763163154246e-05,6.652073114565837e-09,3.1446165227322354e-08
1873,1.666862851834594e-05,4.788803575905831e-09,3.352162369907319e-08
1874,1.7239136383295772e-05,4.779687312606029e-09,1.3741600746186577e-08
1875,1.6869922191631304e-05,1.716458086775674e-09,2.9179788085809122e-08
1876,1.7110825879740332e-05,1.813804439976252e-09,2.0556449653597042e-08
1877,1.6483771446473838e-05,6.184816214727107e-09,2.9068635498674666e-08
1878,1.5534348449364188e-05,1.2078177347163432e-09,3.2611078726318965e-08
1879,1.7260066606183955e-05,4.27652757650776e-09,1.588424503040642e-08
1880,1.6187092647612644e-05,3.8507077526617195e-09,4.2999568572454905e-08
1881,1.6879046491169447e-05,6.972507571312292e-10,1.5339516323820135e-08
1882,1.7338609467287824e-05,1.3310770263785798e-09,1.7304001564966143e-08
1883,1.6930772218870516e-05,1.2638677882037541e-09,2.4013488364449387e-08
1884,1.71281033658488e-05,1.3203393933736152e-09,2.1125430293977843e-08
1885,1.6276518934432715e-05,3.2228177904158883e-09,2.1270597838629612e-08
1886,1.647053072417748e-05,6.453463874400711e-10,2.0005738787798322e-08
1887,1.7063997745481174e-05,3.9173548849191775e-09,1.697520485288706e-08
1888,1.6560416625566177e-05,4.4384300679212174e-09,1.7119659467823567e-08
1889,1.7269850104639772e-05,2.5060546970934183e-09,1.7542383268231987e-08
1890,1.7241969317183248e-05,9.831579994568074e-09,1.9663160266691904e-08
1891,1.6991758499784737e-05,3.824531802365527e-09,1.7847816335958555e-08
1892,1.6942535793873503e-05,4.387958441043338e-09,2.193979398157353e-08
1893,1.688884221096032e-05,1.847525021858587e-09,1.1700991342511458e-08
1894,1.6835821824656705e-05,2.520615716150587e-09,1.5753848447985774e-08
1895,1.7286062998778107e-05,1.8055843487019274e-09,3.250051938685772e-08
1896,1.7487050087083844e-05,1.179405795248556e-09,3.184395658273331e-08
1897,1.753899007894688e-05,1.1653427112179315e-09,1.5732126934508983e-08
1898,1.783117394893452e-05,2.8291773368493978e-09,1.9804241913057297e-08
1899,1.7066950547928172e-05,9.39688327150634e-09,1.7688250864011934e-08
1900,1.698460664556478e-05,2.595526460424935e-09,2.4397949438537125e-08
1901,1.7015474966797228e-05,3.912117296778206e-09,2.1796081606240136e-08
1902,1.7139346411454426e-05,4.419255628107521e-09,2.7497588928060424e-08
1903,1.6978292933345074e-05,2.1600881083827517e-09,1.9980814780495848e-08
1904,1.7001552691908728e-05,5.374625189347171e-10,2.203596238814498e-08
1905,1.7396919332668404e-05,1.0321518084666081e-09,2.373949126166508e-08
1906,1.6736604919742604e-05,1.2346042410626978e-08,2.674975946304059e-08
1907,1.663966978071585e-05,1.5428529565042481e-09,1.4399961556499363e-08
1908,1.7233572279451437e-05,4.911389073214423e-10,2.5048084717482766e-08
1909,1.702334301967312e-05,4.400786846048277e-09,2.6954819265512242e-08
1910,1.7087922529412936e-05,2.67207544979442e-09,2.1911018222020573e-08
1911,1.699327567905584e-05,3.7242617878519013e-09,3.192224318215864e-08
1912,1.7012928026360896e-05,5.209421227725386e-10,3.0214643398362995e-08
1913,1.716312581834245e-05,3.181793939432964e-09,1.9090762581885912e-08
1914,1.6636721213103556e-05,6.696743715117748e-10,1.1384464038144415e-08
1915,1.5675482160304455e-05,0.0,2.5917676671483036e-08
1916,1.5991152594097002e-05,1.0987461607214755e-08,1.4283700888739759e-08
1917,1.619850641532139e-05,8.773139548168274e-09,2.7416061421092763e-08
1918,1.5864982742641587e-05,1.1486376294556067e-09,1.4932289182922887e-08
1919,1.5320938842933174e-05,1.8415696745321952e-09,1.9336481860143806e-08
1920,1.6499136251013624e-05,6.815008557481406e-09,1.4387239843927091e-08
1921,1.656917059733587e-05,7.572747429129834e-10,2.1960966989365005e-08
1922,1.6973678427234518e-05,3.6889677978990676e-09,3.541409182572508e-08
1923,1.6793368175171963e-05,0.0,3.1847844805810155e-08
1924,1.719613837281031e-05,1.289162443462999e-09,4.2542360634278964e-08
1925,1.765097552208772e-05,2.1996355847875293e-09,2.639562701745035e-08
1926,1.725422241349861e-05,3.343841648018042e-09,3.0094573277850145e-08
1927,1.7682670772956044e-05,4.4596899506643695e-09,3.010290661187298e-08
1928,1.7052224393410143e-05,4.570416489713125e-09,2.7422499715434867e-08
1929,1.752163109358662e-05,5.570202965543558e-09,3.3421218459395163e-08
1930,1.7235363316103758e-05,7.352522590764465e-09,3.046045016219523e-08
1931,1.679895069628401e-05,2.2810713318222042e-09,3.877821441733431e-08
1932,1.677795383159264e-05,3.287861094491973e-09,2.6302887090601246e-08
1933,1.723581621604353e-05,1.1470662197865522e-09,2.982372193649496e-08
1934,1.7160019552875383e-05,2.3963160344919743e-09,2.2765002327673756e-08
1935,1.7368374585657875e-05,3.590485242455088e-09,1.795242710045386e-08
1936,1.7149196196442063e-05,3.6374143697059935e-09,2.7886843945168494e-08
1937,1.663916319216696e-05,1.2591118370153254e-08,1.8886676889096066e-08
1938,1.6283013309248417e-05,2.5930428915188486e-09,3.889564348380503e-08
1939,1.635545687861395e-05,4.588215141154706e-09,2.2941075705773528e-08
1940,1.601854101807021e-05,0.0,1.7750480196809804e-08
1941,1.6150621462429626e-05,8.854508237732261e-09,2.3612020783048138e-08
1942,1.7565052829127126e-05,0.0,2.730790527039062e-08
1943,1.7596508257611276e-05,1.4516175816936538e-08,2.0322646676618206e-08
1944,1.7470092885218946e-05,0.0,2.8918675454292497e-08
1945,1.6580594106585522e-05,2.178504043826024e-09,1.742803235060819e-08
1946,1.6936415050849973e-05,0.0,3.897909017780421e-08
1947,1.783958333589908e-05,1.6689218895749036e-08,2.7418002979118228e-08
1948,1.675140532597652e-05,7.610321262063735e-09,2.609253058061256e-08
1949,1.550694631191618e-05,2.945102384188658e-09,3.534122994253153e-08
1950,1.6275294498768744e-05,0.0,3.7223763849070224e-08
1951,1.687593240262686e-05,3.1984206394497505e-09,2.7719644912771457e-08
1952,1.5971159285754766e-05,5.272402070488624e-09,3.1634411978842536e-08
1953,1.6071318725607853e-05,1.0773827385790469e-09,3.555362992901934e-08
1954,1.6570312581620783e-05,3.9090144454689835e-09,2.6385847284871033e-08
1955,1.625587211151469e-05,0.0,2.9095384324051565e-08
1956,1.622568393599977e-05,0.0,2.9651881838788086e-08
1957,1.6061214296314574e-05,2.6505113659425206e-09,7.244731109468106e-08
1958,1.589097963972108e-05,4.1361216673863055e-09,3.0607300027796214e-08
1959,1.5844853862745367e-05,3.8753737996444215e-09,2.325224279786653e-08
1960,1.5897153701871503e-05,6.920833350854139e-10,3.322000041716677e-08
1961,1.5929350666965547e-05,6.25334317660986e-09,2.4318557112490424e-08
1962,1.6501137025670687e-05,2.5367825617905737e-09,2.1562651775219877e-08
1963,1.641536871943572e-05,2.5864212993553792e-09,3.491668587596308e-08
1964,1.6152936595403844e-05,3.041984220075733e-09,3.3461825144076585e-08
1965,1.629355605814453e-05,2.188817349590977e-09,3.228505696117878e-08
1966,1.6005155856646525e-05,3.8773522170743036e-09,3.2680540162921545e-08
1967,1.661276573372561e-05,9.860671168482327e-10,3.4512350532978076e-08
1968,1.6641593376220953e-05,3.5931326802796093e-09,3.907531842539669e-08
1969,1.4869714689780267e-05,3.6334062425424918e-09,2.4525492525739878e-08
1970,1.531835329160458e-05,0.0,2.989171266065682e-08
1971,1.5665431533307128e-05,2.0553589941130213e-09,2.8261186280076345e-08
1972,1.5524337769079466e-05,3.0780880067027283e-09,2.9241837729010456e-08
1973,1.5548888939065364e-05,3.859242703185828e-09,2.3155455330936547e-08
1974,1.4013861928674487e-05,5.625571675160757e-10,3.037808671280118e-08
1975,1.4476888637204866e-05,2.2845920710778955e-09,2.6843956835165272e-08
1976,1.4716331577346864e-05,1.7140580066410394e-09,2.9710338855792884e-08
1977,1.4936428300416082e-05,5.876781838942691e-10,3.584836871795005e-08
1978,1.5623755416527274e-05,3.5643548113029055e-09,3.1485134499575906e-08
1979,1.555981276624152e-05,5.851973128301324e-09,3.5697038214266286e-08
1980,1.559891637725741e-05,1.1370301367108482e-09,3.354238953257038e-08
1981,1.5512144898366387e-05,6.325549528618524e-10,4.42788459786847e-08
1982,1.5538619265953457e-05,6.207502289967692e-10,3.289976202580647e-08
1983,1.5431474906790754e-05,3.157658134966823e-09,2.6524326512955554e-08
1984,1.5029869885552216e-05,3.479405208395292e-09,2.145633226646737e-08
1985,1.53414776207228e-05,4.210890747202711e-09,5.4741576938077685e-08
1986,1.6083204229744297e-05,1.7983456945813714e-09,2.3378493418935165e-08
1987,1.565285708693409e-05,1.2221633705067347e-09,2.261002274295265e-08
1988,1.5424935071450818e-05,1.798966087207532e-09,3.358070177483796e-08
1989,1.539582869725109e-05,3.2928733073589456e-09,2.1403676830900054e-08
1990,1.541477820410364e-05,2.724325431913144e-09,2.3429198581226274e-08
1991,1.5651285224294043e-05,1.1722930404189924e-09,1.3481369909307261e-08
1992,1.569066830597876e-05,3.856960972825618e-09,1.8182815697542765e-08
1993,1.5784524805440014e-05,3.323524566667402e-09,1.772546370792938e-08
1994,1.551566947455285e-05,2.1099706426497278e-09,1.7407257524304498e-08
1995,1.5980505338575313e-05,6.506940763983948e-09,2.0605313344468357e-08
1996,1.5679044395255914e-05,2.135236876199542e-09,2.2419987644184403e-08
1997,1.5838974150028662e-05,5.274384040632185e-09,1.9179578258921026e-08
1998,1.5530274367847596e-05,5.72175506974304e-09,1.668845261981744e-08
1999,1.5710979710092943e-05,1.8280804647829996e-09,1.5081663667926293e-08
2000,1.6002552683858084e-05,2.2090156370779823e-09,9.71966962470816e-09
2001,1.576403741410104e-05,4.8193329327261836e-09,1.9715452825863622e-08
2002,1.575487164018341e-05,3.504977197366088e-09,1.5772397388147397e-08
2003,1.579972155241194e-05,1.2500769308587678e-09,1.2917461100769856e-08
2004,1.5742284062980616e-05,3.0833537945085254e-09,1.1892936441215696e-08
2005,1.573249844000202e-05,1.8014998381943315e-09,9.007498746882447e-09
2006,1.6616921840295618e-05,8.235779835885637e-10,1.0706514064207084e-08
2007,1.6280300428661576e-05,3.1955835755326234e-09,1.3181782609894555e-08
2008,1.6243834636497922e-05,3.8316958494988285e-09,1.6604015051768783e-08
2009,1.5864729704162528e-05,2.384096253749135e-09,1.3827758715834193e-08
2010,1.662066600260914e-05,3.3066551718974324e-09,1.03923450400778e-08
2011,1.6925281840940443e-05,5.7359579308524644e-09,1.070712138395713e-08
2012,1.7391646593978294e-05,5.1063788752969685e-09,9.531907818605134e-09
2013,1.7106540752820365e-05,3.3469500504423877e-09,1.0598674937689623e-08
2014,1.7620876462842716e-05,4.114345752981308e-09,1.0610681555611734e-08
2015,1.7543750118420576e-05,5.098123256885856e-09,5.98475341506699e-09
2016,1.8042821210428883e-05,2.278474076078396e-09,9.32103016992869e-09
2017,1.661863080926196e-05,1.7609279590047322e-09,8.049956035094397e-09
2018,1.7566365329457767e-05,4.3884935685412074e-09,6.453666767658461e-09
2019,1.747962249964985e-05,3.826481798085979e-09,7.908062371608793e-09
