year,en_ADP oies_NOUN,en_ADP roi_NOUN
1800,9.432493897065797e-09,4.4332718696082907e-07
1801,0.0,9.69141332518575e-07
1802,6.713520406265161e-09,6.579249998139858e-07
1803,1.950339267864365e-08,6.611649912002804e-07
1804,1.9774807569206132e-08,6.377375312283107e-07
1805,2.842877711017877e-09,8.869778573838971e-07
1806,0.0,5.302271226526045e-07
1807,1.9928686256776018e-08,5.352275564973752e-07
1808,2.039466551195801e-08,7.72731251430514e-07
1809,2.4849335034105025e-08,5.015047612744183e-07
1810,2.106114038724627e-08,9.337105737472484e-07
1811,2.5070768572277302e-08,6.819249058764854e-07
1812,5.3344164641089264e-09,6.187922965139592e-07
1813,1.1502966579257645e-08,4.6299441436303823e-07
1814,0.0,1.0667235414985043e-06
1815,2.697223555614414e-09,7.552225715912186e-07
1816,4.6352077731626196e-09,5.469545065750481e-07
1817,0.0,9.73045905183767e-07
1818,2.384235475716423e-09,7.808371353945631e-07
1819,1.035105001712111e-09,8.311893116008662e-07
1820,1.3053129244156025e-08,7.879343542072093e-07
1821,1.1833785507064931e-08,8.04697434908519e-07
1822,3.0076847679083585e-09,8.622029383786867e-07
1823,2.668325471688604e-08,7.925914964346248e-07
1824,0.0,7.663212686637166e-07
1825,3.522177216552791e-09,7.643124444456362e-07
1826,0.0,9.406927361510498e-07
1827,1.8434546111834038e-09,6.737826696578963e-07
1828,4.586150570418113e-09,7.805628570167755e-07
1829,5.143905745796928e-09,8.641761199967846e-07
1830,8.349468672008697e-09,9.393152113901237e-07
1831,3.1182412207897414e-09,5.58165166530955e-07
1832,0.0,7.5497228690935e-07
1833,2.548398292390175e-08,6.83434107529024e-07
1834,2.42697808516823e-08,6.328812158784558e-07
1835,5.294161553592858e-09,5.437860011170415e-07
1836,6.720750067579218e-10,6.660263585089865e-07
1837,0.0,5.712428228221711e-07
1838,1.8936485712828244e-09,6.419468459029076e-07
1839,1.2584655095793096e-08,4.6353480209759823e-07
1840,1.4650283985950807e-08,6.630846058897077e-07
1841,5.778493683550323e-09,4.783308735767378e-07
1842,1.341653010911159e-08,5.6416507554502e-07
1843,4.7255288571079745e-09,6.261325946610441e-07
1844,9.330554162634286e-09,7.036335478716182e-07
1845,3.9061593959388574e-09,5.100328408502719e-07
1846,9.367202347121406e-09,4.5255296221569097e-07
1847,9.168480197274675e-09,6.396363252392234e-07
1848,1.287235473768078e-08,4.328329268332709e-07
1849,1.1731180693530519e-08,4.633816326204965e-07
1850,6.1100964288129944e-09,4.528260255654004e-07
1851,6.449438760824933e-10,4.4501128293461534e-07
1852,5.208436348880241e-09,5.436305539063824e-07
1853,2.9859659189668264e-09,5.822633344365613e-07
1854,5.195664343204953e-09,6.920625246209511e-07
1855,4.776243400783642e-09,6.129512613028965e-07
1856,3.106313539724681e-09,5.922704664484968e-07
1857,9.763018171682347e-10,5.579564961166739e-07
1858,1.468102750479261e-09,5.529853899233217e-07
1859,3.5645213447565993e-09,5.565745544444667e-07
1860,5.95033897154984e-09,6.504178156063745e-07
1861,8.017138342086838e-09,4.90931836516495e-07
1862,9.035972525772706e-10,6.194159460903848e-07
1863,4.9946209945694875e-09,5.698862324265974e-07
1864,9.589455896019672e-10,5.192690455402271e-07
1865,3.2947911621228343e-09,5.455232505724439e-07
1866,6.811858188626729e-09,4.602869863035153e-07
1867,4.85281148598915e-10,4.678110272493541e-07
1868,5.433861360870651e-09,4.5249246705125756e-07
1869,1.953407657850903e-09,5.459774534699591e-07
1870,1.1468097582678638e-09,5.114771477465752e-07
1871,1.0621177271019633e-09,3.621821405008774e-07
1872,1.2094678591978436e-09,4.831824202966573e-07
1873,2.9930022349411445e-09,4.124357046997318e-07
1874,4.182226565063729e-09,3.614638477422716e-07
1875,5.149374260327022e-09,3.438637761199459e-07
1876,8.464420275799966e-09,3.657838978377015e-07
1877,2.4739263970730008e-09,4.0510546028826866e-07
1878,1.3285995414946683e-08,4.5474337539985754e-07
1879,1.0996785704264767e-08,4.514791367427051e-07
1880,1.1552123035940554e-08,4.0496610198559324e-07
1881,6.972507571312292e-10,3.207353604928187e-07
1882,6.655385131892899e-10,4.212858684127241e-07
1883,1.2006744043446815e-08,3.92430942852684e-07
1884,3.300848483434038e-09,3.822382508289479e-07
1885,7.090199094506033e-09,3.841598952281089e-07
1886,1.5488312854472497e-08,3.8914388511557263e-07
1887,7.834709769838355e-09,3.486445631084578e-07
1888,1.7119660356001987e-08,3.5824472455203704e-07
1889,1.8795409673089125e-09,3.351848052446371e-07
1890,5.243509182406569e-09,2.746288070287761e-07
1891,3.1871101313640793e-09,2.677172517007165e-07
1892,6.268512375839919e-09,2.802025176329437e-07
1893,6.158416498980301e-09,3.073049890112145e-07
1894,5.041231432301174e-09,3.005834141589503e-07
1895,1.745398137131815e-08,2.5398554526212536e-07
1896,2.948514543632541e-09,2.989793700391985e-07
1897,6.992056045262984e-09,2.2549381006875535e-07
1898,1.923840653450526e-08,3.43462147167628e-07
1899,6.080336234504102e-09,2.879868254979101e-07
1900,4.15284251431558e-09,2.9121809408394483e-07
1901,6.147612696683069e-09,2.090188342407373e-07
1902,1.6694965410124496e-08,2.04758837440977e-07
1903,1.0260418292773466e-08,2.721711158670814e-07
1904,2.6873125946735854e-09,2.612067833140941e-07
1905,5.160759042333041e-10,2.6010226550354787e-07
1906,9.259531807970234e-09,2.196566732948213e-07
1907,6.685696440911215e-09,2.3502794266327953e-07
1908,4.4202501658929805e-09,3.0254156246911634e-07
1909,6.60118004702781e-09,2.530452380966608e-07
1910,2.137660271017694e-09,3.035477620372262e-07
1911,2.128149656499545e-09,2.7878760811006487e-07
1912,5.209421061191932e-09,2.9329041006942447e-07
1913,5.302989602995467e-09,2.1901347957431483e-07
1914,4.018046340092951e-09,2.1496547697452684e-07
1915,5.890381071793627e-09,1.4136914172624415e-07
1916,3.2962386153911893e-09,1.9777431603529294e-07
