year,en_ADP oies_NOUN,en_ADP roi_NOUN
1917,3.289927441585405e-09,2.2371505681295645e-07
1918,3.44591288836682e-09,1.8263338574797672e-07
1919,2.762354511798293e-09,2.3664169956916226e-07
1920,9.086678076641874e-09,2.112652617292099e-07
1921,7.572747429129834e-10,2.2188149895185916e-07
1922,2.951174193910333e-09,2.006798434095458e-07
1923,2.1231896241147297e-09,2.123189641878298e-07
1924,5.156649662829693e-09,2.5783249091304583e-07
1925,7.698724768800957e-09,2.3646081981354428e-07
1926,1.1146138456652466e-09,2.864557551163216e-07
1927,6.689535148041159e-09,3.4228120338042345e-07
1928,2.2852082448565625e-09,2.5594332475620263e-07
1929,3.342121912552898e-09,2.785101620439434e-07
1930,2.100720708497761e-09,2.3948216121283394e-07
1931,4.5621426636444085e-09,2.0301535563760353e-07
1932,6.575722188983946e-09,1.972716625608939e-07
1933,0.0,1.8467766360608096e-07
1934,3.5944740517379614e-09,2.564058174669981e-07
1935,3.590485242455088e-09,1.783274372613164e-07
1936,2.424942913137329e-09,1.612587006150079e-07
1937,0.0,1.964214471072978e-07
1938,9.075650453382877e-09,1.594721430464574e-07
1939,1.070583532936098e-08,2.492930288866546e-07
1940,7.607348750937604e-09,2.3075624233648284e-07
1941,0.0,2.538292247500351e-07
1942,3.034211770724937e-09,2.63976427161694e-07
1943,2.9032352077962287e-09,3.048397045901652e-07
1944,0.0,2.9882632190947334e-07
1945,4.357008087652048e-09,2.2002890220917948e-07
1946,0.0,2.547562054644459e-07
1947,2.3841741914054637e-09,2.1695985807923535e-07
1948,1.0871887834440486e-09,2.1526338556121516e-07
1949,9.817008317369869e-10,2.0223036656386029e-07
1950,1.0635361480382244e-09,2.680111075292757e-07
1951,3.198420528427448e-09,1.876406683365417e-07
1952,9.490323193972472e-09,2.077326382021738e-07
1953,8.619062019654677e-09,2.1116701565127016e-07
1954,9.772536113672459e-10,2.374726297826868e-07
1955,1.8771215692936494e-09,1.5861677971074073e-07
1956,1.744228317335228e-09,2.2587756953740268e-07
1957,0.0,2.2529345722333005e-07
1958,0.0,2.9201020135261047e-07
1959,6.975672928177801e-09,1.8834317083715746e-07
1960,3.460416619915918e-09,1.785574967883008e-07
1961,3.47407969059077e-09,2.3832186957228885e-07
1962,6.341956404476434e-10,2.2070008087737847e-07
1963,2.5864212993553792e-09,2.0950012724618716e-07
1964,2.4335873316516654e-09,2.2449843850580464e-07
1965,1.6416130677043839e-09,2.1067366340332683e-07
1966,7.754704434148607e-09,2.104848334516518e-07
1967,5.916402701089396e-09,2.548983455419318e-07
1968,4.491415656060482e-09,2.0929997635033004e-07
1969,3.1792304344691047e-09,1.866662435734412e-07
1970,9.197450023812337e-10,2.0648275933510263e-07
1971,3.596878239697787e-09,1.6853942996775118e-07
1972,2.0520587451500205e-09,2.164922039415984e-07
1973,4.410563025913916e-09,1.642934687184905e-07
1974,2.812785782069227e-09,1.4120184621546628e-07
1975,3.4268881066168433e-09,1.6449063178214374e-07
1976,1.7140580066410394e-09,1.6283551917961603e-07
1977,2.3507127355770763e-09,1.4163044115278467e-07
1978,8.316827893040113e-09,1.9603952017277493e-07
1979,7.607565244427406e-09,2.451976869322081e-07
1980,2.8425752862659692e-09,1.8306185478600412e-07
1981,8.223214109648325e-09,1.6193407459397235e-07
1982,4.345251713999687e-09,1.5891206084361897e-07
1983,6.315316158911344e-09,1.433576812814863e-07
1984,5.219107812592938e-09,1.4323550756589754e-07
1985,1.8046674155058895e-09,1.786620713595255e-07
1986,4.795588426365072e-09,2.2539264721288532e-07
1987,3.0554083707556856e-09,2.1571184039004265e-07
1988,4.197587610832443e-09,1.7509936944826165e-07
1989,6.585746614717891e-09,1.8275446667104234e-07
1990,5.44865097484859e-10,1.7599142276836233e-07
1991,1.7584396161396398e-09,1.9284220176274403e-07
1992,4.4079553340736766e-09,1.7576721123013783e-07
1993,3.323524566667402e-09,1.7947031416554182e-07
1994,3.6924485691258724e-09,1.8145747815445645e-07
1995,1.0844901643380922e-09,1.6918046463754166e-07
1996,4.270473752399084e-09,1.9750941260276988e-07
1997,7.192341833217597e-09,1.6878029129863137e-07
1998,4.7681290027412615e-09,2.083672531183467e-07
1999,2.285100553223174e-09,1.882922918139407e-07
2000,3.97622823555821e-09,1.979278096975179e-07
2001,3.5049694258049158e-09,2.0504070752380699e-07
2002,5.6955880012310445e-09,2.1643233671930773e-07
2003,2.9168460979889232e-09,1.9917892224441403e-07
2004,1.7619165015858584e-09,1.9645369209175811e-07
2005,4.503749373441224e-09,2.2158447432474304e-07
2006,3.294311934354255e-09,1.9189366962102383e-07
2007,3.1955835755326234e-09,2.0851182169767668e-07
2008,3.405951742863067e-09,2.0222838459371673e-07
2009,9.53638501499654e-10,2.0884683160637962e-07
2010,1.4171379625338432e-09,1.832831664216883e-07
2011,2.2943831279320648e-09,1.793442867548123e-07
2012,1.0212758416727752e-09,2.1855302234641272e-07
2013,1.9523875849358774e-09,2.052796037599336e-07
2014,2.815078836704288e-09,2.3018682115960587e-07
2015,4.43315073539452e-09,2.792885032132375e-07
2016,3.935546111222266e-09,2.62024529185112e-07
2017,2.7671724911471074e-09,1.9294739050934595e-07
2018,3.872199894061623e-09,2.292342458076746e-07
2019,4.08158040698936e-09,2.517824859715745e-07
