year,mon_DET homme_NOUN,mon_DET rhum_NOUN
1854,6.920625281736648e-07,5.195664454227256e-10
1855,8.300049643139573e-07,0.0
1856,5.456757463662143e-07,5.177189232874468e-10
1857,7.737192078138833e-07,4.393358121745905e-09
1858,8.436697243041635e-07,1.468102750479261e-09
1859,7.551692959850698e-07,2.5460866748261424e-09
1860,6.321090886274305e-07,3.204028681258464e-09
1861,8.771692492359762e-07,9.431927461278633e-10
1862,6.605296221096069e-07,4.517986262886353e-10
1863,6.662824389991329e-07,5.494082966350788e-09
1864,6.458498376105126e-07,3.835782358407869e-09
1865,7.413279945467366e-07,4.706844358715045e-10
1866,6.403146386446679e-07,7.298419202328432e-09
1867,7.308333920263976e-07,4.85281148598915e-10
1868,7.953197425081271e-07,0.0
1869,7.794096390512095e-07,5.371870948067681e-09
1870,7.580412457741659e-07,1.2614907340946502e-08
1871,8.698744125013036e-07,5.3105884134652115e-09
1872,7.498700753671983e-07,2.4189357183956872e-09
1873,7.38672973454868e-07,0.0
1874,7.826738155358726e-07,3.5847653734322193e-09
1875,8.565126350390528e-07,4.577221712764867e-09
1876,7.509150350415439e-07,1.209202959984168e-09
1877,9.190636447442557e-07,6.184815992682502e-10
1878,6.727544530349405e-07,1.2078177347163432e-09
1879,8.87684990402704e-07,0.0
1880,7.52171558815462e-07,6.417846254436199e-10
1881,8.178751471632495e-07,0.0
1882,9.011391597368856e-07,0.0
1883,6.559473888501088e-07,8.847074184359371e-09
1884,8.166299139134026e-07,1.9805090900604227e-09
1885,6.02022396378743e-07,1.2891271383708158e-09
1886,6.692242067174448e-07,1.936039106809062e-09
1887,6.82272627727798e-07,6.528924623161458e-10
1888,7.83065893017465e-07,2.53624587998047e-09
1889,7.273823570130844e-07,0.0
1890,6.252884929836e-07,1.3108772956016423e-09
1891,7.725554453941186e-07,0.0
1892,8.926361374506087e-07,6.268512375839919e-10
1893,6.4663374388374e-07,3.079208221734575e-09
1894,8.09117622679878e-07,9.452309157609307e-09
1895,6.319545065025522e-07,2.4074457982692365e-09
1896,6.191880288497487e-07,2.358811590497112e-09
1897,5.547031349806275e-07,1.1653427112179315e-09
1898,5.465970716045376e-07,2.8291773368493978e-09
1899,7.390372260829281e-07,1.1055156790007459e-09
1900,6.177353455427692e-07,1.5573159428683425e-09
1901,4.722484376884495e-07,0.0
1902,4.17865138047091e-07,1.4730852093691738e-09
1903,4.79539558284614e-07,2.1600881083827517e-09
1904,4.976903049680459e-07,5.374625189347171e-10
1905,5.047222302323462e-07,0.0
1906,4.274817229088512e-07,0.0
1907,4.7519872481416314e-07,5.142843206851211e-09
1908,5.986983282468827e-07,4.4202499438483756e-09
1909,5.946563419456652e-07,3.300590023513905e-09
1910,6.338162776842182e-07,1.068830135508847e-09
1911,5.320374185657784e-07,1.0640748282497725e-09
1912,5.167745769085741e-07,0.0
1913,5.71662297943476e-07,0.0
1914,5.538206977462323e-07,0.0
1915,5.077508404838227e-07,1.1780761921542648e-09
1916,4.856458133417618e-07,3.2962386153911893e-09
1917,4.035644138866701e-07,0.0
1918,4.4107684971095296e-07,0.0
1919,5.994309191237335e-07,0.0
1920,5.088539580810902e-07,7.572231730534895e-10
1921,4.7784035928089e-07,7.572747429129834e-10
1922,6.713921578693771e-07,3.6889677978990676e-09
1923,4.787792562410687e-07,0.0
1924,5.736772976661086e-07,0.0
1925,6.422936138505975e-07,0.0
1926,6.542783239638084e-07,1.114613823460786e-08
1927,7.62607008653049e-07,0.0
1928,7.255536189632039e-07,2.2852082448565625e-09
1929,6.572839978957745e-07,0.0
1930,5.692952882441205e-07,0.0
1931,4.938519566621835e-07,3.4216069977333063e-09
1932,5.381132410775535e-07,3.287861094491973e-09
1933,4.530911610345356e-07,2.2941324395731044e-09
1934,5.27189531140948e-07,1.1981580172459871e-09
1935,4.88305992973892e-07,4.787313656606784e-09
1936,4.183026547366353e-07,0.0
1937,3.714379737118634e-07,3.777335333410292e-09
1938,5.367598703287513e-07,7.779128785578848e-09
1939,3.7929245877421636e-07,0.0
1940,4.1333260014653206e-07,7.607348528892999e-09
1941,4.929009449483601e-07,2.9515025978810172e-09
1942,4.642344109129226e-07,0.0
1943,6.300020274352391e-07,2.9032352077962287e-09
1944,6.105053671490168e-07,6.4263723231761105e-09
1945,4.945204139517045e-07,0.0
1946,6.556839906579626e-07,5.568441707737293e-09
1947,6.222694608482016e-07,2.3841741914054637e-09
1948,5.838203946950671e-07,6.523132700664291e-09
1949,5.811668870592257e-07,9.817008317369869e-10
1950,5.743095456978153e-07,2.1270722960764488e-09
1951,6.695360426078878e-07,0.0
1952,4.523720775750917e-07,1.0544803918932644e-09
1953,4.912865172457259e-07,4.3095309543161875e-09
1954,4.30968832176859e-07,6.840775057526116e-09
1955,4.664647121899179e-07,2.815682353940474e-09
1956,4.831512399050553e-07,3.488456634670456e-09
1957,4.064117469226858e-07,3.5340151360863103e-09
1958,4.872351340168279e-07,5.790570523078742e-09
1959,4.503184598547705e-07,4.650448581777766e-09
1960,4.477779071976329e-07,4.844583401109048e-09
1961,4.731696350290804e-07,2.779263708063695e-09
1962,5.657025354821599e-07,2.5367825617905737e-09
1963,5.095249946407421e-07,6.466053470433053e-09
1964,5.213960747596502e-07,4.867174663303331e-09
1965,5.619788367994261e-07,1.6416130677043839e-09
1966,5.018401836309749e-07,1.1078149508847446e-09
1967,5.467742241194173e-07,3.451234853457663e-09
1968,5.012420061234479e-07,4.940557296606585e-09
1969,4.360087402233148e-07,1.8167031212712459e-09
1970,4.584928703366131e-07,3.6789800095249348e-09
1971,4.83523216132653e-07,2.5691987426412766e-09
1972,3.739877030284333e-07,2.5650734314375256e-09
1973,3.941940747154149e-07,4.9618833486420044e-09
1974,2.790283453180109e-07,5.625571675160757e-10
1975,3.089910691755904e-07,0.0
1976,3.1938613886950407e-07,1.142705374768127e-09
1977,3.455547670228043e-07,4.11374712072643e-09
1978,4.52673070583387e-07,7.1287097336281136e-09
1979,4.260236572406484e-07,5.851973350345929e-10
1980,3.621441067025444e-07,5.685150683554241e-10
1981,4.25709480111891e-07,1.8976649140967083e-09
1982,3.265146197861668e-07,1.8622506869903077e-09
1983,4.3323066734046733e-07,0.0
1984,4.11149713386294e-07,2.3196033982486597e-09
1985,3.278479212553975e-07,2.4062232206745193e-09
1986,3.266994532680201e-07,2.3977941854269602e-09
1987,3.5564955069844473e-07,2.4443267410134695e-09
1988,2.7764043508682335e-07,1.0194141308872418e-08
1989,4.4289147638210125e-07,2.1952488715726304e-09
1990,3.705082569638307e-07,2.1794604454505873e-09
1991,3.9740734081306073e-07,0.0
1992,3.5043244750454505e-07,2.7549720282848966e-09
1993,3.7943572550602767e-07,4.4313659408601325e-09
1994,4.272690645734656e-07,1.0549853213248639e-09
1995,3.6601542063863235e-07,2.168980273165033e-09
1996,3.9341739466181025e-07,2.135236876199542e-09
1997,3.744812460126923e-07,2.876936688878118e-09
1998,3.3662991327787495e-07,2.8608774238492174e-09
1999,3.564757022900267e-07,2.285100553223174e-09
2000,3.485826880478271e-07,3.97622823555821e-09
2001,3.3910578878249e-07,4.3812117822561447e-10
2002,5.445858377584045e-07,4.381221385685308e-09
2003,3.6835597683193555e-07,7.500461418619153e-09
2004,3.717643899392442e-07,4.404791115186768e-09
2005,3.5984960788937315e-07,5.404499514582994e-09
2006,3.8955239034521583e-07,4.529678854225949e-09
2007,4.797369896891723e-07,2.3966876816494675e-09
2008,4.4490246153827684e-07,6.3861596011349775e-09
2009,5.764744841485481e-07,4.76819250749827e-09
2010,7.392736023348334e-07,2.3618964561933353e-09
2011,6.313377483024851e-07,7.265546803081335e-09
2012,9.586375853132267e-07,6.468080099297779e-09
2013,1.2551062980037386e-06,9.761937924679387e-09
2014,1.2561747553263558e-06,8.661781028540538e-09
2015,1.5094878165200498e-06,1.1747849470999938e-08
2016,1.727704699305832e-06,1.0978102538139467e-08
2017,1.5216932354178425e-06,1.3081179084384331e-08
2018,2.773011630097244e-06,7.486253394972664e-09
2019,1.892067615472115e-06,9.948852131014263e-09
