year,en_ADP hommes_NOUN,en_ADP rhum_NOUN
1869,1.625723484721675e-06,3.4184632902167778e-09
1870,2.0137979390710825e-06,8.601073631098188e-09
1871,1.948985982380691e-06,7.434824311758348e-09
1872,1.7754988448359654e-06,5.442605477412599e-09
1873,1.7862237200461095e-06,1.0176207432266438e-08
1874,1.6943992022788734e-06,5.974609140757536e-10
1875,1.623197249500663e-06,1.1443054281912168e-09
1876,1.5665224282201962e-06,7.859819461941697e-09
1877,1.5585736719003762e-06,6.184816214727107e-09
1878,1.4360953173309099e-06,4.22736201599605e-09
1879,1.5792605836395524e-06,1.832797580370027e-09
1880,1.5049849935167003e-06,3.8507077526617195e-09
1881,1.4711990843352396e-06,9.064259565150223e-09
1882,1.591302634551539e-06,7.986462158271479e-09
1883,1.4957875009713462e-06,8.847074184359371e-09
1884,1.6590064433330554e-06,3.300848305798354e-08
1885,1.6790880863482016e-06,1.6114089618213256e-08
1886,1.5481859918509144e-06,7.744156427236248e-09
1887,1.4977352975620306e-06,6.528924512139156e-09
1888,1.4158592875901377e-06,6.150396103521416e-08
1889,1.4760662452317774e-06,1.0024218788373673e-08
1890,1.3836310017723008e-06,1.3108772733971819e-08
1891,1.4775441741221584e-06,1.1473596295275001e-08
1892,1.4097884104558034e-06,1.1283322720601063e-08
1893,1.2969625231562532e-06,1.7859408174558666e-08
1894,1.6371399169656797e-06,8.192000855444803e-09
1895,1.688221345830243e-06,1.8055843042930064e-08
1896,1.647629915169091e-06,6.486732040400511e-09
1897,1.6676053746778052e-06,7.574727511894253e-09
1898,1.5724568811492645e-06,3.960848538042683e-09
1899,1.705810745988856e-06,2.7085134135518274e-08
1900,1.5417427903230418e-06,2.387884379118077e-08
1901,1.474868213335867e-06,1.1736351446245408e-08
1902,1.4077784271648852e-06,1.4239823542538943e-08
1903,1.4359185342982528e-06,2.5381035939631147e-08
1904,1.6892446410565753e-06,1.7736262236667244e-08
1905,1.5523563661190565e-06,2.631987072732045e-08
1906,1.4995298442954663e-06,1.1317205839134203e-08
1907,1.354110622742155e-06,5.65712765521198e-09
1908,1.491097691541654e-06,4.911389073214423e-09
1909,1.4946172086638398e-06,8.251475058784763e-09
1910,1.4071148370931041e-06,9.085056262847502e-09
1911,1.5046017551867408e-06,3.1922244847493175e-09
1912,1.6128368542922544e-06,1.2502610502451716e-08
1913,1.8141528244086658e-06,2.6514948014977335e-09
1914,1.963485146916355e-06,6.027069510139427e-09
1915,3.597844624891877e-06,2.0027295377644805e-08
1916,3.661022446976858e-06,1.538244731591476e-08
1917,2.776698693196522e-06,4.386569774084137e-09
1918,2.980714725708822e-06,9.189101035644853e-09
1919,2.6831669401872205e-06,2.1178051312631396e-08
1920,2.2209355847735424e-06,1.3630017114962811e-08
1921,1.639499828343105e-06,1.8931869405491852e-08
1922,1.597323034729925e-06,1.4018077365562931e-08
1923,1.5605443195454427e-06,2.653987074552333e-08
1924,1.4992958767834352e-06,2.1915761649893284e-08
1925,1.675022531344439e-06,2.3096173862313663e-08
1926,1.782267531780235e-06,2.6750733184144337e-08
1927,1.5107199260455673e-06,1.3379070296082318e-08
1928,1.2008769090243732e-06,7.998228745975666e-09
1929,1.4794459275435656e-06,1.5596569369336066e-08
1930,1.3906770846006111e-06,1.3654684494213143e-08
1931,1.5191934608083102e-06,1.8248570654577634e-08
1932,1.6088599750219146e-06,1.0959536389520963e-08
1933,1.644892904550943e-06,8.02946331646126e-09
1934,1.5456238315891824e-06,1.1981580172459871e-08
1935,1.187253815260192e-06,1.196828414151696e-08
1936,1.115473764912167e-06,0.0
1937,1.2578526593642891e-06,8.813782592653752e-09
1938,1.2342884474492166e-06,6.482607339819424e-09
1939,1.5263461818904034e-06,1.3764645423464117e-08
1940,1.574721181896166e-06,1.0143131667916805e-08
1941,1.5406843658638536e-06,5.9030051957620344e-09
1942,1.9085191524936818e-06,0.0
1943,1.7738767610353534e-06,8.709705845433291e-09
1944,1.7286942011196516e-06,3.2131861615880553e-09
1945,2.254751734653837e-06,1.5249527862692958e-08
1946,1.6788851553428685e-06,1.1136883415474585e-08
1947,1.6844190895426436e-06,1.3112957830685446e-08
1948,1.5459823998753564e-06,1.0871888278529696e-08
1949,1.6119527117552934e-06,1.668891336237266e-08
1950,1.476188117521815e-06,1.2762433776458693e-08
1951,1.3177492519389489e-06,2.1322803522849654e-09
1952,1.2959563946424169e-06,8.435843135146115e-09
1953,1.400597511747037e-06,1.0773827163745864e-08
1954,1.3056107945885742e-06,6.840775057526116e-09
1955,1.3468347788148094e-06,9.385607846468247e-09
1956,1.3761961099589826e-06,6.976913269340912e-09
1957,1.1618074040598003e-06,3.534015080575159e-09
1958,1.3864280390407657e-06,1.3235589513271862e-08
1959,1.4439642654906493e-06,8.525822714489095e-09
1960,1.3371050044952426e-06,6.2287499602575735e-09
1961,1.4076970273890765e-06,1.250668635321972e-08
1962,1.6368589967896696e-06,6.976152100435229e-09
1963,1.5111166931092157e-06,1.5518526907953856e-08
1964,1.5276845033440623e-06,6.6923653285755336e-09
1965,1.4468082554230932e-06,5.47204326295514e-09
1966,1.7004960000122082e-06,7.754704434148607e-09
1967,1.6294759461743524e-06,6.902469706915326e-09
1968,1.7157208276330493e-06,6.287982134978165e-09
1969,1.749485136315343e-06,9.991866889436096e-09
1970,1.6316275832650717e-06,3.6789800095249348e-09
1971,1.585709469509311e-06,4.1107179882260425e-09
1972,1.4261808019000455e-06,4.6171320100540925e-09
1973,1.403110331921198e-06,6.615844760915479e-09
1974,1.441271479052375e-06,7.875800456247362e-09
1975,1.4067376241655438e-06,1.0851811893530794e-08
1976,1.4318097782961559e-06,1.3712464053128315e-08
1977,1.425707296220935e-06,6.464460078348111e-09
1978,1.3794052620141883e-06,1.4257419245211622e-08
1979,1.354731807623466e-06,1.1703946256602649e-08
1980,1.3041735655860975e-06,9.664756106531058e-09
1981,1.2973702041563229e-06,1.0753434587229549e-08
1982,1.3911012501921505e-06,1.4277254933858785e-08
1983,1.4045263014850207e-06,1.0104505676622466e-08
1984,1.2833205573770101e-06,7.538710988796993e-09
1985,1.2169473393441876e-06,9.02333674446254e-09
1986,1.203093233925756e-06,1.558566253834215e-08
1987,1.1903871381946374e-06,1.8332450224534114e-08
1988,1.2131027915529558e-06,1.5591039570495013e-08
1989,1.2644633216041257e-06,8.232182935330457e-09
1990,1.2531896800282993e-06,5.448650863826288e-09
1991,1.1722930821633781e-06,1.2309077312977479e-08
1992,1.2325745046837255e-06,1.1570882918476855e-08
1993,1.1759736935346154e-06,9.416652346772025e-09
1994,1.231167857440596e-06,1.4242301560329906e-08
1995,1.1945659252887708e-06,1.2471637056421514e-08
1996,1.1124584489152767e-06,9.60856638698715e-09
1997,1.2639342230613693e-06,1.7261619689179497e-08
1998,1.1867873581650201e-06,1.2873949017944142e-08
1999,1.1210703405595268e-06,1.4624643718263997e-08
2000,1.1447119732110878e-06,1.3254094710646314e-08
2001,1.0839117976502166e-06,1.1391150245287918e-08
2002,1.1518230849105748e-06,8.762443215459825e-09
2003,1.12381906092196e-06,4.583615265119079e-09
2004,1.1364361398591427e-06,8.80958239690699e-09
2005,1.0813503195095109e-06,1.0358624180639708e-08
2006,1.1110066679975716e-06,1.1118302722934459e-08
2007,1.009005472951685e-06,1.1184542181297275e-08
2008,1.0337063258702983e-06,1.2772319202269955e-08
2009,9.951218089554459e-07,1.7642312499788204e-08
2010,9.301148224949429e-07,1.6533276081531767e-08
2011,8.133588380587753e-07,1.4913490886669933e-08
2012,8.497014505337575e-07,8.510632198976964e-09
2013,9.499759698883281e-07,1.7571487376244477e-08
2014,1.0807736998685868e-06,1.2126492698882885e-08
2015,9.504675517746364e-07,1.906254887273917e-08
2016,9.90721900961944e-07,1.3670844012381167e-08
2017,7.358162861237361e-07,1.509366853724714e-08
2018,7.279735996235104e-07,2.0393587263356494e-08
2019,8.27540418413264e-07,1.7601815116563557e-08
