year,certain_ADJ an_NOUN,certain_ADJ rang_NOUN
1890,3.277193294515257e-09,1.402638645231491e-07
1891,0.0,1.3895800066165975e-07
1892,6.268512375839919e-10,1.673692793247028e-07
1893,6.158416554491453e-10,1.878317021919429e-07
1894,8.192000855444803e-09,1.5501787231642083e-07
1895,0.0,1.0773320013868215e-07
1896,2.948514543632541e-09,1.6039918193655467e-07
1897,0.0,1.4974654050092795e-07
1898,5.6583548957434e-10,1.5673643360969436e-07
1899,0.0,1.486918534965298e-07
1900,1.038210628578895e-09,1.5573159828363714e-07
1901,5.588738916095792e-10,1.4139509119104332e-07
1902,9.820567692386817e-10,2.2194483051407587e-07
1903,1.0800440541913758e-09,2.3490957801186596e-07
1904,1.6123875568041512e-09,1.924115764495582e-07
1905,0.0,1.6617643439076346e-07
1906,1.0288369045596824e-09,1.7747436231729807e-07
1907,2.0571372938427146e-09,1.5891386340172176e-07
1908,2.9468334439286537e-09,1.4979737272824423e-07
1909,5.500983557560346e-10,1.7823187192789192e-07
1910,5.344150677544235e-10,1.5391154306598764e-07
1911,0.0,1.5748307191643107e-07
1912,5.209421227725386e-10,1.8545539148817625e-07
1913,2.121195885607108e-09,1.2408996497015323e-07
1914,0.0,2.203228746111563e-07
1915,0.0,1.8024566372787376e-07
1916,0.0,3.548950360254821e-07
1917,0.0,4.5181667474025744e-07
1918,1.1486376294556067e-09,1.9756566871365067e-07
1919,1.8415696745321952e-09,1.7863226275949273e-07
1920,7.572231730534895e-10,1.8173355442741013e-07
1921,3.0290989716519334e-09,1.893186833967775e-07
1922,2.2133805899215986e-09,1.586256104246786e-07
1923,1.0615948120573648e-09,2.2505810193251818e-07
1924,0.0,2.281817472749026e-07
1925,0.0,2.1666410532361624e-07
1926,0.0,1.6942129832386854e-07
1927,0.0,3.010290754446032e-07
1928,0.0,2.0795394561901048e-07
1929,2.2280812750352652e-09,2.317204490509539e-07
1930,2.100720708497761e-09,2.3843179519644764e-07
1931,1.1405356659111021e-09,1.6195606633573334e-07
1932,1.0959536611565568e-09,1.5452945945071406e-07
1933,0.0,2.397368348283635e-07
1934,0.0,1.5695870558829483e-07
1935,0.0,1.9747669455227879e-07
1936,1.2124714565686645e-09,2.0612014850485139e-07
1937,1.2591118148108649e-09,2.1530811977754638e-07
1938,1.2965214457594243e-09,1.685477855062345e-07
1939,0.0,1.5599931657561683e-07
1940,0.0,2.408993680091953e-07
1941,0.0,2.036536841387715e-07
1942,0.0,1.8812113466992741e-07
1943,0.0,2.409685180282395e-07
1944,0.0,1.9279116258985596e-07
1945,0.0,2.65777487129526e-07
1946,1.3921104269343232e-09,3.0348007840075297e-07
1947,1.1920870957027319e-09,2.6225916371913627e-07
1948,1.0871887834440486e-09,1.3916016428083822e-07
1949,1.9634016634739737e-09,2.994187582316954e-07
1950,0.0,2.403591565780516e-07
1951,2.1322803522849654e-09,1.6951628367678495e-07
1952,0.0,2.383125661253871e-07
1953,4.3095309543161875e-09,2.7365521759747935e-07
1954,0.0,2.1499579361261567e-07
1955,4.6928039232341234e-09,1.8583503447189287e-07
1956,2.616342476002842e-09,1.569805476719921e-07
1957,2.6505113659425206e-09,1.7581724875981308e-07
1958,8.272243445794913e-10,1.2656532533128484e-07
1959,2.3252243464000344e-09,1.1858644199946866e-07
1960,2.7683333403416555e-09,1.6540791136776534e-07
1961,6.948159270159238e-10,1.4382689528247283e-07
1962,0.0,1.2874171773091803e-07
1963,1.939815863494232e-09,1.7781646022285713e-07
1964,6.083968329129164e-10,1.460152390109215e-07
1965,1.0944086747954884e-09,1.2804581217551458e-07
1966,1.1078149508847446e-09,1.6063316365944047e-07
1967,9.860671168482327e-10,1.3952849542420154e-07
1968,1.7965663401398047e-09,1.5630126881660544e-07
1969,4.5417578031781147e-10,1.344360356370089e-07
1970,1.3796175035718505e-09,1.1726748994078662e-07
1971,5.138397485282553e-10,1.5055505286909465e-07
1972,1.5390440588625154e-09,1.55443444782577e-07
1973,1.102640756478479e-09,1.273550083169539e-07
1974,1.1251143350321513e-09,1.3782650398752594e-07
1975,1.1422960355389478e-09,1.2793715598036215e-07
1976,5.713526873840635e-10,1.274116527838487e-07
1977,5.876781838942691e-10,1.1871099303562005e-07
1978,5.940591352171509e-10,1.0871281830304724e-07
1979,2.3407893401383717e-09,1.264026252556505e-07
1980,5.685150683554241e-10,1.0744934542117335e-07
1981,1.2651099057237047e-09,1.3536676135572634e-07
1982,6.207502289967692e-10,1.1421803947087028e-07
1983,1.2630632095778083e-09,1.1620181794569362e-07
1984,1.1598016991243298e-09,1.1308066660831173e-07
1985,1.2031116103372597e-09,1.3535004939058126e-07
1986,1.1988970927134801e-09,1.216880605170445e-07
1987,0.0,1.1243903230706564e-07
1988,0.0,1.0134176164910969e-07
1989,1.0976244357863152e-09,9.00052015140318e-08
1990,0.0,1.2204978361296526e-07
1991,0.0,1.0316178844504975e-07
1992,5.509944167592096e-10,9.036308767917944e-08
1993,1.6617622278225497e-09,1.0635278613335686e-07
1994,0.0,1.0338855815916759e-07
1995,0.0,1.068222843514377e-07
1996,2.135236876199542e-09,7.793614287265882e-08
1997,4.79489448146353e-10,9.397993494530965e-08
1998,0.0,9.72698330770072e-08
1999,9.140402323914998e-10,8.546275864773634e-08
2000,4.4180314962005696e-10,8.791882777359206e-08
2001,1.7524847129024579e-09,9.857726723794258e-08
2002,3.9430991805033955e-09,9.726311844815427e-08
2003,8.333845835650777e-10,9.83393775300101e-08
2004,2.2023956547378987e-09,8.80958239690699e-08
2005,9.007499190971657e-10,8.422011887887493e-08
2006,0.0,1.0377082304557916e-07
2007,3.994479469415779e-10,9.107413490028193e-08
2008,4.257439678578834e-10,9.834685954501765e-08
2009,1.907277002999308e-09,8.678110674509298e-08
2010,9.447586046817946e-10,9.447585824773341e-08
2011,0.0,8.259779349373275e-08
2012,1.0212758139171996e-09,8.851056776393307e-08
2013,0.0,1.0263980243507831e-07
2014,2.1654451842767486e-10,1.1606785932372077e-07
2015,2.2165753954528356e-10,1.0528733440651195e-07
2016,1.035670049720494e-09,1.168235783666205e-07
2017,0.0,7.597146378657271e-08
2018,1.807026639433218e-09,1.2881518784979562e-07
2019,2.55098775436835e-10,8.418259511699944e-08
