year,rien_PRON acheté_VERB,rien_PRON racheté_VERB
1800,1.2576657937302116e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,1.7902721083373763e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,3.9549615138412264e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,1.4408345627714425e-08,0.0
1807,8.540865792383556e-09,0.0
1808,1.3596443970698147e-08,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,7.521229861140455e-09,0.0
1812,2.1337665856435706e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,5.349351184236184e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,1.3905623319487859e-08,0.0
1817,1.556873407970727e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,4.140420006848444e-09,0.0
1820,1.4239777357261119e-08,0.0
1821,1.8736827200882544e-08,0.0
1822,6.015369535816717e-09,0.0
1823,3.9530747564242574e-09,0.0
1824,8.421112696055388e-10,0.0
1825,1.3208164340028361e-08,0.0
1826,1.6735169694470642e-08,0.0
1827,2.8573547083965423e-08,0.0
1828,1.4675682002973645e-08,0.0
1829,1.0287811491593857e-08,0.0
1830,8.349468672008697e-09,0.0
1831,1.5591206548037917e-08,0.0
1832,4.058990921151917e-09,0.0
1833,6.950177322551099e-09,0.0
1834,2.240287422239362e-08,0.0
1835,8.31939672707449e-09,0.0
1836,1.8146025126952736e-08,0.0
1837,2.0177884252348122e-08,0.0
1838,2.5248647617104325e-09,0.0
1839,1.11863602825224e-08,6.9914751765765e-10
1840,1.9746034141121527e-08,2.5478754661634184e-09
1841,1.7977535904378783e-08,0.0
1842,1.408735705865638e-08,6.708265054555795e-10
1843,1.7130041385371442e-08,0.0
1844,1.5367971784030487e-08,5.488561272137815e-10
1845,3.0691253982695343e-08,0.0
1846,1.0538101946622191e-08,1.1709002656346001e-09
1847,8.089835468183537e-09,1.6179670936367074e-09
1848,1.367687652020777e-08,0.0
1849,1.256912263158938e-08,7.54147322368226e-09
1850,1.5614691761811628e-08,1.5614691761811628e-08
1851,2.0638204034639784e-08,9.029214709244116e-09
1852,5.208436348880241e-09,2.6042181744401205e-09
1853,1.5527023222716707e-08,0.0
1854,3.117398783558656e-09,0.0
1855,4.776243400783642e-09,0.0
1856,1.1907535402144731e-08,0.0
1857,1.6597130780837688e-08,0.0
1858,1.0766087576996597e-08,0.0
1859,9.675129142294736e-09,1.018434669930457e-09
1860,1.4646988510946812e-08,2.746310290291376e-09
1861,2.452301117727984e-08,0.0
1862,1.7620147119146168e-08,0.0
1863,9.989241434027463e-09,0.0
1864,1.342523781033833e-08,0.0
1865,1.0355057256106193e-08,0.0
1866,1.6056523222118813e-08,4.865612912574591e-10
1867,1.455843445796745e-08,4.85281148598915e-10
1868,1.975949626142892e-09,0.0
1869,2.2952539424636598e-08,0.0
1870,1.0321287824410774e-08,3.4404292748035914e-09
1871,9.559059321873065e-09,0.0
1872,2.963196266136947e-08,0.0
1873,1.1972009161809183e-08,1.7958012854535355e-09
1874,1.6728906260254917e-08,0.0
1875,1.94531928343622e-08,0.0
1876,1.4510435519810017e-08,0.0
1877,1.855444864418132e-08,0.0
1878,2.0532901601200138e-08,2.4156354694326865e-09
1879,1.5273313280772527e-08,0.0
1880,7.701415505323439e-09,0.0
1881,2.022027167924989e-08,0.0
1882,1.8635077481121698e-08,0.0
1883,2.7173157945981075e-08,5.0554711528150165e-09
1884,1.5844072720483382e-08,1.9805090900604227e-09
1885,2.127059772760731e-08,0.0
1886,3.549405036551434e-08,3.872078213618124e-09
1887,1.9586773092328258e-08,6.528924623161458e-10
1888,2.53624587998047e-08,0.0
1889,2.380751951136517e-08,2.5060546970934183e-09
1890,1.7696843102044113e-08,1.3108772956016423e-09
1891,3.505821055682645e-08,1.9122659011827636e-09
1892,2.7581453565517222e-08,0.0
1893,3.4487133149241345e-08,6.15841644346915e-09
1894,1.9534772022211655e-08,2.520615716150587e-09
1895,1.5046536461227333e-08,0.0
1896,2.6536630670648265e-08,1.179405795248556e-09
1897,7.574727511894253e-09,0.0
1898,2.4896761985360172e-08,6.7900258748920805e-09
1899,2.2110313580014918e-08,3.3165470370022376e-09
1900,2.8550791952852705e-08,4.15284251431558e-09
1901,2.0119459875900247e-08,0.0
1902,2.6515532880466708e-08,1.9641135384773634e-09
1903,2.754112315983548e-08,5.400220270956879e-10
1904,1.8811189050893518e-08,1.0749250378694342e-09
1905,1.7546581076999246e-08,5.160759042333041e-10
1906,1.2346042410626978e-08,6.173021205313489e-09
1907,1.7999951751335175e-08,1.028568674676933e-09
1908,1.7189861978295085e-08,2.4556945366072114e-09
1909,2.2003934674330594e-08,2.2003934230241384e-09
1910,2.404867771588215e-08,1.6032452032632705e-09
1911,2.553779587799454e-08,1.0640748282497725e-09
1912,2.6568049094066737e-08,2.0837684910901544e-09
1913,2.4924052155483878e-08,2.6514948014977335e-09
1914,1.339348720819089e-08,6.696743715117748e-10
1915,3.416420923940677e-08,1.1780761921542648e-09
1916,1.0987461607214755e-08,1.0987462051303964e-09
1917,2.52227767560953e-08,5.483212106582869e-09
1918,1.8378202071289707e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,2.4988365154854364e-08,0.0
1921,2.6504615391331754e-08,0.0
1922,3.32007097370024e-08,7.377935484775833e-10
1923,3.503262746562541e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,0.0
1925,1.8696901804560184e-08,4.399271169575059e-09
1926,3.343841470382358e-08,0.0
1927,2.5643217327342427e-08,3.3447675740205796e-09
1928,2.170947865920425e-08,5.713020723163709e-09
1929,1.893869061575515e-08,7.798284684668033e-09
1930,2.520864939015155e-08,3.1510811737689437e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,1.753525857850491e-08,0.0
1933,2.1794258842078307e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,2.992070946561398e-08,0.0
1936,3.758661648589623e-08,0.0
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,1.8151300906765755e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.832055301382752e-08,0.0
1946,3.062643116891195e-08,1.3921104269343232e-09
1947,3.2186353138285995e-08,3.5762612871081956e-09
1948,1.7395020535104777e-08,4.348755133776194e-09
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,4.4668517773516214e-08,0.0
1951,1.4925962688039363e-08,3.1984206394497505e-09
1952,1.1599284199803606e-08,3.1634410646574906e-09
1953,3.124409886368085e-08,0.0
1954,3.518113089739927e-08,9.772536113672459e-10
1955,4.223523575319632e-08,9.385607846468247e-10
1956,3.1396108823855684e-08,0.0
1957,1.8553580005686854e-08,0.0
1958,1.8198935691771112e-08,8.272243445794913e-10
1959,2.8677767716089875e-08,0.0
1960,2.906750040665429e-08,6.920833350854139e-10
1961,3.057190056665604e-08,0.0
1962,3.9320131151043825e-08,0.0
1963,3.4916688207431434e-08,2.5864212993553792e-09
1964,3.285342842218597e-08,3.041984220075733e-09
1965,1.9699356812452606e-08,1.6416130677043839e-09
1966,2.4925835617750636e-08,6.6468897053084675e-09
1967,3.056808139945133e-08,9.860671168482327e-10
1968,2.0660513300185812e-08,0.0
1969,1.9983733778872192e-08,4.5417578031781147e-10
1970,1.9314645882673176e-08,1.3796175313274261e-09
1971,2.8775026805760717e-08,1.0276794970565106e-09
1972,2.3085661382538092e-08,1.0260293725750103e-09
1973,2.6463379043661917e-08,1.102640756478479e-09
1974,2.81278591529599e-08,5.625571675160757e-10
1975,2.5701661243715535e-08,0.0
1976,3.25671045686704e-08,5.713526873840635e-10
1977,2.6445517775641747e-08,2.938390863960194e-09
1978,2.1386128423728223e-08,5.940591352171509e-10
1979,2.984506508596496e-08,1.1703946700691858e-09
1980,2.8425754194927322e-08,0.0
1981,1.707898356073656e-08,0.0
1982,2.5450759721934446e-08,0.0
1983,4.4207212113178684e-08,0.0
1984,3.827345551599137e-08,1.1598016991243298e-09
1985,2.1054452403745927e-08,1.8046674155058895e-09
1986,4.016305155118971e-08,2.997242676272549e-09
1987,1.588812459374367e-08,6.110816852533674e-10
1988,3.957725525083333e-08,0.0
1989,2.3050112929468014e-08,2.1952488715726304e-09
1990,4.2499475938484466e-08,0.0
1991,3.223805933316726e-08,0.0
1992,2.6998726809779328e-08,5.509944167592096e-10
1993,2.7696037463442735e-08,2.7696036575264316e-09
1994,3.639699386326356e-08,1.5824779264761446e-09
1995,3.633041956163652e-08,5.422450821690461e-10
1996,2.6156651955488996e-08,0.0
1997,3.164630513197153e-08,1.438468344439059e-09
1998,3.099284029417504e-08,2.3840645013706308e-09
1999,3.107736645802106e-08,0.0
2000,2.9159007652879154e-08,1.3254094488601709e-09
