year,rien_PRON acheté_VERB,rien_PRON racheté_VERB
2001,2.5849150375734098e-08,8.762423564512289e-10
2002,2.6725450297249154e-08,1.3143663935011318e-09
2003,3.333538245442469e-08,4.1669229178253886e-10
2004,3.479784993487556e-08,1.3214374039449694e-09
2005,2.657212228029948e-08,4.5037495954858286e-10
2006,3.459027553276428e-08,2.8825228870488218e-09
2007,4.154258803623634e-08,1.5977917877663117e-09
2008,4.768332573235057e-08,1.2772318758180745e-09
2009,5.531103397515835e-08,4.76819250749827e-10
2010,5.999217478347418e-08,1.4171379625338432e-09
2011,6.921388973069043e-08,1.1471915639660324e-09
2012,7.285100878107187e-08,1.0212758416727752e-09
2013,8.255810257651319e-08,8.367375126105969e-10
2014,8.293655184843374e-08,2.815078836704288e-09
2015,7.868842999414483e-08,1.994917786518613e-09
2016,9.196750028195311e-08,2.278474076078396e-09
2017,8.452454380858399e-08,1.2578056374223934e-09
2018,1.0300052366574164e-07,1.5488800242380307e-09
2019,9.489674113183355e-08,3.06118530524202e-09
