year,en_ADP août_NOUN,en_ADP routes_NOUN
1891,4.512947668899869e-06,7.011641756093923e-08
1892,4.91263324420288e-06,3.698422124109868e-08
1893,5.387382948640607e-06,5.1114856347567184e-08
1894,5.328581551111711e-06,3.780923507612499e-08
1895,4.900957755182844e-06,2.046328972937772e-08
1896,5.321479022768472e-06,6.014969577972096e-08
1897,5.709596692327068e-06,4.0204323425996336e-08
1898,5.354501375620657e-06,2.4896761985360172e-08
1899,5.948226984742178e-06,3.8693048765026106e-08
1900,5.2190847554811626e-06,7.215563757601018e-08
1901,5.777079501001481e-06,4.973977496547377e-08
1902,5.086562829603736e-06,3.338993082024899e-08
1903,6.7281345863534625e-06,4.536185005399318e-08
1904,6.275949942846637e-06,3.493506284257819e-08
1905,6.249679103120798e-06,4.954328858275403e-08
1906,6.293395145462455e-06,2.6749758852417926e-08
1907,5.95541267500721e-06,4.6285591359662703e-08
1908,6.469772976913646e-06,3.6344278031563704e-08
1909,6.688645953545347e-06,3.79567847152984e-08
1910,6.271360632581491e-06,4.0615544261157766e-08
1911,6.644615424988842e-06,4.947947906952521e-08
1912,6.410192909811485e-06,4.219631355439901e-08
1913,6.536464951523158e-06,3.499973250109534e-08
1914,7.119308023106896e-06,5.089525151324992e-08
1915,1.0643918088248938e-05,3.652036273393833e-08
1916,1.0828143985008865e-05,6.922100936890274e-08
1917,1.1000420158779889e-05,6.250861661616369e-08
1918,1.0691518767202979e-05,4.020231880730307e-08
1919,1.0293453982512801e-05,5.064316610514652e-08
1920,9.165429133872749e-06,6.436397015363582e-08
1921,9.330382269467918e-06,5.2251955651172466e-08
1922,9.12871962555073e-06,3.0249535099002856e-08
1923,8.235852718030401e-06,5.6264525927218756e-08
1924,8.059843366936548e-06,4.512068585427187e-08
1925,8.39270944652526e-06,4.509252904405514e-08
1926,8.03079284139585e-06,4.0126099776216506e-08
1927,7.597081676635753e-06,4.3481975353643065e-08
1928,8.303304383616705e-06,4.913197670930458e-08
1929,8.249471079579962e-06,6.572840050012019e-08
1930,8.330408093115693e-06,6.512234307365361e-08
1931,7.898209503309772e-06,8.89617837174228e-08
1932,8.885992485829775e-06,6.904508276228682e-08
1933,1.0073535207766326e-05,3.4411986149507356e-08
1934,9.049687577089571e-06,7.907843091459199e-08
1935,8.975016228873756e-06,6.10382491217365e-08
1936,8.865591155426955e-06,3.758661426545018e-08
1937,9.33757320353834e-06,5.7919143148232877e-08
1938,8.756705852874802e-06,6.093650739558143e-08
1939,8.488197806855169e-06,5.6587986740908036e-08
1940,9.047673358963948e-06,2.2822046474857416e-08
1941,7.85690005500328e-06,3.5418032950929046e-08
1942,8.608058720938061e-06,6.675266206457309e-08
1943,7.934541912391069e-06,3.4838823381733164e-08
1944,8.190411676878284e-06,6.747690939334916e-08
1945,1.0276003081344243e-05,3.267756198965799e-08
1946,8.857998636813136e-06,4.733175273941015e-08
1947,8.93230880194551e-06,5.3643918418444514e-08
1948,8.442021083965301e-06,4.67491183542279e-08
1949,1.031178555876977e-05,1.0602369193701833e-07
1950,9.343164890651678e-06,7.976521221308985e-08
1951,9.548351400212596e-06,7.782823197022282e-08
1952,8.855526345996623e-06,5.061505825576518e-08
1953,9.27195583244611e-06,5.710128547775639e-08
1954,9.28293216873044e-06,7.133951540616579e-08
1955,8.676994298184582e-06,6.663781704219218e-08
1956,8.814457657990715e-06,6.889701720247388e-08
1957,9.047961967212359e-06,8.393286066166183e-08
1958,8.857090904257348e-06,6.535072571978162e-08
1959,9.012569591959618e-06,7.053180772764733e-08
1960,8.702255854586838e-06,4.49854167805519e-08
1961,8.615022807134665e-06,6.322825141236166e-08
1962,9.422244644952116e-06,7.293249826290094e-08
1963,9.787018228735178e-06,7.694603310071102e-08
1964,1.0115205739680277e-05,4.988853946619187e-08
1965,9.060609244215811e-06,5.909806688464414e-08
1966,8.8830142885854e-06,7.810095070670542e-08
1967,9.13591190965235e-06,6.409436537069269e-08
1968,9.010229234718281e-06,5.569355548962207e-08
1969,9.076702724541974e-06,4.995933622353732e-08
1970,9.410370907403376e-06,6.300253332924832e-08
1971,9.42690438421323e-06,8.838043896730596e-08
1972,9.768825549372195e-06,6.258779450263319e-08
1973,1.0224787530432877e-05,7.332561186013109e-08
1974,9.70523602461526e-06,6.244384398446101e-08
1975,1.0618783875315785e-05,5.311676432029344e-08
1976,1.0095230578599512e-05,5.999203084305904e-08
1977,1.0583496603544518e-05,5.1715679572073014e-08
1978,1.1098213008153834e-05,5.108908418538505e-08
1979,1.0123328834765744e-05,4.623058846853212e-08
1980,1.0450444449361385e-05,3.013130012163856e-08
1981,1.0721173808292406e-05,5.060439534076977e-08
1982,1.1295791807697242e-05,3.5382763940994266e-08
1983,1.1070117380995725e-05,2.7787390166622572e-08
1984,1.100013918176046e-05,4.05930598579296e-08
1985,1.1335717147176183e-05,5.173379813427914e-08
1986,1.141110271873913e-05,3.7165808208783346e-08
1987,1.1556165986803535e-05,4.3386798154188e-08
1988,1.198591138518168e-05,2.158759376813535e-08
1989,1.2290100386280756e-05,3.018467253923518e-08
1990,1.2240939469165824e-05,3.4871367571298606e-08
1991,1.1778028309095134e-05,3.22380568906766e-08
1992,1.2264584725585337e-05,3.4161655337872077e-08
1993,1.2058854835572674e-05,3.545092752688106e-08
1994,1.2270007047732179e-05,3.7451979184588424e-08
1995,1.2234675381250781e-05,4.1210625467691386e-08
1996,1.232672232731602e-05,2.7224270393588768e-08
1997,1.2071146684888845e-05,3.4523240377559716e-08
1998,1.178729259265765e-05,3.766822198603137e-08
1999,1.2292013451542516e-05,4.6159032957016066e-08
2000,1.2173885821198382e-05,3.6669661307442425e-08
2001,1.2181521242382587e-05,2.9792239786274877e-08
2002,1.225602902366063e-05,2.7601696039880608e-08
2003,1.1739471972305182e-05,3.666892339770911e-08
2004,1.2840847105621833e-05,1.938108185051135e-08
2005,1.207140005732299e-05,3.873224585504431e-08
2006,1.2379612769564119e-05,3.623743188851947e-08
2007,1.208170271382869e-05,2.9559147685098708e-08
2008,1.2919625895335685e-05,3.1505054731706394e-08
2009,1.1748826217683472e-05,3.194688846797078e-08
2010,1.0671521003757789e-05,3.637320472593686e-08
2011,9.728949493137407e-06,2.2943831723409858e-08
2012,9.269439626535814e-06,2.2808492872172792e-08
2013,8.279517736298203e-06,1.6734750474256543e-08
2014,8.897164562426951e-06,2.6851520923409922e-08
2015,7.331544814803692e-06,2.3052384889865607e-08
2016,6.5717406343424045e-06,1.8849194205472486e-08
2017,7.253010611663058e-06,1.9370206771895937e-08
2018,7.0283010131788615e-06,2.2716907466246994e-08
2019,7.519546358025764e-06,1.6326321350401685e-08
