year,bien_ADV usé_VERB,bien_ADV rusé_VERB
1800,0.0,9.432493897065797e-09
1801,0.0,4.7623651688866175e-09
1802,1.5664880947952042e-08,2.2378401354217203e-08
1803,3.900678446910888e-09,1.9503391568420625e-08
1804,3.213406074564773e-08,1.2359254952798437e-08
1805,1.7057265822018053e-08,1.7057265822018053e-08
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,6.7770915546105925e-09
1810,0.0,4.680253518074551e-09
1811,1.0028307073639553e-08,2.0056614147279106e-08
1812,2.9339290108509886e-08,1.3336041160272316e-08
1813,0.0,3.738464116054274e-08
1814,0.0,9.440030979135372e-09
1815,1.6183340889597275e-08,0.0
1816,0.0,4.6352077731626196e-09
1817,1.71256075987003e-08,1.5568734301751874e-08
1818,1.0729059418679299e-08,2.384235475716423e-09
1819,6.210630232317271e-09,1.0351050239165716e-08
1820,2.3732962262101864e-09,8.306536791735653e-09
1821,1.676452932031225e-08,3.94459531705138e-09
1822,7.017931125119503e-09,3.60922172149003e-08
1823,1.680056804787e-08,1.581229902569703e-08
1824,2.3579115548955087e-08,2.5263337199987745e-08
1825,4.6668848341369085e-08,1.1447075731751966e-08
1826,8.807984341885344e-10,2.0258364652470107e-08
1827,1.013900075008678e-08,9.217273166939322e-09
1828,9.172301140836225e-09,1.1006761113652175e-08
1829,2.8291481157793896e-08,1.1145129097389628e-08
1830,1.0436835395921662e-08,8.349468672008697e-09
1831,6.236482441579483e-09,2.9623292263636358e-08
1832,4.19429042608499e-08,5.411987746839486e-09
1833,8.108539617524002e-09,1.7375443306377747e-08
1834,7.467624740797874e-09,1.213489042584115e-08
1835,1.1344631900556124e-08,1.8151411040889798e-08
1836,3.36037508930076e-09,1.0753200274660202e-08
1837,8.349468672008697e-09,1.461157062010443e-08
1838,2.5879863585487328e-08,1.64116205070286e-08
1839,1.7478688718597368e-08,6.9914751765765e-10
1840,9.554533164646273e-09,3.821813088222825e-09
1841,1.6051371787284552e-08,3.852329122366882e-09
1842,1.6770663080478698e-08,6.708265054555795e-10
1843,2.953455480181333e-09,1.1813821920725331e-08
1844,5.488561161115513e-09,2.7442805805577564e-09
1845,5.022205318283568e-09,1.0602433431206038e-08
1846,1.4050803187615202e-08,2.3418005312692003e-08
1847,1.1325769655456952e-08,6.47186837454683e-09
1848,2.413566457803995e-09,4.82713291560799e-09
1849,1.6758829879393033e-09,3.6869426622843093e-08
1850,2.2403686017469226e-08,6.1100964288129944e-09
1851,8.384270167027807e-09,5.159551008659946e-09
1852,1.3021090872200602e-08,9.114764054629632e-09
1853,8.957897534855874e-09,7.166318205520383e-09
1854,1.6626126253527218e-08,9.352196350675968e-09
1855,5.306937111981824e-09,9.021793090369101e-09
1856,8.28350277259915e-09,1.65670055451983e-08
1857,2.5871997877402464e-08,6.345961978126979e-09
1858,1.9085335978274998e-08,2.0553439616932678e-08
1859,2.3933214521321133e-08,9.165912473463322e-09
1860,8.696649622663699e-09,4.119465657481669e-09
1861,5.187560159214399e-09,1.3676294985387472e-08
1862,1.355395884417021e-08,5.873382252774562e-09
1863,6.99246927027275e-09,7.991393324857654e-09
1864,1.0068928801842958e-08,3.3563094525845827e-09
1865,1.4591217123438582e-08,7.530950973944073e-09
1866,1.6543083347642096e-08,1.5569960709616026e-08
1867,2.426405742994575e-08,4.85281148598915e-09
1868,9.87974857480367e-09,7.409810987013543e-09
1869,2.8812763730456936e-08,4.883519366671862e-09
1870,2.2936195165357276e-08,9.17447806614291e-09
1871,1.5931766128574054e-08,1.274541228113435e-08
1872,9.071008832961525e-09,1.0885210954825197e-08
1873,7.183205141814142e-09,5.387403856360606e-09
1874,7.169530746864439e-09,5.974609251779839e-09
1875,2.9751941355016243e-08,6.865832347102696e-09
1876,1.6928840551599933e-08,1.0882827083946722e-08
1877,6.80329748092845e-09,6.80329748092845e-09
1878,6.6429977074733415e-09,1.9325084421595307e-08
1879,6.109325489944695e-09,9.774920428640144e-09
1880,8.343199908722454e-09,1.0910338410496934e-08
1881,2.1614773970668466e-08,4.183504542787375e-09
1882,5.324308105514319e-09,1.1979693237407218e-08
1883,1.2638677659992936e-08,1.2006744043446815e-08
1884,1.1883054540362536e-08,7.2618666635548834e-09
1885,5.156508553483263e-09,3.222817901438191e-09
1886,9.680196200179125e-09,3.2267319927115068e-09
1887,5.223139698529167e-09,5.223139698529167e-09
1888,8.242799331981132e-09,2.0289966817799154e-08
1889,1.4409814674820609e-08,4.385595886446936e-09
1890,3.9326319978272295e-09,1.2453334363726754e-08
1891,1.7210394887001712e-08,1.0198752065093686e-08
1892,1.002961980134387e-08,5.641661360300532e-09
1893,1.4164357686752282e-08,5.542574843531156e-09
1894,1.0082462864602348e-08,6.93169299736951e-09
1895,2.4074457982692365e-09,1.1435367319734269e-08
1896,8.255840455717589e-09,4.1279202278587945e-09
1897,5.826713334045053e-09,1.2236098356765979e-08
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,1.0502398950507086e-08,1.1055156790007459e-09
1900,9.34389543516545e-09,3.114631885736685e-09
1901,1.117747761014698e-08,1.676621730339889e-09
1902,1.9641135384773634e-09,2.9461704187383475e-09
1903,1.0800440541913758e-08,4.320176216765503e-09
1904,4.299700151477737e-09,1.6123875568041512e-09
1905,2.580379465655369e-09,5.160759042333041e-10
1906,3.0865106026567446e-09,2.0576738091193647e-09
1907,3.0857059130084963e-09,1.028568674676933e-09
1908,9.822778146428846e-10,4.911389073214423e-10
1909,6.0510818578052294e-09,6.60118004702781e-09
1910,3.206490406526541e-09,5.878565634276356e-09
1911,5.852411444351446e-09,5.320374141248863e-10
1912,4.167536982180309e-09,7.293189607793238e-09
1913,5.302989602995467e-09,1.060597942803554e-09
1914,4.68772043404897e-09,4.018046340092951e-09
1915,8.246533234057551e-09,0.0
1916,6.592477230782379e-09,0.0
1917,4.386569774084137e-09,3.289927441585405e-09
1918,1.1486376294556067e-09,6.89182577673364e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,4.543339038320937e-09,3.028892692213958e-09
1921,5.300923255902035e-09,1.5145494858259667e-09
1922,6.640141769764796e-09,2.2133805899215986e-09
1923,1.1677542488541803e-08,8.492758496458919e-09
1924,5.156649773851996e-09,9.02413699321869e-09
1925,5.499089184013428e-09,4.399271169575059e-09
1926,1.0031524944054127e-08,1.2260752413340015e-08
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,1.2254447234738564e-08,8.912325100141061e-09
1930,1.1553964007759987e-08,7.352522590764465e-09
1931,7.983749661377715e-09,3.4216069977333063e-09
1932,7.6716757391182e-09,9.863582839386709e-09
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,8.377798899061872e-09
1936,6.0623572828433225e-09,0.0
1937,6.295559185076627e-09,0.0
1938,5.186085783037697e-09,5.186085783037697e-09
1939,1.8352860564618823e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,2.4273694165799498e-08,0.0
1943,0.0,5.806470415592457e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,6.960552134671616e-09,6.960552134671616e-09
1947,2.3841741914054637e-09,9.536696765621855e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,8.835307596655184e-09,4.908504269707237e-09
1950,9.571825110299415e-09,1.4889506516624351e-08
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,4.2179215675730575e-09,3.1634410646574906e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,1.3681550115052232e-08,1.9545072227344917e-09
1955,1.1262729415761896e-08,5.631364707880948e-09
1956,6.976913269340912e-09,4.36057079333807e-09
1957,7.951533653738352e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,3.3088974338291166e-09
1959,1.6276571201956358e-08,1.5501495642666896e-09
1960,2.7683333403416555e-09,1.3841666701708277e-09
1961,8.33779090214648e-09,6.253343343143314e-09
1962,3.805173953708163e-09,8.244543492352818e-09
1963,4.526237162849611e-09,6.466053470433053e-09
1964,1.3993127545575135e-08,6.083968329129164e-10
1965,6.0192477668863376e-09,1.6416130677043839e-09
1966,7.200797291773142e-09,8.862519607077957e-09
1967,1.5777073869571723e-08,5.916402479044791e-09
1968,8.533690198930799e-09,2.6948494546985557e-09
1969,5.450109252791435e-09,3.6334062425424918e-09
1970,7.3579600190498695e-09,5.9783426265003214e-09
1971,3.5968783507200897e-09,1.0276794970565106e-09
1972,5.130146973897354e-09,7.69522001675682e-09
1973,8.269805285010534e-09,1.102640756478479e-09
1974,3.937900228123681e-09,7.875800456247362e-09
1975,4.569184142155791e-09,2.2845920710778955e-09
1976,9.712995741040231e-09,3.999468867199596e-09
1977,7.052138428775834e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,5.851973128301324e-09,0.0
1980,3.411090521154847e-09,4.548120546843393e-09
1981,7.590659656386833e-09,5.69299452024552e-09
1982,8.690503427999374e-09,2.483000915987077e-09
1983,1.136756910824488e-08,7.57837925746685e-09
1984,2.8995041922996734e-09,2.8995041922996734e-09
1985,1.2031116103372597e-09,2.4062232206745193e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,2.99827696004229e-09,2.9982769045311386e-09
1989,8.780995486290522e-09,4.390497743145261e-09
1990,8.172976073694826e-09,2.724325431913144e-09
1991,5.2753188484189195e-09,5.861465368628416e-09
1992,3.30596661157756e-09,4.4079553340736766e-09
1993,3.877445031719162e-09,5.539207592608619e-09
1994,3.6924485691258724e-09,2.1099705871385765e-09
1995,3.795715741716776e-09,1.626735190995987e-09
1996,4.804283193493575e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,5.274383707565278e-09
1998,2.3840645013706308e-09,2.86087753487152e-09
1999,3.1991407301035224e-09,4.113181045761749e-09
2000,6.185244316725402e-09,2.6508188977203417e-09
2001,6.133696661692056e-09,2.1906058911280724e-09
2002,3.066854992184176e-09,1.3143663935011318e-09
2003,6.250384210204629e-09,1.2500769308587678e-09
2004,4.845270407116686e-09,4.404791253964646e-10
2005,7.656374201303606e-09,4.954124666056714e-09
2006,5.7650457740976435e-09,4.117890028965121e-09
2007,2.3966877371606188e-09,6.7906151812735516e-09
2008,4.257439734089985e-09,1.7029758714315335e-09
2009,5.245011536203492e-09,1.907277002999308e-09
2010,8.502827775203059e-09,1.8895172093635892e-09
2011,6.118355155848576e-09,3.441574775164824e-09
2012,6.468080293586809e-09,6.468080293586809e-09
2013,4.183687618564136e-09,6.972812605088308e-09
2014,6.063246349441442e-09,3.681256854903836e-09
2015,5.763096222466402e-09,8.64464377858809e-09
2016,6.8354220061905835e-09,7.663958356829426e-09
2017,4.528100561174142e-09,4.024978128569501e-09
2018,9.035133530232997e-09,7.228106668755174e-09
2019,8.418259866971312e-09,5.612172948588068e-09
