year,un_DET ados_NOUN,un_DET radeau_NOUN
1957,2.6505113659425206e-09,2.0585637283687674e-07
1958,1.6544486503011768e-08,2.531306524389265e-07
1959,4.650448914844674e-09,2.5422453608925366e-07
1960,8.997083078554624e-09,2.2977166125315307e-07
1961,0.0,2.5221817034903893e-07
1962,6.341956404476434e-10,2.771434886028601e-07
1963,3.2330267352165265e-09,2.3407112115236828e-07
1964,1.8251904432275978e-09,2.476175013921278e-07
1965,3.2832261354087677e-09,2.287314089244319e-07
1966,3.323444963676536e-09,2.2820988210270343e-07
1967,1.4791006197611978e-09,2.2531633714351074e-07
1968,2.245707841908029e-09,2.600529902530013e-07
1969,1.3625273131978588e-09,2.8930997419962523e-07
1970,8.277704743875347e-09,2.4511204888000293e-07
1971,2.0553589941130213e-09,1.9680061758009515e-07
1972,1.0260293725750103e-09,2.0674491452155053e-07
1973,1.102640756478479e-09,2.6242851181024207e-07
1974,1.6876715580593782e-09,2.2446031522349585e-07
1975,1.1422960355389478e-09,2.0675558420890638e-07
1976,1.7140580621521906e-09,2.211134928487013e-07
1977,3.526069214387917e-09,2.37421981630348e-07
1978,5.940591352171509e-10,2.114850468082352e-07
1979,5.851973350345929e-10,2.39930912471209e-07
1980,4.548120602354544e-09,2.3138563154390113e-07
1981,6.325549528618524e-10,2.1633379887475712e-07
1982,6.207502289967692e-10,2.1229658209165336e-07
1983,2.5261264191556165e-09,2.450342577731135e-07
1984,2.3196033982486597e-09,2.1630301105801664e-07
1985,5.414002135495366e-09,2.568643173717078e-07
1986,2.997242676272549e-09,2.607601290449679e-07
1987,3.6664902225425067e-09,2.1876724964897676e-07
1988,1.798966087207532e-09,2.752418164497783e-07
1989,2.1952488715726304e-09,2.6672273101269184e-07
1990,3.2691906959314565e-09,2.086833297276769e-07
1991,0.0,2.795918803144559e-07
1992,3.30596661157756e-09,2.1819379214527146e-07
1993,2.2156829704300662e-09,2.0605851425159472e-07
1994,1.0549853213248639e-09,2.389541702285669e-07
1995,5.422450821690461e-10,2.575664153070534e-07
1996,1.0676184380997711e-08,2.7437792837758934e-07
1997,1.917957792585412e-09,2.474165632371239e-07
1998,5.72175506974304e-09,2.3649920777302214e-07
1999,4.113180906983871e-09,2.7878227459865457e-07
2000,8.836062992401139e-10,2.3724829834037564e-07
2001,1.3143635069212678e-09,2.4140477528078463e-07
2002,4.81934359086722e-09,2.663782678880011e-07
2003,4.1669229178253886e-10,2.6418292264906995e-07
2004,2.642874807889939e-09,2.726565764277211e-07
2005,3.1526248278623825e-09,2.3599648368843873e-07
2006,2.4707338397433887e-09,2.8413440844587967e-07
2007,1.1983438685803094e-09,2.5165220751688366e-07
2008,3.405951742863067e-09,2.937633336586032e-07
2009,9.53638501499654e-10,2.7464788754372194e-07
2010,3.3066552274085836e-09,4.1238714310054547e-07
2011,7.265546830836911e-09,3.78190820882196e-07
2012,6.808505426114664e-10,4.3540392802299266e-07
2013,3.0680376017500066e-09,4.529538948361278e-07
2014,8.661780737106994e-10,4.930718695561609e-07
2015,1.7732603163622684e-09,4.311239099052955e-07
2016,2.2784739928116693e-09,4.7620106613521784e-07
2017,1.2578056374223934e-09,4.442569654372619e-07
2018,7.744400121190154e-10,4.925438457092923e-07
2019,7.65296326310505e-10,4.5203502985202704e-07
