year,bien_ADV amener_VERB,bien_ADV ramener_VERB
1912,5.3136098188133474e-08,1.1981668990301841e-08
1913,4.666630815108874e-08,2.0681659052002033e-08
1914,5.6252648761301316e-08,2.4777952134513725e-08
1915,4.476689596799588e-08,3.534228554258334e-08
1916,3.84561182897869e-08,1.648119329900055e-08
1917,3.728584374584898e-08,3.070598708632133e-08
1918,2.986458014220261e-08,1.4932290071101306e-08
1919,5.893022958503025e-08,2.025726608678724e-08
1920,4.316171953178127e-08,3.104614876292544e-08
1921,2.120369302360814e-08,1.2873671018098776e-08
1922,4.279202414636529e-08,2.5084981203349344e-08
1923,4.777176698667063e-08,2.3355084977083607e-08
1924,2.9650736976805092e-08,1.2891624656674594e-08
1925,3.629398648286042e-08,2.4195990988573612e-08
1926,2.8979959765251806e-08,3.6782257240020044e-08
1927,5.2401357919507063e-08,2.4528294062520217e-08
1928,4.570416578530967e-08,1.82816659588525e-08
1929,5.458799279267623e-08,2.785101571589621e-08
1930,5.04172987803031e-08,1.8906487042613662e-08
1931,5.47457119637329e-08,2.5091784650044247e-08
1932,3.616647248350091e-08,2.9590749406338546e-08
1933,6.652984296806608e-08,2.7529589274877253e-08
1934,5.870974462141021e-08,2.036868629318178e-08
1935,3.8298509252854274e-08,1.4361940969820353e-08
1936,2.424942913137329e-08,2.66743711563322e-08
1937,4.784624962894668e-08,1.1332006444320086e-08
1938,2.9819993585533666e-08,1.2965214679638848e-08
1939,2.9058696782158222e-08,1.2235240376412548e-08
1940,1.0143131667916805e-08,1.5214697057785997e-08
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,3.3376331032286544e-08,3.034211815133858e-08
1943,2.0322646676618206e-08,2.0322646676618206e-08
1944,2.5705489292704442e-08,2.5705489292704442e-08
1945,5.664110602765504e-08,2.3963544037997053e-08
1946,4.1763314584386535e-08,9.744772988540262e-09
1947,3.099426493236024e-08,1.549713246618012e-08
1948,4.783630558335972e-08,2.2830963786191205e-08
1949,2.9451024730065e-08,9.817008539414473e-09
1950,3.403315673722318e-08,4.2541445921528975e-09
1951,3.5182626589858046e-08,1.4925962688039363e-08
1952,3.690681538159879e-08,1.2653764258629963e-08
1953,4.0940545176226806e-08,1.4005975934594517e-08
1954,3.0294863506696856e-08,2.6385848173049453e-08
1955,3.378819002364253e-08,1.9709776921672528e-08
1956,3.8373023869553435e-08,1.9186511934776718e-08
1957,3.445664731316356e-08,6.184526224473075e-09
1958,3.22617488279775e-08,1.9853384713997002e-08
1959,4.417926291466756e-08,1.705164542897819e-08
1960,2.422291700554524e-08,1.314958364417862e-08
1961,2.91822690456911e-08,1.737039845295385e-08
1962,4.1856910826254534e-08,6.341956293454132e-09
1963,2.133797494252576e-08,9.69907976156037e-09
1964,2.981144575642247e-08,1.5818317322668918e-08
1965,2.6265809083270142e-08,1.2585699593614663e-08
1966,2.99110034518435e-08,1.38476865529924e-08
1967,3.9442685562107727e-08,1.5777073869571723e-08
1968,3.817703486674873e-08,1.7067380397861598e-08
1969,2.952142530432411e-08,1.9075383050903838e-08
1970,2.4373242979436327e-08,1.103694025061941e-08
1971,2.928886644326667e-08,1.1304474689666222e-08
1972,2.4111690422046195e-08,1.5903454553267693e-08
1973,3.473318344049403e-08,1.0475087464101307e-08
1974,1.8564387360697765e-08,9.563471792262135e-09
1975,3.0270843609514486e-08,9.709516746170266e-09
1976,2.513951891103261e-08,1.542652228181396e-08
1977,2.938390863960194e-08,8.815172591880582e-09
1978,1.900989232694883e-08,8.316828115084718e-09
1979,2.2822696621460636e-08,2.1652301285257636e-08
1980,4.036456857647863e-08,1.2507331170752423e-08
1981,1.9609203150139365e-08,1.0120879245789638e-08
1982,1.8622506203769262e-08,1.4898005495922462e-08
1983,2.462973291983417e-08,1.0736036948344463e-08
1984,2.609553817478627e-08,1.2177918229383522e-08
1985,1.8648229627160617e-08,1.142956040922627e-08
1986,2.8174081734277934e-08,1.3187867686781374e-08
1987,3.177624918748734e-08,1.588812459374367e-08
1988,2.4585871116755698e-08,1.5591039570495013e-08
1989,1.9757239400064464e-08,1.0427432250992297e-08
1990,1.6345952147389653e-08,1.9070277801347402e-08
1991,2.05151273746651e-08,1.1722930182145319e-08
1992,1.322386644631024e-08,1.1570882918476855e-08
1993,1.883330469354405e-08,2.1048988330107932e-08
1994,9.494868002946077e-09,8.439882570598911e-09
1995,2.1689803730851054e-08,1.1929391696696712e-08
1996,2.3487604750016544e-08,1.2277611816102763e-08
1997,1.3425704992187093e-08,1.2946214766884623e-08
1998,1.9072516010965046e-08,8.582632382569955e-09
1999,2.0565904534919355e-08,1.0054442611817649e-08
2000,3.1368024622224766e-08,1.0161472552283612e-08
2001,1.4896119893137438e-08,9.638665865452367e-09
2002,2.102986229601811e-08,1.6648641576466616e-08
2003,2.375146124222738e-08,1.9584538435424292e-08
2004,1.805964444656638e-08,1.189293641346012e-08
2005,3.873224585504431e-08,1.1259373877692269e-08
2006,1.7706927479821388e-08,1.317724773741702e-08
2007,2.2768533725070483e-08,1.3581230362547103e-08
2008,1.575252639440805e-08,1.3623806971452268e-08
2009,2.5271420511785436e-08,2.145686650578682e-08
2010,2.0312310056169736e-08,1.1809482280966677e-08
2011,2.2561435386592166e-08,1.7207874236646603e-08
2012,2.4851045665741367e-08,2.4510619311968185e-08
2013,2.7054513296320692e-08,2.3149738126448938e-08
2014,2.3603352161671864e-08,2.0571729208995748e-08
2015,2.8150507702662253e-08,2.21657536769726e-08
2016,4.101253381350034e-08,2.6306018696686806e-08
2017,2.4904551310100942e-08,2.389830733307008e-08
2018,3.252647928775332e-08,2.1684320117287825e-08
2019,1.9387506711154856e-08,2.0663000199760972e-08
