year,en_ADP aigles_NOUN,en_ADP règle_NOUN
1800,3.144164484325529e-09,2.317249276018174e-06
1801,0.0,2.2002127089137957e-06
1802,2.2378401354217203e-09,2.457148468693049e-06
1803,1.950339223455444e-09,1.714348133674548e-06
1804,7.4155526164076946e-09,2.8500442326162556e-06
1805,0.0,2.4391890693920004e-06
1806,2.881669125542885e-09,2.82115418315243e-06
1807,0.0,3.1885898366112997e-06
1808,6.798221985349073e-09,2.868849662718276e-06
1809,0.0,3.4427624768795795e-06
1810,0.0,2.627962302881315e-06
1811,0.0,2.9107161054753306e-06
1812,2.6672082320544632e-09,2.451164306194187e-06
1813,5.751483289628823e-09,2.5967947578919848e-06
1814,0.0,2.47014155885239e-06
1815,0.0,2.284548440201206e-06
1816,0.0,2.3964024826739205e-06
1817,0.0,2.100222311618438e-06
1818,1.5497530370112145e-08,2.701338893018601e-06
1819,0.0,2.3455479727374495e-06
1820,1.1866481131050932e-09,2.2700579407342047e-06
1821,0.0,2.511721097775421e-06
1822,7.017931125119503e-09,2.4863527556817644e-06
1823,0.0,2.72860996375357e-06
1824,4.210556348027694e-09,2.6534925865462355e-06
1825,8.805443041381977e-10,2.1714223663593657e-06
1826,2.642395191543301e-09,2.4380501386644937e-06
1827,2.7651818612639545e-09,2.9670400891745885e-06
1828,1.4675682002973645e-08,3.2176432540609312e-06
1829,8.57317605795771e-10,3.23380203326451e-06
1830,1.1480519646056564e-08,2.758455757145839e-06
1831,1.5591206103948707e-09,2.758084391984994e-06
1832,0.0,2.9157085066344735e-06
1833,0.0,2.990892966181491e-06
1834,4.667265685043276e-09,3.166272819044025e-06
1835,0.0,3.237758008367564e-06
1836,2.016224964762614e-09,2.8704322403427796e-06
1837,4.87052354003481e-09,3.061472057197534e-06
1838,1.2624323808552163e-09,2.8215364693551237e-06
1839,6.292327547896548e-09,3.119596158285276e-06
1840,1.0191502031187127e-08,3.1058602587563655e-06
1841,3.2102742686390684e-09,3.31236097395049e-06
1842,6.708265054555795e-10,3.238079585798914e-06
1843,1.2404512972352677e-08,3.364576457443036e-06
1844,1.097712254427563e-09,3.572504482463046e-06
1845,1.2276501593078137e-08,4.029482681744412e-06
1846,2.3418005312692003e-09,3.559536878583458e-06
1847,1.0786447290911383e-09,3.7914362849278405e-06
1848,0.0,3.969512391677199e-06
1849,8.379414939696517e-10,3.814309764038626e-06
1850,0.0,4.23022348172708e-06
1851,6.449438760824933e-10,4.332732885359292e-06
1852,8.463708844885787e-09,4.156332124694018e-06
1853,1.1943863675867306e-09,3.973126212031275e-06
1854,0.0,4.031316109376348e-06
1855,1.1675261646360013e-08,4.336298502494174e-06
1856,0.0,4.185757433106119e-06
1857,0.0,3.953534303491324e-06
1858,1.859596826525589e-08,4.294689944117636e-06
1859,7.1290429115578036e-09,4.487222923899026e-06
1860,1.1442959468865865e-08,4.51035691639845e-06
1861,4.715963730639317e-10,4.3429311347154e-06
1862,2.710791813242963e-09,4.597954585960906e-06
1863,9.989241656072068e-10,4.8892342761064356e-06
1864,7.1920918109924514e-09,4.455740651110318e-06
1865,4.23615986733239e-09,4.61976779320139e-06
1866,1.3623716377253459e-08,4.768786993736285e-06
1867,4.367530337390235e-09,4.948897213807868e-06
1868,2.9639244392143382e-09,4.824774890721528e-06
1869,1.0255390425761846e-08,4.816615074787478e-06
1870,8.601073187008978e-09,4.606734734124984e-06
1871,3.18635318130589e-09,5.410427661445283e-06
1872,3.023669647994609e-09,4.754418341690325e-06
1873,5.986004469882289e-10,5.1940559160357225e-06
1874,1.7923826867161097e-09,5.005527498269657e-06
1875,2.2886108563824337e-09,4.658467361196017e-06
1876,4.836811839936672e-09,4.921456138617941e-06
1877,8.040260901509555e-09,4.9886727424564015e-06
1878,9.058632954861423e-09,5.171271766357677e-06
1879,7.94212251520321e-09,5.114116333970742e-06
1880,5.776061406947974e-09,5.0662476382967725e-06
1881,9.761510710859511e-09,5.502005819835176e-06
1882,0.0,5.189203648114926e-06
1883,0.0,5.521838147615199e-06
1884,1.9805090900604227e-09,5.5408044090654585e-06
1885,3.86738152613475e-09,5.757241865467222e-06
1886,3.872078380151578e-09,5.1937475973318215e-06
1887,1.9586773869484375e-09,5.534569311294035e-06
1888,0.0,5.5924221555869735e-06
1889,1.8795409673089125e-09,5.436885544440884e-06
1890,1.3108772956016423e-09,5.487987664309912e-06
1891,2.5496880162734215e-09,5.792891045075521e-06
1892,1.2537024751679837e-09,5.823447850161756e-06
1893,6.774258043407144e-09,6.264957107759983e-06
1894,1.1972924873759894e-08,5.832074748468585e-06
1895,5.416753268150387e-09,6.100467658143316e-06
1896,1.3563166589847242e-08,6.177137720442261e-06
1897,4.078699600285063e-09,5.946744010998373e-06
1898,6.7900258748920805e-09,6.002382747283264e-06
1899,6.633094074004475e-09,5.854258290582948e-06
1900,2.07642125715779e-09,5.9432368857414986e-06
1901,3.353243460679778e-09,6.064340539069235e-06
1902,4.910283846193408e-10,5.674323801940773e-06
1903,5.400220270956879e-10,6.271275992730807e-06
1904,0.0,6.390966632352502e-06
1905,5.160758931310738e-09,5.9544837540670414e-06
1906,2.0576738091193647e-09,6.233722842807765e-06
1907,1.5428529565042481e-09,6.191983288772462e-06
1908,5.893666887857307e-09,6.0886488881806144e-06
1909,3.850688656825696e-09,6.233164640434552e-06
1910,7.481810726517324e-09,5.8229865658177005e-06
1911,2.6601871816467337e-09,6.220581326488173e-06
1912,3.646594803896619e-09,6.26172436568595e-06
1913,9.015082902408267e-09,5.921848696743837e-06
1914,9.37544086809794e-09,6.070598033147689e-06
1915,1.1780761921542648e-09,5.872709607501747e-06
1916,1.0987462051303964e-09,5.89257587080283e-06
1917,6.57985488317081e-09,6.008503760313033e-06
1918,3.44591288836682e-09,5.698391362329858e-06
1919,5.524709134618888e-09,5.2770177489946946e-06
1920,1.514446346106979e-09,5.941173185419757e-06
1921,0.0,6.218740281838109e-06
1922,2.951174193910333e-09,6.076467798266094e-06
1923,2.1231896241147297e-09,5.590358114204719e-06
1924,2.578324886925998e-09,5.669736651725543e-06
1925,5.499089184013428e-09,6.450431214943819e-06
1926,6.687683296036084e-09,6.434665579035936e-06
1927,0.0,6.200084044394316e-06
1928,6.8556245125250825e-09,6.843055984973034e-06
1929,6.684243825105796e-09,6.537190643030044e-06
1930,3.1510811737689437e-09,6.442910148507508e-06
1931,1.1405356659111021e-09,6.372172720148228e-06
1932,0.0,5.992674459776026e-06
1933,0.0,6.749337785549869e-06
1934,0.0,6.676136308669811e-06
1935,1.0771455727365264e-08,6.668727792202844e-06
1936,1.4549657478823974e-08,6.512184199891635e-06
1937,6.295559185076627e-09,6.279190529312473e-06
1938,2.5930428915188486e-09,7.17754255674663e-06
1939,0.0,6.844087806712196e-06
1940,2.5357829169792012e-09,6.702074188069673e-06
1941,0.0,6.0653376294794725e-06
1942,1.2136847082899749e-08,6.198894539011235e-06
1943,8.709705845433291e-09,7.020022621873068e-06
1944,3.2131861615880553e-09,6.487422865575354e-06
1945,0.0,5.949494379819953e-06
1946,0.0,6.613916752939986e-06
1947,5.960435700558264e-09,6.868805940030143e-06
1948,0.0,7.181969294833834e-06
1949,1.9634016634739737e-09,7.876185691202409e-06
1950,0.0,6.8832059696433134e-06
1951,1.0661401761424827e-09,6.944837309674767e-06
1952,5.272402070488624e-09,7.505791359108116e-06
1953,1.0773827385790469e-09,6.876934207866725e-06
1954,0.0,7.148609938667505e-06
1955,9.385607846468247e-10,6.84586245824903e-06
1956,3.488456634670456e-09,6.783303660995443e-06
1957,5.301022731885041e-09,6.995583021307539e-06
1958,9.099467845885556e-09,7.344925052166218e-06
1959,2.325224457422337e-09,7.658513823116664e-06
1960,1.3841666701708277e-09,7.381760951830074e-06
1961,3.47407969059077e-09,7.3323924425494624e-06
1962,6.341956404476434e-09,7.634447342752537e-06
1963,3.2330267352165265e-09,7.485750074920361e-06
1964,1.8251904432275978e-09,7.1663065455140895e-06
1965,4.377634699181954e-09,6.7508597112464486e-06
1966,4.431259803538978e-09,7.83114364821813e-06
1967,3.451234853457663e-09,7.06960815932689e-06
1968,1.7965663401398047e-09,6.72679334456916e-06
1969,3.1792303789579535e-09,6.974777534196619e-06
1970,3.6789800095249348e-09,7.341864602494752e-06
1971,4.1107179882260425e-09,7.016995823505567e-06
1972,2.565073486948677e-09,7.035483463369019e-06
1973,3.859242703185828e-09,6.677592296000512e-06
1974,5.625571564138454e-09,7.432505526594468e-06
1975,5.711480177694739e-10,6.9645788016714505e-06
1976,2.856763492431469e-09,6.7596738517750055e-06
1977,2.3507127355770763e-09,6.559076268786157e-06
1978,3.5643548113029055e-09,6.560789074683271e-06
1979,3.5111840102075575e-09,6.678856948383327e-06
