year,en_PRON amenait_VERB,en_PRON ramenait_VERB
1866,4.962925004292629e-08,1.0217787504984699e-08
1867,4.610171089325377e-08,1.455843445796745e-08
1868,2.420538258718352e-08,1.333765986544222e-08
1869,3.955650385023546e-08,2.24641887314192e-08
1870,5.504686839685746e-08,1.9495765002375265e-08
1871,4.354682658913589e-08,3.823623728749226e-08
1872,3.749350341308855e-08,1.5723081503438152e-08
1873,9.098727105083526e-08,2.21482157058972e-08
1874,3.7042575229406793e-08,1.8521287614703397e-08
1875,3.833423178889461e-08,2.2313955128083762e-08
1876,5.1995726835230016e-08,2.2974855795609983e-08
1877,4.762308236649915e-08,1.4225077116236662e-08
1878,4.891661831152305e-08,2.0532901601200138e-08
1879,3.0546626561545054e-08,1.4051448005147904e-08
1880,4.8775632421893533e-08,2.1178893305773272e-08
1881,7.111957955885373e-08,1.2550513517339823e-08
1882,6.855047018916594e-08,2.0631693686823382e-08
1883,7.077659347487497e-08,1.2638677659992936e-08
1884,6.007544328667791e-08,2.2445769687351458e-08
1885,4.834226885463977e-08,1.6758653131887513e-08
1886,4.5174246565693466e-08,2.19417763958063e-08
1887,4.7661149693567495e-08,1.9586773092328258e-08
1888,4.1848057463766963e-08,1.5851536971922542e-08
1889,4.448246926358479e-08,2.4434033463194282e-08
1890,5.046877760150892e-08,2.818386235503567e-08
1891,4.5894385181100006e-08,2.039750413018737e-08
1892,3.0715710863660206e-08,1.4417578242387208e-08
1893,4.9883173147691195e-08,1.7243566574620672e-08
1894,2.3315696040526745e-08,2.3315696040526745e-08
1895,2.9491211250842753e-08,1.444467478961542e-08
1896,2.6536630670648265e-08,2.0639602027472392e-08
1897,2.9716238358901137e-08,1.4566784223291052e-08
1898,2.8291774256672397e-08,9.619203211741478e-09
1899,2.819064981451902e-08,2.5426860617017155e-08
1900,3.9971109089265155e-08,1.0901211489056095e-08
1901,1.620734302321125e-08,1.3412973842719111e-08
1902,2.1605249145295602e-08,1.3257766440233354e-08
1903,3.132127801563911e-08,1.2420506401156217e-08
1904,4.08471514390385e-08,1.1824175416563776e-08
1905,2.6835946798087207e-08,7.2250627702885595e-09
1906,3.035068729673185e-08,2.3148830408104004e-08
1907,4.0628464148539933e-08,1.2857108266928208e-08
1908,2.6521501439447093e-08,9.331639461152008e-09
1909,2.7504917454734823e-08,1.2102163715610459e-08
1910,2.8323999146095957e-08,2.0842188419578633e-08
1911,1.702519725199636e-08,1.5429085564733214e-08
1912,2.5526164293410147e-08,1.7712032729377825e-08
1913,3.712092677687906e-08,8.484783542428431e-09
1914,2.209925398233281e-08,1.1384464038144415e-08
1915,4.5944972271172446e-08,2.8273827723523937e-08
1916,3.076489463182952e-08,3.955486249651585e-08
1917,1.973956464951243e-08,2.3029491202919417e-08
1918,3.331049214239101e-08,2.756730310693456e-08
1919,2.301962176431971e-08,1.4732557396257562e-08
1920,1.9687803387569147e-08,2.0445025228355007e-08
1921,2.4232791773215467e-08,1.5902768879527684e-08
1922,2.0658220023506146e-08,8.853522359686394e-09
1923,2.229349149729387e-08,1.6985516992917837e-08
1924,3.867487308184536e-08,2.707241186783449e-08
1925,1.7597084678300234e-08,1.5397448649423495e-08
1926,4.0126099776216506e-08,1.7833821530643945e-08
1927,2.4528294062520217e-08,2.4528294062520217e-08
1928,2.0566874425753667e-08,2.0566874425753667e-08
1929,1.893869061575515e-08,1.893869061575515e-08
1930,2.3107928015519974e-08,1.2604324695075775e-08
1931,1.2545892325022123e-08,2.2810713318222042e-08
1932,2.6302888755935783e-08,2.9590749406338546e-08
1933,9.176529758292418e-09,2.1794258842078307e-08
1934,2.516131836216573e-08,9.585264137967897e-09
1935,1.795242710045386e-08,2.393656828303392e-08
1936,2.3036957230715416e-08,1.8187071404440758e-08
1937,1.3850230295986421e-08,2.0145789036973838e-08
1938,1.6854778905894818e-08,1.4261735792331365e-08
1939,2.141167065872196e-08,1.070583532936098e-08
1940,1.0143131667916805e-08,1.7750480196809804e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,1.517105907566929e-08
1943,4.064529335323641e-08,2.9032351633873077e-08
1944,2.2492303131116387e-08,3.213186161588055e-08
1945,3.0499055725385915e-08,2.832055301382752e-08
1946,2.227376683094917e-08,2.3665876369705074e-08
1947,1.549713246618012e-08,3.337843779149807e-08
1948,1.6307831529616124e-08,2.174377655705939e-08
1949,8.835307596655184e-09,1.570721330779179e-08
1950,1.701657836861159e-08,1.595304155443955e-08
1951,1.9190522948520083e-08,3.6248767543156646e-08
1952,3.4797853487589236e-08,2.9525450528922192e-08
1953,1.508335856215126e-08,3.232148060305917e-08
1954,1.6613311615287785e-08,2.443134050622575e-08
1955,9.385607846468247e-09,1.783265446420046e-08
1956,1.9186511934776718e-08,1.5698054411927842e-08
1957,6.184526224473075e-09,2.47381048978923e-08
1958,1.4890038535497752e-08,9.926692356998501e-09
1959,1.007597205671118e-08,1.3951345856355601e-08
1960,1.314958364417862e-08,2.145458388724819e-08
1961,1.320150300188061e-08,2.570818935510033e-08
1962,1.7123282347597524e-08,2.7904608401740916e-08
1963,1.4225316924409981e-08,9.052474325699222e-09
1964,1.2167936880302932e-08,2.494427064902993e-08
1965,1.0396882466068291e-08,1.641613067704384e-08
1966,1.1078149952936656e-08,2.658755882123387e-08
1967,1.5777073869571723e-08,1.1339771788243524e-08
1968,1.122853987567396e-08,1.9313088017725022e-08
1969,1.407944960618579e-08,1.725867981861029e-08
1970,6.898087434592526e-09,1.4715920038099739e-08
1971,2.1067430466814585e-08,2.2608949379332444e-08
1972,9.234264020108185e-09,2.0007572487656944e-08
1973,1.543697081274331e-08,1.543697081274331e-08
1974,1.0688586016271984e-08,1.800182936051442e-08
1975,9.138368284311582e-09,1.1994108817248161e-08
1976,8.570290255249802e-09,1.7711933253394818e-08
1977,5.876781727920388e-09,1.880570188461661e-08
1978,9.504946163474415e-09,1.9603952239322098e-08
1979,9.363157360553487e-09,1.404473604083023e-08
1980,1.4781392110307934e-08,1.2507331170752423e-08
1981,1.707898356073656e-08,2.277197808098208e-08
1982,1.4898005495922462e-08,2.9175261317959666e-08
1983,1.0104505676622466e-08,1.8314416649900522e-08
1984,1.0438215625185876e-08,1.681712546997005e-08
1985,8.421781494405423e-09,1.8648229627160617e-08
1986,1.7384007122700496e-08,1.4386765556650971e-08
1987,5.49973533381376e-09,2.0776777631681398e-08
1988,5.396898483667201e-09,1.0793796967334401e-08
1989,1.2073869015694072e-08,1.3171493229435782e-08
1990,6.538381391862913e-09,1.689081763345257e-08
1991,1.0550637696837839e-08,1.817054240405014e-08
1992,1.1019888113139586e-08,1.5427843891302473e-08
1993,6.647049133334804e-09,1.827938511667071e-08
1994,4.747434001473039e-09,1.7407257857371405e-08
1995,7.0491861237087505e-09,2.3858783393393423e-08
1996,2.6690460952494277e-09,2.4021414191111035e-08
1997,1.102825741838842e-08,2.3015493511024943e-08
1998,1.0489884516573511e-08,1.2873949017944142e-08
1999,6.8553016596695215e-09,1.1882523409667556e-08
2000,5.743440834038438e-09,1.4137700787841823e-08
2001,7.448059946568719e-09,2.015357480900093e-08
2002,7.009954394732176e-09,1.6648641576466616e-08
2003,1.0000615446870142e-08,1.4584229823810801e-08
2004,8.80958239690699e-09,1.2773894830786503e-08
2005,1.1259373877692269e-08,2.567137258324692e-08
2006,1.2765458912156191e-08,2.0177660431386357e-08
2007,1.0385647009059085e-08,1.9572949483404045e-08
2008,7.663391698997657e-09,2.3415918093405708e-08
2009,1.8595951445377068e-08,2.5271420511785436e-08
2010,1.6060896612657416e-08,1.8895171649546683e-08
2011,1.4531093661673822e-08,2.103184648660772e-08
2012,1.5319137958158535e-08,2.7234021260369445e-08
2013,1.9244962956577183e-08,2.8170163091090217e-08
2014,2.14379074492399e-08,3.8761470477766125e-08
2015,2.1722438958704515e-08,2.7042219130635203e-08
2016,2.796309139796449e-08,2.8791626860424913e-08
2017,3.421231298261773e-08,2.792328501755037e-08
2018,2.710540059069899e-08,2.4007640320178325e-08
2019,2.3213988953330045e-08,2.448948244193616e-08
