year,son_DET habit_NOUN,son_DET rabbi_NOUN
1987,7.070215239934896e-07,1.2221633705067347e-09
1988,7.483699100419017e-07,1.798966087207532e-09
1989,9.038937101024658e-07,2.744061089465788e-09
1990,6.440305178045946e-07,2.7243255429354463e-09
1991,6.658624300825977e-07,5.2753188484189195e-09
1992,6.071958402742439e-07,4.958949695321735e-09
1993,7.522243770097248e-07,4.985286683467649e-09
1994,7.311048442204537e-07,4.2199412852994556e-09
1995,6.241240644300206e-07,1.0844901643380922e-09
1996,6.229553353165329e-07,3.2028553142993132e-09
1997,6.923827804428129e-07,9.58978896292706e-10
1998,6.751671186577823e-07,4.7681292247858664e-09
1999,6.709055284659371e-07,5.941261482789173e-09
2000,7.113030520145003e-07,3.0926219363180962e-09
2001,7.198330678193088e-07,1.401987803628657e-08
2002,8.438232370622245e-07,3.504977141854937e-09
2003,7.175441076867628e-07,8.333845613606172e-09
2004,7.254690927993579e-07,3.9643121285681815e-09
2005,7.705915727740376e-07,4.9541245550344115e-09
2006,7.869287514949974e-07,3.706100981659688e-09
2007,8.140749230278743e-07,1.1983438685803094e-09
2008,8.506364217453211e-07,5.108927586539025e-09
2009,8.020100032979371e-07,2.860915504498962e-09
2010,9.079130123268442e-07,3.7790344187271785e-09
2011,9.414618986625101e-07,8.03034105878453e-09
2012,1.3913180936242497e-06,8.851057220482517e-09
2013,1.5624678297854189e-06,2.510212593342942e-09
2014,1.5028189537247272e-06,4.7639794331644225e-09
2015,2.0283881809746163e-06,8.86630191487825e-09
2016,1.9570020270975874e-06,3.935546222244568e-09
2017,1.0706441919694498e-06,1.257805665177969e-09
2018,1.4654986344453391e-06,9.551426760623372e-09
2019,1.628550563737008e-06,5.867272001580659e-09
