year,son_DET habit_NOUN,son_DET rabbi_NOUN
1800,2.1380319168429196e-06,0.0
1801,1.9239954980321272e-06,0.0
1802,2.486240362031822e-06,0.0
1803,2.1453732372833656e-06,0.0
1804,2.768473152059414e-06,0.0
1805,2.3084167821707524e-06,0.0
1806,1.8125698844073668e-06,0.0
1807,1.7224078394662001e-06,0.0
1808,2.5697279966152564e-06,0.0
1809,1.992464916611425e-06,0.0
1810,2.0499511137472837e-06,0.0
1811,2.271411631227238e-06,0.0
1812,2.392485683344603e-06,0.0
1813,2.32935062172146e-06,0.0
1814,2.492168349021995e-06,0.0
1815,1.8449009075993672e-06,0.0
1816,2.2109941966164115e-06,0.0
1817,2.3104000987927975e-06,0.0
1818,2.4939102445387107e-06,1.1921177378582115e-09
1819,1.8787155724453442e-06,0.0
1820,2.077820852264267e-06,0.0
1821,2.0403419185299754e-06,0.0
1822,2.2266893040523428e-06,0.0
1823,3.0626445948200853e-06,0.0
1824,2.5473865150615893e-06,0.0
1825,2.3906777144588887e-06,0.0
1826,2.0645914275974064e-06,0.0
1827,1.7678729520298475e-06,0.0
1828,2.067436717823057e-06,0.0
1829,2.2693196726208953e-06,0.0
1830,2.6426068231444333e-06,7.305785310052215e-09
1831,2.9857158665436145e-06,9.354723395915698e-08
1832,2.9157084284747725e-06,0.0
1833,2.358426783644063e-06,3.4750886612755494e-09
1834,2.4689835314006814e-06,9.334530925997342e-10
1835,3.0418739811466367e-06,7.563087933704082e-10
1836,2.3220191849304683e-06,0.0
1837,2.388643878248331e-06,6.957890930081589e-10
1838,2.0344098743407812e-06,0.0
1839,1.7443730229160792e-06,1.3982950353153e-09
1840,2.077155436097655e-06,3.1848443882154243e-09
1841,2.2369191583493375e-06,6.420548537278137e-10
1842,1.9963796376032406e-06,1.8783141708667017e-08
1843,1.9675920057693475e-06,0.0
1844,1.7942106822488313e-06,0.0
1845,1.8855590226962704e-06,5.580227946389016e-10
1846,2.137478396946335e-06,0.0
1847,2.121694215873049e-06,0.0
1848,1.8672959427590285e-06,0.0
1849,1.7487838519514298e-06,8.379414939696517e-10
1850,2.109341004086218e-06,5.431196825611551e-09
1851,1.7742406370757635e-06,3.8696632564949596e-09
1852,1.9160535629225706e-06,1.9531636308300904e-09
1853,2.0143325585308958e-06,1.1943863675867306e-09
1854,2.0580027779715238e-06,5.195664454227256e-10
1855,2.11375314762563e-06,0.0
1856,2.018068308018428e-06,0.0
1857,2.4090247592312153e-06,4.881509085841174e-10
1858,2.4135609777431455e-06,2.4468380654951716e-09
1859,2.278747601280884e-06,0.0
1860,2.4108027076863436e-06,2.746310290291376e-09
1861,2.007114119351172e-06,2.3579818653196583e-09
1862,2.1731514436851285e-06,4.517986262886353e-10
1863,2.029314359219825e-06,1.4983863039219614e-09
1864,1.8569981605764951e-06,3.835782469430171e-09
1865,1.9185097031027e-06,1.882737743486018e-09
1866,2.081509144602478e-06,2.919367858567057e-09
1867,2.0051816562727254e-06,3.88224918879132e-09
1868,1.772920761311525e-06,0.0
1869,2.1028433963010684e-06,4.883519144627257e-10
1870,1.599799617224562e-06,0.0
1871,1.5740584800028046e-06,0.0
1872,1.7307484938555717e-06,0.0
1873,1.4264648413586656e-06,0.0
1874,1.7953700961470531e-06,5.974609140757536e-10
1875,1.8057139925531374e-06,3.432916173551348e-09
1876,1.8349654595795073e-06,0.0
1877,1.7317484548584616e-06,4.9478527941460015e-09
1878,1.5653317575470282e-06,1.8117265465633636e-09
1879,1.9000001927338417e-06,0.0
1880,1.6763414691922662e-06,0.0
1881,1.6392365118633734e-06,3.486253841167297e-09
1882,1.74836969080161e-06,0.0
1883,1.5520296940962908e-06,1.2638677882037541e-09
1884,1.674190372114026e-06,0.0
1885,1.3883899434574687e-06,0.0
1886,1.3642622107568059e-06,6.453463874400711e-10
1887,1.5453964437028844e-06,5.876032105334161e-09
1888,1.6491938268359263e-06,0.0
1889,1.5525008940642238e-06,1.2530273485467092e-09
1890,1.335783945677349e-06,0.0
1891,1.35515917421003e-06,6.374220040683554e-10
1892,1.3289246680869837e-06,6.268512375839919e-09
1893,1.3406872803045644e-06,2.463366621796581e-09
1894,1.2949663457106908e-06,3.780923574225881e-09
1895,1.408355824850105e-06,6.018614495673091e-10
1896,1.2077115556508033e-06,0.0
1897,1.11057157781147e-06,5.826713556089658e-10
1898,1.139592647803056e-06,0.0
1899,1.3614425000696428e-06,0.0
1900,1.3839347232647015e-06,0.0
1901,1.1797828207704697e-06,5.588738916095792e-10
1902,1.1519526417202997e-06,0.0
1903,1.0881443799348745e-06,0.0
1904,1.048051949226192e-06,5.374625189347171e-10
1905,1.0001550947436044e-06,0.0
1906,1.0807931332124099e-06,2.0576737536082135e-09
1907,1.0177687492785026e-06,1.028568674676933e-09
1908,1.1669460171503943e-06,4.911389073214423e-10
1909,1.3757960459770402e-06,2.2003934230241384e-09
1910,1.1527333541039297e-06,0.0
1911,1.1481367145904642e-06,5.3203743632934675e-09
1912,1.102834435329214e-06,5.209421227725386e-10
1913,1.0388557392104758e-06,2.121195885607108e-09
1914,1.023262385047019e-06,0.0
1915,7.044895493635295e-07,0.0
1916,6.273840966741773e-07,0.0
1917,7.237840016216524e-07,0.0
1918,9.338423829774456e-07,0.0
1919,8.148945944697061e-07,0.0
1920,9.987773879061024e-07,0.0
1921,1.257833382339868e-06,0.0
1922,1.0011858115888117e-06,0.0
1923,1.1486456372722387e-06,0.0
1924,1.1357521216837085e-06,1.289162443462999e-09
1925,1.4825543495078364e-06,1.0998177923937646e-09
1926,1.243909011350297e-06,0.0
1927,1.699141833455542e-06,2.2298449753321847e-09
1928,1.1860231019511502e-06,0.0
1929,1.3446470532585408e-06,0.0
1930,1.0818711189131136e-06,5.2518016602221e-09
1931,9.683147901284883e-07,1.1405356659111021e-09
1932,8.93202223295475e-07,0.0
1933,8.970058082979904e-07,0.0
1934,9.812913930318246e-07,0.0
1935,1.0017454137312143e-06,1.196828414151696e-09
1936,8.766168697604826e-07,0.0
1937,7.856857493493408e-07,0.0
1938,9.633154114396802e-07,0.0
1939,7.325850361894481e-07,0.0
1940,7.759495872505795e-07,0.0
1941,7.969057165269078e-07,0.0
1942,8.981266574892288e-07,0.0
1943,1.0858099148691736e-06,0.0
1944,1.0474987401920544e-06,0.0
1945,7.210848451677521e-07,0.0
1946,8.979111996154643e-07,0.0
1947,1.0180423899441848e-06,1.1920870957027319e-09
1948,9.197617352185716e-07,0.0
1949,7.313671055442228e-07,0.0
1950,9.05069256873503e-07,1.0635361480382244e-09
1951,9.382033425708869e-07,0.0
1952,1.111422360366987e-06,0.0
1953,7.013761447183242e-07,0.0
1954,8.423926409761862e-07,0.0
1955,7.780669051271616e-07,0.0
1956,8.921728102961879e-07,0.0
1957,8.110564841956602e-07,8.835037701437898e-10
1958,7.693186354629233e-07,0.0
1959,8.060777751950354e-07,7.750747821333448e-10
1960,8.796379091791096e-07,3.4604167309382206e-09
1961,8.316946420450222e-07,6.948159270159238e-10
1962,1.04959374347402e-06,4.4393695941558065e-09
1963,9.530962685744271e-07,3.879632060055371e-09
1964,8.846090153724617e-07,2.4335873316516654e-09
1965,7.956351204541079e-07,3.2832261354087677e-09
1966,9.804162459658983e-07,5.539074754423723e-10
1967,1.0097327489688723e-06,9.860671168482327e-10
1968,9.548750270482742e-07,0.0
1969,8.397710331564667e-07,2.2708789015890574e-09
1970,7.891412039384704e-07,3.2191075360898935e-09
1971,8.298511922077978e-07,5.6522370117662035e-09
1972,8.736639891537834e-07,9.234264020108185e-09
1973,7.729511466436634e-07,0.0
1974,4.83799171391297e-07,5.625571619649605e-09
1975,5.831421141522242e-07,1.1422960355389478e-09
1976,6.107760039952836e-07,2.8567634369203176e-09
1977,5.577066062301128e-07,0.0
1978,7.532669972221129e-07,6.534650265344055e-09
1979,7.443709826304712e-07,1.1703946700691858e-09
1980,6.48675715808622e-07,2.8425753417771205e-09
1981,7.615961798990156e-07,8.22321433169293e-09
1982,6.766177378381144e-07,3.724501262958313e-09
1983,5.525901585201609e-07,1.2630632095778083e-09
1984,6.059963943982893e-07,2.3196033982486597e-09
1985,6.839689241644464e-07,3.007779025843149e-09
1986,6.68385144564354e-07,5.395036861699509e-09
