year,un_DET are_NOUN,un_DET rare_ADJ
1920,1.4462962916184097e-07,1.260019405258106e-06
1921,1.0223209084836427e-07,1.1874068048811637e-06
1922,1.2690049722152708e-07,1.1384154392501955e-06
1923,1.1040586356259041e-07,1.1921710072471114e-06
1924,1.2118126879734348e-07,1.1280170948424484e-06
1925,9.348451457391604e-08,1.1350119391018154e-06
1926,9.697140512798796e-08,1.1759175579939551e-06
1927,9.69982593135299e-08,1.2498281218853435e-06
1928,1.4625332145357106e-07,1.0637644187738715e-06
1929,8.021092501309113e-08,1.102900260008255e-06
1930,1.3654684727359978e-07,1.1028783326594294e-06
1931,1.1405356659111021e-07,1.054995473204201e-06
1932,1.0630750701956515e-07,1.0455398236075553e-06
1933,8.029463227643419e-08,9.54359110849623e-07
1934,8.626737901806791e-08,9.896785435614674e-07
1935,1.089113839114475e-07,9.119832560244845e-07
1936,1.4185915464537402e-07,9.663397149139996e-07
1937,1.0324717014675855e-07,1.018621513360074e-06
1938,1.335417136871797e-07,9.270128238370035e-07
1939,9.482311291719725e-08,9.65054637980245e-07
1940,1.217175815693139e-07,8.647019720253724e-07
1941,2.1841119535181974e-07,8.82499280763227e-07
1942,3.4590012876201115e-07,1.0012898936651027e-06
1943,2.4096852158095317e-07,9.087126076057217e-07
1944,1.6065930807940276e-07,1.0764173232757912e-06
1945,1.1546071476686848e-07,1.0021118810321639e-06
1946,1.2946627681031941e-07,8.742453241339376e-07
1947,8.344609869759267e-08,1.0955280251856436e-06
1948,1.1632919849624557e-07,7.914734427849623e-07
1949,8.344457014253237e-08,7.343122421232806e-07
1950,1.6059396301670859e-07,7.753178765668167e-07
1951,1.1194472115949594e-07,8.092003769277767e-07
1952,1.2970109430909815e-07,7.117742484297196e-07
1953,1.3144069577197826e-07,7.520131735105906e-07
1954,1.1042966008290023e-07,7.798483967480507e-07
1955,9.76103229355374e-08,7.302002895670512e-07
1956,1.2558444195676088e-07,7.613556345376082e-07
1957,1.4401111131379096e-07,7.483276691644392e-07
1958,8.520411026724517e-08,6.212454615184271e-07
1959,9.533419831342371e-08,6.518378725672846e-07
1960,9.82758352474633e-08,6.346404322066235e-07
1961,8.685198760183255e-08,7.07322610260519e-07
1962,6.659053974900075e-08,7.090307319046474e-07
1963,1.1315593217986475e-07,7.287241947651069e-07
1964,6.449006278996805e-08,7.112159048361377e-07
1965,6.073968217279457e-08,7.458394888359976e-07
1966,4.3758689449724386e-08,6.818601079316977e-07
1967,4.6345153603688516e-08,8.169565841598114e-07
1968,4.715986617886969e-08,8.502250370412412e-07
1969,3.9059117246109665e-08,6.544673007979895e-07
1970,4.2308268943802574e-08,7.049845596185378e-07
1971,3.596878195288866e-08,7.168064248830319e-07
1972,4.719735197111774e-08,8.890544362927244e-07
1973,5.182411616511118e-08,5.959773394792478e-07
1974,3.825388633638127e-08,5.423051190334149e-07
1975,3.655347269315712e-08,5.24313897187767e-07
1976,4.228009747864192e-08,5.422136739596795e-07
1977,3.702372453062708e-08,5.406639198568541e-07
1978,3.742572596276972e-08,6.285145781603774e-07
1979,5.617894283105329e-08,5.647154353027872e-07
1980,3.4679418559058206e-08,5.56007725194263e-07
1981,3.668818771007665e-08,5.553832593818697e-07
1982,3.9728013434547904e-08,5.2701694697177e-07
1983,5.052252782800082e-08,5.292235067955176e-07
1984,2.145633087868859e-08,5.723621372411003e-07
1985,3.609334697785016e-08,5.03502207038764e-07
1986,3.237022216939778e-08,4.891500218207057e-07
1987,5.377518663696179e-08,5.786943475527551e-07
1988,3.418035615654347e-08,5.00112562029642e-07
1989,3.786804469996241e-08,5.0326080547336e-07
1990,3.650596192006361e-08,5.056348211240902e-07
1991,2.9893472863751214e-08,5.44530108115282e-07
1992,2.1488782309120324e-08,5.421785269632551e-07
1993,1.550978068198816e-08,5.267786491458537e-07
1994,2.8484603120659813e-08,5.396249909139783e-07
1995,2.1689803453295298e-08,5.742375428496871e-07
1996,3.20285518107255e-08,4.873678287609096e-07
1997,2.0138555933968405e-08,4.75653534337539e-07
1998,2.8131962537258914e-08,5.573942978287505e-07
1999,1.8280805091919206e-08,4.903825843172172e-07
2000,1.8113928690333125e-08,4.98795772685412e-07
2001,3.02303612975674e-08,4.950769305622771e-07
2002,2.0153618940366158e-08,4.828106145993161e-07
2003,1.541761440737588e-08,4.979472958410724e-07
2004,1.673820673731008e-08,4.669078741414978e-07
2005,2.2969122936977726e-08,5.156793214666777e-07
2006,1.3177248070483927e-08,5.489147429926788e-07
2007,1.5977917655618512e-08,4.989104818164947e-07
2008,1.7455502904217823e-08,5.266452989260983e-07
2009,1.4781396995289242e-08,4.5726966746428843e-07
2010,1.0392344762522043e-08,4.251413763256551e-07
2011,1.4148696353410983e-08,4.4778712471327253e-07
2012,1.0212758527750054e-08,4.59574128086615e-07
2013,1.5898012406534434e-08,4.540695703880715e-07
2014,1.1043770259400176e-08,5.355145740182365e-07
2015,1.2634479462647619e-08,5.576903960857749e-07
2016,1.470651400659051e-08,6.659358469107701e-07
2017,1.1823373391450787e-08,3.934416170636723e-07
2018,8.260693684647435e-09,4.840249943072195e-07
2019,1.122434656330995e-08,5.275442411800668e-07
