year,rien_PRON entrer_VERB,rien_PRON rentrer_VERB
1946,8.352662561605939e-09,0.0
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,6.523132700664291e-09,0.0
1949,1.1780409536754632e-08,0.0
1950,1.2762433776458693e-08,0.0
1951,6.396841278899501e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,0.0,0.0
1954,9.772536113672459e-10,0.0
1955,6.569925492527773e-09,0.0
1956,1.0465369904011368e-08,1.744228317335228e-09
1957,7.951533653738352e-09,8.835037701437898e-10
1958,5.790570245522986e-09,0.0
1959,6.975672928177801e-09,2.325224457422337e-09
1960,4.844583401109048e-09,0.0
1961,6.94815938118154e-09,0.0
1962,1.3952304200870458e-08,0.0
1963,7.1126584622049904e-09,0.0
1964,9.125952438182594e-09,1.2167936658258327e-09
1965,7.660860390501512e-09,1.0944086747954884e-09
1966,9.970334780007306e-09,5.539074754423723e-10
1967,1.035370456037299e-08,1.9721342336964653e-09
1968,6.287982134978165e-09,4.4914158503495116e-10
1969,1.1354394757745467e-08,0.0
1970,1.8394900047624674e-09,0.0
1971,7.707596338946132e-09,0.0
1972,5.130146973897354e-09,0.0
1973,4.410563025913916e-09,0.0
1974,7.875800456247362e-09,1.1251143350321513e-09
1975,5.140332159925265e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,1.7630346071939584e-09,0.0
1978,7.128709622605811e-09,1.7821774056514528e-09
1979,7.607565244427406e-09,0.0
1980,9.096241093686785e-09,5.685150683554241e-10
1981,5.69299452024552e-09,0.0
1982,3.1037510339615437e-09,0.0
1983,1.89459470334441e-09,6.315316047889041e-10
1984,8.118611560803402e-09,1.1598016991243298e-09
1985,3.609334831011779e-09,1.2031116103372597e-09
1986,4.7955883708539204e-09,0.0
1987,4.888653482026939e-09,0.0
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,9.878619700032232e-09,0.0
1990,6.538381391862913e-09,3.2691906959314565e-09
1991,2.344586080837985e-09,5.861465202094962e-10
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,3.323524566667402e-09,1.661762283333701e-09
1994,7.384897138251745e-09,0.0
1995,5.964695848348356e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,1.067618438099771e-09
1997,4.794894259418925e-09,4.79489448146353e-10
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,5.484241505371301e-09,1.3710603763428253e-09
2000,1.0603275590881367e-08,8.836062992401139e-10
2001,4.8193329327261836e-09,8.762423564512289e-10
2002,3.9430991805033955e-09,4.38122149670761e-10
2003,4.583615265119079e-09,1.6667691671301554e-09
2004,7.488145215006625e-09,4.404791253964646e-10
2005,5.404499514582994e-09,0.0
2006,4.941467679486777e-09,1.2353669198716943e-09
2007,3.1955835755326234e-09,3.994479469415779e-10
2008,5.960415716543821e-09,0.0
2009,4.291373478793048e-09,0.0
2010,3.3066551718974324e-09,9.447586046817946e-10
2011,3.4415748029203996e-09,1.529588788962144e-09
2012,6.127654827992046e-09,2.0425516833455504e-09
2013,7.2517249982695375e-09,1.3945624655065103e-09
2014,5.846701789380404e-09,1.0827225782605865e-09
2015,5.319781060109108e-09,1.329945265027277e-09
2016,7.871092222444531e-09,1.2428040818690533e-09
2017,5.282783988036499e-09,7.54683426862357e-10
2018,6.195520096952123e-09,1.290733298020541e-09
2019,7.397864543179367e-09,7.65296326310505e-10
